chembl_id,name,synonyms,type,max_phase,molecular_weight,targets,bioactivities,alogp,polar_surface_area,hba,hbd,ro5_violations,rotatable_bonds,passes_ro3,qed_weighted,aromatic_rings,structure_type,inorganic_flag,heavy_atoms,np_likeness_score,molecular_formula,smiles,inchi_key,inchi,withdrawn_flag,orphan,records_key,records_name
CHEMBL2435319,,,Small molecule,,334.46,1,1,4.63,41.46,2,1,0,4,N,0.64,2,MOL,-1,25,-1.11,C22H26N2O,C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1ccccc1,MGZTVXXLNUOWSZ-MTAMYTDCSA-N,"InChI=1S/C22H26N2O/c1-15(16-8-6-5-7-9-16)23-24-21(25)20-14-19(20)17-10-12-18(13-11-17)22(2,3)4/h5-13,19-20H,14H2,1-4H3,(H,24,25)/b23-15+/t19-,20+/m0/s1",False,-1,['4a'],"[trans-2-(4-tert-butylphenyl)-N'-(1-phenylethylidene)cyclopropanecarbohydrazide""]"""
CHEMBL563809,,,Small molecule,,458.95,1,1,5.18,53.76,3,0,1,5,N,0.41,4,MOL,-1,33,-0.95,C27H23ClN2O3,O=C(c1cc2ccccc2o1)N1CC(=O)N(Cc2ccc(Cl)cc2)C(Cc2ccccc2)C1,YZHRYHBDHPSVDA-UHFFFAOYSA-N,"InChI=1S/C27H23ClN2O3/c28-22-12-10-20(11-13-22)16-30-23(14-19-6-2-1-3-7-19)17-29(18-26(30)31)27(32)25-15-21-8-4-5-9-24(21)33-25/h1-13,15,23H,14,16-18H2",False,-1,['16H8'],['1-(4-chlorobenzyl)-4-(benzofuran-2-carbonyl)-6-benzylpiperazin-2-one']
CHEMBL2435298,,,Small molecule,,323.35,1,1,3.24,84.6,4,1,0,5,N,0.52,2,MOL,-1,24,-1.47,C18H17N3O3,C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1cccc([N+](=O)[O-])c1,NVQHPGOTTFSGEK-LJNFXEMMSA-N,"InChI=1S/C18H17N3O3/c1-12(14-8-5-9-15(10-14)21(23)24)19-20-18(22)17-11-16(17)13-6-3-2-4-7-13/h2-10,16-17H,11H2,1H3,(H,20,22)/b19-12+/t16-,17+/m0/s1",False,-1,['3f'],"[trans-N'-(1-(3-nitrophenyl)ethylidene)-2-phenylcyclopropanecarbohydrazide""]"""
CHEMBL2322813,,,Small molecule,,359.43,1,1,4.65,48.31,5,1,0,6,N,0.54,4,MOL,-1,27,-1.47,C22H21N3O2,COc1ccc(-n2cnc3cc(NCc4cccc(OC)c4)ccc32)cc1,FFFWZKABVHAJQQ-UHFFFAOYSA-N,"InChI=1S/C22H21N3O2/c1-26-19-9-7-18(8-10-19)25-15-24-21-13-17(6-11-22(21)25)23-14-16-4-3-5-20(12-16)27-2/h3-13,15,23H,14H2,1-2H3",False,-1,['7r'],['N-(3-methoxybenzyl)-1-(4-methoxyphenyl)-1H-benzo[d]imidazol-5-amine']
CHEMBL2322797,,,Small molecule,,385.51,1,1,5.99,39.08,4,1,1,8,N,0.4,4,MOL,-1,29,-1.22,C25H27N3O,CCCCc1ccc(CNc2ccc3c(c2)ncn3-c2ccc(OC)cc2)cc1,DRJQZFGKNKCQHG-UHFFFAOYSA-N,"InChI=1S/C25H27N3O/c1-3-4-5-19-6-8-20(9-7-19)17-26-21-10-15-25-24(16-21)27-18-28(25)22-11-13-23(29-2)14-12-22/h6-16,18,26H,3-5,17H2,1-2H3",False,-1,['7b'],['N-(4-butylbenzyl)-1-(4-methoxyphenyl)-1H-benzo[d]imidazol-5-amine']
CHEMBL2435321,,,Small molecule,,296.35,1,1,3.47,41.46,2,1,0,4,N,0.68,2,MOL,-1,22,-1.37,C18H17FN2O,C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(F)cc1,DFDBIXCFGJMKRG-QWSZEGLUSA-N,"InChI=1S/C18H17FN2O/c1-12(13-7-9-15(19)10-8-13)20-21-18(22)17-11-16(17)14-5-3-2-4-6-14/h2-10,16-17H,11H2,1H3,(H,21,22)/b20-12+/t16-,17+/m0/s1",False,-1,['4c'],"[trans-N'-(1-(4-fluorophenyl)ethylidene)-2-phenylcyclopropanecarbohydrazide""]"""
CHEMBL2322795,,,Small molecule,,319.45,1,1,5.46,29.85,3,1,1,4,N,0.69,3,MOL,-1,24,-1.26,C21H25N3,Cc1ccc(CNc2ccc3c(c2)ncn3C2CCCCC2)cc1,TWSLNIMQJKXKHA-UHFFFAOYSA-N,"InChI=1S/C21H25N3/c1-16-7-9-17(10-8-16)14-22-18-11-12-21-20(13-18)23-15-24(21)19-5-3-2-4-6-19/h7-13,15,19,22H,2-6,14H2,1H3",False,-1,['6o'],['1-cyclohexyl-N-(4-methylbenzyl)-1H-benzo[d]imidazol-5-amine']
CHEMBL2322792,,,Small molecule,,358.45,1,1,4.6,51.97,5,1,0,6,N,0.55,4,MOL,-1,27,-1.68,C22H22N4O,CCc1ccc(CNc2ccc3c(c2)ncn3-c2ccc(OC)cn2)cc1,KOCXUOHJUCUBJW-UHFFFAOYSA-N,"InChI=1S/C22H22N4O/c1-3-16-4-6-17(7-5-16)13-23-18-8-10-21-20(12-18)25-15-26(21)22-11-9-19(27-2)14-24-22/h4-12,14-15,23H,3,13H2,1-2H3",False,-1,['6l'],['N-(4-ethylbenzyl)-1-(5-methoxypyridin-2-yl)-1H-benzo[d]imidazol-5-amine']
CHEMBL4877127,,,Unknown,,385.51,3,3,6.87,23.39,3,0,1,6,N,0.36,4,MOL,-1,29,-0.78,C26H27NO2,CC(C)Oc1ccc(-c2ccc3ccn(-c4ccc(OC(C)C)cc4)c3c2)cc1,YNJMEMFHKOOQNV-UHFFFAOYSA-N,"InChI=1S/C26H27NO2/c1-18(2)28-24-11-7-20(8-12-24)22-6-5-21-15-16-27(26(21)17-22)23-9-13-25(14-10-23)29-19(3)4/h5-19H,1-4H3",False,-1,['36'],"['1,6-bis(4-isopropoxyphenyl)-1H-indole']"
CHEMBL3596788,,,Small molecule,,265.27,10,19,-0.1,108.31,8,2,0,6,N,0.7,2,MOL,-1,19,-0.64,C11H15N5O3,COc1nc(N)ncc1-c1cn(COCCO)cn1,CVSSXRUFNBCRPB-UHFFFAOYSA-N,"InChI=1S/C11H15N5O3/c1-18-10-8(4-13-11(12)15-10)9-5-16(6-14-9)7-19-3-2-17/h4-6,17H,2-3,7H2,1H3,(H2,12,13,15)",False,-1,"['1', '2', '95']","['2-((4-(2-amino-4-methoxypyrimidin-5-yl)-1H-imidazol-1-yl)methoxy)ethan-1-ol', '2-((4-(2-amino-4-methoxypyrimidin-5-yl)-1H-imidazol-1-yl)methoxy)ethan-1-ol', '2-((4-(2-amino-4-methoxypyrimidin-5-yl)-1H-imidazol-1-yl)methoxy)ethan-1-ol']"
