PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
23,161005109,70789944,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC(F)(F)F,Active,82,,,=,3.7,2.4,5.8,0.572,0.078,2.369,1.123,25.46,1.805,0.963,9,-2.2,1.3,2.2,1.8,4.5,11.1,26.8,25.5,23
24,161005110,70789925,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,,,>,20,,,,,,,,,,9,0.8,1.5,-0.2,1.3,4.5,10.2,14.5,19.5,17.8
25,161005111,70789929,C1=CC(=CC(=C1)F)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,67,,,=,6.7,4.5,9.8,0.825,0.069,2.054,0.503,27,1.622,0.979,9,0.6,2.3,1.9,2.6,-0.7,6.8,19.4,27.5,25.8
26,161005112,70789950,COC1=CC=CC(=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,63,,,=,7.5,5.2,10.8,0.874,0.066,1.532,0.283,27.49,1.541,0.988,9,-1.7,0.3,1.6,2.3,1.3,7.2,17.2,26.2,26.1
27,161005113,5056215,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)F,Active,80,,,=,4,1.9,8.1,0.598,0.127,1.383,0.462,23.03,2.13,0.955,9,0.1,2.3,3.2,2.7,4.3,9.2,19.9,23.7,20.5
28,161005114,70789933,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5,Active,69,,,=,6.3,3.3,11.8,0.797,0.112,1.143,0.25,29.57,2.465,0.98,9,-0.1,0.9,3,2.5,5.1,8.4,20,27.5,27
29,161005115,70789934,C1=CC(=CC=C1C#N)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0,0.7,0.9,1,1.1,5.3,16.4,14.9,12.5
30,161005116,70789942,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=C(C=C(C=C5)OC)OC,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,1.2,-3.8,-0.2,2.3,5.8,11.8,16.6,16
31,161005117,70789949,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)F,Active,73,,,=,5.5,4.3,7,0.739,0.044,2.08,0.344,30.4,1.13,0.992,9,-0.1,1.1,0,0,4,8.4,25.2,30.6,29.2
32,161005118,70789932,COC1=CC(=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC,Active,86,,,=,2.9,1.2,7.1,0.458,0.16,1,0.281,26.28,2.596,0.963,9,0.2,0.9,3,3.1,9.1,11.3,24.6,24,24.3
33,161005119,70789936,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)F,Active,85,,,=,3.1,2.2,4.2,0.487,0.057,2.042,0.497,27.28,1.233,0.986,9,-1.1,-0.6,-0.7,1.6,4.8,14.9,28.1,27.5,25
34,161005120,70789923,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,,,>,20,,,,,,,,,,9,1.2,-1.3,0.2,1.1,2.6,10.1,11,10.6,8.5
35,161005121,70789924,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5OC,Active,70,,,=,6.1,3.6,10.3,0.784,0.093,1.512,0.393,33.22,2.502,0.976,9,1.2,0,0.9,1.2,4.5,10.2,22.4,35.2,29.6
36,161005122,70789953,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,-0.7,-0.7,-0.3,2.2,3.1,5.4,14.6,13.6
37,161005123,70789937,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C#N,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,0.8,1.2,1,2.8,12.8,17.1,17.7,15.4
38,161005124,70789920,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC(F)(F)F,Inactive,0,,,>,20,,,,,,,,,,9,0.4,-0.4,0.4,-0.2,1.7,2.6,9,11.7,15.2
39,161005125,70789927,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,64,,,=,7.2,6.1,8.5,0.856,0.03,1.611,0.141,28.93,0.7312,0.997,9,0.4,1.2,0.6,0.4,2.2,7.2,19.2,27.3,28.1
40,161005126,70789935,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)OC,Active,50,,,=,10.1,7.7,13.2,1.005,0.048,1.523,0.201,26.39,1.15,0.994,9,-0.3,0,2,-0.4,0.4,4.8,14.4,22.2,25.9
41,161005127,6618470,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,68,,,=,6.5,4.9,8.6,0.813,0.049,1.821,0.293,20.85,0.8672,0.991,9,0.8,-0.9,1.5,1.2,0.4,5.7,14.9,20.2,20.4
42,161005128,70789951,COC1=CC=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,73,,,=,5.4,4.1,7,0.729,0.046,1.972,0.333,37.33,1.443,0.992,9,-0.5,1.9,-0.3,0.9,3.3,11.7,29.9,38.9,35
43,162010024,71295975,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,1.7,-0.4,-0.6,-0.3,3.5,9.3,18.6,35.5
44,162010025,56691632,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.4,-1.1,-1.1,-0.8,0.4,0.9,2.1,3.3,1.8
45,162010026,71295963,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,1.1,-0.5,-0.3,0.3,0.4,1.9,9.8,15.7
46,162010027,71295958,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-2.3,-1.4,-0.9,-0.5,0.7,-2.6,-0.5,-3.2,1
47,162010028,71295987,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,-0.8,0.1,0.9,0.9,-0.7,-2.1,-1.4,-6.3
48,162010029,71295981,CCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,-1.5,-0.2,-0.9,-0.3,-1.7,1.1,-0.9,-3.8
49,162010030,71295989,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.8,-2.8,-0.8,-0.3,-0.5,-0.6,0.3,-1.9,0.9
50,162010031,71295968,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.1,-0.2,2.4,-1.1,-1.2,0.6,-1.6,-0.6
51,162010032,71295985,CCCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,0.7,-0.9,0.9,-0.5,1.1,-0.7,2,3
52,162010033,71295982,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.1,0.1,0.9,0,1.1,2,9,17,25
53,162010034,71295983,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-0.4,0.1,0.3,0.1,2.1,5.8,8.2,8.6
54,162010035,71295959,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.9,-1.2,-1.5,-0.4,0.9,0.6,0.5,-2.1,-3.4
55,162010036,71295971,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,1.3,1.6,0.7,0.1,0.9,0.8,4.3,6.4,7.6
56,162010037,11840463,CC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.5,2,-0.2,0.4,0.1,-0.1,0.8,-0.9,-0.8
57,162010038,71295960,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.3,0.1,-0.3,0.5,0.3,-1.7,1.5,2.7,2.8
58,162010039,71295979,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Active,19,,,=,16.3,8.2,32.3,1.211,0.122,1.194,0.252,20.79,2.315,0.987,9,-0.9,-0.4,-1.6,0.3,0.4,2.7,9,13.7,19
59,162010040,71295969,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,2.1,0.3,1.3,1.6,-2.2,-0.1,-0.6,2
60,162010041,71295966,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,0.4,0.3,-0.3,0.6,0.4,-0.3,0.3,0.5
61,162010042,71295978,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,0.1,-1.1,1.8,1.5,3.6,4.3,4.3,5.9
62,162010043,71295984,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.4,-0.3,-5.6,-2.5,0.2,-0.7,-1.6,-3.6,-4.1
63,162010044,71295988,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,1.5,1.4,0.1,-0.7,0.7,-0.3,0.5,-1.2
64,162010045,71295980,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,-0.5,1,-2.7,0.4,-1.2,-0.9,1.1,2
65,162010046,71295957,C1CCC(CC1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,1.1,1.6,1.3,1.6,3,2.1,3.4,1.3,1
66,162010047,13275205,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,0,-0.7,-2.6,-0.8,-1.4,-0.9,0,0.6
67,162010048,71295976,CC(C)(C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,3.4,4,3.5,2.4,1.4,2.2,1.8,-0.2,3.3
68,162010049,71295977,CCNC(=S)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,-1.8,0,0.6,-1.6,-2,-0.3,1.8,-2.4
69,162010050,71295967,CC(C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)OC5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,2.5,2.6,1.9,2.6,2.2,-0.3,0,0.8,-1.5
70,162010051,71295956,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,1,-1.9,-1.2,-1,-2.8,0.8,4.5,15.2,29.6
71,162010052,71295970,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,1.8,1.5,1.2,-0.1,2,4.8,9.1,15.3,17.4
72,162010053,71295954,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.3,-1.4,-0.8,-0.1,-1.9,-2.2,-2.1,-1,-1.2
73,162010054,71295974,CC(C)(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.1,2,3.3,2.1,0.8,-0.7,2.1,3.7,1.9
74,162010055,71295961,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.7,-1.5,-1.3,-1.7,-2,-1,-2.5,-0.7,-6.8
75,162010056,71295965,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,2.8,3,1.9,2.6,2.2,5,8.4,12.7,12
76,162010057,71295955,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-1.6,0.7,-0.7,-0.9,-0.7,-1.5,2,6.1,12.1
77,162010058,71295973,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.2,0.4,0.9,0.4,0.4,4.4,7.2,15.6,22.5
78,162010059,71295964,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Active,18,,,=,16.4,8.8,30.5,1.214,0.111,1.661,0.519,27.4,3.202,0.975,9,-2.2,-2,-2.4,-0.2,-2.5,1.9,10.2,20.2,26.5
79,162010060,71295962,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,0.7,2.4,0.5,0.7,0,1,2,2.4
80,162010061,71295972,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-2.7,-2,-1.2,-1.3,0.2,-1.2,-3.8,-2.8,-4.9
81,162010062,71295990,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.9,0.2,1.4,0.6,0.3,1.7,-0.7,-0.4,-0.9
82,162010063,71295986,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.3,0.2,-0.3,-0.8,0.7,0.9,3.7,14.2,6.2
