PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
25,161005111,70789929,C1=CC(=CC(=C1)F)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,72,,,=,5.7,2.6,12.6,0.755,0.141,1.731,0.785,20.2,2.3,0.936,9,-2,2.1,2.6,2.2,-2.6,8.5,14.2,19.5,20.4
26,161005112,70789950,COC1=CC=CC(=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,61,,,=,7.9,0,500,0.899,0.924,0.689,0.532,23.1,12.6,0.799,9,-8.2,1.4,7.2,3.5,2.7,8.1,12.7,18.7,18.6
27,161005113,5056215,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)F,Active,80,,,=,4,0.8,18.8,0.598,0.277,0.847,0.313,22.4,3.8,0.929,9,2.4,0.6,4.7,2.5,5.5,9.3,16.3,22.4,18.6
28,161005114,70789933,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,1.2,3.6,3.4,1.8,3.9,8.6,13.1,13.3,23.5
29,161005115,70789934,C1=CC(=CC=C1C#N)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0.5,5.2,7.9,3.5,1.6,3.8,11.2,12.2,9.1
30,161005116,70789942,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=C(C=C(C=C5)OC)OC,Inactive,0,,,>,20,,,,,,,,,,9,1,-0.7,-2.8,-0.6,2.1,6.2,19.4,17.7,14.1
31,161005117,70789949,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)F,Active,78,,,=,4.4,1.1,18.5,0.644,0.254,0.858,0.292,25,4,0.946,9,1.1,0.6,0.2,4.8,7.9,7.4,19.4,23.1,21.6
32,161005118,70789932,COC1=CC(=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC,Active,93,,,=,1.5,1,2.3,0.178,0.073,1.724,0.437,21.3,1,0.98,9,-2.2,1,2.5,2.6,8.2,17.8,22.2,20.9,20
33,161005119,70789936,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,1.7,1.5,-2.9,1.2,1.8,8.9,19.1,17.7,17.7
34,161005120,70789923,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,-2.8,1.6,1.9,-0.1,8.5,9.2,8.9,7.1
35,161005121,70789924,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5OC,Active,74,,,=,5.2,2.3,11.8,0.718,0.145,1.344,0.48,23.3,2.6,0.949,9,0.7,1.9,2.9,2.7,0.8,10.3,15.4,24.3,21.2
36,161005122,70789953,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.2,-0.7,2.7,0.4,3.4,5.6,11.6,7
37,161005123,70789937,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C#N,Inactive,0,,,>,20,,,,,,,,,,9,-3.2,2.1,0.8,1.3,4.2,12.6,13.2,13.1,11.4
38,161005124,70789920,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC(F)(F)F,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,-0.1,0.6,-0.2,-0.1,0,4.2,8.5,11.2
39,161005125,70789927,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,2.7,4,3.8,-0.1,0,6.2,13.5,19.9,18.2
40,161005126,70789935,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)OC,Inactive,0,,,>,20,,,,,,,,,,9,0.9,-0.4,-0.6,-1.8,3.8,4.4,8.9,14.4,15.5
41,161005127,6618470,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0.6,2,1.7,2,1.8,6.7,10,15.7,13.6
42,161005128,70789951,COC1=CC=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,72,,,=,5.7,3.6,9.2,0.756,0.084,2.128,0.669,23.9,1.7,0.971,9,2,0.3,-2.4,2.1,1.9,6.6,19,25.9,21.7
43,162010024,71295975,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.4,2,-2.3,1.3,2.5,-0.5,6.9,13.9,21.7
44,162010025,56691632,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,2.3,-0.3,1.9,3.7,-2.3,1.1,-1.6,-1.5,-3.1
45,162010026,71295963,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,1.9,2.8,0.1,0.2,0,1.2,-1.2,4.9,10.1
46,162010027,71295958,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-1.5,-0.5,1.1,-2.9,4.6,0.8,0.9,-1.1,-0.5
47,162010028,71295987,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-0.7,2.8,1.7,-1.4,4.1,-1.8,0.1,-5.8
48,162010029,71295981,CCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.8,1.2,-0.8,0.4,-1,-1.3,3.6,-1.7,-6.1
49,162010030,71295989,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,-2.2,-0.6,-0.4,2.6,0,-2.7,-0.7,-0.6
50,162010031,71295968,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,2.4,-0.6,-1.4,3.8,-0.7,-0.6,1.6,0.2,0.8
51,162010032,71295985,CCCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,2.2,1.2,-0.8,5.5,0.8,4.2,-1.4,1.6,2.5
52,162010033,71295982,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,0.8,-0.1,0.9,0.6,3.8,5.8,11.6,13.7
53,162010034,71295983,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.1,-2.1,0.2,-2.1,1,3,4.3,7.2,5.2
54,162010035,71295959,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,-1.1,-1.7,1.4,2.6,1,3,-0.2,-6.5
55,162010036,71295971,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,1.2,1.1,3.9,1.2,3.7,2.5,4.3,6.4,6.5
56,162010037,11840463,CC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,2.4,2.5,3.2,-0.9,3,1.6,2.9,-0.8,0.2
57,162010038,71295960,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.9,-0.4,1.3,0.6,1.5,-1.8,0,6.3,2.1
58,162010039,71295979,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,0.3,-1.8,-1.2,-0.1,0.9,5.2,9.5,8.9
59,162010040,71295969,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.5,-0.4,1.6,2.4,2.5,-3,1.5,-6.2,1.4
60,162010041,71295966,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.1,-0.9,-0.1,-0.1,3.9,0.5,2.8,-0.9,0.3
61,162010042,71295978,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1,-1.7,-3,-0.7,1,3.7,3,6.9,4.4
62,162010043,71295984,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.1,2.2,-7.4,-2.9,1.3,1.3,-1.2,-6.1,-5.6
63,162010044,71295988,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.6,2.9,1.4,-1.8,-1.9,-5.2,0.2,0.4,-1.4
64,162010045,71295980,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,1.2,0.8,3.6,-3.5,-5.8,-5.1,-7.6,-4.7,-1.4
65,162010046,71295957,C1CCC(CC1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,5.5,1.1,-1.6,2.6,3.1,-2.5,0.3,-1.9,0.5
66,162010047,13275205,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-4.2,-1.9,-3.3,1.5,0.2,-0.8,-3.5,-0.5,0.4
67,162010048,71295976,CC(C)(C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,5.9,4,1.8,6.1,3.1,0.7,3.2,0.1,0.9
68,162010049,71295977,CCNC(=S)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,-1.7,-0.4,0.1,0.5,-2.3,1.2,0.7,-2.9
69,162010050,71295967,CC(C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)OC5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,3.3,3.8,2.1,2.4,2.1,1.2,-0.9,3.7,1.6
70,162010051,71295956,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.3,-1.3,-0.6,-1.4,-0.3,0.6,2.2,8.7,19.1
71,162010052,71295970,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.2,1.7,4.4,0.1,-1,4.3,7.3,7.6,11.7
72,162010053,71295954,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.1,0.7,-0.5,-0.2,-1.4,-1.2,-0.3,-1.1,-2.4
73,162010054,71295974,CC(C)(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.8,0.3,3.5,-1.1,-2.2,-2.3,0.4,-0.8,-0.8
74,162010055,71295961,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,-4,0.3,-2.4,-0.9,-2.7,-5.1,1.1,-2.6
75,162010056,71295965,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,3.2,5.5,1.6,1.5,3.5,5.9,9.4,5.1
76,162010057,71295955,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,1.3,-1.3,-1.1,-2.3,-1.9,-0.9,0.9,3.6
77,162010058,71295973,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.3,-0.4,4.6,2.4,1.4,4.1,4.7,6.7,15.1
78,162010059,71295964,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,-2.4,-2.4,0.4,-0.7,-2.8,4.8,11.5,18.4
79,162010060,71295962,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,3.6,0,4.2,-2.3,0.1,3,5.3,4.4,-0.6
80,162010061,71295972,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-2.4,-0.2,0.4,-0.5,-1.3,-1.1,-1,-6.6,-1.9
81,162010062,71295990,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.3,-0.6,-0.4,0.8,-1.6,-1.1,3.3,-1.5,-1.4
82,162010063,71295986,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,1.6,2.8,0.1,-3.4,1,0.6,3.5,8.9,4.6
