PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
14,103602286,44567696,CCCNC(=O)NCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(CC)CC,Inactive,,,Potential missing data,Activity,Not Active
15,103602287,44567697,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCN3CCN(CC3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
16,103602329,44567715,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
17,103602330,44567716,CCCCCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
18,103602331,44567717,CCOC(=O)C#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
19,103602332,44567718,CC1=CC(=CC=C1)NC(=O)OCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)N(C)CC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
20,103602333,44567719,CCCNC(=O)NCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(C)CC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
21,103602334,44567720,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCN4CCN(CC4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
22,103602335,44567721,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
23,103602336,44567722,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
24,103602337,44567723,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)Br,Inactive,,,Potential missing data,Activity,Not Active
25,103602338,44567724,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCN3CCOCC3,Inactive,,,Potential missing data,Activity,Not Active
26,103602339,44567725,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CCN3CCC(CC3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
27,103602392,44567751,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=C(C=C4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
28,103602393,44567752,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCC(C)C,Inactive,,,Potential missing data,Activity,Not Active
29,103602394,44567753,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
30,103602395,44567754,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=C(C=C4)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
31,103602396,44567755,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)Br,Inactive,,,Potential missing data,Activity,Not Active
32,103602397,44567756,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCN4CCOCC4,Inactive,,,Potential missing data,Activity,Not Active
33,103602398,44567757,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N(C)CC2=CC=CC=C2)N3C=C(N=N3)C#CCN4CCC(CC4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
34,103602399,44567758,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
35,103602400,44567759,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
36,103602401,44567760,CCCCCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
37,103602402,44567761,CCOC(=O)C#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
38,103602403,44567762,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=C(C=C3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
39,103602455,44567787,CCC(=O)OCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
40,103602456,44567788,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC,Inactive,,,Potential missing data,Activity,Not Active
41,103602457,44567789,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=C(C=C4)OC,Inactive,,,Potential missing data,Activity,Not Active
42,103602458,44567790,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
43,103602459,44567791,CCCCCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCN(CC3)CC4CCCO4,Inactive,,,Potential missing data,Activity,Not Active
44,103602461,44567793,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=C(C=C5)C6=CC=CC=C6,Inactive,,,Potential missing data,Activity,Not Active
45,103602462,44567794,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCC(C)C,Inactive,,,Potential missing data,Activity,Not Active
46,103602463,44567795,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCC(C)C,Inactive,,,Potential missing data,Activity,Not Active
47,103602464,44567796,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
48,103602465,44567797,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=C(C=C3)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
49,103602466,44567798,CCC(=O)OCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
50,103602519,44567820,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCC4CCCC4,Inactive,,,Potential missing data,Activity,Not Active
51,103602520,44567821,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CCCCC4,Inactive,,,Potential missing data,Activity,Not Active
52,103602521,44567822,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=CC(=C4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
53,103602522,44567823,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)OC,Inactive,,,Potential missing data,Activity,Not Active
54,103602523,44567824,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
55,103602524,44567825,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=C(C=C5)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
56,103602525,44567826,CCC(=O)OCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCN(CC3)CC4CCCO4,Inactive,,,Potential missing data,Activity,Not Active
57,103602526,44567827,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC,Inactive,,,Potential missing data,Activity,Not Active
58,103602527,44593516,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=C(C=C3)OC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
59,103602528,44567828,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC,Inactive,,,Potential missing data,Activity,Not Active
60,103602529,44567829,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=C(C=C3)OC,Inactive,,,Potential missing data,Activity,Not Active
61,103602530,44567830,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
62,103602586,44567855,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=CC(=C4OC)OC,Inactive,,,Potential missing data,Activity,Not Active
63,103602587,44567856,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC(=O)OCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
64,103602588,44567857,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
65,103602589,44567858,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCCCC#N,Inactive,,,Potential missing data,Activity,Not Active
66,103602590,44567859,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=C(C=C5)OC,Inactive,,,Potential missing data,Activity,Not Active
67,103602591,44567860,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
68,103602592,44593518,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=CC6=CC=CC=C65,Inactive,,,Potential missing data,Activity,Not Active
69,103602593,44567861,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=CC=C5[N+](=O)[O-],Inactive,,,Potential missing data,Activity,Not Active
70,103602594,44567862,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCC5CCCC5,Inactive,,,Potential missing data,Activity,Not Active
71,103602595,44567863,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCC3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
72,103602596,44567864,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CCCCC3,Inactive,,,Potential missing data,Activity,Not Active
73,103602597,44567865,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=CC(=C3)C4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
74,103602598,44567866,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=C(C=C3)OC,Inactive,,,Potential missing data,Activity,Not Active
75,103602639,44567886,C[C@H](C[C@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCN(C)C,Inactive,,,Potential missing data,Activity,Not Active
76,103602640,44567887,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CC4=CC=CC=N4,Inactive,,,Potential missing data,Activity,Not Active
77,103602641,44567888,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCN(C)CCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
78,103602642,44567889,CCCCN(CCCC)CC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
79,103602643,44567890,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CCCCC5,Inactive,,,Potential missing data,Activity,Not Active
80,103602645,44567892,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC5=CC=C(C=C5)OC,Inactive,,,Potential missing data,Activity,Not Active
81,103602646,44567893,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC5=CC=CC(=C5OC)OC,Inactive,,,Potential missing data,Activity,Not Active
82,103602647,44567894,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC(=O)OCC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
83,103602648,44567895,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCCCC#N,Inactive,,,Potential missing data,Activity,Not Active
84,103602649,44567896,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCN(C)C,Inactive,,,Potential missing data,Activity,Not Active
85,103602650,44567897,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC3=CC=CC(=C3OC)OC,Inactive,,,Potential missing data,Activity,Not Active
86,103602651,44567898,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCOC(=O)OCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
87,103602652,44567899,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCCCC#N,Inactive,,,Potential missing data,Activity,Not Active
88,103602653,44567900,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCN(C)C,Inactive,,,Potential missing data,Activity,Not Active
89,103602705,44567934,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCNCCOC,Inactive,,,Potential missing data,Activity,Not Active
90,103602706,44567935,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCNC(=O)OCC4=CC=CC=C4,Inactive,,,Potential missing data,Activity,Not Active
91,103602707,44567936,CC1=CC(=CC=C1)NC(=O)NCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)N4CCCC4,Inactive,,,Potential missing data,Activity,Not Active
92,103602708,44567937,CC1=CC(=CC=C1)NC(=O)OCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)N4CCCC4,Inactive,,,Potential missing data,Activity,Not Active
93,103602709,44567938,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CC5=CC=CC=N5,Inactive,,,Potential missing data,Activity,Not Active
94,103602710,44567939,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCN(C)CCC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
95,103602711,44567940,CCCCN(CCCC)CC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCN(CC3)CC4CCCO4,Inactive,,,Potential missing data,Activity,Not Active
96,103602712,44567941,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCNCCOC,Inactive,,,Potential missing data,Activity,Not Active
97,103602713,44567942,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCNC(=O)OCC5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
98,103602714,44567943,CC1=CC(=CC=C1)NC(=O)NCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)N4CCN(CC4)CC5CCCO5,Inactive,,,Potential missing data,Activity,Not Active
99,103602715,44567944,CC1=CC(=CC=C1)NC(=O)OCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)N4CCN(CC4)CC5CCCO5,Inactive,,,Potential missing data,Activity,Not Active
100,103602716,44567945,CCCNC(=O)NCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCN(CC3)CC4CCCO4,Inactive,,,Potential missing data,Activity,Not Active
101,103602717,44567946,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCN5CCN(CC5)C6=CC=CC=C6,Inactive,,,Potential missing data,Activity,Not Active
102,103602718,44567947,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC5=CC=C(C=C5)C(F)(F)F,Inactive,,,Potential missing data,Activity,Not Active
103,103602719,44567948,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCOC5=CC=C(C=C5)Br,Inactive,,,Potential missing data,Activity,Not Active
104,103602720,44567949,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CC3=CC=CC=N3,Inactive,,,Potential missing data,Activity,Not Active
105,103602721,44567950,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCN(C)CCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
106,103602722,44567951,CCCCN(CCCC)CC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
107,103602723,44567952,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCNCCOC,Inactive,,,Potential missing data,Activity,Not Active
108,103602778,44567987,CCCNC(=O)NCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N3CCCC3,Inactive,,,Potential missing data,Activity,Not Active
109,103602779,44567988,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCN4CCN(CC4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
110,103602780,44567989,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCOC4=CC=C(C=C4)Br,Inactive,,,Potential missing data,Activity,Not Active
111,103602781,44567990,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCN4CCOCC4,Inactive,,,Potential missing data,Activity,Not Active
112,103602782,44567991,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCN5CCOCC5,Inactive,,,Potential missing data,Activity,Not Active
113,103602783,44567992,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCN(CC2)CC3CCCO3)N4C=C(N=N4)C#CCN5CCC(CC5)C6=CC=CC=C6,Inactive,,,Potential missing data,Activity,Not Active
114,103602784,44567993,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
115,103602785,44567994,CCCCCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N(CC)CC,Inactive,,,Potential missing data,Activity,Not Active
116,103602786,44567995,CCN(CC)C(=O)[C@H](C)[C@H]1CC[C@H](O1)C[C@@H](C)N2C=C(N=N2)C#CC(=O)OCC,Inactive,,,Potential missing data,Activity,Not Active
117,103602787,44567996,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)NC(C)C)N2C=C(N=N2)C#CCNC(=O)OCC3=CC=CC=C3,Inactive,,,Potential missing data,Activity,Not Active
118,103602788,44567997,CC1=CC(=CC=C1)NC(=O)NCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
119,103602789,44567998,CC1=CC(=CC=C1)NC(=O)OCC#CC2=CN(N=N2)[C@H](C)C[C@@H]3CC[C@@H](O3)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
120,103602790,44567999,CCCNC(=O)NCC#CC1=CN(N=N1)[C@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)NC(C)C,Inactive,,,Potential missing data,Activity,Not Active
121,103602833,44568023,C[C@H](C[C@@H]1CC[C@@H](O1)[C@@H](C)C(=O)N2CCCC2)N3C=C(N=N3)C#CCN4CCC(CC4)C5=CC=CC=C5,Inactive,,,Potential missing data,Activity,Not Active
