PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PERCENT_INHIBITION
32,4251511,808421,CCN1C2=CC=CC=C2C3=NC4=CC(=C(C=C4N=C31)OC)OC,Inactive,23,,,22.7
33,863985,665240,CCN1C2=NC3=CC=CC=C3N=C2C(=N1)C4=CC=CC=C4,Inactive,22,,,22
34,17513027,1961235,CC1=CC(=C2C(=C(SC2=N1)C(=O)C3=CC4=C(C=C3)OCO4)N)C5=CC=CS5,Inactive,21,,,21.3
35,89850519,2083967,CC1=C(SC=C1)/C=C/C2=CC3=C(C(C2)(C)C)SC(=C3C#N)NC(=O)CSC4=NNC(=N4)N,Inactive,21,,,21.1
36,17414392,350141,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,21,,,21.1
37,17510139,3411561,COC(CNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4)OC,Inactive,21,,,20.8
38,14739720,135447244,C1=CC=C(C=C1)N2C3=CC=CC=C3N=C(C2=O)/C=C(/C4=CC=C(C=C4)F)\O,Inactive,20,,,19.7
39,24784819,2522847,CC1=CC2=C(C=C1)N=C(N2)SCC(=O)C3=CNC4=CC=CC=C43,Inactive,19,,,19.5
40,87346096,661834,C1=COC(=C1)C2=NC(=C(C=C2)C#N)SCC(=O)C3=CC=C(C=C3)Cl,Inactive,18,,,17.9
41,24796851,972178,C1=CC2=C(C(=C1)SC3=C4C=CC=NC4=C(C=C3)[N+](=O)[O-])N=CC=C2,Inactive,17,,,17.4
42,22402568,5113181,CC1=C(C(=NN1C2=NN=C(N=N2)NC3CCCCC3)C)Br,Inactive,17,,,17.2
43,22407139,2457886,CCCN1C(=NN=C1SCC(=O)C2=CNC3=CC=CC=C32)C4=CC=NC=C4,Inactive,17,,,16.8
44,24827703,1517328,C1CCC(CC1)NC2=CC=CC=C2N,Inactive,17,,,16.6
45,17431439,1207175,CC1=C2C(=CC=C1)C=C3C(=C(SC3=N2)C(=O)N4CCCC5=CC=CC=C54)N,Inactive,16,,,16.3
46,14741020,1415522,CCN(CC)C(=O)C1=C(C2=C(S1)N=C(C=C2C3=CC=C(C=C3)Cl)C4=CC=CS4)N,Inactive,16,,,16.3
47,17414287,1380986,COC1=CC=C(C=C1)C2=C(SC(=N2)NC(=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,16,,,15.9
48,22404499,4415927,CC1=CC(=NN1C2=NN=C(N=N2)NC34CC5CC(C3)CC(C5)C4)C,Inactive,16,,,15.7
49,846289,648675,CC1=C2C=C(C(=NC2=C(C=C1)C)N3CCCC3)C#N,Inactive,16,,,15.7
50,7969453,3245460,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC=CS3,Inactive,15,,,15.2
51,22409204,4880850,CCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)N=C1SCC(=O)C4=CNC5=CC=CC=C54,Inactive,15,,,15
52,17431826,1347412,COC1=CC=C(C=C1)C2=C(N=C(S2)NC(=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,15,,,14.5
53,87347868,2044030,C1=CC=C(C=C1)CN2C(=CC3=NC4=CC=CC=C4N=C32)NS(=O)(=O)C5=CC=C(C=C5)Cl,Inactive,14,,,14.2
54,17408318,1135539,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCCC5=CC=CC=C54)N,Inactive,14,,,14.1
55,22401440,2531393,CCCCNC1=NN=C(S1)SCC(=O)C2=CNC3=CC=CC=C32,Inactive,14,,,14.1
56,17506096,1983598,COC1=CC=CC=C1C2=NC3=CC4=CC=CC=C4C=C3N=C2C5=CC=CC=C5,Inactive,14,,,13.8
57,24784705,5052359,CC1=CC=C(C=C1)S(=O)(=O)N2C(CC(=N2)C3=CC=CC=C3)C4=C(C(=CC=C4)OC)OC,Inactive,13,,,13.5
58,49717362,20967567,CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,12,,,12.4
59,4255109,873559,CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,12,,,12.3
60,17412278,2855194,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=CC=C4)C5=CC=CS5)OC.Br,Inactive,12,,,12.3
61,14731129,2243014,CC1=CC(=NN1C2=NC3=CC=CC=C3N=C2N4CCN(CC4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5)C,Inactive,12,,,12.3
62,17507392,12004690,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=C(C=C4)F)C5=CC=CS5)OC.Br,Inactive,12,,,12.2
63,17512168,1005240,COC1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)C#N)N)C4=CC=CS4,Inactive,12,,,12.2
64,87337218,2488718,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)NC4=NC=CS4,Inactive,12,,,12
65,14722816,1451680,CC1=CC=C(C=C1)S(=O)(=O)N2CCCN(CC2)C3=C(C=C4C=CC(=CC4=N3)C)C#N,Inactive,11,,,11.5
66,14720984,783127,C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=CC=C(C=C4)Cl,Inactive,11,,,11.4
67,24827098,2132539,CC1=CC=C(C=C1)C2=CSC3=C2C(=O)N4C(=N3)C5=CC=CC=C5C(=N4)NCCCN(C)C,Inactive,11,,,11.3
68,17403641,3111143,CC1=NC2=C(C=C1)C3=C(S2)C(=C(C(=N3)N)C#N)C4=CC=C(C=C4)Br,Inactive,11,,,10.6
69,14744661,2488718,CC1=C(SC2=C1C(=CC(=N2)C3=CC=CS3)C(F)(F)F)C(=O)NC4=NC=CS4,Inactive,10,,,10.5
70,22407889,2449024,COCCNC1=NN=C(S1)SCC(=O)C2=CNC3=CC=CC=C32,Inactive,10,,,9.9
71,17401222,4437359,C1CCCN(CC1)C2=NC(=C(S2)C(=O)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,10,,,9.8
72,4241666,3236611,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)NC3=CC=CC=C3,Inactive,10,,,9.7
73,17388077,2252798,C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=C(S3)C(=O)NC4=NC=CS4)N,Inactive,10,,,9.6
74,24791475,2547336,C1=CC=C(C=C1)N2C=NN=C2SCC(=O)C3=CNC4=CC=CC=C43,Inactive,10,,,9.5
75,17387421,11948839,C1C(N(N=C1C2=CC=CO2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Inactive,9,,,9.2
76,26667024,339701,COC1=NC2=C(C=C1)NC3=NC4=CC=CC=C4N=C3S2,Inactive,9,,,8.8
77,26725718,4859726,CC1=C2COC(CC2=C3C4=C(C(=O)N(C(=N4)NCCN)C5=CC(=CC=C5)Cl)SC3=N1)(C)C,Inactive,8,,,8.4
78,56323093,2338757,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=NC5=C(S4)CN(CC5)CC6=CC=CC=C6,Inactive,8,,,8.4
79,860726,662002,C1OC2=C(O1)C=C(C=C2)CN3C(=NC4=NC5=CC=CC=C5N=C43)C6=CC=CS6,Inactive,8,,,8.4
80,17504186,3803661,C1CC2=CC=C(C3=CC=CC1=C23)N=CC4=C(C=CC(=C4)Br)O,Inactive,8,,,8.3
81,22408806,2469635,CC1=CC=C(C=C1)C2=C(SC(=N2)C3=CN=CC=C3)CC(=O)NC4=CC(=C(C=C4)C)Cl,Inactive,8,,,7.8
82,56321084,2855194,COC1=C(C=C(C=C1)C2CC(=NN2C3=NC(=CS3)C4=CC=CC=C4)C5=CC=CS5)OC.Br,Inactive,8,,,7.8
83,17509927,1273880,COC(=O)CCSC1=CC(=CC2=C1C(=NN2C3=CC=CC=C3)C4OCCO4)[N+](=O)[O-],Inactive,8,,,7.6
84,862395,663620,CCOC(=O)C1=C(C2=C(S1)N=C(C3=C2CC(OC3)(C)C)C4=CC=CO4)N,Inactive,8,,,7.6
85,14729693,3823685,CCOC1=C(C=C2C(=C1)N=C3C4=CC=CC=C4N(C3=N2)C)OCC,Inactive,7,,,7.5
86,17512659,1972140,COC1=CC=C(C=C1)C2=C(C(=NC3=C2C(=C(S3)C(=O)C4=CC=CC=C4)N)N)C#N,Inactive,7,,,7.5
87,4241832,3236755,COC1=CC=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,7,,,7.5
88,17509154,1102016,C1CC2=CC=CC=C2N(C1)C(=O)C3=NN4C(=CC(=NC4=C3Br)C5=CC=CS5)C(F)(F)F,Inactive,7,,,7.3
89,4248968,3242977,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC4=C(C=C3)OCO4,Inactive,7,,,7.3
90,26665235,135452472,C1=CC2=C(NC(=C2C=C1)O)N=C3N=C4C=CC=CC4=N3,Inactive,7,,,6.9
91,24829550,982808,C1COCCN1CCNC2=NN3C(=NC4=C(C3=O)C(=CS4)C5=CC=CC=C5)C6=CC=CC=C62,Inactive,7,,,6.9
92,22407819,135505898,C1CC1N=C2NN=C(CS2)C3=CNC4=CC=CC=C43,Inactive,7,,,6.8
93,17386899,1006296,COC1=CC=CC=C1NC(=O)C2=C(C3=C(C=C(N=C3S2)CC4=CC=CC=C4)C(F)(F)F)N,Inactive,6,,,6.4
94,24814980,5128834,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)NC3=CC=CC=C3,Inactive,6,,,6.3
95,24815474,4606333,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)COC3=CC=CC=C3,Inactive,6,,,6.2
96,49646530,4325210,CCCN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SC)C4=CC=CC=C4,Inactive,6,,,6.1
97,4242387,3237248,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)NC3CCCCC3,Inactive,6,,,5.8
98,24816421,7206031,COC1=CC=CC=C1C2=NN=C(C=C2)SCC3=CC=CC=C3,Inactive,6,,,5.8
99,17386520,1214670,CC1=CC=C(C=C1)N2C=C3C(=N2)C(=NN=C3C4=CC(=CC=C4)Br)C,Inactive,5,,,5.4
100,14740651,135474140,COC1=CC=C(C=C1)/C(=C/C2=NC3=CC=CC=C3N(C2=O)C4=CC=CC=C4)/O,Inactive,5,,,5.3
101,22415284,2923418,CC1=C(C=CC(=C1)Br)OCCCCNCCCOC.C(=O)(C(=O)O)O,Inactive,5,,,5.2
102,17386657,999432,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=CC=C5Cl)C,Inactive,5,,,5
103,24790879,884225,CC1=C(C(=NC(=N1)C2=CC=C(C=C2)Cl)N)C(=O)C,Inactive,5,,,4.8
104,14730779,1721956,CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)C4=CC=CC=C41,Inactive,5,,,4.8
105,4257231,2972189,CC1C(NC(=O)N1)CCCCCC(=O)NC2=CC=C(C=C2)C,Inactive,5,,,4.8
106,85302839,1442685,CC(C)C1=CC2=CC3=C(N=C2C=C1)SC(=C3N)C(=O)N4CCC5=CC=CC=C5C4,Inactive,4,,,4.4
107,3714377,2555366,CC1=CN=C(S1)NC(=O)C2=CC=C(O2)C3=NC4=CC=CC=C4S3,Inactive,4,,,4.3
108,7974947,2850239,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(C2=NC=CN2C)O,Inactive,4,,,4.2
109,87345927,662039,CCC(C)NC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC4=CC5=C(C=C4)OCO5)N,Inactive,4,,,4.1
110,4265122,2881968,C1CC2=C3C(=NCC(CN3C4=C2C=C(C=C4)Cl)O)C1,Inactive,4,,,3.9
111,17416272,2216825,C=CCSC1=C(C(=CC(=N1)C2=CC3=C(C=C2)OCO3)C(F)(F)F)C#N,Inactive,4,,,3.8
112,24815064,4200910,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C(C)OC3=CC=CC=C3,Inactive,4,,,3.8
113,49667430,1993002,CN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC(=O)N)C4=CC=C(C=C4)Cl,Inactive,4,,,3.6
114,17508477,1442723,CC1=C2C(=CC=C1)C=C3C(=C(SC3=N2)C(=O)N4CCC5=CC=CC=C54)N,Inactive,3,,,3.4
115,87340715,3150078,CCN(CC1=CC=CC=C1)C(C2=CC3=C(C=C(C=C3)C)NC2=O)C4=NN=NN4CCOC,Inactive,3,,,3.3
116,4242696,3237518,CCN(CC)C1=C(C=C2C=CC(=CC2=N1)OC)C#N,Inactive,3,,,3.3
117,24784373,1072881,C1CCN(CC1)C(=S)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=N4)C5=CC=CC=N5,Inactive,3,,,3.3
118,17387441,999279,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=CC=C5C)C,Inactive,3,,,3.2
119,49679418,24762039,CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=C(NC(=S)N=C2)N,Inactive,3,,,3.2
120,17516328,6031948,CN(C)C1=CC=C(C=C1)/C=C/C2=NC3=CC(=C(C=C3S2)SC)OC,Inactive,3,,,3.1
121,14736648,804660,CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C(=O)O,Inactive,3,,,3.1
122,4243238,3237985,CCCC(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,Inactive,3,,,2.9
123,22413187,848422,CC1=NN=C(N1C2CCCCC2)SCC(=O)NC(C)(C)C,Inactive,3,,,2.9
124,17386666,1000253,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=C(C=C5)C,Inactive,3,,,2.9
125,7970760,3242366,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)COC,Inactive,3,,,2.7
126,87347374,661852,C1CCC(C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5CCCO5)N,Inactive,3,,,2.7
127,24816897,5064384,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=CC(=CC=C3)OC,Inactive,3,,,2.7
128,4249202,3243186,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NCCN3C=CC4=CC=CC=C43,Inactive,3,,,2.7
129,4246119,3240503,COC1=CC=CC=C1C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,2,,,2.5
130,4248266,3242366,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)COC,Inactive,3,,,2.5
131,3711670,694179,CC1=NN(C2=C1C=C(S2)C(=O)N3CCCCC3)C4=CC=CC=C4,Inactive,2,,,2.5
132,49646875,24747627,C1COCCN1CC(C2=CC=CC=C2)C(C3=CC=C(C=C3)Cl)O.Cl,Inactive,3,,,2.5
133,22401348,3788782,COC(=O)CSC1=NC(=C2C3=C(C(SC(C3)C4=CC=CC=C4)C5=CC=CC=C5)SC2=N1)N,Inactive,2,,,2.4
134,24808412,703220,C1=CC2=CN=C(N2C=C1)C3=C(C=C(C=C3)Cl)Cl,Inactive,2,,,2.4
135,3711961,736970,C1=CC=C(C=C1)N2C3=CC=CC=C3SC2=N,Inactive,2,,,2.4
136,24811116,16193273,CCCC(CCC)C1=NC2=C(N1)C=NC=C2.C(=O)(C(=O)O)O,Inactive,2,,,2.4
137,49644973,1442486,CCN(CC)C(=O)CSC1=NC(=NC2=CC=CC=C21)CC3=CC=CC=C3,Inactive,2,,,2.4
138,848583,651032,C1CN(CCC1C(=O)NC2=CC=CC=C2)C3=NC=CS3,Inactive,2,,,2.3
139,4255579,1992449,CCOC(=O)CC(=O)CSC1=NC=C(C(=N1)N)C(=O)OCC,Inactive,2,,,2.2
140,26729829,2816454,C1CN2C3=C1C=CC=C3C(=C(C2=O)C4=CC=CC=C4)OC(=O)C5=CC=C(C=C5)F,Inactive,2,,,2.2
141,850124,652631,COC1=CC2=C(C=C1)C=C(C(=O)N2)C(C3=NN=NN3CCC4=CC=CC=C4)N5CCC(CC5)O,Inactive,2,,,2.2
142,49678600,24761960,CCC(=O)N1CCC2=C1C=CC(=C2)C3=CSC(=N3)NC(=O)C4=CC=CO4,Inactive,2,,,2.1
143,24828275,2102301,CC1=NC2=C(S1)C=C(C=C2)NC(=O)COC3=CC(=CC=C3)F,Inactive,2,,,2.1
144,24780726,199911,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCOCC2.Cl,Inactive,2,,,2.1
145,17388514,999629,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=C(N(N=C4C)CC5=CC=C(C=C5)F)C,Inactive,2,,,2.1
146,49671726,9119311,CC(C)(C)C1=CC=C(C=C1)CN(C)CC(=O)N2CCC(CC2)C(=O)OC,Inactive,2,,,2
147,49668010,1906837,CCOC(=O)C1CCN(CC1)CC(=O)C2=C(N(C3=C2C=C(C=C3)OC)C)C,Inactive,2,,,2
148,14726016,9549582,COC1=C(C=C(C=C1)C2=NC=C3N2C=CC=C3)OC.C(=O)(C(=O)O)O,Inactive,2,,,2
149,87341126,5187883,CCN(C1=CC=C(C=C1)C(C(=O)OCC)(C(F)(F)F)O)S(=O)(=O)C2=CC=C(C=C2)C,Inactive,2,,,2
150,24816900,5223767,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)CC3=CC=C(C=C3)[N+](=O)[O-],Inactive,2,,,2
151,26728493,233840,C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)Cl,Inactive,2,,,1.9
152,14727165,9549619,C1CCCN(CC1)C(C2=CC=CC(=C2)C#N)C3=NN=NN3C4CCCC4.Cl,Inactive,2,,,1.9
153,14727015,3230322,CC(=O)C1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NCCC3=CC=CC=C3,Inactive,2,,,1.9
154,47201531,225739,C1CCC(CC1)N2C(=O)C3=CC=CC=C3C2=O,Inactive,2,,,1.9
155,4242783,3237594,CCN1C2=CC=CC=C2N=C1CCNC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,2,,,1.8
156,49647616,1561558,CCCSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC=C(C=C4)OC,Inactive,2,,,1.8
157,856693,658043,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)OC)C2=NC(=C(C(=N2)OC)Cl)C,Inactive,2,,,1.8
158,7970313,5142912,CCOCC(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,Inactive,2,,,1.8
159,56319293,24686697,CN(CC(=O)NC1=CC(=CC=C1)F)C(=O)C2=C(N=CC=C2)SC3=CC=CC=C3Cl,Inactive,2,,,1.8
160,49671886,723431,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,Inactive,2,,,1.8
161,14725925,9549579,COC1=CC=CC(=C1)C2=NC=C3N2C=CC=C3.C(=O)(C(=O)O)O,Inactive,2,,,1.8
162,26728598,2805449,CC1=C(SC(=N1)C)C2=NN(C=C2)C(=O)NC(C)C,Inactive,2,,,1.7
163,4241588,3236543,CCC(CC)C(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,Inactive,2,,,1.7
164,860293,661595,CCOC(=O)C1=CN=C(N=C1N)SC2CC(=O)N(C2=O)C3=CC(=CC=C3)OC,Inactive,2,,,1.7
165,57256111,2494882,COC1=CC=CC=C1NCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,2,,,1.7
166,49730074,1090581,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC(=C(C=C2)OCC(=O)NCC3=CC=CC=N3)Cl,Inactive,2,,,1.7
167,17432357,2956710,CC1=C(C(=CC=C1)C(C)C)NC(=O)C2CN(CCN2S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,2,,,1.7
168,14725940,9549580,COC1=CC(=CC(=C1)C2=NC=C3N2C=CC=C3)OC.C(=O)(C(=O)O)O,Inactive,2,,,1.6
169,17406990,1000338,CCC1=CC=C(S1)C2=NC3=CC(=NN3C(=C2)C(F)(F)F)C(=O)NC4=CN(N=C4)CC5=CC=CC=C5C,Inactive,2,,,1.6
170,24816873,5049435,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)CC3=CC(=C(C=C3)OC)OC,Inactive,2,,,1.6
171,49673356,16290133,CC(COC)NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCN2C=CC3=CC=CC=C32,Inactive,2,,,1.6
172,24804729,722307,C1=CC2=CN=C(N2C=C1)C3=CC=C(C=C3)F,Inactive,2,,,1.6
173,87344814,3236755,COC1=CC=C(C=C1)C(=O)NCCN2C=CC3=CC=CC=C32,Inactive,2,,,1.6
174,24780429,865023,CC1=C2C=C3C(=C(SC3=NC2=C(C=C1)C)C(=O)N4CCOCC4)N,Inactive,2,,,1.6
175,24808440,16192911,C1=CC=C(C(=C1)C2=NC=C3N2C=CC=C3)Cl.C(=O)(C(=O)O)O,Inactive,2,,,1.5
176,49647163,1914661,CCOC(=O)CSC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC=C(C=C4)OC,Inactive,1,,,1.5
177,4258101,740407,COC1=CC=C(C=C1)C2=NC=C3N2C=CC=C3,Inactive,2,,,1.5
178,49645414,17367431,COC1=C(C=C(C=C1)Br)CNCCC2=CC(=CC=C2)Cl.C(=O)(C(=O)O)O,Inactive,2,,,1.5
179,17414900,2923154,CCCCNCCOCCOC1=C(C=C(C=C1)C)[N+](=O)[O-].C(=O)(C(=O)O)O,Inactive,1,,,1.5
180,26666729,950682,COC1=CC=CC=C1N2C(=NNC2=S)C3=NNC(=C3)C4=CC=CO4,Inactive,1,,,1.5
181,4246207,3240585,CCCCC(=O)NCC1=CC2=C(C=C1)N(C(=C2)C)C,Inactive,1,,,1.5
182,49725079,3223374,C1CCCC(CC1)NC(=O)C2CCCN(C2)C3=NC=CC=N3,Inactive,1,,,1.5
