PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
27,134964715,2729179,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,-0.2,-2,-0.6,0.3,-0.1,-0.8,0.6,-1.5
28,134964716,626614,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1,-0.9,0,0.4,-0.6,-1.3,-1.1,-2.4,-4.4
29,134964717,3502585,C1COCCN1C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-1.4,-0.5,0.7,-0.1,-2,1.6,5.8,8.7,17.3
30,134964718,2841394,C1C(N(N=C1C2=CC=CC=C2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,1.6,-0.9,1.1,-0.5,0.5,-0.8,-1.7,-1.9
31,134964719,2827281,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,0.1,2.4,5.6,8.8,10.5,7.1,4.7,6.6
32,134964720,349866,COC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0,1.4,2.1,2.4,-1.3,-2,-0.2,-2,0
33,134964721,5057683,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4F,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,2,1.3,2.7,0.4,2.4,1.2,2.3,0.3
34,134964722,2841273,CC1=CC=C(C=C1)N2C(CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.9,1.9,2.1,0.3,0,-0.7,1.7,-1.3,-1.2
35,134964723,349865,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.5,1.7,2.5,0.4,0.3,1.1,0.2,0.3,0.2
36,134964724,561651,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,0.9,0.6,-1.3,-0.4,-0.4,-0.3,-0.5,-3.2
37,134964725,3297919,C1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=CC=C4)C5=CC=C(C=C5)Cl,Active,63,,,=,7.4,6.5,8.4,0.868,0.022,1.178,0.052,30.9,0.5,0.999,9,-0.3,0.6,-0.2,1,3.5,9.5,18.9,26.7,29.3
38,134964726,3411472,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-1.3,-2.2,-1.5,-0.7,-0.1,1.9,0.8,3.3,2.3
39,134964727,3411556,C1CCC(CC1)NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,0.4,-0.6,1,1.7,2.7,2.1,3.2,3.8
40,134964728,3284345,CN(C)C1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.8,-2.6,-1.2,-0.9,1.2,0.2,-1.9,-0.9,-0.1
41,134964729,2834912,C1C(N(N=C1C2=CC=C(C=C2)Cl)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,1.7,0.1,0.2,1,-0.4,0.3,-0.6,1.5,2.3
42,134964730,3411564,C1CC1NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-2.7,0.5,-0.8,-0.1,-0.1,0.5,0.7,0.2,-1.2
43,134964731,5056211,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.9,0.1,0.5,1.9,3.2,6.3,14.9,16.6,49.2
44,134964732,16424118,CC1=CSC(=N1)N2C(CC(=N2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.8,-1.3,-4.2,-0.3,-1.4,1,-1.7,-2.1,-2.3
45,134964733,50743789,CC1=CC=CC=C1C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0.2,-0.1,1,-1.5,-0.9,1.3,-0.5,-0.9
46,134964734,1255814,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Active,55,,,=,9.1,6.3,13.3,0.961,0.067,0.859,0.066,32.7,1.5,0.998,9,-0.5,0.6,1.8,1.5,4.6,10.6,18.1,24,29.3
47,134964735,17587912,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,0.5,1.3,1.6,0.3,-1.6,0.4,0.2,1.1,-0.8
48,135383771,2214213,C1COCCN1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,52,,,=,9.6,4.4,20.9,0.982,0.138,2.012,1.159,27.2,3.8,0.932,9,-5.1,-3,-5.2,-0.2,0.5,5.4,13.8,28.8,24.3
49,135383772,1299052,C1CC1NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,18.8,0.3,2.8,9.2,12,20.1,23.8,21.9,23.3
50,135383773,2858748,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Cl,Inactive,0,,,>,20,,,,,,,,,,9,-7.4,-4.9,-6.8,-3.9,-0.1,9.2,11,22.5,13
51,135642936,4129168,CC1=CC2=CC=CC=C2N1CCNC(=O)COC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,0.9,1.5,3.1,4.6,1,2.7,0,0,-5.8
52,135642937,3335282,CC1=CC2=CC=CC=C2N1CCNC(=O)C(C)C,Inactive,0,,,>,20,,,,,,,,,,9,-8.1,-7.2,-7.7,-6.1,-6,-7.7,-9.3,-5.9,-13.2
53,135642938,4293343,CC1=CC2=CC=CC=C2N1CCNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Inactive,0,,,>,20,,,,,,,,,,9,-1.2,5.8,0.1,0.3,-0.1,-2.1,4.2,-8.5,-10.7
54,135642939,256073,C1=CC=C(C=C1)CC(=O)C2=CC=CC=N2,Inactive,0,,,>,20,,,,,,,,,,9,-6.3,-5.6,-6.3,-3,-6.4,-5.3,-4,0.6,3.4
55,135642940,3626685,CC1=CC2=CC=CC=C2N1CCNC(=O)CC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,5.3,3.2,2.6,3.5,1.3,0.7,6.1,2.2,2.2
56,135642941,4464849,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=C(ON=C3C4=CC=CC=C4Cl)C,Inactive,0,,,>,20,,,,,,,,,,9,-3.5,-4.2,-2.6,-1.8,-3.9,0.5,-9.9,-0.7,-11.1
