PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
21,103564523,64959,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,Unspecified,,,Potential missing data,Activity,Non-toxic
22,103564571,96312,COC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Unspecified,,,Potential missing data,Activity,Non-toxic
23,103589371,676166,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
24,103590441,24405,CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C,Unspecified,,,Potential missing data,Activity,Non-toxic
25,103594953,96851,C1=NC(=C2C(=N1)N(C(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Unspecified,,,Potential missing data,Activity,Non-toxic
26,104239347,135804808,C1=NN(C2=C1C(=O)NC=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
27,104246043,440004,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
28,104251690,2723698,C1=CC(=S)NC=C1,Unspecified,,,Potential missing data,Activity,Non-toxic
29,123094743,135398641,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
30,124955702,68368,C1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
31,124960275,928063,CCN(CC)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
32,124960276,135926583,CN1C=[N+](C2=C1C(=O)NC=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
33,124960372,53318804,CC(=O)N1CCN(CC1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
34,124962879,2723621,C1=C(NC(=NC1=S)N)N,Unspecified,,,Potential missing data,Activity,Non-toxic
35,124962880,44776464,CCOC(=O)C1CCCN(C1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
36,124962881,74858,C1=NC2=NC=NC(=C2N1)C#N,Unspecified,,,Potential missing data,Activity,Non-toxic
37,124963351,7075697,C1CCN(CC1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
38,124965508,2723889,C1=CNC=CC1=S,Unspecified,,,Potential missing data,Activity,Non-toxic
39,124965509,65085,C1=NC2=C(NC(=O)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Unspecified,,,Potential missing data,Activity,Non-toxic
40,124965595,14377198,C1=C(NC(=S)NC1=S)S,Unspecified,,,Potential missing data,Activity,Non-toxic
41,124968194,1550489,C1=CNC(=S)N=C1,Unspecified,,,Potential missing data,Activity,Non-toxic
42,124968195,11728391,C1=CC=C(C=C1)C(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
43,124969912,11065406,C1=C2C(=NC(=N1)N)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
44,124970839,135407853,C1=CN(C2=C1C(=O)NC=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
45,124973429,53325347,CCCN(CCC)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
46,124976008,11326199,CN(CC1=CC=CC=C1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
47,124976121,135407175,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=C(C(=O)NC(=N3)N)NC2=O)O)O)O,Unspecified,,,Potential missing data,Activity,Non-toxic
