PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
23,161005109,70789944,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC(F)(F)F,Active,79,,,=,4.2,3.4,5.3,0.625,0.04,2.37,0.534,30.7,1.1,0.991,9,0.1,0.4,1.1,1.2,4,11.9,29.6,29.4,30.4
24,161005110,70789925,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Active,72,,,=,5.7,3.1,10.5,0.758,0.107,1.247,0.296,20,1.6,0.979,9,-0.5,-0.2,0.1,1.9,3.7,6.3,13.6,20.1,17.9
25,161005111,70789929,C1=CC(=CC(=C1)F)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,57,,,=,8.6,7,10.7,0.935,0.038,2.077,0.321,38.5,1.4,0.993,9,-0.5,0.6,1,1,1.6,6.3,23.3,38.9,36.4
26,161005112,70789950,COC1=CC=CC(=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,45,,,=,11.1,8.1,15.2,1.044,0.056,1.575,0.255,37.8,2,0.992,9,-1.7,0.4,1.2,1.7,2.1,6.4,17.6,34,35.5
27,161005113,5056215,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)F,Active,67,,,=,6.7,4.8,9.5,0.827,0.061,1.925,0.402,33.9,1.8,0.985,9,0.6,0.2,0.9,1.4,3.1,7.9,23.8,35.7,31.1
28,161005114,70789933,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5,Active,54,,,=,9.2,7.4,11.4,0.964,0.038,1.376,0.127,36.8,1.2,0.997,9,0.1,0.6,0.7,1.1,3.2,7,21.7,30.7,35.8
29,161005115,70789934,C1=CC(=CC=C1C#N)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0.4,1.2,1.4,1.4,2.3,6,16.7,18.9,17.9
30,161005116,70789942,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=C(C=C(C=C5)OC)OC,Inactive,0,,,>,20,,,,,,,,,,9,0,0,1.2,-0.6,0.9,3.7,9.9,17.1,15.5
31,161005117,70789949,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)F,Active,65,,,=,7,5.8,8.5,0.847,0.033,2.005,0.234,44,1.3,0.995,9,-0.3,0,0.9,1.9,3.9,8.7,31.6,43,42.9
32,161005118,70789932,COC1=CC(=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC,Active,72,,,=,5.7,4,8.1,0.758,0.062,1.888,0.403,27.8,1.4,0.985,9,-0.5,0.2,0.7,1.2,4.1,7.4,21.9,28.8,25.9
33,161005119,70789936,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)F,Active,80,,,=,4,3.2,5,0.604,0.038,3.426,1.794,35.3,1.4,0.989,9,0.2,0.7,-0.3,1.7,3.9,14.8,36.3,35.8,33
34,161005120,70789923,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,,,>,20,,,,,,,,,,9,0,-0.5,0.5,1.6,2.5,9.1,11.9,12,12.4
35,161005121,70789924,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=CC=C5OC,Active,56,,,=,8.9,6.4,12.3,0.948,0.058,1.586,0.27,46.4,2.4,0.99,9,0.3,0.6,1,1.5,3.6,9.8,25.4,44.9,43.1
36,161005122,70789953,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,,,>,20,,,,,,,,,,9,0.1,0.1,-0.3,0.8,0.7,2.5,8.1,18.8,18.7
37,161005123,70789937,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C#N,Active,88,,,=,2.4,1.6,3.6,0.382,0.071,2.178,0.595,20.1,1.1,0.978,9,-0.6,0.2,0.5,1,4.2,13.6,21.8,20.9,17.3
38,161005124,70789920,C1=CC(=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC(F)(F)F,Active,24,,,=,15.3,13.3,17.4,1.183,0.024,1.819,0.141,22.4,0.6,0.998,9,-0.1,-0.4,0.6,0.2,0.9,1.5,8,18.1,21.7
39,161005125,70789927,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,62,,,=,7.7,6,9.7,0.885,0.043,1.814,0.259,36.9,1.4,0.993,9,0.5,0.9,0.9,0.3,2.2,8.1,23.5,36.9,34.7
40,161005126,70789935,COC1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=C(C=C4)OC)C5=CC(=CC=C5)OC,Active,27,,,=,14.7,13.1,16.6,1.168,0.021,1.405,0.069,35.8,0.7,0.999,9,0.1,0.1,0.3,0.3,2,4.3,14.2,27.5,33.4
41,161005127,6618470,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,65,,,=,7.1,5.9,8.4,0.849,0.03,1.936,0.205,23.1,0.6,0.996,9,0.3,0.4,0.6,0.9,1.6,4.9,16.2,22.7,22.3
42,161005128,70789951,COC1=CC=CC=C1C2=CN3C(=N2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,69,,,=,6.2,5.2,7.5,0.793,0.033,2.027,0.237,49.5,1.4,0.996,9,0.2,0.4,0,2,4.6,11.9,38.1,49.5,47.9
43,162010024,71295975,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0,0.4,-0.3,0.9,0.9,2.6,8.8,21.6,44.2
44,162010025,56691632,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.3,0.5,0.9,0.1,1.2,3.5,4.7,3.8
45,162010026,71295963,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,0.8,0,0.2,0.4,1.1,3.2,8.9,20.1
46,162010027,71295958,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.1,0.4,0.9,-0.6,1.1,0.7,0.9,0.5,0.7
47,162010028,71295987,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0,-0.2,0.6,0.7,-0.1,1.3,0.7,1.4,1.7
48,162010029,71295981,CCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.3,0.5,0,-0.1,0.1,-0.1,1.2,0.1,-0.3
49,162010030,71295989,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-0.4,-0.9,-0.4,-0.2,0.4,0.4,-0.1,0.9,2.6
50,162010031,71295968,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-0.3,0.1,0.9,0,0,0.3,0.5,0.8
51,162010032,71295985,CCCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.3,0,0.9,0.3,1.1,0.3,3.1,5.2
52,162010033,71295982,CCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.1,0.7,-0.1,0.3,0.9,3,9.2,19.3,27.3
53,162010034,71295983,C1CC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.1,-0.5,-0.3,-0.2,1.3,3.1,5.3,7.5,8.3
54,162010035,71295959,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,0.1,-0.2,0.7,0.6,0.6,0.7,1.4,0.1
55,162010036,71295971,C1CC1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.2,0.3,0.9,0.7,1.7,3.2,5.5,5.5,7.1
56,162010037,11840463,CC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.2,0.7,0.8,-0.2,0.3,0.5,0.6,0.5,0.1
57,162010038,71295960,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0,0.5,0.2,0.6,0.1,1,5.6,6.7
58,162010039,71295979,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Active,29,,,=,14.3,9.5,21.5,1.156,0.072,1.056,0.112,20.9,1.3,0.996,9,-0.3,0.2,-0.3,0.1,1.2,3.9,9.7,14.1,18.8
59,162010040,71295969,CCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0.4,0.7,0.5,0.7,-0.1,0.8,-0.3,1.8
60,162010041,71295966,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0,0.1,0,0,0.8,0.1,1,0.7,0.8
61,162010042,71295978,COC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,0,-0.7,0.5,0.9,4.2,4.6,5.5,7.1
62,162010043,71295984,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.1,0.9,-0.3,-0.7,0.5,0.3,0.2,0.4,1.4
63,162010044,71295988,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.5,0.4,0.3,-0.4,-0.1,-0.9,0.2,0.8,0.9
64,162010045,71295980,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0.6,0.2,0.3,-0.8,-0.6,0,-0.1,0.8,3.1
65,162010046,71295957,C1CCC(CC1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.6,0,-0.2,1,0.6,0,1.1,1.3,2.6
66,162010047,13275205,CCC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,-0.2,-0.3,0.5,0.6,0.2,-0.5,0,0.6
67,162010048,71295976,CC(C)(C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,1.2,0.2,0.1,0.9,0.7,0.2,1.2,1,4.1
68,162010049,71295977,CCNC(=S)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.3,-0.2,0.2,-0.1,0.3,0.1,1.3,3.1,3.8
69,162010050,71295967,CC(C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)OC5=CC=CC=C5,Inactive,0,,,>,20,,,,,,,,,,9,0.3,0,0.2,0,0.6,0.6,0.2,1.6,1.7
70,162010051,71295956,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,-0.2,0,0,0.6,2.9,6.6,18.9,37.6
71,162010052,71295970,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,47,,,=,10.6,8.6,13.1,1.025,0.037,1.643,0.19,22.1,0.8,0.996,9,-0.5,0.3,0.9,0.7,0.9,3.6,11,19.9,21.1
72,162010053,71295954,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.4,0.2,-0.1,0,0.2,0,0.3,0,0.4
73,162010054,71295974,CC(C)(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.3,-0.2,0.7,-0.3,-0.3,0.1,0.9,2.3,5.1
74,162010055,71295961,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,-0.4,-0.2,-0.5,0.1,-0.4,-0.4,1.3,0.3
75,162010056,71295965,C1CCC(C1)C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0,0.8,0.6,0.5,1.3,3.5,8.6,10.7,12.3
76,162010057,71295955,C1CC1S(=O)(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,0.7,-0.4,0,0.2,0.4,3.4,9.5,14.6
77,162010058,71295973,CC(C)CS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,-0.2,0.9,0.8,0.6,0.7,2.7,6.9,15.1,24.6
78,162010059,71295964,CCCCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4,Inactive,0,,,>,20,,,,,,,,,,9,0,0.1,0.2,0.5,0.8,3.5,12.7,24.4,38.6
79,162010060,71295962,CC(C)NC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-0.1,0.7,-0.1,0.2,0.9,1.6,3.4,4.2
80,162010061,71295972,CCOC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.5,0.1,0,-0.2,-0.5,-0.3,0.1,-0.5,1.8
81,162010062,71295990,CCCS(=O)(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0.7,-0.3,-0.2,0.5,0,0,0.6,-0.2,0.5
82,162010063,71295986,C1CCC(C1)NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.2,0.6,0.1,-0.4,0.9,1.1,5,14.6,7.6
