PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ACTIVITY_TYPE,EC50_MICROM,EC50_95CI_LOW,EC50_95CI_HIGH,LOGEC50,STD_LOGEC50,HILLSLOPE,STD_HILLSLOPE,TOP,STD_TOP,RSQR ,N_POINTS,%Inhibition_0.008uM,%Inhibition_0.023uM,%Inhibition_0.069uM,%Inhibition_0.206uM,%Inhibition_0.617uM,%Inhibition_1.85uM,%Inhibition_5.56uM,%Inhibition_16.7uM,%Inhibition_50uM
27,134964715,2729179,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,-0.8,0,0,2.4,0.9,-0.9,-0.3,-1
28,134964716,626614,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-2.1,-1.3,-0.5,-1.9,0,-1.2,-0.5,-2.2,-5.3
29,134964717,3502585,C1COCCN1C(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,0.3,1,0.9,1.8,3,5.2,9,18,34.7
30,134964718,2841394,C1C(N(N=C1C2=CC=CC=C2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1.7,-0.6,-1.1,-0.4,-0.9,0.8,-0.4,-0.3,1.1
31,134964719,2827281,C1C(N(N=C1C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,2.1,3.6,6.9,14.7,19.1,19.8,18.6,16.8,16
32,134964720,349866,COC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-1,0.3,0.7,1,1.4,-1.1,0.8,0,2.5
33,134964721,5057683,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4F,Inactive,0,,,>,20,,,,,,,,,,9,0.3,1.1,2.7,3.6,1,2.8,2.9,3.1,2.3
34,134964722,2841273,CC1=CC=C(C=C1)N2C(CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.1,0,1,1.4,1.3,1.8,1.8,0.4,1.5
35,134964723,349865,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.9,1.7,2.7,1.2,0.9,0.6,1.3,1.4,0.8
36,134964724,561651,C1C(N(N=C1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,-1.6,-0.6,0.1,-0.3,-1,-0.3,-0.2,-1.4,-2.4
37,134964725,3297919,C1=CC=C(C=C1)C2=NC3=NC(=CN3N=C2C4=CC=CC=C4)C5=CC=C(C=C5)Cl,Active,92,,,=,1.6,1.1,2.5,0.209,0.074,0.903,0.108,58.51,2.381,0.992,9,0.4,3.4,5.8,13.7,26.1,36.6,52.9,56.9,54.3
38,134964726,3411472,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,1,-0.4,-1.2,1.2,0.1,3,4,5.2,4.2
39,134964727,3411556,C1CCC(CC1)NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-0.6,1.7,0.8,1,4.2,4.7,3.6,4,5.6
40,134964728,3284345,CN(C)C1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,-0.8,-2.3,-0.3,0,-0.8,-0.3,-0.1,-1.6,-1.5
41,134964729,2834912,C1C(N(N=C1C2=CC=C(C=C2)Cl)C3=CC=CC=C3)C4=CC=CO4,Inactive,0,,,>,20,,,,,,,,,,9,0.6,-0.3,1.6,0.8,-1.1,1.3,-0.4,1.3,0.7
42,134964730,3411564,C1CC1NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,0,,,>,20,,,,,,,,,,9,-2.1,-0.1,-1.4,0.1,0.5,3.3,1.6,1.9,2.9
43,134964731,5056211,COC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Active,84,,,=,3.3,2,5.4,0.518,0.087,1.022,0.16,45.2,2.518,0.99,9,-0.5,-1.7,-0.1,5,12.7,24,36.1,37.7,46.4
44,134964732,16424118,CC1=CSC(=N1)N2C(CC(=N2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,0,,,>,20,,,,,,,,,,9,0,-1.9,-2.3,-1.8,-1.7,-0.2,-0.1,-0.9,-5.1
45,134964733,50743789,CC1=CC=CC=C1C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,-0.9,-0.4,0.4,0.3,-0.3,0.2,1.9,-0.9,0
46,134964734,1255814,CC1=CC=C(C=C1)C2=CN3C(=N2)N=C(C(=N3)C4=CC=CC=C4)C5=CC=CC=C5,Active,90,,,=,2,1.3,3.1,0.306,0.076,1.021,0.144,57.44,2.572,0.99,9,2.5,2.6,4.3,10.8,20.6,35.1,52.1,56.7,52.9
47,134964735,17587912,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CC=C3)C4=NC(=CS4)C,Inactive,0,,,>,20,,,,,,,,,,9,0.8,0.3,-0.3,-0.1,0.2,0.6,-1.1,-0.4,0.1
48,135383771,2214213,C1COCCN1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,62,,,=,7.6,4,14.3,0.878,0.113,1.194,0.273,46.04,4.078,0.983,9,-4,-2.5,-3.7,1.3,5.3,15,26.2,41.3,43.1
49,135383772,1299052,C1CC1NC(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Active,92,,,=,1.6,0.9,2.8,0.193,0.106,1.116,0.249,38.9,2.402,0.974,9,6.2,1.4,4.4,6.9,15.2,29.2,36.7,36.2,38.4
50,135383773,2858748,CC1=C(SC(=N1)N2C(CC(=N2)C3=CC=CS3)C4=CC(=C(C=C4)OC)OC)C(=O)C.Cl,Active,52,,,=,9.6,5.3,17.3,0.982,0.104,1.124,0.209,50.31,4.199,0.988,9,-1.1,-2.1,-0.7,0.3,5.2,14.9,24,43.5,45.6
51,135642936,4129168,CC1=CC2=CC=CC=C2N1CCNC(=O)COC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,5.3,2.2,1.7,2.3,2.5,2.7,2.1,-1.1,-4
52,135642937,3335282,CC1=CC2=CC=CC=C2N1CCNC(=O)C(C)C,Inactive,0,,,>,20,,,,,,,,,,9,-2.1,-2.6,-1.6,-1.5,-2.7,-0.7,-3.7,-0.7,-4
53,135642938,4293343,CC1=CC2=CC=CC=C2N1CCNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Inactive,0,,,>,20,,,,,,,,,,9,1.9,4.3,1,4,1.3,0.6,1.6,-3.9,-5.5
54,135642939,256073,C1=CC=C(C=C1)CC(=O)C2=CC=CC=N2,Inactive,0,,,>,20,,,,,,,,,,9,0,-0.2,-0.3,-1.7,1,1.2,1.3,4.7,10.8
55,135642940,3626685,CC1=CC2=CC=CC=C2N1CCNC(=O)CC3=CC=CC=C3,Inactive,0,,,>,20,,,,,,,,,,9,0.4,1.3,0.4,3.2,0.9,2.4,5,7.3,11.1
56,135642941,4464849,CC1=CC2=C(N1C)C=CC(=C2)CNC(=O)C3=C(ON=C3C4=CC=CC=C4Cl)C,Inactive,0,,,>,20,,,,,,,,,,9,-0.9,-0.9,-1.1,-0.2,-0.8,0.4,-1,-0.4,-5.2
