dir,status,n_reactions,time_seconds,error
starter_01526,failed,-1,0.0,'reactionString' column not found
starter_01527,failed,-1,0.0,'reactionString' column not found
starter_01528,failed,-1,0.0,'reactionString' column not found
starter_01529,success,145,11.29,
starter_01530,failed,-1,0.0,'reactionString' column not found
starter_01531,success,11,1.48,
starter_01532,failed,-1,0.0,'reactionString' column not found
starter_01533,success,38,4.72,
starter_01534,success,37,4.6,
starter_01535,failed,-1,0.0,'reactionString' column not found
starter_01536,success,17,2.38,
starter_01537,success,11,0.7,
starter_01538,success,17,1.28,
starter_01539,failed,-1,0.0,'reactionString' column not found
starter_01540,failed,-1,0.0,'reactionString' column not found
starter_01541,failed,-1,0.0,'reactionString' column not found
starter_01542,failed,-1,0.0,'reactionString' column not found
starter_01543,failed,-1,0.0,'reactionString' column not found
starter_01544,success,11,1.26,
starter_01545,failed,-1,0.0,'reactionString' column not found
starter_01546,failed,-1,0.0,'reactionString' column not found
starter_01547,failed,-1,0.0,'reactionString' column not found
starter_01548,failed,-1,0.0,'reactionString' column not found
starter_01549,failed,-1,0.0,'reactionString' column not found
starter_01550,success,11,0.71,
starter_01551,success,37,4.47,
starter_01552,failed,-1,0.0,'reactionString' column not found
starter_01553,failed,-1,0.0,'reactionString' column not found
starter_01554,failed,-1,0.0,'reactionString' column not found
starter_01555,success,17,1.23,
starter_01556,failed,-1,0.0,'reactionString' column not found
starter_01557,success,11,1.19,
starter_01558,failed,-1,0.0,'reactionString' column not found
starter_01559,failed,-1,0.0,'reactionString' column not found
starter_01560,failed,-1,0.0,'reactionString' column not found
starter_01561,success,9,0.89,
starter_01562,success,179,17.32,
starter_01563,failed,-1,0.0,'reactionString' column not found
starter_01564,failed,-1,0.0,'reactionString' column not found
starter_01565,success,208,15.92,
starter_01566,failed,-1,0.0,'reactionString' column not found
starter_01567,success,11,1.28,
starter_01568,failed,-1,0.0,'reactionString' column not found
starter_01569,failed,-1,0.0,'reactionString' column not found
starter_01570,success,172,12.51,
starter_01571,failed,-1,0.0,'reactionString' column not found
starter_01572,success,11,1.27,
starter_01573,failed,-1,0.0,'reactionString' column not found
starter_01574,failed,-1,0.0,'reactionString' column not found
starter_01575,success,17,1.37,
starter_01576,failed,-1,0.0,'reactionString' column not found
starter_01577,failed,-1,0.0,'reactionString' column not found
starter_01578,failed,-1,0.0,'reactionString' column not found
starter_01579,success,37,4.6,
starter_01580,failed,-1,0.0,'reactionString' column not found
starter_01581,failed,-1,0.0,'reactionString' column not found
starter_01582,success,8,0.96,
starter_01583,failed,-1,0.0,'reactionString' column not found
starter_01584,failed,-1,0.0,'reactionString' column not found
starter_01585,failed,-1,0.0,'reactionString' column not found
starter_01586,failed,-1,0.0,'reactionString' column not found
starter_01587,failed,-1,0.0,'reactionString' column not found
starter_01588,failed,-1,0.0,'reactionString' column not found
starter_01589,failed,-1,0.0,'reactionString' column not found
starter_01590,failed,-1,0.0,'reactionString' column not found
starter_01591,failed,-1,0.0,'reactionString' column not found
starter_01592,failed,-1,0.0,'reactionString' column not found
starter_01593,failed,-1,0.0,'reactionString' column not found
starter_01594,success,12,1.41,
starter_01595,failed,-1,0.0,'reactionString' column not found
starter_01596,failed,-1,0.0,'reactionString' column not found
starter_01597,failed,-1,0.0,'reactionString' column not found
starter_01598,failed,-1,0.0,'reactionString' column not found
starter_01599,failed,-1,0.0,'reactionString' column not found
starter_01600,failed,-1,0.01,'reactionString' column not found
starter_01601,failed,-1,0.0,'reactionString' column not found
starter_01602,failed,-1,0.0,'reactionString' column not found
starter_01603,failed,-1,0.0,'reactionString' column not found
starter_01604,success,11,0.71,
starter_01605,failed,-1,0.0,'reactionString' column not found
starter_01606,failed,-1,0.0,'reactionString' column not found
starter_01607,failed,-1,0.0,'reactionString' column not found
starter_01608,success,95,7.57,
starter_01609,failed,-1,0.0,'reactionString' column not found
starter_01610,failed,-1,0.0,'reactionString' column not found
starter_01611,failed,-1,0.0,'reactionString' column not found
starter_01612,success,11,0.84,
starter_01613,success,12,1.05,
starter_01614,failed,-1,0.0,'reactionString' column not found
starter_01615,failed,-1,0.0,'reactionString' column not found
starter_01616,failed,-1,0.0,'reactionString' column not found
starter_01617,failed,-1,0.0,'reactionString' column not found
starter_01618,failed,-1,0.0,'reactionString' column not found
starter_01619,failed,-1,0.0,'reactionString' column not found
starter_01620,failed,-1,0.0,'reactionString' column not found
starter_01621,failed,-1,0.0,'reactionString' column not found
starter_01622,failed,-1,0.0,'reactionString' column not found
starter_01623,failed,-1,0.0,'reactionString' column not found
starter_01624,failed,-1,0.0,'reactionString' column not found
starter_01625,failed,-1,0.0,'reactionString' column not found
starter_01626,failed,-1,0.0,'reactionString' column not found
starter_01627,failed,-1,0.0,'reactionString' column not found
starter_01628,failed,-1,0.0,'reactionString' column not found
starter_01629,failed,-1,0.0,'reactionString' column not found
starter_01630,success,12,1.24,
starter_01631,failed,-1,0.0,'reactionString' column not found
starter_01632,failed,-1,0.0,'reactionString' column not found
starter_01633,failed,-1,0.0,'reactionString' column not found
starter_01634,failed,-1,0.0,'reactionString' column not found
starter_01635,failed,-1,0.0,'reactionString' column not found
starter_01636,failed,-1,0.0,'reactionString' column not found
starter_01637,failed,-1,0.0,'reactionString' column not found
starter_01638,failed,-1,0.0,'reactionString' column not found
starter_01639,failed,-1,0.0,'reactionString' column not found
starter_01640,failed,-1,0.0,'reactionString' column not found
starter_01641,success,108,9.07,
starter_01642,failed,-1,0.0,'reactionString' column not found
starter_01643,failed,-1,0.0,'reactionString' column not found
starter_01644,success,133,9.34,
starter_01645,failed,-1,0.0,'reactionString' column not found
starter_01646,failed,-1,0.0,'reactionString' column not found
starter_01647,failed,-1,0.0,'reactionString' column not found
starter_01648,failed,-1,0.0,'reactionString' column not found
starter_01649,success,118,8.13,
starter_01650,failed,-1,0.0,'reactionString' column not found
starter_01651,failed,-1,0.0,'reactionString' column not found
starter_01652,failed,-1,0.0,'reactionString' column not found
starter_01653,failed,-1,0.0,'reactionString' column not found
starter_01654,failed,-1,0.0,'reactionString' column not found
starter_01655,failed,-1,0.0,'reactionString' column not found
starter_01656,failed,-1,0.0,'reactionString' column not found
starter_01657,failed,-1,0.0,'reactionString' column not found
starter_01658,success,12,1.4,
starter_01659,success,51,1.89,
starter_01660,success,314,22.68,
starter_01661,success,578,53.77,
starter_01662,success,72,3.12,
starter_01663,success,75,3.56,
starter_01664,success,82,3.84,
starter_01665,success,80,3.9,
starter_01666,success,49,1.78,
starter_01667,failed,-1,0.0,'reactionString' column not found
starter_01668,success,75,2.84,
starter_01669,success,82,4.73,
starter_01670,success,80,3.67,
starter_01671,failed,-1,0.0,'reactionString' column not found
starter_01672,success,72,3.26,
starter_01673,success,509,40.08,
starter_01674,success,81,4.68,
starter_01675,success,71,3.33,
starter_01676,failed,-1,0.0,'reactionString' column not found
starter_01677,success,102,1.83,
starter_01678,failed,-1,0.0,'reactionString' column not found
starter_01679,success,86,4.2,
starter_01680,success,314,22.08,
starter_01681,success,106,5.15,
starter_01682,success,72,3.26,
starter_01683,success,84,4.86,
starter_01684,failed,-1,0.0,'reactionString' column not found
starter_01685,success,86,4.35,
starter_01686,success,74,3.61,
starter_01687,success,49,1.56,
starter_01688,success,106,5.27,
starter_01689,success,295,19.88,
starter_01690,success,75,3.57,
starter_01691,success,82,5.09,
starter_01692,success,509,43.73,
starter_01693,success,86,4.33,
starter_01694,success,49,1.84,
starter_01695,success,82,4.9,
starter_01696,success,51,1.49,
starter_01697,success,71,3.4,
starter_01698,success,80,3.57,
starter_01699,success,87,3.74,
starter_01700,success,74,3.37,
starter_01701,success,80,4.39,
starter_01702,success,81,2.75,
starter_01703,success,77,3.49,
starter_01704,success,74,3.67,
starter_01705,failed,-1,0.0,'reactionString' column not found
starter_01706,failed,-1,0.0,'reactionString' column not found
starter_01707,success,106,5.97,
starter_01708,success,82,2.6,
starter_01709,success,502,42.46,
starter_01710,success,102,5.18,
starter_01711,success,73,2.95,
starter_01712,success,87,3.6,
starter_01713,success,51,1.78,
starter_01714,success,77,3.55,
starter_01715,success,295,19.22,
starter_01716,success,106,5.43,
starter_01717,failed,-1,0.0,'reactionString' column not found
starter_01718,success,86,3.8,
starter_01719,success,330,23.51,
starter_01720,success,560,47.58,
starter_01721,success,80,4.05,
starter_01722,failed,-1,0.0,'reactionString' column not found
starter_01723,success,567,49.54,
starter_01724,success,69,2.86,
starter_01725,success,294,20.95,
starter_01726,success,78,3.73,
starter_01727,success,74,2.72,
starter_01728,success,47,0.07,
starter_01729,success,75,2.85,
starter_01730,success,294,18.36,
starter_01731,success,68,3.14,
starter_01732,success,97,4.62,
starter_01733,success,51,0.11,
starter_01734,success,86,3.55,
starter_01735,success,104,5.09,
starter_01736,success,74,3.6,
starter_01737,success,501,41.83,
starter_01738,success,249,21.16,
starter_01739,success,189,12.39,
starter_01740,success,354,31.87,
starter_01741,success,54,1.7,
starter_01742,success,52,1.8,
starter_01743,success,209,14.63,
starter_01744,success,55,2.04,
starter_01745,success,247,20.99,
starter_01746,failed,-1,0.0,'reactionString' column not found
starter_01747,success,52,1.52,
starter_01748,success,209,13.7,
starter_01749,success,55,0.08,
starter_01750,failed,-1,0.0,'reactionString' column not found
starter_01751,success,49,1.44,
starter_01752,success,420,36.08,
starter_01753,success,197,15.15,
starter_01754,success,48,1.43,
starter_01755,failed,-1,0.0,'reactionString' column not found
starter_01756,success,78,3.95,
starter_01757,failed,-1,0.0,'reactionString' column not found
starter_01758,success,87,3.44,
starter_01759,success,189,13.04,
starter_01760,success,83,0.1,
starter_01761,success,49,1.18,
starter_01762,success,307,24.33,
starter_01763,failed,-1,0.0,'reactionString' column not found
starter_01764,success,88,0.08,
starter_01765,success,51,1.55,
starter_01766,success,262,23.14,
starter_01767,success,83,0.13,
starter_01768,success,219,17.93,
starter_01769,success,52,1.48,
starter_01770,success,311,25.94,
starter_01771,success,420,35.07,
starter_01772,success,88,4.39,
starter_01773,success,247,19.22,
starter_01774,success,209,14.13,
starter_01775,success,249,20.3,
starter_01776,success,48,0.07,
starter_01777,success,81,0.07,
starter_01778,success,86,3.87,
starter_01779,success,51,1.4,
starter_01780,success,55,1.7,
starter_01781,success,197,15.43,
starter_01782,success,52,1.6,
starter_01783,success,51,0.07,
starter_01784,failed,-1,0.0,'reactionString' column not found
starter_01785,failed,-1,0.0,'reactionString' column not found
starter_01786,success,83,0.07,
starter_01787,success,209,13.69,
starter_01788,success,412,36.08,
starter_01789,success,78,0.08,
starter_01790,success,50,1.46,
starter_01791,success,86,3.94,
starter_01792,success,249,20.8,
starter_01793,success,52,0.09,
starter_01794,success,219,12.35,
starter_01795,success,83,3.92,
starter_01796,failed,-1,0.0,'reactionString' column not found
starter_01797,success,88,4.32,
starter_01798,success,200,13.65,
starter_01799,success,471,39.05,
starter_01800,success,55,1.94,
starter_01801,failed,-1,0.0,'reactionString' column not found
starter_01802,success,482,40.69,
starter_01803,success,48,0.1,
starter_01804,success,218,16.75,
starter_01805,success,53,2.15,
starter_01806,success,51,0.11,
starter_01807,success,268,21.94,
starter_01808,success,52,0.07,
starter_01809,success,218,14.32,
starter_01810,success,51,1.59,
starter_01811,success,75,2.79,
starter_01812,success,249,19.65,
starter_01813,success,88,0.07,
starter_01814,success,81,0.07,
starter_01815,success,51,1.34,
starter_01816,success,413,27.33,
starter_01817,success,47,5.0,
starter_01818,success,31,0.86,
starter_01819,success,48,2.89,
starter_01820,success,48,2.73,
starter_01821,success,46,0.08,
starter_01822,success,37,0.73,
starter_01823,success,49,0.07,
starter_01824,success,45,2.65,
starter_01825,failed,-1,0.0,'reactionString' column not found
starter_01826,success,46,0.08,
starter_01827,success,37,0.63,
starter_01828,success,49,0.09,
starter_01829,failed,-1,0.0,'reactionString' column not found
starter_01830,success,43,0.11,
starter_01831,success,59,3.99,
starter_01832,success,34,0.58,
starter_01833,success,42,0.07,
starter_01834,failed,-1,0.0,'reactionString' column not found
starter_01835,success,72,0.08,
starter_01836,failed,-1,0.0,'reactionString' column not found
starter_01837,success,81,3.64,
starter_01838,success,31,0.57,
starter_01839,success,77,0.09,
starter_01840,success,43,0.12,
starter_01841,success,68,4.0,
starter_01842,failed,-1,0.0,'reactionString' column not found
starter_01843,success,82,0.09,
starter_01844,success,45,1.4,
starter_01845,success,163,14.31,
starter_01846,success,77,0.07,
starter_01847,success,34,0.55,
starter_01848,success,46,0.07,
starter_01849,success,68,3.78,
starter_01850,success,59,4.09,
starter_01851,success,82,4.61,
starter_01852,success,45,2.67,
starter_01853,success,37,0.61,
starter_01854,success,47,2.19,
starter_01855,success,42,0.07,
starter_01856,success,75,0.1,
starter_01857,success,80,0.08,
starter_01858,success,45,0.07,
starter_01859,success,49,1.95,
starter_01860,success,34,4.0,
starter_01861,success,46,1.89,
starter_01862,success,45,0.11,
starter_01863,failed,-1,0.0,'reactionString' column not found
starter_01864,failed,-1,0.0,'reactionString' column not found
starter_01865,success,77,0.12,
starter_01866,success,37,0.68,
starter_01867,success,59,3.87,
starter_01868,success,72,0.11,
starter_01869,success,44,0.07,
starter_01870,success,80,0.12,
starter_01871,success,47,2.13,
starter_01872,success,46,0.1,
starter_01873,success,34,0.71,
starter_01874,success,77,3.65,
starter_01875,failed,-1,0.0,'reactionString' column not found
starter_01876,success,82,0.09,
starter_01877,success,31,0.59,
starter_01878,success,168,14.41,
starter_01879,success,49,1.91,
starter_01880,failed,-1,0.0,'reactionString' column not found
starter_01881,success,173,14.15,
starter_01882,success,42,0.11,
starter_01883,success,34,1.02,
starter_01884,success,47,0.1,
starter_01885,success,45,0.14,
starter_01886,success,165,12.34,
starter_01887,success,46,1.48,
starter_01888,success,34,0.68,
starter_01889,success,45,0.07,
starter_01890,success,69,0.11,
starter_01891,success,47,2.09,
starter_01892,success,82,0.07,
starter_01893,success,75,0.08,
starter_01894,success,45,0.07,
starter_01895,success,59,3.43,
starter_01896,success,5642,422.84,
starter_01897,success,1499,118.72,
starter_01898,success,3634,291.78,
starter_01899,success,8844,687.08,
starter_01900,success,4981,348.55,
starter_01901,success,2717,204.82,
starter_01902,success,5765,392.09,
starter_01903,success,4292,345.16,
starter_01904,failed,-1,0.0,'reactionString' column not found
starter_01905,success,4981,360.2,
starter_01906,success,2717,213.42,
starter_01907,success,5765,397.87,
starter_01908,failed,-1,0.0,'reactionString' column not found
starter_01909,success,4147,298.05,
starter_01910,success,4859,381.81,
starter_01911,success,1739,135.57,
starter_01912,success,6673,512.69,
starter_01913,failed,-1,0.0,'reactionString' column not found
starter_01914,success,85,4.96,
starter_01915,failed,-1,0.0,'reactionString' column not found
starter_01916,failed,-1,0.0,'reactionString' column not found
starter_01917,success,1499,126.03,
starter_01918,success,84,4.29,
starter_01919,success,4147,281.44,
starter_01920,success,5211,424.45,
starter_01921,failed,-1,0.0,'reactionString' column not found
starter_01922,failed,-1,0.0,'reactionString' column not found
starter_01923,success,8314,640.0,
starter_01924,success,5959,439.02,
starter_01925,success,84,0.09,
starter_01926,success,2376,181.91,
starter_01927,success,4981,339.0,
starter_01928,success,4296,346.18,
starter_01929,success,4859,381.92,
starter_01930,failed,-1,0.0,'reactionString' column not found
starter_01931,success,4292,310.28,
starter_01932,success,2717,210.47,
starter_01933,success,5642,446.64,
starter_01934,success,6673,490.45,
starter_01935,failed,-1,0.0,'reactionString' column not found
starter_01936,failed,-1,0.0,'reactionString' column not found
starter_01937,success,8312,610.28,
starter_01938,success,5765,417.79,
starter_01939,success,1739,130.28,
starter_01940,success,4767,341.7,
starter_01941,success,4733,375.95,
starter_01942,failed,-1,0.0,'reactionString' column not found
starter_01943,failed,-1,0.0,'reactionString' column not found
starter_01944,success,84,5.32,
starter_01945,success,2717,206.57,
starter_01946,success,4853,357.51,
starter_01947,success,85,5.23,
starter_01948,success,4699,357.73,
starter_01949,failed,-1,0.0,'reactionString' column not found
starter_01950,success,5642,441.36,
starter_01951,success,4767,359.11,
starter_01952,success,2376,171.01,
starter_01953,success,84,0.1,
starter_01954,failed,-1,0.0,'reactionString' column not found
starter_01955,failed,-1,0.0,'reactionString' column not found
starter_01956,success,1553,116.28,
starter_01957,success,5304,390.71,
starter_01958,success,5765,423.02,
starter_01959,failed,-1,0.0,'reactionString' column not found
starter_01960,success,5215,424.04,
starter_01961,success,4074,314.3,
starter_01962,success,2376,181.9,
starter_01963,success,5380,375.17,
starter_01964,success,8314,643.85,
starter_01965,success,5008,392.28,
starter_01966,success,4981,348.78,
starter_01967,success,2376,166.24,
starter_01968,success,7666,507.95,
starter_01969,success,78,0.09,
starter_01970,success,5642,422.46,
starter_01971,failed,-1,0.0,'reactionString' column not found
starter_01972,success,84,4.71,
starter_01973,success,8312,584.07,
starter_01974,success,3881,317.21,
starter_01975,success,5404,404.71,
starter_01976,success,3058,243.64,
starter_01977,success,6409,531.12,
starter_01978,success,419,30.69,
starter_01979,success,384,18.16,
starter_01980,success,2866,183.96,
starter_01981,success,387,22.33,
starter_01982,success,4756,355.92,
starter_01983,failed,-1,0.0,'reactionString' column not found
starter_01984,success,384,17.86,
starter_01985,success,2866,202.29,
starter_01986,success,387,16.8,
starter_01987,failed,-1,0.0,'reactionString' column not found
starter_01988,success,360,14.99,
starter_01989,success,7428,550.19,
starter_01990,success,1974,135.71,
starter_01991,success,380,20.4,
starter_01992,failed,-1,0.0,'reactionString' column not found
starter_01993,success,289,11.41,
starter_01994,failed,-1,0.0,'reactionString' column not found
starter_01995,failed,-1,0.0,'reactionString' column not found
starter_01996,success,3058,227.74,
starter_01997,success,294,13.17,
starter_01998,success,360,17.57,
starter_01999,success,5056,381.55,
starter_02000,failed,-1,0.0,'reactionString' column not found
starter_02001,failed,-1,0.0,'reactionString' column not found
starter_02002,success,409,21.35,
starter_02003,success,5151,394.51,
starter_02004,success,294,12.53,
starter_02005,success,4447,339.59,
starter_02006,success,384,19.2,
starter_02007,success,4359,319.69,
starter_02008,success,7428,595.35,
starter_02009,failed,-1,0.0,'reactionString' column not found
starter_02010,success,4756,338.15,
starter_02011,success,2866,205.19,
starter_02012,success,5404,368.23,
starter_02013,success,380,18.95,
starter_02014,failed,-1,0.0,'reactionString' column not found
starter_02015,failed,-1,0.0,'reactionString' column not found
starter_02016,success,409,23.91,
starter_02017,success,387,19.17,
starter_02018,success,1974,138.06,
starter_02019,success,363,18.92,
starter_02020,success,382,18.02,
starter_02021,failed,-1,0.01,'reactionString' column not found
starter_02022,failed,-1,0.0,'reactionString' column not found
starter_02023,success,294,11.77,
starter_02024,success,2866,187.52,
starter_02025,success,7420,590.62,
starter_02026,success,289,12.71,
starter_02027,success,396,20.19,
starter_02028,failed,-1,0.0,'reactionString' column not found
starter_02029,success,5404,396.28,
starter_02030,success,363,15.14,
starter_02031,success,4447,318.03,
starter_02032,success,294,11.87,
starter_02033,failed,-1,0.0,'reactionString' column not found
starter_02034,failed,-1,0.01,'reactionString' column not found
starter_02035,success,3142,246.29,
starter_02036,success,8017,603.54,
starter_02037,success,387,20.29,
starter_02038,failed,-1,0.0,'reactionString' column not found
starter_02039,success,7953,596.19,
starter_02040,success,377,19.8,
starter_02041,success,4447,336.67,
starter_02042,success,399,21.37,
starter_02043,success,409,22.1,
starter_02044,success,4510,349.44,
starter_02045,success,384,17.12,
starter_02046,success,4447,306.17,
starter_02047,success,398,22.53,
starter_02048,success,274,11.91,
starter_02049,success,5404,310.29,
starter_02050,failed,-1,0.0,'reactionString' column not found
starter_02051,success,286,12.56,
starter_02052,success,409,22.97,
starter_02053,success,6347,378.47,
