Canonical_SMILES,Drug_Type,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,antibiotic,4.677982065819213,1.1402242808738796,2.4431424753064093,6.912821656332017,2.0990265610881045e-05,1.2223014970259555e-07,0.0036046037044653928
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,antibiotic,4.676559779789557,1.147269219756368,2.427912109067075,6.925207450512039,2.1059120043542814e-05,1.1879346482276881e-07,0.003733257024449921
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,antibiotic,4.661889871406515,1.1405383705718224,2.4264346650857433,6.897345077727287,2.1782620670165124e-05,1.266645026717134e-07,0.003745978970051771
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,antibiotic,4.623564554278337,1.145006923674303,2.3793509838767033,6.867778124679971,2.3792246226336048e-05,1.355881937625222e-07,0.004174928249918682
CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,antibiotic,4.619506028187111,1.1401085429266806,2.3848932840508166,6.854118772323405,2.40156293296712e-05,1.3992046110341788e-07,0.004121987931942822
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,antibiotic,4.6156988915598784,1.1397746711261345,2.381740536152655,6.8496572469671015,2.4227081955254503e-05,1.4136527847386448e-07,0.004152020258462081
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,antibiotic,4.610757285989159,1.1395435848686368,2.377251859646631,6.8442627123316875,2.4504323315296385e-05,1.4313218057358404e-07,0.004195156244628585
CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,antibiotic,4.585712943577401,1.1400344966703237,2.3512453301035667,6.820180557051236,2.5958946084261566e-05,1.512932119201386e-07,0.004454045711986765
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,antibiotic,4.583668351758636,1.1400364617058456,2.3491968868151787,6.818139816702093,2.6081444948123003e-05,1.520058083673111e-07,0.004475103799574657
CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,antibiotic,4.554862848729067,1.140362548589495,2.319752253493657,6.789973443964477,2.7870011715281644e-05,1.6219092700750355e-07,0.004789032082996862
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,antibiotic,4.526442523324895,1.1390021551958882,2.293998299140954,6.758886747508836,2.975483022932094e-05,1.7422611496916894e-07,0.0050816143270621785
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,antibiotic,4.491744391392641,1.1392018661785805,2.258908733682623,6.724580049102658,3.222965143368137e-05,1.8854714076144472e-07,0.0055092345995893756
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,antibiotic,4.484650641638495,1.1397168450201984,2.2508056253989057,6.7184956578780834,3.276041226283451e-05,1.9120724416103818e-07,0.005612991371430321
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,antibiotic,4.483419859700337,1.1414634085621953,2.2461515789184343,6.72068814048224,3.2853386301744925e-05,1.9024439023200842e-07,0.005673465536489088
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,antibiotic,4.408379911311464,1.1399023588807669,2.174171287905161,6.642588534717767,3.904991462267245e-05,2.277253956454881e-07,0.0066962045568773115
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,antibiotic,4.40241048542074,1.1400117339236235,2.167987486930438,6.636833483911042,3.9590365808371305e-05,2.307631805455584e-07,0.006792232023909079
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,antibiotic,4.394360638687612,1.140032498248693,2.1598969421201737,6.62882433525505,4.033103444538567e-05,2.3505833996683633e-07,0.00691995161568986
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,antibiotic,4.38495622968945,1.141585228680404,2.1474491814758587,6.622463277903043,4.12139054383018e-05,2.38526547485683e-07,0.007121161226631325
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,antibiotic,4.352856328555797,1.1444502250171966,2.1097338875220917,6.595978769589502,4.437554209236365e-05,2.5352525628509304e-07,0.007767229051833613
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,antibiotic,4.324223271870009,1.1391979627920943,2.0913952647975043,6.557051278942514,4.739982389403694e-05,2.7729926666284676e-07,0.00810223312965847
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,antibiotic,4.323987691070087,1.1390894513440495,2.0913723664357504,6.5566030157044235,4.7425542658709846e-05,2.7758563281541085e-07,0.008102660334617436
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,antibiotic,4.313783820650747,1.1391072771645836,2.0811335574081635,6.546434083893331,4.855301230040062e-05,2.84161944599262e-07,0.008295956049876275
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,antibiotic,4.31036136231893,1.140601692705076,2.074782044616981,6.545940680020879,4.8937145983499183e-05,2.844849656933687e-07,0.00841817510873874
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],antibiotic,4.306421130921365,1.139731052991064,2.0725482670588793,6.54029399478385,4.93831591289305e-05,2.882079824416309e-07,0.008461585223605548
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,antibiotic,4.275318279829522,1.1393890024523337,2.042115835022948,6.508520724636096,5.304955193967596e-05,3.1008394122064794e-07,0.009075784285771257
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,antibiotic,4.269140292204939,1.139746084928904,2.0352379657442867,6.5030426186655905,5.380959307587656e-05,3.1402005211309434e-07,0.009220660551793738
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,antibiotic,4.257881058611586,1.1425269279139416,2.0185282799002606,6.497233837322911,5.522286589084579e-05,3.182483514669337e-07,0.009582343170488332
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,antibiotic,4.250074675607026,1.1393778917292035,2.0168940078177875,6.483255343396264,5.622446406330461e-05,3.286583394216211e-07,0.009618469942886445
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,antibiotic,4.249555379523224,1.140427806162036,2.0143168794456336,6.484793879600815,5.629173318145663e-05,3.2749609084029294e-07,0.009675716178601914
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,antibiotic,4.249307649320134,1.1391971874472837,2.0164811619234575,6.48213413671681,5.632385226454399e-05,3.295079242447044e-07,0.009627617730862993
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,antibiotic,4.243115306004136,1.1426133542607562,2.003593131653054,6.482637480355218,5.713269281562149e-05,3.2912624856423155e-07,0.009917606397555812
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,antibiotic,4.240331240472984,1.1411885778159587,2.0036016279537048,6.477060852992263,5.750012112335583e-05,3.3337969659639605e-07,0.009917412376804992
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,antibiotic,4.214533678300408,1.143208364574702,1.9738452837339922,6.455222072866825,6.1019173617829755e-05,3.505725657504204e-07,0.010620738508253857
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,antibiotic,4.21199106695309,1.1436585330309643,1.9704203422123996,6.4535617916937795,6.137746298270928e-05,3.5191534822405234e-07,0.01070482711596712
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,antibiotic,4.198860134373194,1.139575545376627,1.9652920654350052,6.4324282033113835,6.326155539983142e-05,3.6946371830725026e-07,0.010831982122471379
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,antibiotic,4.184977680152646,1.1399671033386483,1.9506421576088955,6.419313202696397,6.531641200756838e-05,3.807911069922679e-07,0.011203606384718031
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,antibiotic,4.177377473772456,1.1393648610941192,1.9442223460279822,6.4105326015169295,6.646951749556938e-05,3.8856832790288165e-07,0.011370450031115462
Cc1ncc([N+](=O)[O-])n1CCO,antibiotic,4.172154909690427,1.139387882015285,1.9389546609404684,6.405355158440385,6.727366532004059e-05,3.9322836864023546e-07,0.011509205353730304
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,antibiotic,4.172054517318277,1.1399588917357515,1.9377350895162042,6.40637394512035,6.728921823123998e-05,3.9230699773379826e-07,0.011541570546350093
CO[C@@]1(NC(=O)C(C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,antibiotic,4.165955874482014,1.1419025654340342,1.9278268462313073,6.404084902732722,6.824080251582564e-05,3.943801948798819e-07,0.011807913248337059
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,antibiotic,4.16230810660313,1.1420783931853697,1.9238344559598057,6.400781757246454,6.881639109690824e-05,3.9739119732378426e-07,0.011916961713029871
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,antibiotic,4.161873743808371,1.1423594800020784,1.9228491630042974,6.400898324612445,6.888525274305807e-05,3.972845493442338e-07,0.011944028664863706
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,antibiotic,4.160342096888938,1.1400684307675517,1.9258079725845363,6.394876221193339,6.912862252623596e-05,4.0283182956297524e-07,0.011862931629705654
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,antibiotic,4.151628374613425,1.1442402886579968,1.9089174088437515,6.394339340383099,7.052963322437398e-05,4.033301237453704e-07,0.012333393589776016
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,antibiotic,4.130391860663924,1.1400498400345984,1.8958941741961106,6.364889547131737,7.406416642841407e-05,4.3162883779223026e-07,0.012708837474330955
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,antibiotic,4.128513198840249,1.1428020180151077,1.888621243530638,6.36840515414986,7.438524558072348e-05,4.2814891309220907e-07,0.01292345861663529
Cc1ncc([N+](=O)[O-])n1CC(C)O,antibiotic,4.120905361683056,1.1392560330202548,1.887963536963357,6.353847186402756,7.569978365502548e-05,4.4274413170213516e-07,0.01294304505716845
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,antibiotic,4.09325753692341,1.1402549256355765,1.85835788267768,6.32815719116914,8.06756481230354e-05,4.697240630675761e-07,0.013856135360762821
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,antibiotic,4.090267839056738,1.1421743342249377,1.85160614397586,6.3289295341376155,8.123293800709677e-05,4.6888945499639274e-07,0.014073232287374844
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,antibiotic,4.076851052818534,1.1401095826784855,1.8422362707687023,6.311465834868366,8.37816573413228e-05,4.881284998899539e-07,0.014380160364414925
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,antibiotic,4.072432490013692,1.1429214983661333,1.8323063532160706,6.312558626811313,8.463841268683097e-05,4.869017922875852e-07,0.014712742930129002
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,antibiotic,4.070983025468333,1.1397743950307448,1.8370252112080734,6.304940839728593,8.492136661616101e-05,4.955176863992815e-07,0.014553745922492447
Nc1ccc(S(N)(=O)=O)cc1,antibiotic,4.062536756144647,1.139834677340866,1.8284607885565496,6.2966127237327445,8.65891036306324e-05,5.051115232044058e-07,0.014843598934333313
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,4.062529848323248,1.1425951499420894,1.8230433544367526,6.302016342209743,8.659048091458358e-05,4.988657151249267e-07,0.015029919190059427
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,antibiotic,4.0620065580748035,1.1408985644407104,1.825845371771011,6.2981677443785955,8.669487842773383e-05,5.033061713927215e-07,0.01493326005679939
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,antibiotic,4.061047543798566,1.142594681477099,1.8215619681034516,6.30053311949368,8.688653062303205e-05,5.005723771972443e-07,0.015081274052667891
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,antibiotic,4.059663027770633,1.1428161692048517,1.819743336129124,6.299582719412143,8.71639639146228e-05,5.016690177983523e-07,0.01514456012980957
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,antibiotic,4.046721348847045,1.1421017854852653,1.808201849295925,6.285240848398166,8.980047857242929e-05,5.185124057161324e-07,0.01555242625429516
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,antibiotic,4.037104095796286,1.1407726169880064,1.8011897664997933,6.273018425092778,9.181125082455736e-05,5.333122690512002e-07,0.01580557258314366
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,antibiotic,4.036619903220821,1.1404789309378678,1.8012811985826,6.271958607859041,9.191366777435275e-05,5.346153105803516e-07,0.015802245383812974
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,antibiotic,4.032263052068199,1.1418589668348254,1.7942194770719415,6.270306627064457,9.28403882423852e-05,5.36652766995186e-07,0.016061293669010608
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,antibiotic,4.027867880355044,1.1396387519422957,1.794175926548144,6.261559834161943,9.378472723581396e-05,5.475706551763998e-07,0.01606290435681315
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,4.022005010998946,1.1440648814542833,1.7796378433485507,6.2643721786493405,9.505938254023976e-05,5.440362286501323e-07,0.01660971408347669
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,antibiotic,4.014159096537075,1.1417693762952408,1.7762911189984028,6.252027074075746,9.67923208788255e-05,5.597227070905938e-07,0.016738204940456598
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,antibiotic,4.002229429730672,1.1405127641312292,1.766824412033463,6.237634447427881,9.948797019817753e-05,5.785828448862845e-07,0.01710706824724262
O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,antibiotic,4.000767981273307,1.140474669994776,1.7654376280835455,6.236098334463068,9.982332203643053e-05,5.806329337134199e-07,0.01716178164173365
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,antibiotic,4.00033604997855,1.1413632785747492,1.7632640239720416,6.2374080759850585,9.992265156222733e-05,5.78884503736113e-07,0.01724789008996825
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,antibiotic,3.995703297801356,1.142044359221849,1.7572963537265318,6.23411024187618,0.00010099426251239529,5.832970206052505e-07,0.01748653036121954
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,antibiotic,3.9883223577431153,1.1417839766441449,1.7504257635205915,6.226218951965639,0.000102725352984317,5.939926184498464e-07,0.017765369161138023
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.9804255822470633,1.140805030440695,1.7444477225833013,6.216403441910826,0.00010461029281994866,6.075703309140378e-07,0.018011599327788286
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,antibiotic,3.971637830762311,1.1400604510707644,1.7371193466636128,6.206156314861008,0.00010674859538964893,6.220763420090172e-07,0.018318109608318478
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,antibiotic,3.9660900147666505,1.1427186614025748,1.7263614384176038,6.205818591115698,0.00010812098293223253,6.225602801407646e-07,0.01877753419731322
