dirName,starters_Canonical_SMILES,target_Canonical_SMILES,helpers_Canonical_SMILES,maxAtoms,generations,pPotency_prediction,pPotency_std,IC50 (µM)
high_pPotency_molecule_pathway6_wGen2,C=CCC1=CC(=CCNC(N)=[NH2+])OC1=O,C=CC1(CC2=CC(=CCNC(N)=[NH2+])OC2=O)CO1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",2,4.999,1.1427200664675667,10.017262053081788
high_pPotency_molecule_pathway6_wGen1,C=CCC1=CC(=CCNC(N)=[NH2+])OC1=O,C=CC1(CC2=CC(=CCNC(N)=[NH2+])OC2=O)CO1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",1,4.999,1.1427200664675667,10.017262053081788
high_pPotency_molecule_pathway7_wGen2,C=CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,NC(=[NH2+])NCC=C1OC(=O)[C@@H](CCCO)C1CO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",2,4.993,1.1401630654230634,10.156224489876228
high_pPotency_molecule_pathway7_wGen1,C=CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,NC(=[NH2+])NCC=C1OC(=O)[C@@H](CCCO)C1CO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",1,4.993,1.1401630654230634,10.156224489876228
high_pPotency_molecule_pathway8_wGen2,CCCC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@]1(CCCO)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 5, 'S': 1}",2,4.989,1.1409410435445744,10.253138213892148
high_pPotency_molecule_pathway8_wGen1,CCCC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@]1(CCCO)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 5, 'S': 1}",1,4.989,1.1409410435445744,10.253138213892148
high_pPotency_molecule_pathway9_wGen1,CCCC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@@]1(CCCO)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 5, 'S': 1}",1,4.989,1.1409410435445744,10.253138213892148
high_pPotency_molecule_pathway9_wGen2,CCCC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@@]1(CCCO)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 5, 'S': 1}",2,4.989,1.1409410435445744,10.253138213892148
high_pPotency_molecule_pathway10_wGen2,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,CC(CNC(N)=[NH2+])=C1C[C@H](CCCO)C(=O)O1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",2,4.986,1.1404242979296504,10.337146876682116
high_pPotency_molecule_pathway10_wGen1,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,CC(CNC(N)=[NH2+])=C1C[C@H](CCCO)C(=O)O1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",1,4.986,1.1404242979296504,10.337146876682116
high_pPotency_molecule_pathway11_wGen2,CCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,CCCC1=CC(=C(C)CNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",2,4.984,1.1407130692370508,10.372203680926628
high_pPotency_molecule_pathway11_wGen1,CCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,CCCC1=CC(=C(C)CNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",1,4.984,1.1407130692370508,10.372203680926628
high_pPotency_molecule_pathway12_wGen2,C=CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C=CC1C(=CCNC(N)=[NH2+])OC(=O)[C@H]1CCCO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",2,4.984,1.1404921676503403,10.385199021415572
high_pPotency_molecule_pathway12_wGen1,C=CC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C=CC1C(=CCNC(N)=[NH2+])OC(=O)[C@H]1CCCO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 3, 'S': 1}",1,4.984,1.1404921676503403,10.385199021415572
high_pPotency_molecule_pathway13_wGen2,CCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,CC1=CC(=CCNC(N)=[NH2+])OC1(O)CCCO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",2,4.982,1.1406566736630943,10.411860403499697
high_pPotency_molecule_pathway13_wGen1,CCCCC1=CC(=CCNC(N)=[NH2+])OC1=O,CC1=CC(=CCNC(N)=[NH2+])OC1(O)CCCO,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",1,4.982,1.1406566736630943,10.411860403499697
high_pPotency_molecule_pathway14_wGen2,Nc1cc(O)cc(C=C2C=CC(=O)O2)c1,Nc1cc(O)cc(C(CO)=C2C=CC(=O)O2)c1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 2, 'O': 5, 'S': 1}",2,4.982,1.140506194477337,10.432554868219546
high_pPotency_molecule_pathway14_wGen1,Nc1cc(O)cc(C=C2C=CC(=O)O2)c1,Nc1cc(O)cc(C(CO)=C2C=CC(=O)O2)c1,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 2, 'O': 5, 'S': 1}",1,4.982,1.140506194477337,10.432554868219546
high_pPotency_molecule_pathway20_wGen2,CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@@]1(CC(=O)O)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 14, 'N': 5, 'O': 5, 'S': 1}",2,4.981,1.1405673495874604,10.450312270401524
high_pPotency_molecule_pathway20_wGen1,CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@@]1(CC(=O)O)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 14, 'N': 5, 'O': 5, 'S': 1}",1,4.981,1.1405673495874604,10.450312270401524
high_pPotency_molecule_pathway19_wGen1,CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@]1(CC(=O)O)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 14, 'N': 5, 'O': 5, 'S': 1}",1,4.981,1.1405673495874604,10.450312270401524
high_pPotency_molecule_pathway19_wGen2,CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,C[C@]1(CC(=O)O)C(=O)OC(=CCNC(N)=[NH2+])C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 14, 'N': 5, 'O': 5, 'S': 1}",2,4.981,1.1405673495874604,10.450312270401524
high_pPotency_molecule_pathway15_wGen2,C=CC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,NC(=[NH2+])NCC=C1OC(=O)[C@H](CC2(O)CO2)C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 5, 'S': 1}",2,4.981,1.1413635604380692,10.442473748495686
high_pPotency_molecule_pathway15_wGen1,C=CC[C@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,NC(=[NH2+])NCC=C1OC(=O)[C@H](CC2(O)CO2)C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 5, 'S': 1}",1,4.981,1.1413635604380692,10.442473748495686
high_pPotency_molecule_pathway16_wGen2,C=CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,NC(=[NH2+])NCC=C1OC(=O)[C@@H](CC2(O)CO2)C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 5, 'S': 1}",2,4.981,1.1413635604380692,10.442473748495686
high_pPotency_molecule_pathway16_wGen1,C=CC[C@@H]1C(=O)OC(=CCNC(N)=[NH2+])C1=O,NC(=[NH2+])NCC=C1OC(=O)[C@@H](CC2(O)CO2)C1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 15, 'N': 5, 'O': 5, 'S': 1}",1,4.981,1.1413635604380692,10.442473748495686
high_pPotency_molecule_pathway18_wGen2,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C[C@]1(CCCO)CC(=CCNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",2,4.981,1.141575852861952,10.446995339099578
high_pPotency_molecule_pathway18_wGen1,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C[C@]1(CCCO)CC(=CCNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",1,4.981,1.141575852861952,10.446995339099578
high_pPotency_molecule_pathway17_wGen1,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C[C@@]1(CCCO)CC(=CCNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",1,4.981,1.141575852861952,10.446995339099578
high_pPotency_molecule_pathway17_wGen2,CCCC[C@H]1CC(=CCNC(N)=[NH2+])OC1=O,C[C@@]1(CCCO)CC(=CCNC(N)=[NH2+])OC1=O,"Br, BrBr, C#N, C=C, C=O, CO, N, N#CO, N#N, NO, O, O=C=O, O=NO, O=O, O=S(=O)(O)O, O=S(O)O, O=S=O, O=[N+]([O-])O, S, [C-]#[O+], [H][H]","{'C': 17, 'N': 5, 'O': 3, 'S': 1}",2,4.981,1.141575852861952,10.446995339099578
