Canonical_SMILES,Drug_Type,pPotency_prediction,pPotency_std,pPotency_lower_95CI,pPotency_upper_95CI,IC50(M)_prediction,IC50(M)_lower_95CI,IC50(M)_upper_95CI,AMES,hERG,DILI,ClinTox,Carcinogens_Lagunin,Skin_Reaction,LD50_Zhu,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,BBB_Martins,Pgp_Broccatelli,Caco2_Wang,HIA_Hou,PAMPA_NCATS,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,antiviral,5.902632747769732,0.47043130856245563,4.980587382987319,6.824678112552145,1.2513167332992366e-06,1.497345036992979e-07,1.0457132647122902e-05,0.30003408,0.8010885,0.55202603,0.3250964,0.5291524,0.4389928,2.7216105,0.46465674,0.049099933,0.097456396,0.19490786,0.1353966,0.034989513,0.0297137,0.03833158,0.2250962,0.13362184,0.23935735,0.14249474,0.2838741,0.57663393,-6.2178335,0.69858015,0.24253288,0.5345265,0.045185354,0.5869133,0.2013317,0.4497962,0.06415842,0.6610072,0.5598346,0.68262607
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,antiviral,5.877171830427756,0.47474694882684826,4.946667810727133,6.807675850128378,1.3268693724450188e-06,1.5571274108876503e-07,1.1306604194508449e-05,0.0905184,0.99269426,0.86166173,0.29651707,0.1558493,0.08445664,2.9622328,0.6338359,0.017487729,0.21776596,0.32182473,0.030915027,0.002482267,0.005533105,0.3470485,0.44817334,0.010016329,0.025425589,0.017670164,0.5028693,0.9921592,-5.613739,0.99999046,0.9185144,0.5056268,0.08613329,0.9695684,0.17447042,0.97681427,0.13887925,0.76410425,0.89186525,0.9998142
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,antiviral,5.87243096670807,0.47210131855011855,4.947112382349838,6.7977495510663015,1.3414331460039899e-06,1.5931271867533048e-07,1.1295035952938044e-05,0.30580705,0.9897107,0.7094945,0.33504024,0.1174644,0.1953984,3.3963456,0.4968666,0.017047912,0.08478065,0.32343808,0.032836534,0.004935123,0.013580522,0.123158015,0.14534289,0.008164469,0.038214833,0.023742612,0.81287223,0.99252766,-5.2997084,0.99998426,0.95638436,0.65042245,0.013838792,0.80994433,0.16537385,0.7407089,0.18513092,0.46916103,0.9070714,0.998227
CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,antiviral,5.843498015353968,0.4734693678701773,4.91549805432842,6.771497976379516,1.4338442684458451e-06,1.6923961302365834e-07,1.2147920628178234e-05,0.22454822,0.9982728,0.76596075,0.70463943,0.202982,0.15893337,2.8364713,0.67029595,0.01800617,0.16970657,0.085560784,0.03827065,0.0063955956,0.010255088,0.25100693,0.20685585,0.009970807,0.02202038,0.007141867,0.76637346,0.9954317,-5.70786,0.9999539,0.906044,0.42386192,0.057810277,0.85042083,0.14538467,0.8726147,0.21512806,0.8818601,0.914158,0.9997656
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,antiviral,5.825416630291109,0.4766516884697137,4.89117932089047,6.759653939691748,1.4948009655621405e-06,1.7391861181798382e-07,1.2847560725610965e-05,0.2687345,0.7738516,0.72668326,0.25561056,0.03692011,0.090398714,3.537417,0.5522152,0.04553885,0.05640028,0.049832504,0.14917958,0.02963241,0.051155187,0.008682904,0.09261818,0.011856943,0.030284196,0.01678702,0.37450033,0.76300925,-5.49406,0.99684364,0.7145062,0.6877967,0.00063140213,0.047538877,0.06669067,0.12195642,0.04696268,0.0164061,0.8008048,0.961167
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,antiviral,5.821979004557964,0.47134137505407003,4.898149909451987,6.7458080996639405,1.506679903045746e-06,1.795526835365833e-07,1.2642998620398876e-05,0.19153163,0.97438467,0.9908289,0.5148201,0.13210186,0.025131574,3.3963554,0.6874848,0.1949966,0.13602084,0.46022454,0.31730485,0.022276666,0.02242826,0.32643488,0.4731391,0.016053492,0.038710613,0.098818235,0.09321338,0.9837842,-5.818119,0.99976844,0.62130386,0.74614316,0.00444714,0.4852046,0.18864839,0.92119014,0.040700275,0.07412435,0.84631217,0.9939374
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,antiviral,5.818074353199593,0.47209635360124264,4.892765500141158,6.743383206258029,1.5202872273311397e-06,1.805580242079126e-07,1.2800723001514312e-05,0.115182176,0.8545226,0.90324736,0.48202062,0.15134087,0.1367154,3.3767803,0.39561185,0.04463751,0.03270883,0.34903374,0.18968284,0.02118462,0.038420532,0.052979045,0.11173686,0.035744935,0.09013563,0.1666214,0.31495288,0.9164923,-5.1370406,0.9916314,0.72551894,0.923314,0.007900181,0.13067721,0.35285726,0.19259968,0.17180538,0.05174126,0.81494045,0.4174601
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,antiviral,5.809929085681512,0.47258904376326805,4.883654559905507,6.736203611457517,1.5490695400229033e-06,1.8356775159134114e-07,1.3072102365609398e-05,0.44390148,0.96044856,0.6484614,0.7566843,0.13130857,0.22986397,2.8594003,0.47705668,0.116810545,0.101884484,0.26164234,0.23797143,0.080641426,0.09095869,0.14271381,0.13473542,0.055362172,0.12595157,0.07301958,0.40261006,0.9525877,-5.9063807,0.98571336,0.6436721,0.6281421,0.017551452,0.10217106,0.15716188,0.1948031,0.2914094,0.40268746,0.8165075,0.9341183
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,antiviral,5.808297253341934,0.4714915525478287,4.884173810348189,6.732420696335678,1.554901013576269e-06,1.8517369968718548e-07,1.3056482460007903e-05,0.23748311,0.9049381,0.97566,0.46301436,0.09863096,0.046362817,3.1036983,0.486652,0.15536392,0.057215005,0.26672,0.25266775,0.024966512,0.0428871,0.2910357,0.299376,0.022091467,0.052349795,0.05117277,0.11567805,0.8766309,-5.7797804,0.99904096,0.5950387,0.7929443,0.035371676,0.33805406,0.18044865,0.75212944,0.05785061,0.052362222,0.7774727,0.97678983
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,antiviral,5.720361139730548,0.4712180498498924,4.796773762024759,6.643948517436336,1.9038768812669473e-06,2.2701339443850247e-07,1.5967107086294396e-05,0.301838,0.97510403,0.47739276,0.6177073,0.13006952,0.3295201,3.1888206,0.5112239,0.06703782,0.1884894,0.51214683,0.17897698,0.04204326,0.034575656,0.21984716,0.2257348,0.07597266,0.14296362,0.075185925,0.6230067,0.9589513,-5.3884544,0.99721366,0.8265026,0.6686281,0.07395622,0.1992822,0.23695251,0.2164516,0.48031488,0.5118756,0.82930565,0.8459056
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,antiviral,5.717818118456018,0.47180696454027987,4.79307646795707,6.642559768954966,1.9150577789562774e-06,2.2774047967703197e-07,1.6103620673592608e-05,0.0033506998,0.74431837,0.9633792,0.026225809,0.1659341,0.07167422,3.320147,0.49618894,0.0041424762,0.063743524,0.69731194,0.06723002,0.0026348908,0.010095855,0.042145874,0.23790011,0.021593746,0.058112662,0.11161761,0.29191783,0.9727129,-5.201548,0.9999732,0.83743846,0.7631179,0.025338972,0.8570399,0.32340807,0.96940804,0.035636283,0.08027761,0.770819,0.9644095
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,antiviral,5.716172168407809,0.4704973595190894,4.7939973437503935,6.638346993065224,1.9223295041180396e-06,2.299603743378135e-07,1.6069510814825038e-05,0.177038,0.50924325,0.96802664,0.20644982,0.4621555,0.24423864,2.908116,0.35569113,0.07305066,0.050941456,0.4125812,0.27021745,0.027895182,0.043147933,0.12891999,0.20304513,0.05066278,0.116403684,0.3325839,0.16719967,0.67719114,-4.784301,0.960382,0.530501,0.89929944,0.09046437,0.3143063,0.45660448,0.5386885,0.06942245,0.04459934,0.6121254,0.30871448
C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,antiviral,5.7026807773343755,0.4704827764145992,4.7805345355617614,6.62482701910699,1.9829840576022984e-06,2.37231841958658e-07,1.657545521814959e-05,0.74987,0.26732838,0.9745348,0.16718853,0.21207252,0.41459504,2.3843238,0.40441614,0.12973276,0.027505606,0.2319899,0.28183788,0.040197194,0.041344695,0.11473551,0.0945464,0.018518224,0.11434791,0.053618647,0.5713644,0.28593317,-4.587219,0.9868165,0.6391279,0.88232297,0.085079,0.10659466,0.24997847,0.12675923,0.06914726,0.0125610065,0.5765531,0.1901935
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,antiviral,5.682517328310172,0.47289517218723404,4.7556427908231935,6.60939186579715,2.0772208429971096e-06,2.458148605029919e-07,1.7553236699166553e-05,0.71428573,0.93724126,0.63648283,0.35394868,0.24448493,0.4140195,2.9011369,0.5483257,0.044883437,0.12252472,0.31135985,0.12128699,0.024095513,0.018907825,0.05122919,0.23676856,0.039296083,0.10425736,0.03860901,0.6585566,0.8873855,-5.274911,0.99879634,0.86182225,0.68140256,0.010617452,0.5872637,0.15726413,0.38905227,0.1566838,0.40919036,0.82911384,0.96611387
Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,antiviral,5.661021140990952,0.4706194014265352,4.738607114194943,6.583435167786961,2.1826236614711644e-06,2.6095452512568616e-07,1.825546441595268e-05,0.48154157,0.73119557,0.98381984,0.43927535,0.14954126,0.11444817,3.6077504,0.55654293,0.19866522,0.031156633,0.1462957,0.40402436,0.07531658,0.092816934,0.09933419,0.19461384,0.013749021,0.07132277,0.059900183,0.27297136,0.7484752,-5.3746743,0.9747675,0.44281173,0.78117114,0.023780804,0.029567223,0.17145026,0.16436335,0.045961738,0.023758998,0.68719757,0.83171636
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,antiviral,5.658403811683444,0.47041706941000444,4.736386355639835,6.580421267727052,2.1958172288036014e-06,2.6277178563700724e-07,1.8349052546194213e-05,0.6222791,0.30267018,0.97713625,0.13467407,0.19278212,0.34907264,2.2924798,0.39251298,0.12112632,0.02277649,0.26581603,0.22888944,0.030011803,0.042413794,0.13892917,0.09792313,0.017127477,0.10956212,0.054770242,0.61770093,0.3795758,-4.612834,0.9941476,0.73958695,0.9030101,0.09586951,0.13223876,0.29124567,0.17650017,0.082888626,0.012124753,0.59644175,0.21465285
O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,antiviral,5.6507680886336455,0.47179603058406233,4.726047868688884,6.575488308578407,2.2347652592025637e-06,2.657735096130524e-07,1.8791096866688756e-05,0.6497236,0.25439912,0.9747326,0.13248351,0.12857652,0.35464916,2.4318707,0.38920617,0.1299934,0.0242925,0.25202703,0.30024838,0.05529086,0.068370655,0.090101674,0.090870544,0.019694205,0.1035218,0.057675917,0.5769604,0.34202203,-4.467019,0.98752785,0.68707275,0.8937607,0.053135484,0.07758681,0.21357235,0.102606095,0.06760782,0.008814426,0.56814915,0.15754136
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,antiviral,5.649192880777858,0.4707933050803957,4.726438002820283,6.571947758735433,2.2428855823272763e-06,2.6794906212458245e-07,1.877422408395155e-05,0.11133523,0.96397704,0.7419969,0.40917808,0.22700325,0.1193469,3.3726459,0.3606531,0.016188387,0.07834655,0.12792021,0.061763614,0.00983223,0.014682211,0.04592812,0.1244051,0.030656826,0.061528802,0.04137336,0.2702852,0.9149536,-5.5570545,0.9937369,0.74983484,0.67395943,0.013527277,0.66251624,0.18032995,0.68733144,0.10776633,0.3353831,0.8194281,0.9890832
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,antiviral,5.634915869255806,0.47325371922420645,4.707338579576362,6.562493158935251,2.317843614967775e-06,2.738462770556343e-07,1.961830221396595e-05,0.14378724,0.77494097,0.04118978,0.25590634,0.0216488,0.5251038,3.0069675,0.015087408,9.019198e-05,0.00038005406,0.0013396613,0.00086591544,0.0012741952,0.024207577,0.00032120565,0.0004389415,0.0014965304,0.026324213,0.00011529836,0.8018349,0.09274456,-5.7154965,0.9979782,0.8123299,0.77639174,9.913038e-05,0.0012862324,0.025215691,0.0005023624,0.3963693,0.17730692,0.45741925,0.051238906
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,antiviral,5.626283695655042,0.4719145161813853,4.701331243939527,6.551236147370557,2.364374704425645e-06,2.810372276579611e-07,1.9891555967565767e-05,0.064240865,0.99430215,0.5765174,0.6360351,0.15766205,0.1557565,3.5564532,0.32266212,0.0032971122,0.026108837,0.11298563,0.01319919,0.0025437237,0.011075002,0.1172087,0.081778035,0.010638554,0.039721787,0.005035826,0.5307951,0.9749236,-5.7225847,0.9996746,0.76610357,0.637313,0.018338207,0.5695132,0.1907765,0.6326277,0.32378584,0.820385,0.7958315,0.96855325
COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,antiviral,5.5587381434277265,0.47323220771518837,4.631203016305958,6.486273270549495,2.7622428403651343e-06,3.2638239837654257e-07,2.3377441758810295e-05,0.34572417,0.60585904,0.98357093,0.10110156,0.19206741,0.16845715,3.0550888,0.5825085,0.111053206,0.061804257,0.45999423,0.18782385,0.020573923,0.030974895,0.17639743,0.26620737,0.021314576,0.083500564,0.1559762,0.5926601,0.9069061,-4.6322117,0.99946725,0.8721379,0.8327707,0.04383209,0.6434331,0.3239172,0.8027204,0.077432,0.03746451,0.7773086,0.75813854
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,antiviral,5.515694212265327,0.4710860617486785,4.592365531237917,6.439022893292737,3.0500417751273824e-06,3.6389585330490625e-07,2.5564333161629816e-05,0.5153695,0.63007575,0.7087401,0.41385102,0.18220744,0.3462506,3.1145892,0.37200087,0.16925383,0.05972094,0.29501566,0.34258038,0.09399618,0.07188384,0.25804287,0.2159142,0.08627632,0.17112638,0.09107058,0.44671002,0.23840216,-5.051316,0.7975826,0.4217224,0.7359875,0.18909612,0.22360936,0.11912594,0.10222058,0.1431188,0.21245222,0.50622815,0.09910071
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,antiviral,5.507626367786398,0.47677733701509073,4.57314278723682,6.442109948335975,3.1072316519756212e-06,3.613183777482783e-07,2.6721277227048427e-05,0.021191534,0.079148866,0.9808172,0.020215701,0.10137649,0.12252475,2.5694737,0.13340314,0.00779578,0.0060042026,0.03581508,0.03148646,0.0071925283,0.031847384,0.014077124,0.0378584,0.0034232978,0.023810789,0.015339762,0.43792668,0.18598665,-4.711488,0.99926054,0.76099634,0.90140134,0.014384511,0.16656005,0.32013085,0.3019851,0.030928839,0.0026387656,0.508413,0.27061498
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,antiviral,5.503280745595453,0.4710956756651262,4.579933221291806,6.4266282698991,3.1384791975246847e-06,3.7443094164177e-07,2.6306724626190335e-05,0.10198052,0.8042637,0.6193797,0.23561354,0.12824152,0.3499213,2.546707,0.52959603,0.026921395,0.13675275,0.19091901,0.12276411,0.0340798,0.058890067,0.02920616,0.13805357,0.042315017,0.092688605,0.17939816,0.7319118,0.94668293,-5.440461,0.9956027,0.8420364,0.62916654,0.010197165,0.15718953,0.19149807,0.20624623,0.25050285,0.08574247,0.80894405,0.7733466
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,antiviral,5.497754364736481,0.4727292629196251,4.571205009414015,6.424303720058946,3.1786714064570547e-06,3.7644044656422424e-07,2.6840771236052188e-05,0.087175906,0.13107327,0.99046075,0.04368487,0.36991936,0.26257023,2.906065,0.17412712,0.0122098755,0.0055990433,0.026994396,0.03772206,0.0044161407,0.012389424,0.015707148,0.016884806,0.0048733456,0.049931813,0.018477742,0.45181292,0.17989564,-5.41501,0.99496144,0.6053816,0.905532,0.010310453,0.11537566,0.3905934,0.18121853,0.027137011,0.009122914,0.47627527,0.08954015
