Starter_Name,Canonical_SMILES
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3OC(C)O)c(=O)[nH]1
Inosine,COC(C)O[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]cnc31)O[C@@H]2CO
Inosine,COCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21
Xanthosine,COC(O)OC[C@]12O[C@@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)[C@H](O)[C@@H]1O2
Guanosine,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N(C)C(C)=O)nc32)O[C@@H]1CO
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC(O)C#N)c(=O)[nH]1
Brincidofovir,CCCCCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)O
Inosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(CO)CO[C@@H]12
Xanthosine,CC(=O)O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CO[C@@H]1[C@H](OC(C)=O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Xanthosine,CC(=O)O[C@@]1(C)[C@@H](COC=O)O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@@H]1O
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@]12O[C@@H]1[C@H](OCO)[C@@H](CO)O2
Brincidofovir,CCCCCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)OCC
Inosine,Cc1nc2c(nc3n2[C@@H]2O[C@H](CO)[C@@H](OCO)[C@H]2O3)c(=O)[nH]1
Brincidofovir,CCCOCCCOP(=O)(O)COCCn1ccc(N)nc1=O
Remdesivir,CCC(CC)[C@@]1(O)[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1COC
Xanthosine,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O
Xanthosine,C[C@]12Oc3nc4c(=O)[nH]c(=O)[nH]c4n3[C@H](O[C@@H]1COCO)[C@@H]2O
Xanthosine,CC(=O)OC(C)OC1O[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@H]12
Inosine,CO[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)CO
Xanthosine,CO[C@@H]1[C@H](O)[C@@H](COC=O)O[C@]1(C)n1cnc2c(=O)[nH]c(=O)[nH]c21
Inosine,C[C@]12O[C@@]1(CO)O[C@@H](n1cnc3c(=O)[nH]cnc31)[C@@H]2OCO
Guanosine,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OCCC(=O)O)c(=O)[nH]1
Xanthosine,CC(=O)OC(C)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@]2(CO2)[C@H]1O
Guanosine,C[C@]1(O)[C@H]2COc3nc4c(=O)[nH]c(N)nc4n3[C@H](O2)[C@@H]1OCO
Guanosine,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COCCC(O)O[C@H]3[C@H]2O)c(=O)[nH]1
Xanthosine,CC(O)OC1CO[C@H]2[C@@H](O)[C@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@H]12
Xanthosine,CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@H]1[C@]2(C)O
Inosine,CC(O)(CO)O[C@@H]1[C@H]2CO[C@@]1(n1cnc3c(=O)[nH]cnc31)O2
Guanosine,CC(O)OC[C@]1(C)O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(=O)[nH]c(N)nc3n12
Guanosine,CCC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c4nc(nc32)[nH]4)O[C@@H]1CO
Adenosine,CC(=O)Nc1nc(C)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC(C)=O
Inosine,COC[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)[nH]3)[C@@H]1OC(C)O
Inosine,O=c1[nH]c2nc3c1ncn3[C@@H]1O[C@H](COC2)[C@@H](O)[C@H]1OCO
Guanosine,C[n+]1cn([C@@H]2O[C@@H]3COP(=O)(O)O[C@@H]2[C@@H]3O)c2nc(N)[nH]c(=O)c21
Xanthosine,CO[C@@H]1[C@H](O)CO[C@]1(C)n1cnc2c(=O)[nH]c(=O)[nH]c21
Xanthosine,CO[C@@H]1[C@H](OC)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Xanthosine,CC(=O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@@H]2[C@@H]1OC(C)O
Adenosine,COC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1OC
Remdesivir,CCC(CC)C(C)C(CC)COC(=O)O
Inosine,CC(O)OC(C)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O
Guanosine,CC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC(C)=O
Adenosine,C[C@]1(OCO)[C@H]2COc3nc(N)c4ncn(c4n3)[C@H](O2)[C@@H]1O
Xanthosine,COC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c[n+](C)c2c(=O)[nH]c(=O)[nH]c21
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@@H]4C(OC(O)CO)O[C@H]4[C@H]3O)c2[nH]1
Adenosine,CC(O)O[C@@H]1[C@H]2CO[C@@]1(n1c(CO)nc3c(N)ncnc31)O2
Inosine,C[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(OCO)O[C@@H]21
Inosine,CC(O)O[C@@]12OC[C@H]1O[C@](C)(n1cnc3c(=O)[nH]cnc31)[C@@H]2O
Adenosine,CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O
Xanthosine,CC(N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](OC(C)N)[C@@H]1O
Inosine,CCC(O)O[C@H]1[C@H]2OC(O)[C@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21
Inosine,C[C@]12O[C@H](CO)[C@@H](OCO)[C@H]1Oc1nc3c(ncn32)c(=O)[nH]1
Guanosine,CC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c4nc(nc3n12)[nH]4
Inosine,CO[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]cnc32)O[C@@H]1COS(=O)(=O)O
Inosine,CC(O)O[C@@H]1[C@@H]2OCC(=O)OC[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCCO
Adenosine,CC(C)(O)O[C@@H]1[C@H](O)[C@H]2CO[C@]1(n1cnc3c(N)ncnc31)O2
Remdesivir,N#C[C@]12O[C@H](C=Nc3ncnn4c1ccc34)[C@@H](O)[C@H]2O
Inosine,COC(C)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2
Guanosine,COC(O)[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(N)nc43)O[C@H]1[C@H]2O
Remdesivir,CCC(CC)COC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(C(CC)CC)[C@@H]1O
Guanosine,CCOC[C@]12O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]1O2
Inosine,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@]2(CO)O[C@H]2[C@H]1OCO
Brincidofovir,CCCCCCCCC([C@@H](CO)OCP(=O)(O)O)n1ccc(N)nc1=O
Adenosine,CC(=O)O[C@@H]1CO[C@](CO)(n2cnc3c(N)ncnc32)[C@@H]1O
Guanosine,C[C@]12Oc3nc4c(=O)[nH]c(N)nc4n3[C@H](O[C@@H]1CO)[C@@H]2OCO
Inosine,C[C@@]1(OCO)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2CO[C@]21O
Guanosine,C[n+]1cn([C@@]2(CO)OC[C@@H](OS(=O)(=O)O)[C@H]2O)c2nc(N)[nH]c(=O)c21
Guanosine,C[C@@]12CO[C@@](O)([C@H](n3cnc4c(=O)[nH]c(N)nc43)O1)[C@@H]2OCO
Inosine,C[C@]1(OCO)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@H](O2)[C@@H]1O
Guanosine,CO[C@H]1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@]2(COC(C)O)O[C@@H]12
Adenosine,CC(O)Nc1ncnc2c1ncn2[C@]12O[C@@H]1[C@H](O)[C@@H](CO)O2
Guanosine,CC(=O)O[C@]1(C)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@](C)(CO)[C@H]1O
Inosine,CC(O)O[C@@H]1[C@@H](CO)O[C@H]2n3cnc4c(=O)[nH]c(nc43)O[C@@]12C
Adenosine,Cc1nc2c(N)nc3nc2n1[C@@H]1O[C@H](CO3)[C@@H](OCO)[C@H]1O
Xanthosine,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@]2(CO)O[C@@H]12
Xanthosine,CO[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]c(=O)[nH]c31)O[C@@H]2C(O)O
Guanosine,CC(=O)O[C@@]1(C)[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Brincidofovir,CCCCCCCCCC([C@@H](CO)OCP(=O)(O)OC)n1ccc(N)nc1=O
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC)[C@@H]1OC
Adenosine,CO[C@@H]1[C@@H]2Oc3nc(N)c4ncn(c4n3)[C@@H]1O[C@@H]2COC(C)O
Xanthosine,CC(O)O[C@H]1[C@H](n2c[n+](C)c3c(=O)[nH]c(=O)[nH]c32)O[C@@H]2CO[C@]21O
Xanthosine,COC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)O1)[C@@H]2O
Inosine,CCc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H]1O
Guanosine,CC(=O)OC[C@]1(n2c[n+](C)c3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O
Guanosine,CC(=O)O[C@@H]1[C@@H]2O[C@]1(n1cnc3c(=O)[nH]c(N)nc31)O[C@@H]2CO
Brincidofovir,Nc1ccn(CC(CC=O)OP(=O)(O)COCCO)c(=O)n1
Xanthosine,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c[n+](C)c2c(=O)n(C)c(=O)[nH]c21
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]3OCC(O)O[C@H]32)c(=O)[nH]1
Guanosine,Nc1nc2c(ncn2[C@@]2(C(O)O)OC[C@@]3(O)O[C@H]32)c(=O)[nH]1
Adenosine,CC(=O)O[C@@]1(C)CO[C@](CO)(n2cnc3c(N)ncnc32)[C@@H]1O
Adenosine,C[C@]12CO[C@@]1(OCO)[C@@H](O)[C@H](n1cnc3c(N)ncnc31)O2
Inosine,COC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O
Xanthosine,COC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1C(=O)O
Inosine,Cc1nc2c(=O)[nH]cnc2n1[C@]12O[C@@H]1[C@H](OC(C)O)[C@@H](CO)O2
Xanthosine,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](OC(C)N)[C@@H]1O
Guanosine,CCC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(N)nc21
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@@H]3C(O)O[C@H]3[C@H]2OCO)c(=O)[nH]1
Xanthosine,CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]c(=O)[nH]c21
Inosine,COC(O)O[C@@H]1[C@@H]2Oc3nc4c(ncn4[C@@H]1O[C@@H]2CO)c(=O)[nH]3
Inosine,CC(=O)OC(C)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2
Inosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]cnc21
Xanthosine,CCC(=O)O[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1CO
Xanthosine,CO[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@]1(C)CO
Remdesivir,CCC(C)(CC)COC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O
Guanosine,COC(C)O[C@H]1[C@H]2Oc3nc4c(=O)[nH]c(N)nc4n3[C@@H]2O[C@@H]1CO
Remdesivir,CCC(CC)COC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OCC(CC)CC
Guanosine,CC1O[C@]2(n3cnc4c(=O)[nH]c(N)nc43)O[C@H]1[C@@H](OCO)[C@H]2O
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@]34COC(O)CO[C@H](CO3)[C@H]4O)c2[nH]1
Brincidofovir,CCCOCC[C@](CO)(Cn1ccc(N)nc1=O)OCP(=O)(O)OC
Xanthosine,C[C@]12O[C@@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)[C@H](OC1O)[C@@H]2OCO
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@](C)(OC(C)=O)[C@@H]1O
Xanthosine,CC(O)OC[C@H]1O[C@@]2(C)[C@H](Oc3nc4c(=O)[nH]c(=O)[nH]c4n32)[C@@H]1O
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@]2(O)O[C@H]12
Guanosine,CC(O)OC[C@]12O[C@@H]([C@H](n3cnc4c5nc(nc43)[nH]5)O1)[C@@H]2O
Inosine,O=CCO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO
Remdesivir,CCC(CC)COC(CC)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O
Xanthosine,CC1O[C@]2(OCO)[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CC(O)O[C@@]1(C)[C@H](O)[C@H]2COc3nc4c(=O)[nH]c(N)nc4n3[C@@H]1O2
Brincidofovir,Nc1ccn(C[C@](O)(CO)OCP(=O)(O)OCCC=O)c(=O)n1
Xanthosine,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Inosine,CC(=O)O[C@@H]1[C@@H]2OC(O)COC[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21
Guanosine,CC(O)O[C@H]1[C@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)O[C@@]2(CO2)[C@H]1O
Xanthosine,CC(=O)OC1O[C@]2(O)[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@]2(CO2)[C@H]1O
Xanthosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@@](C)(O)[C@@H]1OC(C)=O
Inosine,CO[C@@H]1[C@H](O)CO[C@]1(C)n1cnc2c(=O)[nH]cnc21
Inosine,CCO[C@@H]1[C@H](O)[C@@H](COC(C)=O)O[C@H]1n1cnc2c(=O)[nH]cnc21
Adenosine,CC(=O)OC[C@]1(n2cnc3c(N)nc(C)nc32)OC[C@@H](O)[C@H]1O
Xanthosine,O=COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@H](O)[C@]1(O)CC(=O)O
Guanosine,COC[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]c(N)nc4n32)[C@@H]1OC(C)O
Inosine,CCC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(CO)O[C@@H]12
Adenosine,CCC(O)OC[C@H]1O[C@@H]2[C@H](O)[C@@H]1Oc1nc3c(N)ncnc3n12
Adenosine,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H]1O
Guanosine,CC(=O)OC[C@H]1O[C@@H](n2cnc3c4nc(nc32)[nH]4)[C@@](C)(O)[C@@H]1O
Adenosine,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@H]2OC(O)CO[C@H]21
Xanthosine,C[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)[C@@H]2OC(O)CO[C@@H]21
Inosine,Cc1nc2c(ncn2[C@@H]2O[C@H](COCO)[C@H]3O[C@]32O)c(=O)[nH]1
Xanthosine,CC(O)OC(C)OC[C@]12O[C@@H]([C@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)O1)[C@@H]2O
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@]3(CO)OC[C@H]4OP(=O)(O)O[C@H]43)c2[nH]1
Brincidofovir,CCCCC[C@](CO)(Cn1ccc(N)nc1=O)OCP(=O)(O)O
Inosine,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@]1(C)OC(C)=O
Guanosine,COC1COC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O1)[C@@H]2O
Guanosine,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N(C)C(C)=O)nc32)O[C@@H]1CO
Adenosine,CCC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O
Brincidofovir,CCCCCC(O)[C@H](Cn1ccc(N)nc1=O)OCP(=O)(O)O
Guanosine,CC(=O)OC[C@H]1O[C@@H](n2c(C)[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Brincidofovir,CCCCCc1cc(N)nc(=O)n1C[C@@H](CO)OCP(=O)(O)OC
Guanosine,Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@@H]2[C@@H]3OC=O)c(=O)[nH]1
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OCCC(=O)O
Inosine,O=C[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(=O)CC(=O)O
Brincidofovir,CCCc1cn(C[C@H]2COP(=O)(O)CO2)c(=O)nc1N
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@@H]4C(O)O[C@H]4[C@H]3OCO)c2[nH]1
Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COCC(O)[C@H]2[C@H]1O
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@]4(COCO)O[C@H]4[C@H]3O)c2[nH]1
Inosine,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@]2(CO)O[C@@H]1[C@@H]2OP(=O)(O)O
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]2OC(O)CO[C@@H]21
Adenosine,C[C@]1(O)[C@H](OCO)[C@]2(CO2)O[C@H]1n1cnc2c(N)ncnc21
Xanthosine,CO[C@@H]1[C@H](O)[C@@H](COC=O)O[C@H]1n1c(C)nc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CO[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@]1(C)OC=O
Adenosine,CC1Oc2nc3c(N)ncnc3n2[C@@H]2O[C@H]1[C@@H](OCO)[C@H]2O
Inosine,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]cnc21
Guanosine,CCNc1nc2c(ncn2[C@]23O[C@@H]([C@H]2O)[C@@H](CO)O3)c(=O)[nH]1
Adenosine,C[C@]1(O)[C@H](OCO)[C@H]2COc3nc(N)c4ncn(c4n3)[C@@H]1O2
Xanthosine,CC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1COCc1nc3c(=O)[nH]c(=O)[nH]c3n12
Guanosine,CO[C@@H]1[C@H](O)[C@@H](COC(C)=O)O[C@H]1n1cnc2c3nc(nc21)[nH]3
Adenosine,Cc1nc(NC(C)O)c2ncn([C@]34O[C@@H]3[C@H](O)[C@@H](CO)O4)c2n1
Adenosine,Cc1nc(N)c2ncn([C@@H]3O[C@@H]4CO[C@]3(O)[C@@H]4OC(C)O)c2n1
Inosine,CO[C@@H]1[C@H](OC=O)[C@@H](CO)O[C@]1(C)n1cnc2c(=O)[nH]cnc21
Guanosine,Nc1nc2c(ncn2[C@@]23O[C@H]([C@@H](C(O)O)O2)[C@H]3O)c(=O)[nH]1
Guanosine,CC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Xanthosine,CCC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@]2(CO)O[C@@H]12
Adenosine,C[C@]1(n2cnc3c(N)ncnc32)O[C@@](C)(CO)[C@@H](OC=O)[C@H]1O
Guanosine,COC(=O)[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O
Guanosine,COC[C@H]1O[C@](C)(n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O
Xanthosine,O=C(O)C1OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(=O)[nH]c43)[C@H](O)[C@@H]2OC1O
Remdesivir,CCC(CC)CO[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1C=O
Inosine,CC(=O)O[C@@H]1[C@H](O)[C@@H](COC=O)O[C@H]1n1cnc2c(=O)[nH]cnc21
Guanosine,CO[C@@H]1[C@H](O)[C@@H](COC=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21
Guanosine,O=C(O)CC(=O)OC[C@H]1O[C@@H](n2cnc3c4nc(nc32)[nH]4)[C@H](O)[C@@H]1O
Adenosine,C[C@@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](OCN)[C@@H]1O
Inosine,CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c[n+](C)c2c(=O)[nH]cnc21
Inosine,CC(=O)OC(C)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@]2(CO)O[C@@H]12
Inosine,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]cnc32)O[C@@H]1C
Xanthosine,CC(=O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N(C(C)=O)C(C)=O)nc32)[C@H](O)[C@@H]1O
Brincidofovir,Nc1ccn(CC(OCCO)P(=O)(O)OCCC=O)c(=O)n1
Xanthosine,C[C@H]1O[C@@]2(n3cnc4c(=O)[nH]c(=O)[nH]c43)O[C@H]1[C@H]2O
Inosine,CC(=O)OC[C@H]1O[C@@H](n2c(C)nc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Guanosine,CC(C)(O)O[C@@]12OC[C@H]1O[C@@H](n1cnc3c(=O)[nH]c(N)nc31)[C@@H]2O
Guanosine,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@]3(OCO)O[C@@H]23)c(=O)[nH]1
Inosine,CCC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Inosine,O=c1[nH]cnc2c1nc1n2[C@@]2(C(O)O)OC[C@@H](O1)[C@H]2O
Guanosine,CC1=Nc2nc3c(ncn3[C@@H]3O[C@H](CO)[C@@H](O)[C@]3(C)O1)c(=O)[nH]2
Inosine,COC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
Xanthosine,O=CO[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Xanthosine,CO[C@@H]1[C@H](OC(C)=O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,CC(=O)O[C@@H]1CO[C@](CO)(n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O
Inosine,C[C@@]1(CO)O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2OCO
Inosine,C[C@@]1(CO)O[C@@H]2[C@H](OCO)[C@@H]1Oc1nc3c(=O)[nH]cnc3n12
Inosine,O=c1[nH]cnc2c1ncn2[C@]12O[C@@H]([C@H]1O)[C@@H](COS(=O)(=O)O)O2
Xanthosine,CO[C@@]1(C)[C@H](O)[C@@H](COC=O)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21
Xanthosine,O=CC[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1CO
Inosine,O=c1[nH]cnc2c1ncn2[C@]12OC[C@@H](O1)[C@@]2(O)C(O)O
Brincidofovir,CCCCCC[C@@]1(Cn2ccc(N)nc2=O)COP(=O)(O)CO1
Guanosine,CC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)O[C@H](CO)[C@@H](O)[C@H]1OC(C)=O
Inosine,CC(=O)O[C@@]1(C)[C@@H](COC=O)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]1O
Xanthosine,CC(O)OC(C)[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]c(=O)[nH]c4n32)[C@@H]1O
Guanosine,C[C@]12O[C@H](CO)[C@@H](OCO)[C@H]1Oc1nc3c(=O)[nH]c(N)nc3n12
Xanthosine,CC(O)OC1O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1c[n+](C)c2c(=O)[nH]c(=O)[nH]c21
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@]4(COC(O)CO)O[C@H]4[C@H]3O)c2[nH]1
Xanthosine,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@@H]4COC(O)OCO[C@@H]3[C@@H]4O)c2[nH]1
Brincidofovir,Nc1ccn(C[C@](CO)(OCP(=O)(O)O)C(=O)O)c(=O)n1
Xanthosine,COC1CO[C@@H]2[C@H](O1)[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]c(=O)[nH]c21
Guanosine,C[C@]1(n2cnc3c4nc(nc32)[nH]4)O[C@H](COC=O)[C@@H](O)[C@H]1O
