reactants,products,reactionString,ruleName,thermo,reactantStoich,productStoich,reactionType,numReactantMolecules,numProductMolecules
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COC(O)CO)[C@@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COC(O)CO)[C@@H](O)[C@H]1O >> NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,rule0491_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4
CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)OC(C)[C@H]1O[C@@H](n2c(C)nc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(=O)OC(C)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(=O)OC(C)[C@H]1O[C@@H](n2c(C)nc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1OP(=O)(O)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O >> Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1OP(=O)(O)O,rule0015_34,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](OS(=O)(=O)O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O >> COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](OS(=O)(=O)O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,rule0048_5,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.O=O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C(O)CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(O)CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.O=O,rule0082_3,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3
CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(O)(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(O)(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0004_13,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3
CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1O.CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1O,CC(=O)O[C@@H]1[C@H](O)[C@](C)(CO)O[C@]1(C)n1cnc2c(=O)[nH]cnc21.C[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1O.CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@](C)(CO)[C@H]1O >> CC(=O)O[C@@H]1[C@H](O)[C@](C)(CO)O[C@]1(C)n1cnc2c(=O)[nH]cnc21.C[C@@]1(CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC=O)[C@@H]1O,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C[n+]1cn([C@@]2(CO)OC[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21,CC(=O)O[C@@H]1CO[C@](CO)(n2c[n+](C)c3c(=O)[nH]cnc32)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C[n+]1cn([C@@]2(CO)OC[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21 >> CC(=O)O[C@@H]1CO[C@](CO)(n2c[n+](C)c3c(=O)[nH]cnc32)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_19,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.O=P(O)(O)O,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.O,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.O=P(O)(O)O >> C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.O,rule0017_16,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0083_11,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3
CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,CC(O)[C@@H]1[C@@H]2OC(O)[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21,CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> CC(O)[C@@H]1[C@@H]2OC(O)[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC=O)c(=O)[nH]1,Cc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@]2(OCO)[C@@H]3O)c(=O)[nH]1,Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OC=O)c(=O)[nH]1 >> Cc1nc2c(ncn2[C@@H]2O[C@@H]3CO[C@]2(OCO)[C@@H]3O)c(=O)[nH]1,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COC(O)CO)[C@@H](O)[C@H]1O,CC(=O)OC(CO)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COC(O)CO)[C@@H](O)[C@H]1O >> CC(=O)OC(CO)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_17,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](C(O)O)[C@@H](O)[C@H]2O1,O=C(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> O=c1[nH]cnc2c1nc1n2[C@@H]2O[C@H](C(O)O)[C@@H](O)[C@H]2O1,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O.CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O,CCC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@]2(CO2)[C@@H](O)[C@H]1OCO,CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O.CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O >> CCC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@]2(CO2)[C@@H](O)[C@H]1OCO,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O,CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO >> Cc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,C[C@@]12O[C@@]1(OCO)[C@H](n1cnc3c(=O)[nH]cnc31)O[C@@H]2CO,CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21 >> C[C@@]12O[C@@]1(OCO)[C@H](n1cnc3c(=O)[nH]cnc31)O[C@@H]2CO,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@H](O)[C@H]1O,CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS >> CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@H](O)[C@H]1O,rule0061_4,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@](C)(O)[C@@H]1O.N#CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(O)(C#N)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@](C)(O)[C@@H]1O.N#CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CCOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@]2(O)O[C@H]12.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3
CO[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,CO[C@H]1[C@@H](OC=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)CO,CO[C@H]1[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO >> CO[C@H]1[C@@H](OC=O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]1(C)CO,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@@H]1O2.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@@H]1O2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@@H]1O2.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(=O)[nH]cnc4n3[C@@H]1O2.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2.CC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2,CCC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@]1(O)[C@@H]2OCO,CC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2.CC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2 >> CCC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(=O)[nH]cnc31)O2.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2CO[C@]1(O)[C@@H]2OCO,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COC(C)=O.O,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COC(O)CO,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COC(C)=O.O >> CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COC(O)CO,rule0070_6,No_Thermo,"(1, 1)","(1,)",Enzymatic,2,1
O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@@]1(O)COP(=O)(O)O,O=c1[nH]cnc2c1ncn2[C@@H]1OC(COP(=O)(O)O)[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1OC[C@@H](O)[C@@]1(O)COP(=O)(O)O >> O=c1[nH]cnc2c1ncn2[C@@H]1OC(COP(=O)(O)O)[C@@H](O)[C@H]1O,rule0028_42,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2C(O)O[C@]21O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2C(O)O[C@]21O,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CO[C@@H]1[C@H](O)CO[C@]1(C=O)n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,CO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CO[C@@H]1[C@H](O)CO[C@]1(C=O)n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,rule0073_5,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4
