reactants,products,reactionString,ruleName,thermo,reactantStoich,productStoich,reactionType,numReactantMolecules,numProductMolecules
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@@H](O)[C@H]1O,COC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@@H](O)[C@H]1O >> COC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_50,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C(CO)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,CO[C@H]1[C@@H](OC(=O)CO)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C(CO)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> CO[C@H]1[C@@H](OC(=O)CO)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCO[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O >> CCO[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,rule0005_61,No_Thermo,"(1, 1, 1)","(1, 1, 1)",Enzymatic,3,3
CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,CCO[C@@H]1[C@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O >> CCO[C@@H]1[C@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,rule0048_6,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
Cn1cnc2c(c1=O)[n+](C)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,Cn1cnc2c(c1=O)[n+](C)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OS(=O)(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,Cn1cnc2c(c1=O)[n+](C)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O >> Cn1cnc2c(c1=O)[n+](C)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OS(=O)(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,rule0048_5,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CNC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CNC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0034_41,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CCC(=O)OC[C@]1(CC)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.O=COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CCC(=O)OC[C@]1(CC)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.O=COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0121_1,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H]2O)c2nc[nH]c(=O)c21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C[n+]1cn([C@@H]2O[C@H](C=O)[C@@H](OS(=O)(=O)O)[C@H]2O)c2nc[nH]c(=O)c21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@H]2O)c2nc[nH]c(=O)c21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> C[n+]1cn([C@@H]2O[C@H](C=O)[C@@H](OS(=O)(=O)O)[C@H]2O)c2nc[nH]c(=O)c21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O,rule0073_5,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4
CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)n(C(C)=O)cnc32)[C@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)n3C(C)O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)n(C(C)=O)cnc32)[C@H](O)[C@@H]1O >> CC(=O)OC[C@H]1O[C@@H]2[C@H](Oc3nc4c(ncn42)c(=O)n3C(C)O)[C@@H]1O,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C(=O)O)[C@@H](O)[C@H]1OC=O,CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21 >> C[C@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](C(=O)O)[C@@H](O)[C@H]1OC=O,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)OC1O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CO[C@H]1[C@H]2OC(OC(C)O)[C@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(O)OC1O[C@@H]2[C@H](O)[C@@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@H]1[C@H]2OC(OC(C)O)[C@H]1O[C@H]2n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CO[C@H]1[C@@H](OS(=O)(=O)O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.O,CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OS(=O)(=O)O,CO[C@H]1[C@@H](OS(=O)(=O)O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.O >> CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OS(=O)(=O)O,rule0007_203,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O,Cc1nc2c(ncn2[C@]23O[C@@H]([C@H]2O)[C@@H](COCO)O3)c(=O)[nH]1,CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]1[C@H]2O >> Cc1nc2c(ncn2[C@]23O[C@@H]([C@H]2O)[C@@H](COCO)O3)c(=O)[nH]1,rule0028_51,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO,O=c1[nH]cnc2c1nc1n2[C@@H]2OC[C@@H](O1)[C@H]2OC(O)CCO,CC(O)O[C@@H]1[C@@H]2Oc3nc4c(=O)[nH]cnc4n3[C@@H]1O[C@@H]2CO >> O=c1[nH]cnc2c1nc1n2[C@@H]2OC[C@@H](O1)[C@H]2OC(O)CCO,rule0028_50,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CCCOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CCCOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0164_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4
O=C(O)CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO,O=C1CC(O)O[C@]2(n3cnc4c(=O)[nH]cnc43)O[C@H](CO)[C@@H](O1)[C@H]2O,O=C(O)CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO >> O=C1CC(O)O[C@]2(n3cnc4c(=O)[nH]cnc43)O[C@H](CO)[C@@H](O1)[C@H]2O,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COP(=O)(O)O,CO[C@@H]1CO[C@@H](n2c(COP(=O)(O)O)nc3c(=O)[nH]cnc32)[C@@H]1O,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1COP(=O)(O)O >> CO[C@@H]1CO[C@@H](n2c(COP(=O)(O)O)nc3c(=O)[nH]cnc32)[C@@H]1O,rule0028_42,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(C)=O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O >> CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1OC(C)=O,rule0062_19,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
O=c1[nH]cnc2c1ncn2[C@@]1(COP(=O)(O)O)OC[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@]1(CO)OC[C@@H](OP(=O)(O)O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@]1(COP(=O)(O)O)OC[C@@H](O)[C@H]1O >> O=c1[nH]cnc2c1ncn2[C@@]1(CO)OC[C@@H](OP(=O)(O)O)[C@H]1O,rule0129_08,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC(O)O[C@@]12OC[C@H]1O[C@@H](n1cnc3c(=O)[nH]cnc31)[C@@H]2O,CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2CO[C@]21OC(C)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC(O)O[C@@]12OC[C@H]1O[C@@H](n1cnc3c(=O)[nH]cnc31)[C@@H]2O >> CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]2CO[C@]21OC(C)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,rule0062_19,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O.CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O,Cc1nc2c(ncn2[C@]23O[C@@H]2[C@H](O)[C@@H](COC(C)O)O3)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@]12O[C@@H]1[C@H](O)[C@@H](COCO)O2,CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O.CC(O)OC[C@H]1O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@@H]2[C@@H]1O >> Cc1nc2c(ncn2[C@]23O[C@@H]2[C@H](O)[C@@H](COC(C)O)O3)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@]12O[C@@H]1[C@H](O)[C@@H](COCO)O2,rule0126_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(=O)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CC(=O)O[C@@H]1[C@H](O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1 >> CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,rule0003_177,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,CC(O)O[C@@]1(CO)[C@@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@@H]1O2,CC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(=O)[nH]cnc21 >> CC(O)O[C@@]1(CO)[C@@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@@H]1O2,rule0028_50,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CO[C@@H]1[C@H](O)[C@@H](COC(C)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@@H]1[C@H](O)[C@@H](COC(C)O)O[C@H]1n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C(C)O,CC(O)O[C@@H]1[C@@H](C(C)O)O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]12,CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1C(C)O >> CC(O)O[C@@H]1[C@@H](C(C)O)O[C@@]2(n3cnc4c(=O)[nH]cnc43)O[C@H]12,rule0169_1,No_Thermo,"(1,)","(1,)",Enzymatic,1,1
CC(=O)OC[C@H]1O[C@](C)(n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CO[C@@H]1[C@H](O)[C@@H](COC(C)=O)O[C@]1(C)n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@](C)(n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CO[C@@H]1[C@H](O)[C@@H](COC(C)=O)O[C@]1(C)n1cnc2c(=O)[nH]cnc21.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0011_51,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
*C1=C(*)C(=O)C(*)=C(*)C1=O.CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O,*c1c(*)c(O)c(*)c(*)c1O.CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O,*C1=C(*)C(=O)C(*)=C(*)C1=O.CC(O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O >> *c1c(*)c(O)c(*)c(*)c1O.CC(=O)O[C@H]1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@]2(CO2)[C@H]1O,rule0467_8,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2
