PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000000311 uM,Activity at 0.0000000880 uM,Activity at 0.0000001756 uM,Activity at 0.0000004972 uM,Activity at 0.0000014063 uM,Activity at 0.0000028127 uM,Activity at 0.0000079555 uM,Activity at 0.0000225014 uM,Activity at 0.0000450029 uM,Activity at 0.0001299230 uM,Activity at 0.0003002708 uM,Activity at 0.0008965874 uM,Activity at 0.00268 uM,Activity at 0.00700 uM,Activity at 0.016 uM,Activity at 0.032 uM,Activity at 0.076 uM,Activity at 0.219 uM,Activity at 0.631 uM,Activity at 1.728 uM,Activity at 3.886 uM,Activity at 8.587 uM,Activity at 17.80 uM,Activity at 49.20 uM,Activity at 107.3 uM,Activity at 231.0 uM,Compound QC
11476,144206578,229295,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,Active,40,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182712-01/122107275,,Inhibitor,31.6228,75.6832,,40,Partial curve; partial efficacy,-4.5,2.3031,0.9874,-88.4566,-12.7734,-2.2,0 0 0 0 0,-67.0126,,,,,,,,,,,,,,,,,,,,-11.642,-10.9747,-21.0118,-31.9099,-67.0126,,,QC'd by APAC
11477,144206579,6918580,CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182715-02/122107204,,Inactive,,,,0,,,4.9549,0.9113,-3.2095,-11.004,4,0 0 0 0 1,-11.796,,,,,,,,,,,,,,,,,,,,-9.5352,-12.0867,-7.9046,-3.5079,-11.796,,,QC'd by APAC
11478,144206580,6918580,CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182715-01/122107503,,Inactive,,,,0,,,4.9549,0.9213,21,-3.8993,4,0 0 0 0 0,15.7495,,,,,,,,,,,,,,,,,,,,-2.2768,-1.2581,-7.8327,-2.7586,15.7495,,,QC'd by APAC
11479,144206581,71470,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC(=O)CC,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00183597-01/122107846,,Inhibitor,12.5893,70.0947,,21,Partial curve; partial efficacy,-4.9,1.6436,0.9942,-63.8146,6.28,-2.2,0 0 0 0 0,-59.0876,,,,,,,,,,,,,,,,,,,,5.3115,-5.5898,-19.5105,-42.0954,-59.0876,,,QC'd by APAC
11480,144206582,55483,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00184998-01/122107253,,Inactive,,,,0,,,1.111,0.9087,-14.9332,8,4,0 0 0 0 0,-12.4443,,,,,,,,,,,,,,,,,,,,7.2068,0.1691,-0.3517,-4.4717,-12.4443,,,QC'd by APAC
11481,144206583,21070,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,Active,40,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188442-01/122107634,,Inhibitor,31.6228,98.9879,,40,Partial curve; high efficacy,-4.5,3.9295,0.9923,-103.527,-4.5389,-2.1,0 0 0 0 0,-84.9974,,,,,,,,,,,,,,,,,,,,-6.5623,0.392,-8.2443,-20.6306,-84.9974,,,QC'd by APAC
11482,144206584,259329,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00184995-01/122107636,,Inactive,,,,0,,,4.9549,0.9901,1.5,-16.6209,4,0 0 0 0 1,-7.5342,,,,,,,,,,,,,,,,,,,,-13.8508,1.1126,1.0259,1.0627,-7.5342,,,QC'd by APAC
11483,144206585,53315792,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)OC(=O)C3=CC=CC=C3C(=O)O)O)COC(=O)C)O)OC(=O)C4=CC=CC=C4C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188441-01/122107414,,Inactive,,,,0,,,2.2526,0.7833,-14.1442,1.5,4,0 0 0 0 0,-15.1202,,,,,,,,,,,,,,,,,,,,-1.6792,1.284,-12.987,-10.1115,-15.1202,,,QC'd by APAC
11484,144206586,6917787,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188443-01/122107756,,Inactive,,,,0,,,,,,,4,,5.2657,,,,,,,,,,,,,,,,,,,,0.5561,2.0892,-24.4998,-3.0906,5.2657,,,QC'd by APAC
11485,144206587,24762,CCCCCCCCCCCCCCCCCC(=O)OCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188435-01/122107206,,Inactive,,,,0,,,4.9549,0.9758,-0.5,22.5,4,0 0 0 0 1,22.5984,,,,,,,,,,,,,,,,,,,,20.8134,24.6511,16.1153,0.5053,22.5984,,,QC'd by APAC
11486,144206588,644077,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188439-01/122107353,,Inactive,,,,0,,,1.9673,0.7111,-9.5949,0.7794,4,1 0 0 0 0,-9.1235,,,,,,,,,,,,,,,,,,,,-21.1715,-1.0172,-10.0791,-8.1019,-9.1235,,,QC'd by APAC
11487,144206589,5284483,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],Active,82,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188440-01/122107200,,Inhibitor,11.2202,78.2688,,82,Complete curve; high efficacy,-4.95,4.9549,0.9956,-82.8068,-4.5379,-1.1,0 0 0 0 0,-81.7655,,,,,,,,,,,,,,,,,,,,-7.6091,-4.304,-22.732,-81.4548,-81.7655,,,QC'd by APAC
11488,144206590,20054942,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)N)O)O)O)O)N,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188433-01/122107977,,Inhibitor,6.3096,51.6415,,22,Complete curve; partial efficacy,-5.2,1.4787,0.9346,-48.4032,3.2382,-1.2,0 0 0 0 0,-41.9234,,,,,,,,,,,,,,,,,,,,-0.7267,-20.1872,-26.0939,-44.6237,-41.9234,,,QC'd by APAC
11489,144206591,15895902,CCC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00181773-01/122107555,,Inactive,,,,0,,,3.0654,0.9959,-1.054,-13.8688,4,0 0 0 0 1,-8.0144,,,,,,,,,,,,,,,,,,,,-13.224,-12.2221,-4.9984,-1.7117,-8.0144,,,QC'd by Apin
11490,144206592,10288,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00181774-01/122107345,,Inactive,,,,0,,,2.2526,0.9398,-22.7743,-9.7818,4,0 0 0 0 0,-20.6452,,,,,,,,,,,,,,,,,,,,-11.5184,-8.5681,-11.2432,-16.7653,-20.6452,,,QC'd by Apin
11491,144206593,999,C1=CC=C(C=C1)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00159477-02/122107526,,Inactive,,,,0,,,3.132,0.4467,-0.232,6,4,0 0 0 0 0,0.916,,,,,,,,,,,,,,,,,,,,3.438,8.4953,-2.2767,1.2815,0.916,,,QC'd by ART-CHEM
11492,144206594,10382,C1=CC=C(C=C1)NC(=O)CS,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160366-01/122107278,,Inactive,,,,0,,,3.5117,0.9908,-11.7826,7,4,0 0 0 0 0,-11.4855,,,,,,,,,,,,,,,,,,,,5.8002,6.5583,-4.8044,-11.0263,-11.4855,,,QC'd by ART-CHEM
11493,144206595,2723816,CCC(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00159468-02/122107585,,Inactive,,,,0,,,4.9549,0.8346,-2,4.5,4,0 0 0 0 1,12.626,,,,,,,,,,,,,,,,,,,,3.3686,4.4027,5.5643,0.0104,12.626,,,QC'd by ASDI
11494,144206596,4117,CC(CC1=CC=CC=C1OC)NC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00159469-02/122107612,,Inactive,,,,0,,,2.0937,0.9988,7,-6.5913,4,0 0 0 0 1,-5.8335,,,,,,,,,,,,,,,,,,,,-5.0761,-0.9012,4.124,6.2269,-5.8335,,,QC'd by ASDI
11495,144206597,6322,C(C[C@@H](C(=O)O)N)CN=C(N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015064-02/122107468,,Inactive,,,,0,,,4.9549,0.5803,1,-7.4302,4,0 0 0 0 1,-5.2314,,,,,,,,,,,,,,,,,,,,-5.3585,2.1555,2.7801,-2.7622,-5.2314,,,QC'd by ASDI
11496,144206598,5833,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00015948-02/122107823,,Inactive,,,,0,,,3.2975,0.9005,-22.1767,-7.0403,4,0 0 0 0 0,-19.3144,,,,,,,,,,,,,,,,,,,,-5.8669,-9.9916,-15.6922,-24.7306,-19.3144,,,QC'd by Asinex
11497,144206599,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00179341-02/122108020,,Inactive,,,,0,,,4.5045,0.9759,-1.6479,26,4,0 0 0 0 1,23.6824,,,,,,,,,,,,,,,,,,,,20.8883,1.0446,0.3822,-3.8733,23.6824,,,QC'd by Asinex
11498,144206600,6249,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00018160-02/122107167,,Inactive,,,,0,,,,,,,4,,0.1293,,,,,,,,,,,,,,,,,,,,-2.1066,-0.526,-3.5043,-1.101,0.1293,,,QC'd by Asinex
11499,144206601,171548,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00094984-04/122107848,,Inactive,,,,0,,,4.9549,0.8283,0.3504,15,4,0 0 0 0 1,13.5776,,,,,,,,,,,,,,,,,,,,13.4903,-2.208,0.398,3.4352,13.5776,,,QC'd by Asinex
11500,144206602,64949,C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00183108-01/122107619,,Inactive,,,,0,,,,,,,4,,-7.2008,,,,,,,,,,,,,,,,,,,,-6.222,-9.4159,-7.723,-6.4388,-7.2008,,,QC'd by Beta Pharma
11501,144206603,23327,C(CC(=O)O)[C@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00024501-02/122107691,,Inactive,,,,0,,,1.6266,0.6079,1.8431,-13.092,4,0 0 0 0 1,-8.8599,,,,,,,,,,,,,,,,,,,,-14.2433,-7.849,-12.3776,-2.6308,-8.8599,,,QC'd by BIOMOL
11502,144206604,33032,C(CC(=O)O)[C@@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00024502-03/122107973,,Inactive,,,,0,,,3.0654,0.8839,-9.0291,23,4,0 0 0 0 1,23.5326,,,,,,,,,,,,,,,,,,,,20.3382,15.3883,-12.5243,-5.2088,23.5326,,,QC'd by BIOMOL
11503,144206605,71346,CS(=O)(=O)O.C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00024574-02/122107423,,Inactive,,,,0,,,4.9549,0.612,-13.5532,0.5,4,0 0 0 0 0,-10.461,,,,,,,,,,,,,,,,,,,,5.8894,-2.9866,-3.2175,0.7568,-10.461,,,QC'd by BIOMOL
11504,144206606,443385,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00163494-01/122102015,,Inactive,,,,0,,,4.9549,0.5185,-15.6853,-2,4,0 0 0 0 0,-12.6545,,,,,,,,,,,,,,,,,-1.224,,-4.3323,-8.3952,,2.9358,,-12.6545,,,QC'd by BIOMOL
11505,144206607,16211197,C([C@H](C(=O)O)N)C(=O)N.O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00163330-01/122107558,,Inactive,,,,0,,,,,,,4,,6.9923,,,,,,,,,,,,,,,,,,,,7.7541,-4.5052,0.3581,7.5755,6.9923,,,QC'd by BIOMOL
11506,144206608,6433339,CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C/C2=CC=CC=C2.[I-],Inconclusive,22,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00163225-01/122107842,,Inhibitor,6.3096,59.1368,,22,Complete curve; partial efficacy,-5.2,1.9673,0.9898,-64.3152,-5.1784,-1.2,0 0 0 0 0,-59.3297,,,,,,,,,,,,,,,,,,,,-8.4049,-21.4914,-46.7377,-59.0651,-59.3297,,,QC'd by BIOMOL
11507,144206609,4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00024349-03/122107428,,Inactive,,,,0,,,4.9549,0.9939,-11.82,-3.269,4,0 0 0 0 0,-11.4475,,,,,,,,,,,,,,,,,,,,-3.3299,-3.1408,-5.7648,-11.9333,-11.4475,,,QC'd by BIOMOL
11508,144206610,6420042,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00024876-03/122107269,,Inactive,,,,0,,,4.9549,0.6279,-4.6041,2,4,0 0 0 0 1,-0.1188,,,,,,,,,,,,,,,,,,,,-0.5128,4.0391,2.597,-3.0034,-0.1188,,,QC'd by BIOMOL
11509,144206611,55652,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00162369-02/122108058,,Inhibitor,14.1254,32.7077,,21,Partial curve; partial efficacy,-4.85,4.9549,0.9255,-43.9503,-11.2426,-2.2,0 0 0 0 1,-17.3242,,,,,,,,,,,,,,,,,,,,-16.5121,-7.7022,-12.2304,-40.6947,-17.3242,,,QC'd by BIOMOL
11510,144206612,9305,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00163111-01/122107384,,Inactive,,,,0,,,2.2481,0.9977,-21.347,2,4,0 0 0 0 0,-17.3725,,,,,,,,,,,,,,,,,,,,2.4716,0.9654,-0.6266,-8.718,-17.3725,,,QC'd by BIOMOL
11511,144206613,135508550,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00163522-01/122101623,,Inactive,,,,0,,,4.9549,0.7005,-8.9595,3.5,4,0 0 0 0 0,-6.2163,,,,,,,,,,,,,,,,,6.3972,,-0.5439,1.8185,,5.3103,,-6.2163,,,QC'd by BIOMOL
11512,144206614,5283344,CCCCCC(/C=C/C=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00161254-02/122107300,,Inactive,,,,0,,,,,,,4,,-11.4039,,,,,,,,,,,,,,,,,,,,8.6335,-18.0134,7.776,7.5583,-11.4039,,,QC'd by BIOMOL
11513,144206615,92151,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182965-01/122107448,,Inhibitor,15.8489,44.9632,,21,Partial curve; partial efficacy,-4.8,2.2526,0.959,-49.2311,-4.2679,-2.2,0 0 0 0 0,-45.5843,,,,,,,,,,,,,,,,,,,,-2.1641,-11.6571,-10.0703,-33.8964,-45.5843,,,QC'd by BIOTREND
11514,144206616,6328684,CCCCNC(C)(C)[P+](=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00249608-01/122108095,,Inactive,,,,0,,,4.9549,0.605,-4.1975,7,4,0 0 0 0 0,-1.3474,,,,,,,,,,,,,,,,,,,,5.8954,-9.3312,-5.3365,-1.917,-1.3474,,,QC'd by Bosche
11515,144206617,23672302,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00181334-03/122107343,,Inactive,,,,0,,,3.0654,0.8453,-16.6019,-1.5,4,0 0 0 0 0,-16.335,,,,,,,,,,,,,,,,,,,,,-4.1037,2.7149,-3.3594,-6.2582,-16.335,,QC'd by Bosche
11516,144206618,6400441,C[C@H]([C@@H](CO)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)O)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)N)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00181796-01/122107171,,Inactive,,,,0,,,2.4064,0.8987,-14.1898,-0.5,4,0 0 0 0 0,-10.9915,,,,,,,,,,,,,,,,,,,,0.9335,-2.8959,-0.0117,-5.4591,-10.9915,,,QC'd by Bosche
11517,144206619,44460585,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@@H]([C@@H](O7)C)NC(=O)C)OC)OC)\C)C,Active,62,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00181798-01/122108041,,Inhibitor,6.3096,71.1664,,62,Complete curve; partial efficacy,-5.2,1.8851,0.9849,-70.3324,0.834,-1.2,0 0 0 0 0,-65.0245,,,,,,,,,,,,,,,,,,,,-6.4476,-17.6297,-49.9555,-60.9154,-65.0245,,,QC'd by Bosche
11518,144206620,240,C1=CC=C(C=C1)C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00091819-02/122107463,,Inactive,,,,0,,,4.9549,0.7392,-6.4833,2,4,0 0 0 0 1,0.2783,,,,,,,,,,,,,,,,,,,,0.258,-8.3194,-4.0269,-7.1443,0.2783,,,QC'd by CarsonNewman-SPECS
11519,144206621,9719,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,Active,82,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00185743-01/122107383,,Inhibitor,14.1254,75.1597,,82,Complete curve; high efficacy,-4.85,4.9549,0.9761,-89.4774,-14.3178,-1.1,0 0 0 0 0,-87.723,,,,,,,,,,,,,,,,,,,,-15.528,-21.1934,-13.5981,-82.201,-87.723,,,QC'd by Chembridge
11520,144206622,3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00178168-02/122107672,,Inactive,,,,0,,,4.9549,0.6807,-1.5,-19.1988,4,0 0 0 0 0,-6.5307,,,,,,,,,,,,,,,,,,,,-15.999,4.1226,-0.636,-3.1166,-6.5307,,,QC'd by Chembridge
11521,144206623,135565635,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,Active,84,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00188346-01/122107236,,Inhibitor,3.9811,89.2134,,84,Complete curve; high efficacy,-5.4,1.1705,0.9956,-85.0519,4.1615,-1.1,0 0 0 0 0,-81.0666,,,,,,,,,,,,,,,,,,,,-20.4389,-43.9556,-59.9172,-72.8398,-81.0666,,,QC'd by Chemdea
11522,144206624,3055,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00016624-03/122107241,,Inactive,,,,0,,,4.9549,0.9875,-32.8989,-1,4,1 0 0 0 0,-26.1657,,,,,,,,,,,,,,,,,,,,23.9141,-2.854,0.4294,-2.6761,-26.1657,,,QC'd by Chemdiv
11523,144206625,5702068,CC(=O)OCC(=O)[C@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)CC[C@]34C)O)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00183367-01/122107661,,Inactive,,,,0,,,,,,,4,,-1.1214,,,,,,,,,,,,,,,,,,,,-5.068,1.5171,-7.7952,-3.5138,-1.1214,,,QC'd by Chemdiv
11524,144206626,65800,C1CN1P2(=NP(=NP(=N2)(N3CC3)N4CCOCC4)(N5CC5)N6CC6)N7CC7,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160420-01/122107211,,Inactive,,,,0,,,,,,,4,,-5.9064,,,,,,,,,,,,,,,,,,,,-16.9457,1.9588,-1.7684,-12.9965,-5.9064,,,QC'd by Chemical Block
11525,144206627,5507,CC1=C(C=CC(=C1)NC2=CC=CC=C2C(=O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00160431-01/122107270,,Inactive,,,,0,,,,,,,4,,14.4911,,,,,,,,,,,,,,,,,,,,7.7528,11.4621,0.8202,13.1067,14.4911,,,QC'd by Chemical Block
11526,144206628,7558,CC(CC1CCCCC1)NC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182042-01/122107553,,Inactive,,,,0,,,,,,,4,,-20.2642,,,,,,,,,,,,,,,,,,,,-16.849,-1.0624,-11.2484,-6.5783,-20.2642,,,QC'd by Chemical Block
11527,144206629,114948,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00183332-01/122107598,,Inactive,,,,0,,,4.9549,0.7492,0.5,-23.1675,4,0 0 0 0 1,-15.4196,,,,,,,,,,,,,,,,,,,,-19.3063,6.3466,-0.1958,-5.3236,-15.4196,,,QC'd by Chemical Block
11528,144206630,11556711,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,Active,82,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00249613-01/122107780,,Inhibitor,11.2202,3.2149,,82,Complete curve; high efficacy,-4.95,4.095,0.9901,-94.3048,-91.0899,-1.1,0 0 0 0 0,-94.4207,,,,,,,,,,,,,,,,,,,,-91.2806,-90.9082,-92.158,-94.0606,-94.4207,,,QC'd by ChemieTek
11529,144206631,8293,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-offlinelibs-lassa-v1/NCGC00182551-01/122107860,,Inactive,,,,0,,,4.9549,0.9281,-21.3848,-4.0466,4,0 0 0 0 0,-17.8207,,,,,,,,,,,,,,,,,,,,-3.3722,-4.3591,-6.8193,-3.5124,-17.8207,,,QC'd by Chemos
