PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
4980,174007486,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00015823-18/212311832,,Inactive,,,0,,,,,0,0,4,,-27.8396,,,,,,-13.7278,-14.5214,,-13.7664,,-4.3865,,-22.2432,-11.714,,-2.126,,-23.912,-16.2391,,-11.7536,,-27.8396,,,,QC'd by Microsource
4981,174007490,405012,CN1C=C(C2=CC=CC=C21)C[C@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346842-01/212311855,,Inactive,,,0,,,,,0,0,4,,5.8488,,,,8.8807,,-6.934,,2.9624,,9.0813,-4.965,,-4.0049,,-2.3105,,-2.1819,-6.0175,,11.425,,5.8488,,,,,QC'd by SIGMA
4982,174007491,73265418,C[C@@H]1CN(CCN1[C@@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00182549-02/212311923,,Inactive,,,0,,,,,0,0,4,,-6.5402,,,,,,,,,,,,,-3.5611,,3.1765,,,-4.2718,,-3.2099,,,-6.5402,,,,QC'd by Selleck
4983,174007493,11875465,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00163125-07/212311320,,Inactive,,,0,,,,,0,0,4,,-1.1917,,,,,,2.8006,5.8356,,7.2368,,3.8785,,-0.8513,1.0713,,-2.0645,,1.8465,-1.7651,,-1.6438,,-1.1917,,,,QC'd by Selleck
4984,174007494,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00165722-02/212311889,,Inactive,,,0,,,,,0,0,4,,4.8314,,,,,,-4.7395,-11.786,,4.4547,,0.0447,,3.2286,-1.3068,,-0.5876,,-0.5987,7.2946,,1.0664,,4.8314,,,,QC'd by Selleck
4985,17402474,3083908,CN1CCC2=CC3=C(C4=C2C1CC5=C4C(=C(C=C5)O)OC)OCO3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000575005-01/212319113,,Inactive,,,0,,,,,0,0,4,,-6.3666,,,,,,,,,,,,,-2.4982,,4.1734,,,4.2954,,0.1059,,,-6.3666,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4986,17407927,3095106,CC(=O)OC1CCC2(C(C1(C)C)CCC(C2COC3=CC4=C(C=C3)C=CC(=O)O4)(C)O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000566510-01/212319886,,Inactive,,,0,,,,,0,0,4,,-27.7648,,,,,,,,,,,,,-1.0716,,1.4314,,,-3.2037,,-12.7609,,,-27.7648,,,,QC'd by Asinex Ltd.
4987,17413073,11958880,CC(CC(=O)O)(CC(=O)OCC1C(C(C(C(O1)OC2=C(C=C3C=C(C(=O)OC3=C2)OC4=CC5=C(C=C4)C=CC(=O)O5)OC)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574846-01/212319960,,Inactive,,,0,,,,,0,0,4,,0.1661,,,,,,,,,,,,,-0.6957,,17.2609,,,-7.6585,,-0.9924,,,0.1661,,,,QC'd by K H Lee - Univ. of North Carolin
4988,17413429,11958884,CC1C(C(C(C(O1)OC2=C(C3=C(C=C2)C=CC(=O)O3)C4=C(C=CC5=C4OC(=O)C(=C5)OC6=CC7=C(C=C6)C=CC(=O)O7)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574836-01/212319294,,Inactive,,,0,,,,,0,0,4,,-0.552,,,,,,,,,,,,,-15.943,,-5.4485,,,-12.3748,,-2.7734,,,-0.552,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4989,17416163,629929,CCOC(=O)C1=C(N=C(C(=C1C2=CC=CC=C2)C(=O)OCC)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000576557-01/212319548,,Inactive,,,0,,,,,0,0,4,,1.1569,,,,,,,,,,,,,-9.8502,,17.3632,,,5.9958,,0.2456,,,1.1569,,,,QC'd by ChemBridge
4990,17432626,2288415,COC1=C(C=C(C=C1)CCNC(=O)/C=C\C2=CC=CC=C2)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000573070-01/212319211,,Inactive,,,0,,,,,0,0,4,,-1.7858,,,,,,,,,,,,,1.8795,,0.7108,,,-10.2043,,6.9831,,,-1.7858,,,,QC'd by ChemBridge
4991,17504458,12004510,CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@]1(C[C@H]([C@]4(C(C3=C)C[C@@H](C4(C)C)O)O)O)C[C@@]2(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563497-01/212319381,,Inactive,,,0,,,,,0,0,4,,10.4045,,,,,,,,,,,,,6.1438,,-5.533,,,-6.0461,,-2.236,,,10.4045,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4992,17504510,10074961,C(CCCCC(=O)CCCCO)CCC[C@@H]1[C@H]([C@H]([C@H](N1)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574926-01/212319708,,Inactive,,,0,,,,,0,0,4,,-8.1305,,,,,,,,,,,,,6.5845,,-12.5587,,,-10.387,,-13.1704,,,-8.1305,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4993,17504672,5281634,COC1=CC(=C2C(=C1)OC3=C(C2=O)C(=C(C=C3)O)OC)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563494-01/212320139,,Inactive,,,0,,,,,0,0,4,,2.825,,,,,,,,,,,,,-11.7475,,-7.3895,,,1.2671,,-0.9671,,,2.825,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4994,17504674,12004524,C[C@@H](C[C@H]([C@@H](C(C)(C)O)O)O)[C@@H]1CC[C@]2([C@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563510-01/212319151,,Inactive,,,0,,,,,0,0,4,,-6.1151,,,,,,,,,,,,,15.3159,,5.832,,,7.4289,,6.2744,,,-6.1151,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4995,17504721,73191,CC(C)([C@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563463-01/212320346,,Inactive,,,0,,,,,0,0,4,,15.1377,,,,,,,,,,,,,-5.7096,,9.978,,,7.6233,,-5.3691,,,15.1377,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4996,17504728,12004532,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563447-01/212320136,,Inactive,,,0,,,,,0,0,4,,1.0336,,,,,,,,,,,,,-0.2761,,-12.2753,,,16.6819,,-0.3475,,,1.0336,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4997,17504729,4183640,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563445-01/212320175,,Inactive,,,0,,,,,0,0,4,,6.4643,,,,,,,,,,,,,0.7088,,-6.1183,,,8.4968,,-6.5106,,,6.4643,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
4998,17504730,9885603,C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563440-01/212319377,,Inactive,,,0,,,,,0,0,4,,1.7407,,,,,,,,,,,,,-0.1205,,-1.3359,,,12.9329,,3.373,,,1.7407,,,,QC'd by K H Lee - Univ. of North Carolin
4999,17504732,160876,COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563434-01/212319110,,Inactive,,,0,,,,,0,0,4,,-13.0009,,,,,,,,,,,,,-6.9598,,3.5847,,,14.9985,,1.6598,,,-13.0009,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5000,17505070,177267,C(CCCC[C@@H]1[C@H]([C@@H]([C@H](N1)CO)O)O)CCCCC(=O)CCCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000575017-01/212319347,,Inactive,,,0,,,,,0,0,4,,-1.055,,,,,,,,,,,,,-12.8563,,-3.7959,,,6.5664,,21.0565,,,-1.055,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5001,17505316,12004579,C[C@]1(C[C@@]23C[C@H]([C@]4(C(C[C@@H](C4(C)C)O)C(=C)[C@H]2CC[C@@H]1[C@H]3O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563495-01/212319474,,Inactive,,,0,,,,,0,0,4,,7.6702,,,,,,,,,,,,,-4.3787,,-6.3776,,,5.225,,-6.7982,,,7.6702,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5002,17505318,12004581,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563442-01/212320303,,Inactive,,,0,,,,,0,0,4,,11.8723,,,,,,,,,,,,,2.8534,,-0.8144,,,19.4481,,0.2556,,,11.8723,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5003,17505356,12004584,C[C@@H]1C2C[C@@]34COC(=O)C3=CC=C[C@H]4[C@@]15C[C@@H](O[C@@H]5O2)C6=COC=C6,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563458-01/212319198,,Inactive,,,0,,,,,0,0,4,,-6.7593,,,,,,,,,,,,,-14.5252,,-0.7389,,,-3.0971,,-2.0092,,,-6.7593,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5004,17505748,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563433-01/212320436,,Inactive,,,0,,,,,0,0,4,,-10.4105,,,,,,,,,,,,,-2.323,,0.6449,,,8.7329,,-0.3394,,,-10.4105,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5005,17505754,442664,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000575019-01/212320211,,Inactive,,,0,,,,,0,0,4,,-3.7148,,,,,,,,,,,,,1.79,,-15.426,,,-16.6387,,-1.5369,,,-3.7148,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5006,17507844,611672,CC(=C)C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000560893-01/212319758,,Inactive,,,0,,,,,0,0,4,,5.0454,,,,,,,,,,,,,2.2796,,-3.055,,,-2.5308,,-1.6462,,,5.0454,,,,QC'd by Asinex Ltd.
5007,17509191,288411,CC(=O)N1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000569484-01/212319136,,Inactive,,,0,,,,,0,0,4,,8.0543,,,,,,,,,,,,,-3.4478,,-3.0373,,,-5.1487,,-2.8936,,,8.0543,,,,QC'd by Asinex Ltd.
5008,22401398,6918774,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563488-01/212320064,,Inactive,,,0,,,,,0,0,4,,5.383,,,,,,,,,,,,,-5.7955,,-5.7746,,,9.7494,,7.4805,,,5.383,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5009,22401402,15944765,C[C@@H]1C(=O)O[C@H]2[C@]1(C34C(=O)O[C@H]5C3(C2)C6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@@H]6O4)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563449-01/212320267,,Inactive,,,0,,,,,0,0,4,,-2.0423,,,,,,,,,,,,,-13.953,,7.8268,,,-6.3129,,-7.9514,,,-2.0423,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5010,22401404,15944766,CO[C@H]1CC(/C(=C\C#N)/[C@@H]([C@H]1OC)O)OC2C(C(C(C(O2)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563441-01/212320098,,Inactive,,,0,,,,,0,0,4,,-17.4242,,,,,,,,,,,,,-17.3338,,-21.2569,,,-13.6049,,-21.6663,,,-17.4242,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5011,22401406,15944767,CC(CC/C=C(/C)\C(=O)O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563429-01/212319618,,Inactive,,,0,,,,,0,0,4,,3.3352,,,,,,,,,,,,,-1.2939,,-12.791,,,8.6256,,-1.6886,,,3.3352,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5012,22401407,9933683,CC(=C)[C@@H]1CCC2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563428-01/212320069,,Inactive,,,0,,,,,0,0,4,,-18.5212,,,,,,,,,,,,,1.3222,,-0.1622,,,-2.4377,,-3.301,,,-18.5212,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5013,22401409,15944768,C=C1CCC2[C@@H]([C@@H]3[C@H]1CC(C3=C)O)OC(=O)[C@@]2(CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563500-01/212319997,,Inactive,,,0,,,,,0,0,4,,-2.9953,,,,,,,,,,,,,2.041,,-2.9653,,,0.1198,,11.2857,,,-2.9953,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5014,22401591,12314926,CC(=O)O[C@@H]1C[C@@]23C[C@@]([C@@H]([C@H]2OC(=O)C)CC[C@H]3[C@@](C4[C@]1(C([C@@H]5[C@H]4O5)(C)C)O)(C)O)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563501-01/212320363,,Inactive,,,0,,,,,0,0,4,,-29.2058,,,,,,,,,,,,,-19.4532,,3.3121,,,-28.4359,,-22.8103,,,-29.2058,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5015,22405465,72414,CC(C)CC(=O)O[C@H]1[C@H](C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574879-01/212319514,,Inactive,,,0,,,,,0,0,4,,-7.9539,,,,,,,,,,,,,0.8821,,-8.0666,,,-10.4952,,-5.7855,,,-7.9539,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5016,22405466,15945052,CC(=O)OC[C@@]1(C[C@@]23CC[C@H]4[C@]([C@@H]2CC[C@@H]1C3)(CCC[C@@]4(C)C(=O)O)C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574870-01/212319933,,Inactive,,,0,,,,,0,0,4,,4.8978,,,,,,,,,,,,,8.8665,,-6.6427,,,-0.811,,-5.7065,,,4.8978,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5017,22405467,15945053,CN1[C@H]2CC3=CC4=C(C=C3[C@@H]1CC5=CC(=C(C=C25)OC)OC)OCO4.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574903-01/212320148,,Inactive,,,0,,,,,0,0,4,,-5.2924,,,,,,,,,,,,,-4.1972,,-1.9754,,,-2.2897,,-6.2047,,,-5.2924,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5018,22405468,6438503,CC(=CCC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574847-01/212319484,,Inactive,,,0,,,,,0,0,4,,-0.9172,,,,,,,,,,,,,2.75,,6.9866,,,-0.4482,,-1.6008,,,-0.9172,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5019,22405469,281691,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574945-01/212319838,,Inactive,,,0,,,,,0,0,4,,-20.8209,,,,,,,,,,,,,-55.0846,,-11.6491,,,-16.999,,-13.95,,,-20.8209,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5020,22405470,284998,COC1=C(C=C2C(=C1)C3=C(C(=C(C4=C3C(=NC=C4)C2=O)OC)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574936-01/212319705,,Inactive,,,0,,,,,0,0,4,,-2.8782,,,,,,,,,,,,,0.4044,,6.911,,,-4.5742,,-10.6851,,,-2.8782,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5021,22405471,15945054,CC1=CC(=CC(=C1)O[C@@H]2[C@@H]([C@@H]([C@H](C(O2)CO)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000563525-01/212319531,,Inactive,,,0,,,,,0,0,4,,5.4412,,,,,,,,,,,,,4.9175,,-1.9497,,,6.6117,,4.914,,,5.4412,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5022,22405472,394845,C1[C@@H]([C@H](OC2=C1C(=CC3=C2[C@@]4([C@H](O3)C5=CC=C(C=C5)O)C(=O)C6=C(C=C(C=C6O4)O)O)O)C7=CC=C(C=C7)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574918-01/212319362,,Inactive,,,0,,,,,0,0,4,,-0.1018,,,,,,,,,,,,,-10.1881,,7.9535,,,2.2489,,-1.3968,,,-0.1018,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5023,22405474,14704104,COC1=CC=C(C=C1)C(=O)OCCC2=CC=C(C=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574897-01/212319576,,Inactive,,,0,,,,,0,0,4,,-1.547,,,,,,,,,,,,,-1.2513,,1.8247,,,-32.3016,,-4.4565,,,-1.547,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5024,22405475,15945055,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)OC4C(C(C(C(O4)CO)O)O)O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574908-01/212319499,,Inactive,,,0,,,,,0,0,4,,1.2949,,,,,,,,,,,,,-9.3844,,-10.1818,,,7.6687,,0.5313,,,1.2949,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5025,22405478,15945056,C/C=C(/C)\C(=O)O[C@H]1[C@H](C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574889-01/212320023,,Inactive,,,0,,,,,0,0,4,,0.4151,,,,,,,,,,,,,3.4593,,1.14,,,-2.2197,,-3.3976,,,0.4151,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5026,22405479,15945057,CC1(C(=CC(=O)C2=C1SCC(=O)N2)CO)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574881-01/212319710,,Inactive,,,0,,,,,0,0,4,,-0.0601,,,,,,,,,,,,,-91.8598,,-67.0007,,,-8.2027,,-9.2913,,,-0.0601,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5027,22405481,616303,CC(=CC(=O)C1=C(C=C(C2=C1OC(=O)C=C2)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574874-01/212319097,,Inactive,,,0,,,,,0,0,4,,-23.8966,,,,,,,,,,,,,-8.397,,-7.3551,,,-1.2912,,-10.3653,,,-23.8966,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5028,22405482,10211,CC(C)([C@@H](COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574875-01/212320336,,Inactive,,,0,,,,,0,0,4,,14.4969,,,,,,,,,,,,,-8.6519,,-2.7553,,,-5.9613,,10.2328,,,14.4969,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5029,22405486,10227,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574882-01/212319329,,Inactive,,,0,,,,,0,0,4,,3.8546,,,,,,,,,,,,,-13.4883,,-16.8192,,,2.2595,,-12.5786,,,3.8546,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5030,22405487,15945058,CC(C)([C@@H]1[C@@H](C2=C(O1)C=CC3=C2OC(=O)C=C3)O)OC4C(C(C(C(O4)CO)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574886-01/212320448,,Inactive,,,0,,,,,0,0,4,,-2.0067,,,,,,,,,,,,,-29.8545,,-18.3365,,,-4.3364,,-7.8588,,,-2.0067,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5031,22405488,6441458,C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/C(=O)O)/C)CCC=C2C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574890-01/212320287,,Inactive,,,0,,,,,0,0,4,,19.3632,,,,,,,,,,,,,0.7724,,-11.0738,,,-0.2431,,3.8735,,,19.3632,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5032,22405489,15945059,CC(=CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574894-01/212320261,,Inactive,,,0,,,,,0,0,4,,-19.7941,,,,,,,,,,,,,-10.3976,,-4.0099,,,1.4955,,2.1551,,,-19.7941,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5033,22405490,98608,CC(=CCOC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574895-01/212319914,,Inactive,,,0,,,,,0,0,4,,-0.5166,,,,,,,,,,,,,-2.168,,-13.5322,,,-2.5379,,7.2792,,,-0.5166,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5034,22405496,7428,COC(=O)C1=CC(=C(C(=C1)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574912-01/212320012,,Inactive,,,0,,,,,0,0,4,,-3.7258,,,,,,,,,,,,,6.7039,,8.9858,,,-4.5621,,-9.1314,,,-3.7258,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5035,22405498,928465,CC1([C@H](O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574915-01/212319749,,Inactive,,,0,,,,,0,0,4,,8.9753,,,,,,,,,,,,,-12.5759,,0.3037,,,-7.9294,,-11.5018,,,8.9753,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
5036,22405499,5317013,C/C=C(/C)\C(=O)O[C@H]1[C@H](OC2=C1C3=C(C=C2)C=CC(=O)O3)C(C)(C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/MLS000574916-01/212320333,,Inactive,,,0,,,,,0,0,4,,-7.0508,,,,,,,,,,,,,-8.2224,,-0.7933,,,-5.2457,,-9.6273,,,-7.0508,,,,QC'd by K H Lee - Univ. of North Carolina - MLI PSL
