PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000097126 uM,Activity at 0.0000291954 uM,Activity at 0.0000923421 uM,Activity at 0.0002769992 uM,Activity at 0.0005418107 uM,Activity at 0.0009682458 uM,Activity at 0.00270 uM,Activity at 0.00558 uM,Activity at 0.00871 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.074 uM,Activity at 0.157 uM,Activity at 0.240 uM,Activity at 0.666 uM,Activity at 1.337 uM,Activity at 2.154 uM,Activity at 5.995 uM,Activity at 11.92 uM,Activity at 19.39 uM,Activity at 53.90 uM,Activity at 109.7 uM,Activity at 143.7 uM,Activity at 406.4 uM,Compound QC
44,170464864,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00015802-18/213244344,,Activator,7.6892,44.2859,,0,Single point of activity,-5.1141,4.9549,0.698,38.7749,-5.511,3,0 0 0 0 0 0 0 0 0 0 1,6.5522,,,,,,-8.5747,-5.7878,,5.0937,,-26.1653,-1.2339,,-3.5397,7.1733,,-11.0477,6.5195,,38.4595,6.5522,,,,QC'd by NCGCChem
45,170465342,60854,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00263539-01/213244308,,Inactive,,,,0,,,,,0,0,4,,-15.6756,,,,,,-17.8056,-23.3451,,16.4739,,-17.8144,-23.3938,,4.8025,-18.779,,17.9139,-25.1909,,7.007,-15.6756,,,,QC'd by Prestwick Chemical; Inc.
46,170465966,6321253,CCN(CC)C(=O)N[C@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00179663-03/213244449,,Activator,15.342,62.8696,,0,Single point of activity,-4.8141,4.9549,0.7917,60.6578,-2.2118,3,0 0 0 0 0 0 0 0 0 0 1,-2.3818,,,,,,-9.2611,-4.4257,,12.6196,,5.1487,-11.6239,,-4.0233,3.8303,,-1.1647,-12.745,,48.0773,-2.3818,,,,QC'd by Tocris
47,170466202,65684,CC1=CC2=C(C=C1)NC3C2CN(CC3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00263512-01/213244307,,Inactive,,,,0,,-7.1753,4.9549,0.3196,12.7661,-4.2066,4,0 0 0 0 0 0 0 0 0 0 1,-22.8344,,,,,7.2117,,7.9543,-6.4774,,-15.7456,-14.7027,,23.4231,-3.517,,11.2367,32.695,,0.8579,-22.8344,,,,,QC'd by Vitas
48,170466836,17693,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00160647-02/213244431,,Inactive,,,,0,,,,,0,0,4,,10.2069,,,,,,-5.5739,1.2227,,-29.8815,,-17.858,4.8386,,-17.4862,-7.5298,,-8.9655,-14.4752,,-3.0356,10.2069,,,,QC'd by Vitas
49,170466842,1623625,CCCCC/C(=C\C1=CC=CC=C1)/C=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00274076-01/213244412,,Inactive,,,,0,,-7.7141,4.9549,0.3828,-7.3648,4.5,4,0 0 0 0 0 0 0 0 0 0 0,-17.804,,,,,,9.3541,-6.6281,,10.4938,,-6.0315,-3.7491,,-6.1786,-12.0818,,-0.1584,-12.2609,,0.6572,-17.804,,,,QC'd by SIGMA
50,174006174,51037431,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00263555-02/213244372,,Inactive,,,,0,,-4.6141,0.7,0.7393,-26.3054,5.5,4,0 0 0 0 0 0 0 0 0 0 0,-18.5879,,,,,,4.7766,6.7248,,8.0674,,9.326,-3.9929,,4.9899,2.1957,,3.4406,-8.4729,,-3.4779,-18.5879,,,,QC'd by SIGMA
51,174006522,24905149,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC=C6)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00346614-01/213244456,,Inactive,,,,0,,-7.6641,1.5095,0.5224,-19.8905,10.7959,4,0 0 0 0 0 0 0 0 0 0 0,-36.1756,,,,,,4.9559,19.9804,,-2.5062,,-4.7147,-8.8596,,-42.9783,-15.5832,,-10.4221,-2.7739,,-17.6586,-36.1756,,,,QC'd by Selleck
52,174006556,204100,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00346582-01/213244313,,Inactive,,,,0,,-5.6141,4.4495,0.3928,9.2288,-7.2007,4,0 0 0 0 0 0 0 0 0 0 0,12.2292,,,,,,-9.9727,-0.4495,,-26.8835,,1.0069,1.1194,,-0.5787,-15.2551,,-1.258,17.6931,,-1.8604,12.2292,,,,QC'd by Selleck
53,174006924,3606,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00094818-08/213244408,,Inactive,,,,0,,-4.7641,4.4495,0.4621,23.5,-2.708,4,0 0 0 0 0 0 0 0 0 0 0,23.7601,,,,,,3.8541,-13.09,,-11.7765,,-3.7193,19.2591,,6.3788,-11.7089,,-8.4346,-4.0189,,13.4123,23.7601,,,,QC'd by Microsource
54,174006944,5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00015349-06/213244330,,Inactive,,,,0,,-8.6641,3.0654,0.3774,-6.1295,19.4523,4,0 0 0 0 0 0 0 0 0 0 0,-6.6288,,,,,,17.2654,2.6226,,-15.5915,,7.6274,-13.1326,,-1.175,-0.6435,,6.434,-23.8652,,-9.6894,-6.6288,,,,QC'd by Microsource
55,174007190,71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00095158-05/213244400,,Inactive,,,,0,,-6.9141,4.9549,0.4252,1.5,-8.773,4,0 0 0 0 0 0 0 0 0 0 0,-3.1263,,,,,,-1.901,-7.1317,,-6.5773,,-14.3941,-14.2223,,13.4797,0.0277,,5.4571,0.4781,,-6.1842,-3.1263,,,,QC'd by Microsource
56,174007262,71729980,C1C[C@@H]([C@@H](C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00346522-01/213244351,,Inactive,,,,0,,,,,0,0,4,,-10.1667,,,,,,-32.7848,-26.0519,,-0.8456,,2.91,-17.9003,,5.0531,-6.4263,,-13.4889,-7.5786,,-23.8418,-10.1667,,,,QC'd by Selleck
57,174007291,34458,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00173359-06/213244359,,Inactive,,,,0,,,,,0,0,4,,-16.2631,,,,,,-11.1068,-13.1602,,-15.5748,,-2.2702,-8.2171,,13.0259,-6.5595,,-14.4773,-13.7219,,-10.8418,-16.2631,,,,QC'd by Carbosynth
58,174007463,14957,CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00017338-05/213244352,,Inactive,,,,0,,-5.3641,0.8,0.4793,-26.117,-7.2599,4,0 0 0 0 0 0 0 0 0 0 0,-22.3172,,,,,,-2.7166,-19.637,,-9.927,,-7.28,-3.6583,,-15.7204,-5.6394,,-9.0799,-25.0975,,-21.7659,-22.3172,,,,QC'd by SantaCruz Bio
59,26747626,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00094258-02/213244363,,Inactive,,,,0,,,,,0,0,4,,7.8543,,,,,,-1.2541,9.9325,,2.9731,,-2.875,22.0844,,1.2264,-0.7144,,18.1513,-4.6047,,2.6478,7.8543,,,,QC'd by Microsource
60,26754887,5283141,CCCCC[C@@H](/C=C/C=C/C/C=C\CCCC(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00161325-01/213244360,,Inactive,,,,0,,,,,0,0,4,,-17.3347,5.2562,-12.2079,-4.8062,2.4963,,-25.0337,-0.0991,,-7.6722,13.2079,,-12.453,-14.2847,,-17.3347,,,,,,,,,,QC'd by BIOMOL
61,26757024,5708351,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2/C=C/C3=CCOC3=O)(C)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00163645-01/213244447,,Activator,13.6736,62.2805,,0,Single point of activity,-4.8641,4.9549,0.626,51.1883,-11.0922,3,0 0 0 0 0 0 0 0 0 0 1,-3.5813,,,,,,2.0078,-4.2243,,-13.7703,,-1.5955,7.2118,,-11.0432,-21.1188,,-35.671,-20.611,,41.7057,-3.5813,,,,QC'd by BIOMOL
62,29215484,72941688,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@@H]2CCCC[C@H]2C[C@H]1C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00159509-02/213244397,,Inactive,,,,0,,-6.9641,4.9549,0.3981,4,-10.5929,4,0 0 0 0 0 0 0 0 0 0 1,-10.9609,,,,,,0.3423,-7.6199,,-11.2628,,-21.7062,-9.8077,,19.8087,9.6613,,-1.6483,-7.9579,,0.6428,-10.9609,,,,QC'd by Enamine
63,385219833,7056470,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@H]2CC[C@]4([C@H]3CCC4=O)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00262565-01/213244390,,Inactive,,,,0,,-9.0575,4.9549,0.3478,-1.5941,25.5,4,0 0 0 1 0 0 0 0 0 0 0,-2.152,,,,,19.9867,,-3.2724,13.5161,,33.9999,,-13.1775,-13.8285,,7.6855,2.8921,,-11.3,6.1671,,-2.152,,,,QC'd by Prestwick Chemical; Inc.
64,385219834,5282347,CC1=C(C2=C(CC[C@@](O2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C(=C1O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00253538-02/213244402,,Inactive,,,,0,,-8.814,4.9549,0.5467,1,-13.267,4,0 0 0 0 1 0 0 0 0 0 0,-1.5412,,,-3.6062,-19.8059,,-16.2804,3.4435,,43.7735,-5.5299,,-3.4631,-1.7866,,7.2457,,9.4944,-1.5412,,,,,,,QC'd by Cayman
65,385219835,5053503,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00179380-03/213244396,,Inactive,,,,0,,,,,0,0,4,,13.3617,,,,,,-20.2395,-1.872,,-13.5393,,-13.3512,0.2807,,9.7621,-6.907,,1.8571,-24.6043,,-12.6709,13.3617,,,,QC'd by Microsource
66,50125937,3045381,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00181343-01/213244382,,Inactive,,,,0,,-8.9141,4.9549,0.3476,-12.0092,14,4,0 0 1 0 0 0 0 0 0 0 0,-11.0827,,,,,,8.3664,-29.591,,32.2414,,-1.7007,-12.2553,,-8.7089,-2.108,,-9.0222,-23.4315,,-10.2744,-11.0827,,,,QC'd by APAC
67,90340630,4051,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00015671-04/213244455,,Inactive,,,,0,,-5.8641,4.9549,0.3919,-14.5876,1.8984,4,0 0 0 0 0 0 0 0 0 0 0,-23.7452,,,,,,-9.3662,18.2877,,-12.8279,,11.0731,-2.6013,,-1.841,11.1378,,-17.5962,-5.2121,,-11.3109,-23.7452,,,,QC'd by SigmaAldrich
68,90340671,9951825,C1=CC=C(C(=C1)N)S/C(=C(\C(=C(/SC2=CC=CC=C2N)\N)\C#N)/C#N)/N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00094462-03/213244451,,Inactive,,,,0,,-4.8641,4.9549,0.522,21.2712,-16.0938,4,0 0 0 0 0 0 0 0 0 0 1,-21.2426,,,,,,-21.7352,-16.8268,,-17.0181,,8.0395,-12.7985,,-26.9709,-14.5031,,-23.8942,-19.1164,,15.5999,-21.2426,,,,QC'd by SigmaAldrich
69,90341008,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00015823-14/213244421,,Inactive,,,,0,,-5.7641,0.8,0.4372,-20.7337,-4,4,0 0 0 0 0 0 0 0 0 0 1,4.1196,,,,,,-2.0693,-16.5719,,-8.4474,,4.4917,-3.4992,,-4.8152,-9.3215,,-12.7958,-21.4447,,-15.0229,4.1196,,,,QC'd by SigmaAldrich
70,90341237,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00015810-09/213244453,,Inactive,,,,0,,-5.8641,4.9549,0.4839,-1,-15.3012,4,0 0 0 0 0 1 0 0 0 0 1,-8.9237,,,,,,-10.4411,-7.8674,,-7.9932,,-16.9383,-24.0136,,22.8676,-26.0843,,4.2061,-3.9665,,-4.1962,-8.9237,,,,QC'd by SigmaAldrich
71,90341290,11401613,C1=CC=C2C(=C1)C=CC3=C2C=CN=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00093606-05/213244319,,Inactive,,,,0,,-5.2641,1.031,0.637,-20.7331,0.5,4,0 0 0 0 0 0 0 0 0 1 0,-18.9442,,,,,,-1.4638,-9.3809,,3.444,,9.5518,0.8163,,0.864,-5.8891,,-2.3861,-11.7549,,21.6078,-18.9442,,,,QC'd by SigmaAldrich
72,90341836,135409384,CC(C([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-lasv-f1/NCGC00162357-02/213244429,,Inactive,,,,0,,-4.8641,4.9549,0.6624,26.9066,-16.0381,4,0 0 0 1 0 0 0 0 0 0 1,-3.9948,,,,,,-18.4037,-29.5484,,-10.6964,,23.7108,-6.7703,,-6.6357,-25.3887,,-7.6312,-20.516,,20.1849,-3.9948,,,,QC'd by SigmaAldrich
