PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000389080 uM,Activity at 0.0001066275 uM,Activity at 0.0001907270 uM,Activity at 0.0004536066 uM,Activity at 0.0008842259 uM,Activity at 0.0009786459 uM,Activity at 0.00290 uM,Activity at 0.00495 uM,Activity at 0.00878 uM,Activity at 0.016 uM,Activity at 0.026 uM,Activity at 0.048 uM,Activity at 0.088 uM,Activity at 0.221 uM,Activity at 0.459 uM,Activity at 0.757 uM,Activity at 1.175 uM,Activity at 2.248 uM,Activity at 5.820 uM,Activity at 11.46 uM,Activity at 19.13 uM,Activity at 24.67 uM,Activity at 57.49 uM,Activity at 115.4 uM,Activity at 221.8 uM,Activity at 288.0 uM,Compound QC
RESULT_TYPE,,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
11,174006464,51358113,C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263216-02/212313438,,Inhibitor,0.0027,148.4304,100,Complete curve; high efficacy,-8.5641,1,0.9834,-148.4304,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-149.7462,,,,,,-49.7437,-73.3302,,-110.5251,,-132.4664,,-140.8218,-144.4505,,-150.0082,,-146.4213,-151.3425,,-154.615,,-149.7462,,,,QC'd by Tocris
12,174006494,56965896,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346500-01/212313379,,Inhibitor,0.0243,140.171,100,Complete curve; high efficacy,-7.6141,1,0.9685,-140.171,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-131.2946,,,,,,10.5687,-3.8953,,-30.8482,,-74.0473,,-126.4863,-132.2846,,-129.9394,,-127.9822,-146.0115,,-144.5645,,-131.2946,,,,QC'd by Selleck
13,174006500,25207689,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345851-01/212313381,,Inhibitor,0.0432,150.5075,100,Complete curve; high efficacy,-7.3641,1,0.9799,-150.5075,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-152.0278,,,,,,-9.6801,-18.0378,,-13.0955,,-68.6046,,-85.0698,-134.3829,,-131.2513,,-150.6861,-151.7435,,-151.1902,,-152.0278,,,,QC'd by SynKinase
14,174006517,45375953,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346654-01/212313433,,Inhibitor,0.0019,120.5236,100,Complete curve; high efficacy,-8.7141,1,0.9892,-120.5236,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-125.5454,,,,,,-41.2631,-74.5046,,-96.8906,,-114.8002,,-115.5631,-121.2527,,-117.1867,,-121.9814,-117.4188,,-118.3537,,-125.5454,,,,QC'd by Selleck
15,174007002,73265328,C[C@@H]1C(=O)N([C@@H]2CS[C@@H]([C@@H](C(=O)N([C@@H](C(=O)OC[C@@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@H](NC(=O)[C@H](COC(=O)[C@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00163548-02/212312475,,Inhibitor,0.0109,124.2745,100,Complete curve; high efficacy,-7.9641,1,0.948,-124.2745,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-123.0562,,,,,,-6.9306,-3.7123,,-46.8248,,-107.4836,,-120.8658,-114.3109,,-116.9686,,-121.5405,-124.0265,,-119.7317,,-123.0562,,,,QC'd by Cayman
16,174007092,3003931,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00347952-01/212313518,,Inhibitor,0.0432,159.6427,100,Complete curve; high efficacy,-7.3641,1,0.9026,-159.6427,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-146.3149,,,,,,8.6255,31.786,,-3.179,,-96.9269,,-109.1492,-99.3283,,-161.1418,,-165.9143,-169.4721,,-164.7237,,-146.3149,,,,QC'd by XcessBio
17,174007105,148198,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00345782-01/212313536,,Inhibitor,0.0097,173.0612,100,Complete curve; high efficacy,-8.0141,1,0.9112,-173.0612,0,-1.1,0 0 1 0 0 0 0 0 0 0 0,-148.8034,,,,,,-3.2714,-0.9275,,3.408,,-159.5449,,-175.0458,-168.0218,,-170.5656,,-175.8752,-168.1029,,-166.4803,,-148.8034,,,,QC'd by Cayman
18,174007341,73265377,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)NC(=O)[C@@H](CO)N,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346937-01/212313179,,Inhibitor,0.0022,100,100,Complete curve; high efficacy,-8.6641,1,0.9645,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.2586,,,,,,-29.9417,-61.1405,,-78.6057,,-87.6861,,-96.0312,-102.9745,,-97.8751,,-94.1238,-106.8764,,-93.9841,,-98.2586,,,,QC'd by SynKinase
19,174007368,73265390,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@H]2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)[C@]6(C[C@H]7C[C@H](CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346580-01/212313177,,Inhibitor,0.0172,125.3944,100,Complete curve; high efficacy,-7.7641,1,0.9619,-125.3944,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-138.4044,,,,,,0.3148,-5.7261,,-47.207,,-78.5447,,-114.6167,-104.8263,,-115.175,,-111.6985,-129.7521,,-128.1748,,-138.4044,,,,QC'd by Selleck
20,174007405,72726,CC=C(C)C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346661-01/212313162,,Inhibitor,0.0034,100,100,Complete curve; high efficacy,-8.4641,1,0.8686,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-107.0199,,,,,,-4.6543,-31.2715,,-91.0135,,-95.0648,,-114.9464,-110.171,,-108.2996,,-101.8045,-112.5787,,-98.3507,,-107.0199,,,,QC'd by Selleck
21,174007436,10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,100,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00022001-14/212313139,,Inhibitor,0.0031,101.5716,100,Complete curve; high efficacy,-8.5141,1,0.9431,-101.5716,0,-1.1,0 1 0 0 0 0 0 0 0 0 0,-98.5483,,,,,,-11.4289,-5.7579,,-88.8857,,-93.5954,,-94.5032,-99.7266,,-99.5659,,-100.0836,-101.9795,,-100.9151,,-98.5483,,,,QC'd by Microsource
22,104224116,46925884,CC(=O)NC1=C(C2=C(S1)CNC2)C3=NC4=CC=CC=C4S3,Active,99,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00185090-03/212311979,,Inhibitor,0.0054,100,99,Complete curve; high efficacy,-8.2641,1,0.9121,-100,0,-1.1,1 0 0 0 0 0 0 0 0 0 0,-105.6746,,,,,,-44.031,-28.7223,,-59.9182,,-86.561,,-102.2341,-96.9062,,-102.9182,,-109.3886,-114.8569,,-109.3742,,-105.6746,,,,QC'd by NCGCChem
23,124881567,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,99,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016000-10/212313077,,Inhibitor,0.1219,158.4522,99,Complete curve; high efficacy,-6.9141,1,0.9261,-158.4522,0,-1.1,0 0 0 0 1 0 0 0 0 0 0,-151.9549,,,,,,15.9177,15.2185,,14.6805,,18.7138,,13.1306,-132.5045,,-153.539,,-140.7732,-152.8142,,-151.6925,,-151.9549,,,,QC'd by SIGMA
24,174007055,16678941,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,Active,99,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346550-01/212312229,,Inhibitor,0.0432,129.7759,99,Complete curve; high efficacy,-7.3641,1,0.9491,-129.7759,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-127.2313,,,,,,-0.1225,-2.0285,,-17.3843,,-21.2288,,-107.3513,-123.365,,-124.469,,-123.2605,-125.8729,,-123.2196,,-127.2313,,,,QC'd by Selleck
25,90340653,439501,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Active,99,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017394-07/212327700,,Inhibitor,0.0447,133.0078,99,Complete curve; high efficacy,-7.35,1,0.984,-133.0078,0,-1.1,0 0 0 0 0,-135.9998,,,,,,,,,,,,,-87.5158,,-123.4147,,,-129.1207,,-130.5109,,,-135.9998,,,,QC'd by SigmaAldrich
26,99460876,11977753,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,Active,99,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00187481-04/212313424,,Inhibitor,0.0343,129.3776,99,Complete curve; high efficacy,-7.4641,1,0.9842,-129.3776,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-123.5028,,,,,,8.3194,-2.2704,,-19.4043,,-49.9257,,-97.8268,-121.3135,,-122.8088,,-129.8972,-127.7769,,-123.7779,,-123.5028,,,,QC'd by NCGCChem
27,124882270,73265412,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5([C@@H](CC[C@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,Active,98,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00016447-02/212312818,,Inhibitor,0.0685,131.8079,98,Complete curve; high efficacy,-7.1641,1,0.932,-131.8079,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-126.4068,,,,,,3.7925,5.3805,,8.0775,,-7.6867,,-100.5222,-111.8638,,-122.7413,,-129.9881,-126.0287,,-122.3131,,-126.4068,,,,QC'd by SIGMA
28,124950706,73265233,C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@@H]([C@@H](C4)OC)OCCO)C)C)O)OC)C)C)C)OC,Active,98,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00242507-01/212313338,,Inhibitor,0.0086,100,98,Complete curve; high efficacy,-8.0641,1,0.9299,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-121.1311,,,,,,-8.8599,-18.8503,,-60.5159,,-71.1986,,-80.725,-98.8917,,-89.6308,,-100.5238,-101.9481,,-111.7346,,-121.1311,,,,QC'd by Selleck
29,174007006,73265330,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@@H]4CCO,Active,98,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346656-01/212313459,,Inhibitor,0.0385,122.1086,98,Complete curve; high efficacy,-7.4141,1,0.9422,-122.1086,0,-1.1,0 0 0 1 0 0 0 0 0 0 0,-119.0142,,,,,,5.8369,9.8046,,6.5278,,5.6577,,-101.1653,-114.7828,,-118.4322,,-114.6952,-116.3494,,-117.2304,,-119.0142,,,,QC'd by Selleck
30,174007435,441276,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active,98,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00024995-10/212313164,,Inhibitor,0.0077,100,98,Complete curve; high efficacy,-8.1141,1,0.9007,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.1202,,,,,,-1.5451,-34.2099,,-56.2082,,-75.8272,,-82.2072,-88.2408,,-87.6829,,-90.3351,-86.565,,-91.1938,,-91.1202,,,,QC'd by Microsource
31,124883191,73265365,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00017394-08/212312137,,Inhibitor,0.1086,140.7577,97,Complete curve; high efficacy,-6.9641,1,0.9602,-140.7577,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-132.272,,,,,,0.435,5.294,,1.0786,,-0.1556,,-59.5758,-121.2035,,-126.5195,,-133.3176,-135.1784,,-135.6047,,-132.272,,,,QC'd by BIOMOL
32,124892475,5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00163700-04/212313106,,Inhibitor,0.0153,100,97,Complete curve; high efficacy,-7.8141,1,0.9663,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.8949,,,,,,-1.3321,5.1896,,-38.9576,,-68.2321,,-86.8991,-99.5436,,-95.0648,,-101.8937,-100.7232,,-103.9219,,-99.8949,,,,QC'd by BIOMOL
33,137275899,57519528,CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00250398-01/212313391,,Inhibitor,0.0685,154.8299,97,Complete curve; high efficacy,-7.1641,1,0.9928,-129.311,25.519,-1.1,0 0 0 0 0 0 0 0 0 0 0,-123.5669,,,,,,19.5387,24.8302,,3.2309,,-7.496,,-66.7784,-92.426,,-118.0824,,-123.9947,-129.8303,,-128.1642,,-123.5669,,,,QC'd by Selleck
34,174006448,49836027,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00263215-02/212313418,,Inhibitor,0.0153,100,97,Complete curve; high efficacy,-7.8141,1,0.9464,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-111.0537,,,,,,-9.4891,-0.8452,,-27.5748,,-68.8182,,-88.7821,-105.7933,,-113.5308,,-107.4504,-98.2361,,-106.225,,-111.0537,,,,QC'd by Tocris
35,174006461,25033539,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346659-01/212313445,,Inhibitor,0.0544,124.8355,97,Complete curve; high efficacy,-7.2641,1,0.9707,-124.8355,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-123.1321,,,,,,10.0348,14.7792,,-2.3271,,-46.6104,,-81.7498,-105.4314,,-110.9661,,-123.4511,-122.8461,,-123.8447,,-123.1321,,,,QC'd by Selleck
36,174006472,73265228,C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@@H]([C@@H](C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00346481-01/212313443,,Inhibitor,0.0109,100,97,Complete curve; high efficacy,-7.9641,1,0.8927,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.7503,,,,,,1.0421,-22.4418,,-40.6447,,-82.0153,,-83.0889,-82.8439,,-89.1211,,-85.2429,-90.2561,,-85.1104,,-90.7503,,,,QC'd by Selleck
37,174006506,73265234,C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00167518-03/212313366,,Inhibitor,0.0122,100,97,Complete curve; high efficacy,-7.9141,1,0.9585,-100,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.4057,,,,,,-0.4297,-10.2004,,-39.9549,,-75.8097,,-90.7095,-94.6194,,-91.628,,-87.6106,-92.5626,,-90.8935,,-97.4057,,,,QC'd by Selleck
38,174007194,3054,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,97,http://assay.nih.gov/htsws/rest/display/TRND-lasv-o1/NCGC00090749-11/212312175,,Inhibitor,0.0153,100,97,Complete curve; high efficacy,-7.8141,1,0.9612,-100,0,-1.1,0 0 0 0 0 0 0 0 0 1 0,-88.0379,,,,,,-11.935,-1.65,,-33.2523,,-68.1457,,-86.1499,-98.1159,,-102.7632,,-103.3851,-108.6067,,-162.1059,,-88.0379,,,,QC'd by Microsource
