PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
235,144206884,208836,CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181913-02/250075041,,Inhibitor,21.5228,107.147,,41,Partial curve; high efficacy,-4.6671,1,0.9908,-107.647,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.5504,,,,0,,-1.5511,,0,2.209,,-2.8399,,0,,-5.5235,,-12.3281,-27.9069,,-46.2157,,-81.5504,,,,QC'd by Pharmaron
236,144206994,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00095157-04/250074512,,Inhibitor,24.149,86.8037,,41,Partial curve; partial efficacy,-4.6171,1.1,0.9047,-90.8037,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-75.6698,,,,2.6699,,-10.5558,,-6.8701,0,,-0.5731,,-5.1409,,-9.3662,,-12.4537,-28.4177,,-28.3592,,-75.6698,,,,QC'd by SigmaAldrich
237,170464723,214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263572-01/250074691,,Inhibitor,24.149,123.531,,41,Partial curve; high efficacy,-4.6171,0.5,0.8469,-127.531,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-96.6148,,,,-25.4533,,2.0368,,0,-22.121,,-14.9338,,-26.3448,,-27.2688,,-30.4167,-33.0145,,-50.4411,,-96.6148,,,,QC'd by Sequoia
238,170464807,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015251-13/250074855,,Inhibitor,19.1822,104.903,,41,Partial curve; high efficacy,-4.7171,2.4729,0.9976,-103.403,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.3664,,,,0,,4.4614,,1.6767,2.01,,0.2928,,-1.0185,,2.2725,,0.6574,-6.1862,,-49.0853,,-97.3664,,,,QC'd by Vitas
239,170464852,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015608-11/250074857,,Inhibitor,24.149,115.811,,41,Partial curve; high efficacy,-4.6171,0.8,0.8857,-119.811,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-90.7659,,,,-26.6628,,-12.5065,,-4.4715,0,,-17.3839,,1.2582,,-20.15,,-29.5943,-29.6061,,-44.7176,,-90.7659,,,,QC'd by Enzo
240,170465076,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00090851-10/250075193,,Inhibitor,19.1822,129.11,,41,Partial curve; high efficacy,-4.7171,1,0.9822,-129.11,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.1627,,,,-3.6945,,0,,0,1.3772,,0,,0,,0,,-23.7281,-28.3147,,-60.8603,,-99.1627,,,,QC'd by Microsource
241,170465091,5591,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00161599-09/250074802,,Inhibitor,24.149,94.3678,,41,Partial curve; high efficacy,-4.6171,2.4064,0.9486,-98.3678,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-96.439,,,,-4.7759,,-13.7501,,-7.8356,4.4854,,0,,0,,-3.2998,,-14.8669,-6.1748,,-33.979,,-96.439,,,,QC'd by Prestwick Chemical; Inc.
242,170465210,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00021268-04/250074778,,Inhibitor,24.149,101.826,,41,Partial curve; high efficacy,-4.6171,1.9673,0.9249,-105.826,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.9874,,,,-15.8644,,-0.1898,,-5.5417,0,,-14.8115,,-8.5678,,-10.1396,,-12.5612,-15.102,,-34.0613,,-97.9874,,,,QC'd by Bosche
243,170465371,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015273-19/250074616,,Inhibitor,17.0962,93.4926,,41,Partial curve; high efficacy,-4.7671,1.7137,0.9708,-97.4926,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.9723,,,,-6.0403,,-8.2316,,-2.0966,-8.7116,,-7.2376,,-0.9795,,0,,-17.1678,-14.9679,,-57.0015,,-85.9723,,,,QC'd by Vitas
244,170465391,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016362-05/250075083,,Inhibitor,21.5228,78.6573,,41,Partial curve; partial efficacy,-4.6671,3.0654,0.9834,-78.6573,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-77.115,,,,0,,0,,0,0,,-1.7788,,3.7737,,1.8212,,-7.7383,-0.299,,-29.0915,,-77.115,,,,QC'd by Prestwick
245,170465587,157917,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00167492-03/250075037,,Inhibitor,21.5228,99.8093,,41,Partial curve; high efficacy,-4.6671,3.0654,0.9832,-101.309,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.3228,,,,0,,0,,0,1.1672,,0,,0.9531,,-2.9055,,-12.4014,-2.1878,,-39.4903,,-99.3228,,,,QC'd by Sequoia
246,170465646,10041070,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC=C)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00166309-02/250074914,,Inhibitor,17.0962,63.2139,,41,Partial curve; partial efficacy,-4.7671,1.9673,0.8353,-95.0272,-31.8133,-2.2,0 0 0 0 0 0 0 0 0 0 0,-89.9878,,,,-37.8437,,-27.7834,,-35.2834,-51.9526,,-23.1777,,-40.6857,,-32.3823,,-30.7757,-39.2292,,-66.1241,,-89.9878,,,,QC'd by SIGMA
247,170465798,165457,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O.O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00096056-02/250074928,,Inhibitor,21.5228,96.6193,,41,Partial curve; high efficacy,-4.6671,3.5117,0.952,-100.119,-3.5,-2.1,1 0 0 0 0 0 0 0 0 0 0,-98.1562,,,,-31.2246,,0,,-13.4685,0,,0.8312,,3.3863,,-17.2641,,-1.1839,1.6548,,-46.2112,,-98.1562,,,,QC'd by Labotest
248,170465867,5282138,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00162150-04/250075007,,Inhibitor,21.5228,109.068,,41,Partial curve; high efficacy,-4.6671,1,0.9314,-110.568,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.1401,,,,0,,0.8952,,-4.1634,0,,0,,-1.5994,,0,,-25.3931,-28.069,,-39.1662,,-92.1401,,,,QC'd by Prestwick
249,170465875,5282209,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00253604-01/250074879,,Inhibitor,19.1822,48.4636,,41,Partial curve; partial efficacy,-4.7171,2.4064,0.9131,-74.965,-26.5014,-2.2,0 0 0 0 0 0 0 0 0 0 0,-71.4605,,,,-30.8837,,-24.9667,,-25.5287,-37.3627,,-26.067,,-24.2173,,-19.1678,,-24.9211,-29.8964,,-51.2168,,-71.4605,,,,QC'd by GVK
250,174006754,68234129,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346966-01/250074504,,Inhibitor,15.237,84.486,,41,Partial curve; high efficacy,-4.8171,2.5334,0.9969,-83.486,1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.1281,,,,-2.2655,,3.8193,,2.3123,1.7493,,1.6657,,0,,0,,0,-7.3112,,-52.3094,,-81.1281,,,,QC'd by LINCS
251,174006821,73265287,CCCCC(C)(C)[C@@H](C=C[C@H]1[C@@H](CC(=O)[C@H]1CC=CCCCC(=O)O)O)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00161290-05/250074681,,Inhibitor,19.1822,103.784,,41,Partial curve; high efficacy,-4.7171,3.132,0.9962,-103.284,0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.3655,,,,-2.2349,,3.9924,,0,0,,0,,0,,0,,0,0,,-53.9544,,-98.3655,,,,QC'd by Tocris
252,174007089,9801969,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346804-01/250074563,,Inhibitor,24.149,96.2972,,41,Partial curve; high efficacy,-4.6171,1.331,0.9496,-98.7972,-2.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-82.331,,,,-2.2388,,0,,0,0.2573,,4.3924,,-3.1443,,-10.8615,,-11.5649,-22.0154,,-33.7608,,-82.331,,,,QC'd by Tocris
253,29215118,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00091585-03/250074596,,Inhibitor,21.5228,106.272,,41,Partial curve; high efficacy,-4.6671,1.3723,0.9867,-107.772,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.8102,,,,-4.0163,,0,,0,0,,0,,-1.6901,,0,,-7.2034,-24.1552,,-44.5759,,-89.8102,,,,QC'd by Labotest
254,363678116,25166913,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00378600-02/250074644,,Inhibitor,24.149,90.0942,,41,Partial curve; high efficacy,-4.6171,3.0654,0.9833,-91.5942,-1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.4106,,,,0,,-3.6098,,0,0.5491,,-3.3758,,-4.4262,,-2.4262,,-3.2529,0,,-29.1562,,-95.4106,,,,QC'd by Selleck
255,363680185,46893585,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386284-05/250074460,,Inhibitor,19.1822,89.8021,,41,Partial curve; high efficacy,-4.7171,3.132,0.9404,-91.8021,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.9555,,,,-20.7122,,-6.2636,,0,4.7867,,0,,-5.1943,,3.6222,,2.8236,-1.2982,,-47.1902,,-88.9555,,,,QC'd by Glixx
256,377020361,644019,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386518-01/250074957,,Inhibitor,24.149,94.6323,,41,Partial curve; high efficacy,-4.6171,1.5095,0.9448,-97.6323,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.6424,,,,0,,0,,-7.0843,4.5685,,0,,-4.9467,,-5.3132,,-7.2271,-24.7912,,-32.9674,,-85.6424,,,,QC'd by Axon Medchem
257,384567895,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015823-23/250074845,,Inhibitor,21.5228,118.154,,41,Partial curve; high efficacy,-4.6671,1.2475,0.9701,-118.654,-0.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.8785,,,,1.9645,,1.0531,,0,0,,0,,0,,0,,-19.4193,-21.458,,-47.0938,,-98.8785,,,,QC'd by Microsource
258,384569022,11214940,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00351608-02/250074559,,Inhibitor,19.1822,104.116,,41,Partial curve; partial efficacy,-4.7171,0.9,0.9843,-103.616,0.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-78.4967,,,,0.6466,,0,,4.7967,3.2279,,-1.1662,,-2.9806,,-7.7105,,-17.0049,-22.8508,,-48.5953,,-78.4967,,,,QC'd by Selleck
259,384569169,59603622,C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00388364-06/250074937,,Inhibitor,21.5228,96.9967,,41,Partial curve; partial efficacy,-4.6671,0.7,0.9206,-115.678,-18.6818,-2.2,0 0 0 0 0 0 0 0 0 0 0,-87.6352,,,,-12.2348,,-15.4127,,-26.6864,-24.0317,,-31.0896,,-28.0045,,-31.2701,,-30.8364,-39.8317,,-65.1722,,-87.6352,,,,QC'd by MedChem Express
260,384569365,89875987,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C2=CC(=C(C=C2)OCC3CCOCC3)CO,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00508861-01/250075161,,Inhibitor,24.149,97.1749,,41,Partial curve; high efficacy,-4.6171,2.7202,0.9899,-95.6749,1.5,-2.1,1 0 0 0 0 0 0 0 0 0 0,-93.7989,,,,-30.3346,,-0.8373,,0,4.7513,,0,,0,,0,,4.4096,0,,-29.6106,,-93.7989,,,,QC'd by Bio Vision
261,405558565,1546,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00018167-05/250074763,,Inhibitor,19.1822,115.22,,41,Partial curve; high efficacy,-4.7171,1,0.9926,-113.72,1.5,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.1516,,,,4.6886,,2.0706,,1.5097,0,,-4.1731,,2.9153,,-5.2075,,-8.8079,-28.1871,,-53.7814,,-86.1516,,,,QC'd by APExBIO
262,405558682,25151504,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386235-04/250075090,,Inhibitor,21.5228,73.9243,,41,Partial curve; partial efficacy,-4.6671,3.132,0.9976,-73.9243,0,-2.2,0 0 0 0 0 0 0 0 0 0 0,-72.4748,,,,0.3611,,-0.3717,,0,0,,0,,1.0745,,-1.949,,-1.1524,0,,-30.108,,-72.4748,,,,QC'd by Glixx
263,405558699,5283711,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00159331-07/250074860,,Inhibitor,24.149,93.1188,,41,Partial curve; high efficacy,-4.6171,1.8851,0.9391,-96.1188,-3,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.9989,,,,4.8512,,-4.188,,-0.7941,0,,2.6505,,-7.111,,0,,-15.7756,-16.3561,,-31.5925,,-88.9989,,,,QC'd by SIGMA
264,405558955,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346540-03/250074526,,Inhibitor,21.5228,105.457,,41,Partial curve; high efficacy,-4.6671,2.2481,0.9985,-105.457,0,-2.1,0 0 1 0 0 0 0 0 0 0 0,-97.6451,,,,0,,0,,-49.6128,0,,1.8361,,0,,0,,0,-7.7055,,-46.5436,,-97.6451,,,,QC'd by Microsource
265,405559058,42611257,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00250399-08/250075058,,Inhibitor,21.5228,93.1042,,41,Partial curve; high efficacy,-4.6671,2.1211,0.985,-93.1042,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.2076,,,,0,,0,,0,0,,0,,3.8817,,-3.7968,,4.638,-12.33,,-37.6633,,-86.2076,,,,QC'd by Bio Vision
266,405559074,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016348-15/250074515,,Inhibitor,55.4799,56.8521,,41,Partial curve; partial efficacy,-4.2559,0.8,0.9298,-93.8766,-37.0245,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.5053,,,,,-34.5744,,-32.9371,,-34.9052,,-44.8044,-36.058,,-42.3868,,-37.9059,,-42.2465,-51.5475,,-59.7275,,-74.5053,,,QC'd by Prestwick
267,405559103,25181577,CCOC(=O)[C@H](CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)O[C@H](C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00390241-07/250075198,,Inhibitor,19.1822,94.8108,,41,Partial curve; high efficacy,-4.7171,1.7885,0.9474,-98.8108,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.2223,,,,-12.9457,,-5.2239,,-1.2038,-13.4165,,1.2321,,0,,-3.2094,,-17.7713,-11.687,,-53.1528,,-86.2223,,,,QC'd by MedChem Express
268,405559112,9823820,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263198-04/250074562,,Inhibitor,19.1822,113.344,,41,Partial curve; high efficacy,-4.7171,0.8,0.9447,-117.344,-4,-2.1,1 0 0 0 0 0 0 0 0 0 0,-88.8971,,,,-36.8784,,-9.8557,,1.898,0,,-7.8726,,-5.5101,,-26.0369,,-19.9721,-27.711,,-61.6656,,-88.8971,,,,QC'd by APExBIO
269,405559119,23725625,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00238451-11/250074779,,Inhibitor,21.5228,88.464,,41,Partial curve; high efficacy,-4.6671,2.7202,0.9812,-90.464,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.1827,,,,-10.9759,,-5.0631,,1.058,0,,0,,0.8816,,0.0185,,0.5609,-7.1874,,-38.2042,,-85.1827,,,,QC'd by Adooq
270,405559122,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00022185-14/250074586,,Inhibitor,17.0962,80.9591,,41,Partial curve; high efficacy,-4.7671,3.132,0.9733,-89.5593,-8.6003,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.8486,,,,-13.1763,,-11.2941,,-14.9201,-10.3444,,-13.6033,,-14.0166,,-12.324,,-3.8336,-9.2342,,-54.0227,,-88.8486,,,,QC'd by Tocris
271,405559143,456389,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,Active,41,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00168785-03/250075094,,Inhibitor,21.5228,95.8704,,41,Partial curve; partial efficacy,-4.6671,0.6,0.9049,-99.8704,-4,-2.2,0 0 0 0 0 0 0 0 0 0 0,-75.6594,,,,-1.0179,,2.9545,,-6.8738,-11.6304,,-7.7872,,-22.496,,-14.3087,,-26.7162,-25.6293,,-45.5904,,-75.6594,,,,QC'd by FLUKA
272,170466793,154256,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00182055-03/250074641,,Inhibitor,27.0956,104.691,,40,Partial curve; high efficacy,-4.5671,4.095,0.9633,-106.691,-2,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.2425,,,,0,,0,,0,0,,0,,-10.5989,,4.6227,,0,-14.9338,,-20.758,,-98.2425,,,,QC'd by APAC
273,174007178,73265352,C[C@@]12[C@@H](C(C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00345083-01/250075004,,Inhibitor,27.0956,102.026,,40,Partial curve; high efficacy,-4.5671,4.095,0.9858,-102.026,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.4688,,,,-7.0399,,0,,0,4.2811,,0,,0,,4.3794,,0,-0.0945,,-24.2876,,-94.4688,,,,QC'd by LC Labs
274,384568043,4302963,CC1=C(C2=C(N1CCN3CCOCC3)C=C(C=C2)I)C(=O)C4=CC=C(C=C4)OC,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00025012-06/250074551,,Inhibitor,30.4018,84.0059,,40,Partial curve; high efficacy,-4.5171,4.095,0.8518,-88.0059,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.4439,,,,-13.6918,,-6.8016,,0,-11.8172,,-1.3533,,-18.0023,,-8.89,,-14.6123,-18.4617,,-16.4,,-81.4439,,,,QC'd by MedChem Express
275,384568137,3606,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00094818-13/250074838,,Inhibitor,30.4018,98.8737,,40,Partial curve; high efficacy,-4.5171,4.095,0.9102,-102.874,-4,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.2534,,,,-21.8867,,-16.081,,0,-1.9096,,1.3797,,0,,-7.5802,,-14.7562,-7.4705,,-16.8506,,-95.2534,,,,QC'd by Adooq
276,384568627,6918848,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263153-07/250074829,,Inhibitor,30.4018,108.351,,40,Partial curve; high efficacy,-4.5171,4.095,0.9991,-108.351,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-99.7708,,,,0,,0,,0,0,,0,,0,,0,,0,0,,-16.657,,-99.7708,,,,QC'd by Selleck
277,384568785,45375808,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,Active,40,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346462-07/250074631,,Inhibitor,30.4018,86.9681,,40,Partial curve; high efficacy,-4.5171,4.095,0.989,-87.9681,-1,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.0364,,,,-3.8876,,0,,2.1214,0,,-1.7155,,0,,-0.0295,,3.3424,-5.5432,,-13.9664,,-81.0364,,,,QC'd by MedChem Express
