PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
938,103277751,11440648,C[C@]12CC[C@@H](CC1=CCC3C2CC[C@]4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,Unspecified,,,,Inhibition,=,68.97,%,
939,103278222,9796290,C1C[C@H](N(C1)C(=O)CNCCNC2=NC=C(C=C2)C#N)C#N,Unspecified,,,,Inhibition,=,5.03,%,
940,103278341,5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],Unspecified,,,,Inhibition,=,-12.21,%,Outside typical range
941,103278806,472335,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5[N+](=O)[O-])N=C4C3=C2)O,Unspecified,,,,Inhibition,=,37.5,%,
942,103279132,54445,C1CN2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,Unspecified,,,,Inhibition,=,-8.5,%,
943,103279820,5283731,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,Unspecified,,,,Inhibition,=,-3.86,%,
944,103279849,5280795,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,Unspecified,,,,Inhibition,=,-32.61,%,Outside typical range
945,103279950,5311093,CCCCCCCC/C=C\CCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Unspecified,,,,Inhibition,=,26.8,%,
946,103280505,656604,CC(C)(C(=O)N[C@@H](CS)C(=O)O)S,Unspecified,,,,Inhibition,=,37.97,%,
947,103280620,3342298,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO,Unspecified,,,,Inhibition,=,11.24,%,
948,103280636,122150,C1=CC(=CC=C1C(CN)CS(=O)(=O)O)Cl,Unspecified,,,,Inhibition,=,5.67,%,
949,103280853,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,-2.39,%,
950,103281882,9989505,C1=CN=CC=C1CC2=CN=CN2,Unspecified,,,,Inhibition,=,48.56,%,
951,103282173,135402864,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F,Unspecified,,,,Inhibition,=,-0.75,%,
952,103282209,564,C(CCC(=O)O)CCN,Unspecified,,,,Inhibition,=,-7.52,%,
953,103282386,638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,Unspecified,,,,Inhibition,=,-3.71,%,
954,103282499,43961,C1=CC=C(C(=C1)CN)SC2=CC=CC=C2CO,Unspecified,,,,Inhibition,=,-1.36,%,
955,103282519,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,Unspecified,,,,Inhibition,=,-6.79,%,
956,103282650,1645,C1=CC(=CC(=C1)N)C(=O)N,Unspecified,,,,Inhibition,=,-1.48,%,
957,103283478,20353,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)O)C,Unspecified,,,,Inhibition,=,-1.4,%,
958,103283744,119369,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,Unspecified,,,,Inhibition,=,-4.67,%,
959,103284100,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,Unspecified,,,,Inhibition,=,37.77,%,
960,103284741,11862,C1=C(C=C(C(=C1I)O)I)I,Unspecified,,,,Inhibition,=,-2.63,%,
961,103284927,177992,CCC[C@H](C1=CC2=C(C=C1)OCO2)NC(=O)N3[C@H](C(C3=O)(CC)CC)OC4=CC=C(C=C4)C(=O)N5CCN(CC5)C,Unspecified,,,,Inhibition,=,2.51,%,
962,103285099,58144,CN1CC2=CC=CC=C2[C@H]3[C@H]1CC4=CNC5=CC=CC3=C45,Unspecified,,,,Inhibition,=,-8,%,
963,103285681,11722381,CNC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Unspecified,,,,Inhibition,=,-9.67,%,
964,103285932,133076,COC1=CC(=C(C=C1C(=O)CCC2CCN(CC2)CCNS(=O)(=O)C)Cl)N,Unspecified,,,,Inhibition,=,20.32,%,
965,103286284,183782,CCCCN1CCC(CC1)CCC(=O)C2=CC(=C(C=C2OC)N)Cl,Unspecified,,,,Inhibition,=,10.09,%,
966,103288110,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Unspecified,,,,Inhibition,=,0.09,%,
967,103288111,95864,C1=CC=C2C(=C1)C=C(S2)C(=O)O,Unspecified,,,,Inhibition,=,23.73,%,
968,103288166,5560,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,Unspecified,,,,Inhibition,=,-24.21,%,Outside typical range
969,103288593,1051,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,Unspecified,,,,Inhibition,=,14.54,%,
970,103288835,126769,CN1C=CC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3,Unspecified,,,,Inhibition,=,-4.21,%,
971,103288972,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Unspecified,,,,Inhibition,=,0.08,%,
972,103289206,6438354,CC(=O)N(C/C=C/C1=CC(=CC=C1)OC2=CC=CC=C2)O,Unspecified,,,,Inhibition,=,0.89,%,
973,103289240,5723,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,Unspecified,,,,Inhibition,=,17.14,%,
974,103289379,5284360,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,86.9,%,
975,103289646,59757,CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,Unspecified,,,,Inhibition,=,-3.51,%,
976,103290029,6604872,C[C@@H](NCC1=C2C(=CC(=C1)Br)NC(=O)C(=O)N2)P(=O)(O)O,Unspecified,,,,Inhibition,=,6.17,%,
977,103290097,5486971,CC(C)C[C@@H](CC(=O)O)CN,Unspecified,,,,Inhibition,=,5.38,%,
978,103290307,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,Unspecified,,,,Inhibition,=,-4.67,%,
979,103290984,17534,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,Unspecified,,,,Inhibition,=,-0.46,%,
980,103291064,5879,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Unspecified,,,,Inhibition,=,-3.22,%,
981,103291232,25273624,C1=CC(=CC=C1[C@@H](C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,Unspecified,,,,Inhibition,=,23.42,%,
982,103291361,14113,C1=CC=C(C=C1)C(CC(=O)O)CN,Unspecified,,,,Inhibition,=,15.13,%,
983,103291571,5880,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Unspecified,,,,Inhibition,=,8.43,%,
984,103291875,6238,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,Unspecified,,,,Inhibition,=,9.73,%,
985,103291921,5522,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC,Unspecified,,,,Inhibition,=,22.52,%,
986,103292036,2741,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O,Unspecified,,,,Inhibition,=,-33.31,%,Outside typical range
987,103292372,54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Unspecified,,,,Inhibition,=,6.61,%,
988,103292415,9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,Unspecified,,,,Inhibition,=,-40.79,%,Outside typical range
989,103292518,72258,C1[C@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O,Unspecified,,,,Inhibition,=,8.77,%,
990,103292601,443289,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43,Unspecified,,,,Inhibition,=,-3.86,%,
991,103292786,9816485,C1[C@H](C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,Unspecified,,,,Inhibition,=,1.21,%,
992,103292787,34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,Unspecified,,,,Inhibition,=,4.14,%,
993,103292815,60846,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,Unspecified,,,,Inhibition,=,-4,%,
994,103292864,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,-1.36,%,
995,103292896,6872,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,Unspecified,,,,Inhibition,=,5.08,%,
996,103292969,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Unspecified,,,,Inhibition,=,8.18,%,
997,103292984,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,-2.41,%,
998,103292986,3995,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O,Unspecified,,,,Inhibition,=,1.49,%,
999,103293005,3728,C1=CC2=C(C(=C(C=C2I)I)O)N=C1,Unspecified,,,,Inhibition,=,9.05,%,
1000,103293038,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Unspecified,,,,Inhibition,=,87.45,%,
1001,103293043,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Unspecified,,,,Inhibition,=,-4.06,%,
1002,103293068,3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,17.72,%,
1003,103293682,179344,CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,Unspecified,,,,Inhibition,=,0.5,%,
1004,103294369,6918540,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,Unspecified,,,,Inhibition,=,-2.8,%,
1005,103294373,187079,CC1C(=NNC(=O)S1)C2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC(=C(C=C4)OC)OC,Unspecified,,,,Inhibition,=,69.35,%,
1006,103294447,5190,C1CN(CCN1CC(COC2=CC=CC3=C2C=C(N3)C#N)O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,19.94,%,
1007,103294911,60943,COC1=C(C=C(C=C1)S(=O)(=O)N2[C@H]([C@](C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCC[C@H]5C(=O)N)OC,Unspecified,,,,Inhibition,=,-30.61,%,Outside typical range
1008,103295174,5665,C=CC(CCC(=O)O)N,Unspecified,,,,Inhibition,=,36.65,%,
1009,103295445,6450842,CN(C)C1=CC=C(C=C1)/C=C\2/C3=CC=CC=C3NC2=O,Unspecified,,,,Inhibition,=,14.68,%,
1010,103295938,393595,C1=CC=C(C=C1)CC(=O)NC2=NC3=C(C=C(C=C3)Cl)C4=NC(=NN42)C5=CC=CO5,Unspecified,,,,Inhibition,=,-1.51,%,
1011,103296741,5311432,CC1=NC(=CC=C1)/C=C/C2=CC=CC=C2,Unspecified,,,,Inhibition,=,-0.91,%,
1012,103296891,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,Unspecified,,,,Inhibition,=,1.48,%,
1013,103296948,6278000,CCOC(=O)C12CC1/C(=N\O)/C3=CC=CC=C3O2,Unspecified,,,,Inhibition,=,-2.16,%,
1014,103297378,5218788,CC1=NC(=C(C=C1)O)N=NC2=CC=CC=C2,Unspecified,,,,Inhibition,=,2.29,%,
1015,103297437,476861,C[C@H](CC1=CC(=C(C=C1)OC)OC)[C@@H](C)CC2=CC(=C(C=C2)OC)OC,Unspecified,,,,Inhibition,=,-5.2,%,
1016,103297583,6435801,C1CN(C[C@@H](N1)C(=O)O)C/C=C/P(=O)(O)O,Unspecified,,,,Inhibition,=,19.88,%,
1017,103297943,16760569,CN(C)C(=O)CCSC(C1=CC=CC(=C1)/C=C/C2=NC3=C(C=CC(=C3)Cl)C=C2)SCCC(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,12.44,%,
1018,103298269,123723,C1CCC(C1)[C@H](C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O,Unspecified,,,,Inhibition,=,10.77,%,
1019,103299005,5281612,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,Inhibition,=,-5.95,%,
1020,103299219,32224,CN1CCN(CC1)C2=CC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Unspecified,,,,Inhibition,=,1.09,%,
1021,103299416,3894573,CC(C)(CC1=CNC2=C1C=C(C=C2)Cl)NCCOC3=CC=CC=C3OCC4CC4,Unspecified,,,,Inhibition,=,103.28,%,
1022,103299588,5311287,CN(C)C1(CCCC1)CNC(=O)C2=CC(=C(C(=C2)OC)OCC3=CC=CC=C3)OC,Unspecified,,,,Inhibition,=,41.32,%,
1023,103299767,3693566,COC1=CC(=C(C=C1C(=O)CCCCN2CCC3(CC2)C(=O)NC(=O)N3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F)OC,Unspecified,,,,Inhibition,=,4.12,%,
1024,103299867,364622,CN1C=NC(=C1SC2=NN=CN2C)[N+](=O)[O-],Unspecified,,,,Inhibition,=,-6.7,%,
1025,103301092,133017,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,Unspecified,,,,Inhibition,=,72.14,%,
1026,103301153,123913,C(CC(=O)N)[C@@H](C(=O)O)NC(=O)CN,Unspecified,,,,Inhibition,=,4.55,%,
1027,103301275,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Unspecified,,,,Inhibition,=,-13.31,%,Outside typical range
1028,103301844,9912743,COC1=C(C(=CC=C1)OC)C2=CC=C(C=C2)C[C@@H](C(=O)O)NC(=O)C3=C(C=CC=C3Cl)Cl,Unspecified,,,,Inhibition,=,5.95,%,
1029,103302350,21704,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Unspecified,,,,Inhibition,=,-15.34,%,Outside typical range
1030,103302695,5881,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Unspecified,,,,Inhibition,=,-0.69,%,
1031,103303203,3423,CC1=C(C(=C(N1)C)C(=O)OC)C(=O)C2=CC=CC=C2CC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-0.6,%,
1032,103303599,66007,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,Unspecified,,,,Inhibition,=,-3.19,%,
1033,103303645,2239,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,Unspecified,,,,Inhibition,=,56.03,%,
1034,103303660,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Unspecified,,,,Inhibition,=,4.88,%,
1035,103303661,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,-7.4,%,
1036,103303757,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Unspecified,,,,Inhibition,=,2.37,%,
1037,103303791,71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Unspecified,,,,Inhibition,=,12.55,%,
1038,103303845,3033226,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,Unspecified,,,,Inhibition,=,4.58,%,
1039,103303917,3073499,C=CCN1CCN(CC1)C2=NC3=CC=CC=C3N=C2C#N,Unspecified,,,,Inhibition,=,-8.16,%,
1040,103303924,71113,CCCC(CCC)C(=O)N,Unspecified,,,,Inhibition,=,0.27,%,
1041,103303925,30951,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,Unspecified,,,,Inhibition,=,11.73,%,
1042,103304009,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,Inhibition,=,95.92,%,
1043,103304105,688145,CCNC(=O)/C=C/C1=CC(=CC=C1)Br,Unspecified,,,,Inhibition,=,6.26,%,
1044,103304109,33925,CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,-9.46,%,
1045,103304112,3081,CC1(C(=O)NC(=O)O1)C,Unspecified,,,,Inhibition,=,18.24,%,
1046,103304140,23668193,N(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,-8.58,%,
1047,103304486,5323714,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Inhibition,=,41.74,%,
1048,103305076,3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,Unspecified,,,,Inhibition,=,4.64,%,
1049,103305708,3241,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,Unspecified,,,,Inhibition,=,-3.27,%,
1050,103305803,9859407,CN1CC[C@@H]2CN3CCC4=C3C(=CC=C4)[C@@H]2C1,Unspecified,,,,Inhibition,=,15.76,%,
1051,103305811,73364,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Inhibition,=,9.55,%,
1052,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,Inhibition,=,-22.52,%,Outside typical range
1053,103305836,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,Inhibition,=,-5.43,%,
1054,103305895,65906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,Unspecified,,,,Inhibition,=,2.46,%,
1055,103306071,11103,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,Unspecified,,,,Inhibition,=,96.81,%,
1056,103306072,447865,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C)/C,Unspecified,,,,Inhibition,=,2.11,%,
1057,103306122,35793,CCN1C(=NNC1=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,-9.44,%,
1058,103306370,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Unspecified,,,,Inhibition,=,-3.33,%,
1059,103306419,9953185,CC1=CC2=C(C=C1)NC3=C2CCNC3CC4=C(C(=C(C=C4)OC)OC)Cl,Unspecified,,,,Inhibition,=,62.37,%,
1060,103306445,2466,CCCCOC1=CC=C(C=C1)CC(=O)NO,Unspecified,,,,Inhibition,=,15.69,%,
1061,103306567,3968,CCNCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Unspecified,,,,Inhibition,=,-1.6,%,
1062,103307060,6918493,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,Unspecified,,,,Inhibition,=,-9.97,%,
1063,103307946,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Unspecified,,,,Inhibition,=,8.95,%,
1064,103307981,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Unspecified,,,,Inhibition,=,0.3,%,
1065,103308470,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Unspecified,,,,Inhibition,=,18.79,%,
1066,103308477,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Unspecified,,,,Inhibition,=,1.9,%,
1067,103308722,223368,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,Unspecified,,,,Inhibition,=,4.54,%,
1068,103309289,1474853,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,Unspecified,,,,Inhibition,=,40.44,%,
1069,103309971,3973,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,-5.64,%,
1070,103310410,10302,CC1C2=CC(=C(C=C2CCN1)OC)OC,Unspecified,,,,Inhibition,=,10.11,%,
1071,103310465,5354033,C1=CC=C(C(=C1)N)S/C(=C(\C#N)/C(=C(/N)\SC2=CC=CC=C2N)/C#N)/N,Unspecified,,,,Inhibition,=,79.11,%,
1072,103310486,108144,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2Cl)CN3C(=C(N=N3)C(=O)N)N)Cl)Cl,Unspecified,,,,Inhibition,=,135.09,%,
1073,103310625,5842955,CS/C(=C(/C(=C(/SC)\N)/C#N)\C#N)/N,Unspecified,,,,Inhibition,=,17.66,%,
1074,103311041,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Unspecified,,,,Inhibition,=,4.02,%,
1075,103311098,190901,CN([C@H](CN1CCCC1)C2=CC=CC=C2)C(=O)CC3=CC=CC=C3,Unspecified,,,,Inhibition,=,-3.12,%,
1076,103311296,9863367,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F,Unspecified,,,,Inhibition,=,14.59,%,
1077,103311316,5166,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,Unspecified,,,,Inhibition,=,6.77,%,
1078,103311498,4670,CCCCCCCCCCCCCCCC(=O)C(F)(F)F,Unspecified,,,,Inhibition,=,-2.4,%,
1079,103311545,5186,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,Unspecified,,,,Inhibition,=,-7.62,%,
1080,103312146,115107,CCCN1CCO[C@@H]2[C@@H]1COC3=C2C=C(C=C3)O,Unspecified,,,,Inhibition,=,3.08,%,
1081,103312255,3034005,CNC(=S)C1(CCCS1)C2=CC=CC=N2,Unspecified,,,,Inhibition,=,41.77,%,
1082,103312717,5170952,CCC(=O)NC1CCC2=C(C1)C(=CC=C2)OC,Unspecified,,,,Inhibition,=,0.48,%,
1083,103312782,11824,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N,Unspecified,,,,Inhibition,=,13.77,%,
1084,103312859,699414,COC1=CC=C(C=C1)/C=C/C(=O)O,Unspecified,,,,Inhibition,=,27.98,%,
1085,103312959,6918324,CC(=O)C1=CC2=C(C=C1)OC([C@H]([C@H]2NC(=O)C3=CC(=C(C=C3)F)Cl)O)(C)C,Unspecified,,,,Inhibition,=,-5.7,%,
1086,103313732,6029,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,Inhibition,=,3.88,%,
1087,103314069,130956,C1=CC2=NC=C(N2C=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,Unspecified,,,,Inhibition,=,-0.97,%,
1088,103314113,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Unspecified,,,,Inhibition,=,18.04,%,
1089,103314161,,,Unspecified,,,,Inhibition,=,3.52,%,
1090,103314409,3995234,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=C1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,-2.55,%,
1091,103314688,11232124,C1CCN(CC1)C(=O)[C@H](CCNCC2=CC=C(C=C2)Cl)N,Unspecified,,,,Inhibition,=,38.37,%,
1092,103314903,216416,C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,54.26,%,
1093,103315066,9843900,CN(C)C(=O)[C@@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O,Unspecified,,,,Inhibition,=,7.81,%,
1094,103315422,40976,CCC12CC(=C)C3C(C1CC[C@]2(C#C)O)CCC4=CC(=O)CCC34,Unspecified,,,,Inhibition,=,4.14,%,
1095,103315611,40399,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,Unspecified,,,,Inhibition,=,-1.48,%,
1096,103315998,166558,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,Unspecified,,,,Inhibition,=,91.36,%,
1097,103316718,5486827,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8O6,Unspecified,,,,Inhibition,=,-7.8,%,
1098,103316777,50222,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC(=C(C(=C3)OC)OC)OC)O,Unspecified,,,,Inhibition,=,27.86,%,
1099,103317201,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,Unspecified,,,,Inhibition,=,8.9,%,
1100,103317256,2455,CC1=C(SN=N1)C(=O)NC2=CC=C(C=C2)N3C(=CC(=N3)C(F)(F)F)C(F)(F)F,Unspecified,,,,Inhibition,=,61.72,%,
1101,103317356,9893571,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)/C=C/C4=CC(=CC=C4)C(=O)O)Cl,Unspecified,,,,Inhibition,=,19.78,%,
1102,103318571,188942,C1CN(CCN1CC2=CN=C(N2)C3=CC=CC=C3)C4=NC=CC=N4,Unspecified,,,,Inhibition,=,-10.77,%,Outside typical range
1103,103319005,6918409,CC1=CC=C(C=C1)CC2(CCN(CC2)CCOC3=CC=C(C=C3)O)O,Unspecified,,,,Inhibition,=,22.3,%,
1104,103319405,1370,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCO3,Unspecified,,,,Inhibition,=,3.26,%,
