PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
2763,174006875,439804,C1[C@H]([C@H]([C@H](OC1O)CO)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00247029-02/250005216,,Inactive,,,,0,,,,,0,0,4,,-1.4555,,,,,,,,,,0.8676,,,0,,,,,0,,,-1.4555,,,,QC'd by SIGMA
2764,174006876,498102,C1=CN2[C@H]3[C@H]([C@H]([C@H](O3)CO)O)OC2=NC1=N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346726-01/250003661,,Inactive,,,,0,,,,,0,0,4,,-6.496,,,,,,,,,,0,,,0,,,,,-7.6944,,,-6.496,,,,QC'd by Selleck
2765,174006890,5284632,C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167438-02/249930937,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,2.9369,,,,0,,,,QC'd by Selleck
2766,174006898,6918456,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00188690-02/249931068,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,1.5255,,,,-3.9996,,,,0,,,,QC'd by Selleck
2767,174006904,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00253646-01/249931526,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,-2.7219,,,,-0.9372,,,,0,,,,QC'd by GVK
2768,174006918,4194514,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346521-01/250005607,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,-0.335,,,0,,,,QC'd by Selleck
2769,174006925,73265304,C1CCN(CC1)[C@@H]2[C@H](C[C@@H]([C@@H]2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00025325-03/250005386,,Inactive,,,,0,,-6.2,4.9549,0.6674,-6.6623,7,4,0 0 0 0,-3.0411,,,,,,,,,4.5627,,,,-12.2186,,,,-4.812,,,,-3.0411,,,,QC'd by SIGMA
2770,174006930,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00164336-05/250003472,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,-0.8611,,,0,,,,QC'd by Microsource
2771,174006953,29933626,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@H]([C@H](O2)CO)O)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345781-01/250006091,,Inactive,,,,0,,,,,0,0,4,,3.6718,,,,,,,,,,0,,,0.6362,,,,,0,,,3.6718,,,,QC'd by Carbosynth
2772,174006954,135398739,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00090691-03/249930958,,Inactive,,,,0,,,,,0,0,4,,2.8136,,,,,,,,,0,,,,3.9906,,,,3.7758,,,,2.8136,,,,QC'd by Prestwick
2773,174006970,24825971,CCNC1=CC(=NC(=N1)NC2=CC3=C(C=C2)N(C=C3)CC4=CC=CC=C4)NC5CCC(CC5)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346952-01/250005725,,Inactive,,,,0,,-4.9,4.5045,0.7581,-4.8396,-17.3973,4,0 0 0 1,-18.1528,,,,,,,,,,-13.7326,,,-20.7477,,,,,-6.533,,,-18.1528,,,,QC'd by EMD Chemicals
2774,174006989,73265322,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)NC([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C(NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00094763-03/250006088,,Inactive,,,,0,,,,,0,0,4,,-2.8944,,,,,,,,,,0,,,-3.4809,,,,,-7.4367,,,-2.8944,,,,QC'd by TCI
2775,174006990,65709,CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00186046-02/250005744,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SIGMA
2776,174007010,11248978,C1CN2C=C(C3=CC=CC(=C32)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345024-01/250002501,,Inactive,,,,0,,-5.35,4.9549,0.8324,-9.5779,5,4,0 0 0 0,-5.1139,,,,,,,,,,4.5555,,,4.9245,,,,,-14.2316,,,-5.1139,,,,QC'd by NCGCChem
2777,174007040,14825856,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346893-01/250005153,,Inactive,,,,0,,-4.35,4.9549,0.7763,1.0414,-10.6724,4,0 0 0 0,-1.6322,,,,,,,,,,-7.3349,,,-13.0603,,,,,-11.0374,,,-1.6322,,,,QC'd by Tocris
2778,174007053,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00164547-06/249931241,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,-7.7839,,,,0,,,,-0.9001,,,,0,,,,QC'd by Sequoia
2779,174007082,5166,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00025329-02/250006110,,Inactive,,,,0,,-4.4,4.9549,0.9504,-22.6897,0,4,0 0 0 0,-19.3248,,,,,,,,,,0,,,-2.4026,,,,,2.385,,,-19.3248,,,,QC'd by Tocris
2780,174007112,10322165,C[C@@H](C1=CC=CC=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC(C)C)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345816-01/250002842,,Inactive,,,,0,,-5.75,4.9549,0.9948,-11.0549,1.5,4,0 0 0 1,0,,,,,,,,,,1.6091,,,-7.3351,,,,,-11.7124,,,0,,,,QC'd by SantaCruz Bio
2781,174007115,439518,CC(C)C[C@H]([C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346895-01/250002971,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0.9558,,,0,,,,QC'd by SIGMA
2782,174007137,73265342,CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)C(=CN)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345739-02/250003651,,Inactive,,,,0,,,,,0,0,4,,1.3761,,,,,,,,,,0.8089,,,0,,,,,-6.0402,,,1.3761,,,,QC'd by Tocris
2783,174007161,73265349,C[C@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CC[C@]45[C@@]3(CC(=C([C@@H]4O5)O)C#N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00274061-01/249931384,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,-1.4833,,,,0,,,,QC'd by Selleck
2784,174007164,170361,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00247735-02/249931882,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Selleck
2785,174007178,73265352,C[C@@]12[C@@H](C(C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)N(C)C(=O)C9=CC=CC=C9)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345083-01/250003452,,Inactive,,,,0,,,,,0,0,4,,0.8224,,,,,,,,,,0,,,2.813,,,,,0,,,0.8224,,,,QC'd by LC Labs
2786,174007181,54675779,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00091268-11/250002658,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,-6.8411,,,,,0,,,0,,,,QC'd by Microsource
2787,174007192,73265358,CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)[O-])OC)C)O)C)[C@H]4[C@@H](C[C@@H](O4)[C@@H]5[C@@H](C[C@H]([C@@](O5)(CO)O)C)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00179454-04/250005836,,Inactive,,,,0,,,,,0,0,4,,3.8137,,,,,,,,,-4.4523,,-0.3997,,,,,,0,,3.8137,,,,,,QC'd by Selleck
2788,174007228,5352,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00015970-10/250005770,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,1.557,,,,,0,,,0,,,,QC'd by Microsource
2789,174007232,65373,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346838-01/250003218,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SIGMA
2790,174007246,2826191,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263694-01/250003266,,Inactive,,,,0,,,,,0,0,4,,3.1851,,,,,,,,,,1.9501,,,0,,,,,0,,,3.1851,,,,QC'd by NCGCChem
2791,174007250,5210,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00092357-04/250002806,,Inactive,,,,0,,-4.65,1.331,0.9992,-17.7351,-3.4794,4,0 0 0 0,-14.7792,,,,,,,,,,-3.7328,,,-4.0908,,,,,-9.9084,,,-14.7792,,,,QC'd by Microsource
2792,174007259,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00016794-14/250003552,,Inactive,,,,0,,-6.05,4.9549,0.7732,-9.564,-22.821,4,0 0 0 1,-19.3718,,,,,,,,,,-19.8508,,,-6.3033,,,,,-12.5983,,,-19.3718,,,,QC'd by Microsource
2793,174007264,4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00095188-04/250002746,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,-3.5318,,,0,,,,,0,,,0,,,,QC'd by Microsource
2794,174007284,54687,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00188962-02/249931331,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,1.5336,,,,0.3136,,,,-7.2838,,,,0,,,,QC'd by Prestwick
2795,174007287,73265369,C[C@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2OC(=O)CCC4CCCC4)CCC5=CC(=O)CC[C@]35C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346736-01/250003027,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,2.6335,,,0.9482,,,,,-3.8864,,,0,,,,QC'd by Selleck
2796,174007296,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167453-02/249931291,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0.163,,,,0,,,,0,,,,QC'd by Selleck
2797,174007301,73265371,C[C@]12CC[C@H]3[C@H]([C@H]1[C@H]([C@H]([C@H]2O)O)O)CCC4=C3C=CC(=C4)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345819-01/250005980,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,2.3981,,,,,-1.2587,,,0,,,,QC'd by Toronto Research
2798,174007302,9934458,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00092344-05/250003484,,Inactive,,,,0,,,,,0,0,4,,-0.5391,,,,,,,,,,0,,,0,,,,,0,,,-0.5391,,,,QC'd by NCGCChem
2799,174007307,73265372,C1CN(C(=O)NC1O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345810-01/250005746,,Inactive,,,,0,,,,,0,0,4,,-4.1658,,,,,,,,,,-1.5238,,,-5.4815,,,,,0,,,-4.1658,,,,QC'd by EMD Chemicals
2800,174007324,91649,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00091014-06/250005830,,Inactive,,,,0,,-4.4,4.9549,0.9814,-31.6955,3,4,0 0 0 0,-26.8296,,,,,,,,,,0,,,4.6669,,,,,2.7986,,,-26.8296,,,,QC'd by SIGMA
2801,174007328,73265375,C[C@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00164789-05/250003320,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Selleck
2802,174007365,24798764,CC1CCC(CC1)C(=O)N(C2CCC(CC2)O)C3=C(SC(=C3)C#CC(C)(C)C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346532-01/250003445,,Inactive,,,,0,,,,,0,0,4,,-1.1313,,,,,,,,,,0,,,0.8005,,,,,1.0975,,,-1.1313,,,,QC'd by Selleck
2803,174007366,154943,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00167503-02/250005925,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,1.7061,,,,0,,,,0,,,,0,,,,QC'd by Carbosynth
2804,174007375,248,C[N+](C)(C)CC(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015150-04/249932016,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Selleck
2805,174007383,5483090,CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2=CC=C(C=C2)F)CC(=O)[C@H](C(C)C)NC(=O)C3=NOC(=C3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346443-01/250003467,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,4.3023,,,2.7358,,,,,0,,,0,,,,QC'd by Axon Medchem
2806,174007400,66144,CCOC(=O)C(=O)CBr,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346824-01/250006008,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SIGMA
2807,174007403,11963194,CC1CCC(CC1)C(=O)N(C2CCC(CC2)OC)C3=C(SC(=C3)C4=CCCCC4)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346467-01/250005870,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,-2.0195,,,,,0,,,0,,,,QC'd by Ontario Chemicals
2808,174007408,26604446,C[C@]12C[C@@H]([C@@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00274065-01/249930928,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Selleck
2809,174007427,115150,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346949-01/250005258,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by SantaCruz Bio
2810,174007452,247705,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00095486-03/250006007,,Inactive,,,,0,,,,,0,0,4,,0.0801,,,,,,,,,,0,,,0,,,,,3.0894,,,0.0801,,,,QC'd by Microsource
2811,174007462,,,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346930-01/250005271,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,2.4996,,,0,,,,QC'd by Sequoia
2812,174007475,73265415,CC[C@H](C=C[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00142599-02/250005402,,Inactive,,,,0,,-5.1,2.3531,0.9968,1.5,-36.4924,4,0 0 0 0,0,,,,,,,,,-37.4929,,-34.9323,,,,,,-14.1481,,0,,,,,,QC'd by Selleck
2813,174007476,73265416,CC(C)(C)OC(=O)N[C@H]1CCCCCC=C[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346498-01/250006031,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Selleck
2814,174007479,16533,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00274064-01/249930983,,Inactive,,,,0,,-5.1,4.9549,0.5167,5.5,-4.9909,4,0 0 0 1,-1.1969,,,,,,,,,0,,,,-9.9924,,,,3.908,,,,-1.1969,,,,QC'd by Selleck
2815,174007481,128878,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)N=C(N2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346835-01/250005613,,Inactive,,,,0,,,,,0,0,4,,-1.8279,,,,,,,,,0,,3.5277,,,,,,0,,-1.8279,,,,,,QC'd by SIGMA
2816,174007484,3570748,COC1(CCN(CC1)CCC2=CNC3=C2C=C(C=C3)F)CS(=O)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00025092-02/250003667,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,,0,,,0,,,,,0,,,0,,,,QC'd by Axon Medchem
2817,174007485,198792,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00253737-01/249931751,,Inactive,,,,0,,-6.2,4.9549,0.9985,0,-14.9414,4,0 0 0 0,0,,,,,,,,,-12.4511,,,,0,,,,0.4181,,,,0,,,,QC'd by GVK
2818,225144170,145742,C1C[C@H](NC1)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00014017-03/249930964,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,-0.1476,,,,0.5889,,,,-2.1726,,,,0,,,,QC'd by SIGMA
2819,225144171,119,C(CC(=O)O)CN,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015043-10/249931043,,Inactive,,,,0,,-5.5,4.4495,1,-21.039,0,4,0 0 0 1,0,,,,,,,,0,,,,-0.192,,,-19.6158,,,,0,,,,,,QC'd by Vitas
2820,225144172,2993,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015339-07/249930722,,Inactive,,,,0,,-5.75,3.5117,0.9988,-25.1523,0.5,4,0 0 0 0,-25.1269,,,,,,0,,,0.6227,,,,-18.1587,,,,-25.1269,,,,,,,,QC'd by Prestwick
2821,225144174,6082,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00015692-08/249931389,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,,0,,,,0,,,,0,,,,QC'd by Prestwick
2822,225144175,5665,C=CC(CCC(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00016087-11/249931194,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,,0,,,0,,,,0,,,,,,QC'd by Tocris
2823,225144176,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p1-npc/NCGC00016270-09/249931963,,Inactive,,,,0,,,,,0,0,4,,0,0,,3.6905,,,0,,,,0,,,,,,,,,,,,,,,QC'd by Enzo
