PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
49,103164534,127382,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,Unspecified,,,,Inhibition,=,21.49,%,
50,103164546,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,13.07,%,
51,103164548,5284616,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,Unspecified,,,,Inhibition,=,19.32,%,
52,103164548,5284616,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,Unspecified,,,,Inhibition,=,12.54,%,
53,103164549,445643,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,Unspecified,,,,Inhibition,=,5.536,%,
54,103164550,445501,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCC2=CN=CC=C2,Unspecified,,,,Inhibition,=,11.09,%,
55,103164566,8739,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,Unspecified,,,,Inhibition,=,10.67,%,
56,103164566,8739,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,Unspecified,,,,Inhibition,=,9.04,%,
57,103164594,72894,C1=CC=C(C(=C1)N)S(=O)(=O)N,Unspecified,,,,Inhibition,=,3.063,%,
58,103164619,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Unspecified,,,,Inhibition,=,-0.34,%,
59,103164643,2230,CN1CCC=C(C1)C(=O)OC,Unspecified,,,,Inhibition,=,17.68,%,
60,103164678,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Unspecified,,,,Inhibition,=,14.31,%,
61,103164678,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Unspecified,,,,Inhibition,=,15.15,%,
62,103164700,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,Unspecified,,,,Inhibition,=,10.85,%,
63,103164700,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,Unspecified,,,,Inhibition,=,8.49,%,
64,103164710,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Unspecified,,,,Inhibition,=,14.41,%,
65,103164710,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Unspecified,,,,Inhibition,=,5.694,%,
66,103164722,4687472,C1=CC(=C(C=C1S(=O)(=O)N)F)N,Unspecified,,,,Inhibition,=,23.05,%,
67,103164734,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Unspecified,,,,Inhibition,=,18.3,%,
68,103164734,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Unspecified,,,,Inhibition,=,9.91,%,
69,103164734,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Unspecified,,,,Inhibition,=,-19.29,%,Outside typical range
70,103164735,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Unspecified,,,,Inhibition,=,9.824,%,
71,103164740,69561,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(F)(F)F,Unspecified,,,,Inhibition,=,26.27,%,
72,103164761,1502014,C1=CC(=C(C=C1S(=O)(=O)N)Cl)N,Unspecified,,,,Inhibition,=,19.43,%,
73,103164769,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Unspecified,,,,Inhibition,=,14.84,%,
74,103164769,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Unspecified,,,,Inhibition,=,16.04,%,
75,103164804,732267,CC1(N=C(N=C(N1C2=CC=C(C=C2)Br)N)N)C,Unspecified,,,,Inhibition,=,4.91,%,
76,103164806,5702063,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl,Unspecified,,,,Inhibition,=,39.18,%,
77,103164817,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Unspecified,,,,Inhibition,=,1.7,%,
78,103164817,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Unspecified,,,,Inhibition,=,12.64,%,
79,103164821,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Unspecified,,,,Inhibition,=,27.45,%,
80,103164821,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Unspecified,,,,Inhibition,=,19.12,%,
81,103164854,323,C1=CC=C2C(=C1)C=CC(=O)O2,Unspecified,,,,Inhibition,=,23.55,%,
82,103164854,323,C1=CC=C2C(=C1)C=CC(=O)O2,Unspecified,,,,Inhibition,=,24.36,%,
83,103164872,39186,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,Unspecified,,,,Inhibition,=,1.94,%,
84,103164873,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Unspecified,,,,Inhibition,=,6.73,%,
85,103164873,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Unspecified,,,,Inhibition,=,3.46,%,
86,103164874,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Unspecified,,,,Inhibition,=,7.548,%,
87,103164936,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,Unspecified,,,,Inhibition,=,18.67,%,
88,103164944,338,C1=CC=C(C(=C1)C(=O)O)O,Unspecified,,,,Inhibition,=,32.4,%,
89,103164944,338,C1=CC=C(C(=C1)C(=O)O)O,Unspecified,,,,Inhibition,=,13.84,%,
90,103164951,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,Unspecified,,,,Inhibition,=,8.37,%,
91,103164952,2331,C1=CC=C(C=C1)C(=O)N,Unspecified,,,,Inhibition,=,14.46,%,
92,103164961,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,Unspecified,,,,Inhibition,=,12.14,%,
93,103164995,407233,CC1(N=C(N=C(N1C2=CC(=CC=C2)Cl)N)N)C,Unspecified,,,,Inhibition,=,21.63,%,
94,103165007,135408753,C1=CC=C2C(=C1)C(=O)NC=N2,Unspecified,,,,Inhibition,=,37.21,%,
95,103165035,4033,CN(CCCl)CCCl,Unspecified,,,,Inhibition,=,12.62,%,
96,103165116,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,Unspecified,,,,Inhibition,=,99.04,%,
97,103165167,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Unspecified,,,,Inhibition,=,17.13,%,
98,103165236,4553,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2,Unspecified,,,,Inhibition,=,15.83,%,
99,103165247,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Unspecified,,,,Inhibition,=,22.31,%,
100,103165247,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Unspecified,,,,Inhibition,=,8.909,%,
101,103165259,3123920,CC(C)NCC(COC1=CC=CC=C1)O,Unspecified,,,,Inhibition,=,22.71,%,
102,103165295,64971,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,Unspecified,,,,Inhibition,=,-9.941,%,
103,103165320,152946,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,Unspecified,,,,Inhibition,=,29.02,%,
104,103165376,9571107,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,Unspecified,,,,Inhibition,=,16.45,%,
105,103165510,16760703,CCCC(CCC)C(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,14.69,%,
106,103165526,1574,CC1=C(C2=C(N1)C=CC(=C2)O)CCN,Unspecified,,,,Inhibition,=,27.42,%,
107,103165545,337359,C1COC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F,Unspecified,,,,Inhibition,=,18.78,%,
108,103165561,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Unspecified,,,,Inhibition,=,16.24,%,
109,103165561,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Unspecified,,,,Inhibition,=,24.02,%,
110,103165562,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Unspecified,,,,Inhibition,=,24.33,%,
111,103165583,457928,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CC(C)(C)C(=O)O)C)C(=O)O,Unspecified,,,,Inhibition,=,10.87,%,
112,103165594,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,15.51,%,
113,103165594,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,15.45,%,
114,103165598,53359,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,Unspecified,,,,Inhibition,=,26.44,%,
115,103165598,53359,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,Unspecified,,,,Inhibition,=,16.95,%,
116,103165609,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Unspecified,,,,Inhibition,=,33.97,%,
117,103165643,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,9.29,%,
118,103165643,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,20.65,%,
119,103165644,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,15.43,%,
120,103165674,3000715,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,Unspecified,,,,Inhibition,=,19.2,%,
121,103165712,1833,COC1=CC2=C(C=C1)NC=C2CCN,Unspecified,,,,Inhibition,=,12.01,%,
122,103165713,444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,Unspecified,,,,Inhibition,=,-64.74,%,Outside typical range
123,103165713,444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,Unspecified,,,,Inhibition,=,9.43,%,
124,103165713,444795,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,Unspecified,,,,Inhibition,=,1.859,%,
125,103165719,5202,C1=CC2=C(C=C1O)C(=CN2)CCN,Unspecified,,,,Inhibition,=,4.97,%,
126,103165728,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Unspecified,,,,Inhibition,=,7.92,%,
127,103165746,2399,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,Unspecified,,,,Inhibition,=,13.27,%,
128,103165750,5311200,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,Inhibition,=,16.84,%,
129,103165751,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,31.05,%,
130,103165753,2396,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,Unspecified,,,,Inhibition,=,26.23,%,
131,103165753,2396,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,Unspecified,,,,Inhibition,=,25.14,%,
132,103165765,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Unspecified,,,,Inhibition,=,8.95,%,
133,103165769,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Unspecified,,,,Inhibition,=,12.62,%,
134,103165775,7090,C1CN(NC1=O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,-4.74,%,
135,103165831,4737,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,Unspecified,,,,Inhibition,=,8.131,%,
136,103165858,237,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,Unspecified,,,,Inhibition,=,-4.1,%,
137,103165910,4099,CCC1(C(=O)NC(=O)N(C1=O)C)CC,Unspecified,,,,Inhibition,=,2.751,%,
138,103165982,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,10.42,%,
139,103165982,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,28.11,%,
140,103166010,5330,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Inhibition,=,17.44,%,
141,103166017,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,Unspecified,,,,Inhibition,=,4.4,%,
142,103166018,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Unspecified,,,,Inhibition,=,13.66,%,
143,103166066,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Unspecified,,,,Inhibition,=,21.46,%,
144,103166066,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Unspecified,,,,Inhibition,=,-0.52,%,
145,103166066,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Unspecified,,,,Inhibition,=,-1.981,%,
146,103166129,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Unspecified,,,,Inhibition,=,0.4834,%,
147,103166132,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Unspecified,,,,Inhibition,=,22.58,%,
148,103166132,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Unspecified,,,,Inhibition,=,1.568,%,
149,103166215,1697,C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4,Unspecified,,,,Inhibition,=,5.181,%,
150,103166240,6711154,C1=CC(=CC=C1NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)F)F,Unspecified,,,,Inhibition,=,-0.207,%,
151,103166269,6758,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Unspecified,,,,Inhibition,=,8.31,%,
152,103166276,38409,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,Unspecified,,,,Inhibition,=,4.183,%,
153,103166320,5327723,C1=CC=C2C(=C1)C3=C4C(=C5C6=CC=CC=C6NC5=C3N2)C(=O)NC4=O,Unspecified,,,,Inhibition,=,5.41,%,
154,103166322,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,Unspecified,,,,Inhibition,=,-21,%,Outside typical range
155,103166322,2051,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,Unspecified,,,,Inhibition,=,-15.8,%,Outside typical range
156,103166445,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Unspecified,,,,Inhibition,=,7.55,%,
157,103166445,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Unspecified,,,,Inhibition,=,31.76,%,
158,103166463,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Unspecified,,,,Inhibition,=,15.79,%,
159,103166463,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Unspecified,,,,Inhibition,=,20.61,%,
160,103166507,5962,C(CCN)C[C@@H](C(=O)O)N,Unspecified,,,,Inhibition,=,9.479,%,
161,103166547,214350,COC1=C(C=C(C=C1)Cl)[C@]2(C3=C(C=C(C=C3)C(F)(F)F)NC2=O)F,Unspecified,,,,Inhibition,=,22.34,%,
162,103166621,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Unspecified,,,,Inhibition,=,21.17,%,
163,103166710,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,Unspecified,,,,Inhibition,=,15.63,%,
164,103166710,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,Unspecified,,,,Inhibition,=,-4.752,%,
165,103166802,461776,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N,Unspecified,,,,Inhibition,=,8.19,%,
166,103166817,39065,CC1=CC(=CC=C1)OC2=CNC(=O)N=C2,Unspecified,,,,Inhibition,=,16.91,%,
167,103166960,56971,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,Unspecified,,,,Inhibition,=,4.178,%,
168,103167026,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Unspecified,,,,Inhibition,=,88.98,%,
169,103167026,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,Unspecified,,,,Inhibition,=,93.67,%,
170,103167027,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Unspecified,,,,Inhibition,=,1.273,%,
