PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Data Validity Comment
6215,163320808,44137675,CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,Unspecified,,,,Inhibition,=,14.21,%,
6216,163321308,24788740,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,Unspecified,,,,Inhibition,=,16.38,%,
6217,163321410,58539171,CCNC1=NC(=NC=C1C(F)(F)F)NC2=C(C=C(C(=C2)F)C(=O)N3CCOCC3)OC,Unspecified,,,,Inhibition,=,15.07,%,
6218,163321465,10343454,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=[N+](C=C3)[O-],Unspecified,,,,Inhibition,=,-1.384,%,
6219,163322019,53377411,C1=CC=C2C(=C1)NC(=O)C(=N2)C3=C(C=C(C=C3)Cl)NC(=O)C4=CC=CS4,Unspecified,,,,Inhibition,=,28.29,%,
6220,163322645,,,Unspecified,,,,Inhibition,=,13.84,%,
6221,163322656,56959086,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O.C(=O)(C(=O)O)O,Unspecified,,,,Inhibition,=,13.22,%,
6222,163322661,6917864,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,Unspecified,,,,Inhibition,=,27.12,%,
6223,163322661,6917864,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,Unspecified,,,,Inhibition,=,4.084,%,
6224,163322669,3004085,COC1=C2C(=C(C=C1)OC)NC3=CC=CC=C3C2=S,Unspecified,,,,Inhibition,=,35.53,%,
6225,163322672,10521421,CCN(CC)CCCCN1C2=CC=CC=C2OC3=C1C=C(C=C3)Cl,Unspecified,,,,Inhibition,=,4.299,%,
6226,163322673,4536383,C1COCCN(CCOCCOCCN1CC2=CC=C(C=C2)[N+](=O)[O-])CC3=CC=C(C=C3)[N+](=O)[O-],Unspecified,,,,Inhibition,=,13.58,%,
6227,163322681,135413539,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC.C(=C\C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,-1.808,%,
6228,163322682,236702,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,Unspecified,,,,Inhibition,=,39.54,%,
6229,163323209,16222096,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,Unspecified,,,,Inhibition,=,5.591,%,
6230,163323440,2296132,CCCCOC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)F,Unspecified,,,,Inhibition,=,-0.3235,%,
6231,163324011,5458190,CCC1=C[C@H]2C[C@]3([C@@H]1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC,Unspecified,,,,Inhibition,=,4.527,%,
6232,163324074,44540282,C1COCCC1N2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,Unspecified,,,,Inhibition,=,35.16,%,
6233,163324555,2315499,C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=CC(=C3)C(=O)O,Unspecified,,,,Inhibition,=,14.18,%,
6234,163324801,51049968,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,Unspecified,,,,Inhibition,=,37.92,%,
6235,163325349,54758482,C[C@H](CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C,Unspecified,,,,Inhibition,=,16.51,%,
6236,163325435,68107965,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,Unspecified,,,,Inhibition,=,0.5363,%,
6237,163325437,57748689,CC[C@@H](C)NC1=C(C=C(C(=C1)C(=O)NC2CC3CCC(C2)N3C4=NC=C(C=C4)C(=O)C5CC5)C)C(=O)N,Unspecified,,,,Inhibition,=,50.98,%,
6238,163325652,441375,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,0.85,%,
6239,163325933,59174579,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F,Unspecified,,,,Inhibition,=,3.228,%,
6240,163326067,10200390,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC,Unspecified,,,,Inhibition,=,0.12,%,
6241,163326084,92094,CC1=CC(=CC2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O,Unspecified,,,,Inhibition,=,9.841,%,
6242,163326087,24248347,CCC(C1=CC=CC=C1)C(=O)NC2=CC=CC=C2N3CCCC3,Unspecified,,,,Inhibition,=,29.15,%,
6243,163326093,3707,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O,Unspecified,,,,Inhibition,=,-1.38,%,
6244,163326104,11628205,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N.CS(=O)(=O)O,Unspecified,,,,Inhibition,=,4.589,%,
6245,163326128,119583,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,11.22,%,
6246,163326128,119583,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Inhibition,=,-5.345,%,
6247,163326142,25078429,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O,Unspecified,,,,Inhibition,=,0.266,%,
6248,163326535,25183872,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,Unspecified,,,,Inhibition,=,15.12,%,
6249,163326535,25183872,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,Unspecified,,,,Inhibition,=,1.564,%,
6250,163327014,45279963,C1CC2=C(C=CC(=C2)NC3=C(C=C(C=C3)F)F)C(=O)C4=C1C=CC(=C4)OC[C@@H](CO)O,Unspecified,,,,Inhibition,=,15.09,%,
6251,163327014,45279963,C1CC2=C(C=CC(=C2)NC3=C(C=C(C=C3)F)F)C(=O)C4=C1C=CC(=C4)OC[C@@H](CO)O,Unspecified,,,,Inhibition,=,-17.58,%,Outside typical range
6252,163327156,25022340,C[C@@H](C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)CC(C)C)NC,Unspecified,,,,Inhibition,=,24.66,%,
6253,163327446,9884817,C1C[C@@H]([C@H](C1)O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,,Inhibition,=,10.83,%,
6254,163327653,6918612,CN1[C@H]2C[C@@H](C[C@@H]1[C@H](C2)O)OC(=O)[C@H](CO)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,21.72,%,
6255,163327778,24753719,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,Unspecified,,,,Inhibition,=,1.436,%,
6256,163327784,21450,C1=CC(=CC=C1C(=O)NN)N,Unspecified,,,,Inhibition,=,16.68,%,
6257,163328273,2309238,CC(=C)C1=CC(=CC=C1)C(C)(C)NC(=O)NC2=CC3=C(C=C2)OCCO3,Unspecified,,,,Inhibition,=,10.84,%,
6258,163328379,71271629,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O,Unspecified,,,,Inhibition,=,-16.97,%,Outside typical range
6259,163328379,71271629,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O,Unspecified,,,,Inhibition,=,-0.2924,%,
6260,163328661,59239114,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4=NC=CC=N4)C(=N2)N5CCOC[C@@H]5C,Unspecified,,,,Inhibition,=,4.75,%,
6261,163328728,46213949,CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CC(=O)O,Unspecified,,,,Inhibition,=,7.83,%,
6262,163328728,46213949,CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CC(=O)O,Unspecified,,,,Inhibition,=,1.572,%,
6263,163328926,71268957,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,Unspecified,,,,Inhibition,=,24.18,%,
6264,163329013,15664,CC1=CN=C(C=C1)C2=NC=C(C=C2)C,Unspecified,,,,Inhibition,=,8.918,%,
6265,163329369,49784002,CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5,Unspecified,,,,Inhibition,=,-37.72,%,Outside typical range
6266,163329461,441371,CCCCCCCCCCCCOS(=O)(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,Unspecified,,,,Inhibition,=,20.05,%,
6267,163329469,,,Unspecified,,,,Inhibition,=,-2.688,%,
6268,163329469,,,Unspecified,,,,Inhibition,=,0.8601,%,
6269,163329471,71457947,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N.OS(=O)(=O)O.OS(=O)(=O)O,Unspecified,,,,Inhibition,=,3.651,%,
6270,163329473,66577068,CC1OC2(CN3CCC2CC3)CS1.O.Cl,Unspecified,,,,Inhibition,=,2.284,%,
6271,163329486,216345,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,Unspecified,,,,Inhibition,=,-0.7111,%,
6272,163329494,3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,Unspecified,,,,Inhibition,=,17.22,%,
6273,163329494,3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,Unspecified,,,,Inhibition,=,14.13,%,
6274,163329581,14810948,C1CCN([C@H](C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,Unspecified,,,,Inhibition,=,8.674,%,
6275,163329980,71458157,CN1CCC[C@H]1C2=CN=CC(=C2)C#C.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,7.746,%,
6276,163330298,46196517,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl,Unspecified,,,,Inhibition,=,12.37,%,
6277,163330941,11545682,CC1=CC(=C(C=C1)C)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Unspecified,,,,Inhibition,=,20.09,%,
6278,163330965,71458725,C1CC2=NC3=CC=CC=C3CN2C1.O.Cl,Unspecified,,,,Inhibition,=,14.3,%,
6279,163331176,25099191,C1=CC(=CC=C1C2=C(N=CN=C2OCCOC3=NC=C(C=N3)Br)NS(=O)(=O)N)Br,Unspecified,,,,Inhibition,=,8.054,%,
6280,163331264,56962336,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,Unspecified,,,,Inhibition,=,14.16,%,
6281,163331264,56962336,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,Unspecified,,,,Inhibition,=,8.067,%,
6282,163331277,58539301,CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC,Unspecified,,,,Inhibition,=,18.93,%,
6283,163331527,18096680,C1CC(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3,Unspecified,,,,Inhibition,=,20.39,%,
6284,163331671,59671085,C[C@@H]1C[C@@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,Unspecified,,,,Inhibition,=,-2.923,%,
6285,163331767,59317173,CN1C(=O)N(C(=O)[C@]1(CO)C2=CC=CC=C2)C3=CC(=C(C=C3)C#N)C(F)(F)F,Unspecified,,,,Inhibition,=,0.3065,%,
6286,163331911,49765871,C1CC1CC2=NN=C3N2C=CC(=C3C(F)(F)F)N4CCC(CC4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,19.48,%,
6287,163332079,24767976,CC1=C(C=C(C=C1)OC2=NN3C=C(N=C3C=C2)NC(=O)C4CC4)NC(=O)C5=CC(=NN5C)C,Unspecified,,,,Inhibition,=,-13.03,%,Outside typical range
6288,163332956,57340686,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)/C=C/CN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4,Unspecified,,,,Inhibition,=,7.48,%,
6289,163333081,46843057,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)N[C@@H](CC3=CC(=CC=C3)F)CN)Cl,Unspecified,,,,Inhibition,=,10.02,%,
6290,163333081,46843057,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)N[C@@H](CC3=CC(=CC=C3)F)CN)Cl,Unspecified,,,,Inhibition,=,-7.222,%,
6291,163333100,108052,C[C@@]12CCC3=C([C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O)C=CO3,Unspecified,,,,Inhibition,=,6.542,%,
6292,163333106,4239764,C1C2CC3CC1CC(C2)C3N=C(N)NC4=CC=C(C=C4)I,Unspecified,,,,Inhibition,=,16.11,%,
6293,163333111,712934,C1CN(CC2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)O,Unspecified,,,,Inhibition,=,2.25,%,
6294,163333567,65326,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.Cl,Unspecified,,,,Inhibition,=,22.44,%,
6295,163334520,15331,CN(C)NC(=O)CCC(=O)O,Unspecified,,,,Inhibition,=,23.94,%,
6296,163334735,24961094,C1CCC(CC1)N(CCNCCC2=C3C(=C(C=C2)O)NC(=O)CO3)C(=O)CCNCCC4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,Inhibition,=,26.26,%,
6297,163334735,24961094,C1CCC(CC1)N(CCNCCC2=C3C(=C(C=C2)O)NC(=O)CO3)C(=O)CCNCCC4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,Inhibition,=,4.828,%,
6298,163334751,44247568,CC1=CC(=NN1C2=CC3=CC=CC=C3C=C2)OCCN4CCOCC4,Unspecified,,,,Inhibition,=,18.01,%,
6299,163335469,9841560,C1C(=O)NC2=C(C(=N1)C3=CC(=CC=C3)Br)OC4=CC=CC=C42,Unspecified,,,,Inhibition,=,14.66,%,
6300,163335519,71461003,CC1=NN=C(S1)SC2=NC=NC3=CC(=C(C=C32)OC)OC,Unspecified,,,,Inhibition,=,33.36,%,
6301,163335603,11656002,C1C2=C(C=CN=C2OCC(=O)N1CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC=CC=C4F,Unspecified,,,,Inhibition,=,-0.9218,%,
6302,163336442,9992825,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O,Unspecified,,,,Inhibition,=,-0.3242,%,
6303,163336445,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,Unspecified,,,,Inhibition,=,11.19,%,
6304,163336445,2044,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,Unspecified,,,,Inhibition,=,6.898,%,
6305,163336475,17756791,CC1=CC2=C(C=C1C=O)N(C3=NC(=O)NC(=O)C3=N2)C,Unspecified,,,,Inhibition,=,14.26,%,
6306,163336479,5970,C[N+](C)(C)CC(CC(=O)O)O.[Cl-],Unspecified,,,,Inhibition,=,13.41,%,
6307,163336492,44607965,C1=CC(=CC(=C1)S(=O)(=O)N2C=CC=C2/C=C(\C#N)/S(=O)(=O)C3=CC=C(C=C3)F)[N+](=O)[O-],Unspecified,,,,Inhibition,=,3.225,%,
6308,163336959,46742353,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,11.91,%,
6309,163337001,44123657,C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)COCC3=NC4=C(N3)C=C(C=C4)[N+](=O)[O-],Unspecified,,,,Inhibition,=,6.246,%,
6310,163337181,135981331,C1=CC(=C(C=C1Cl)C2=NNN=C2)O,Unspecified,,,,Inhibition,=,15.92,%,
6311,163337735,2819993,CC(=O)C1=CC(=C(S1)SC2=C(C(=CC=C2)Cl)Cl)[N+](=O)[O-],Unspecified,,,,Inhibition,=,-1.972,%,
6312,163337967,9838729,C1=CC(=NC=C1F)C2=NOC(=N2)C3=CC(=CC(=C3)C#N)F,Unspecified,,,,Inhibition,=,10.81,%,
6313,163338456,57345941,CC(C)NC(=O)C1CCC(CC1)N2C3=C(C=CC(=C3)CN4CCC(CC4)C(C)(C)O)N=C2NC(=O)C5=CC=C(C=C5)F,Unspecified,,,,Inhibition,=,6.68,%,
6314,163338620,44208849,CCC1=CC(=C(C=C1F)OC2=C(C=C(C=C2)C(=O)N)F)O,Unspecified,,,,Inhibition,=,3.94,%,
6315,163338793,71462653,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,Unspecified,,,,Inhibition,=,19.52,%,
6316,163338793,71462653,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,Unspecified,,,,Inhibition,=,-0.7184,%,
6317,163338886,44135961,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CC(C2)(C)C)C,Unspecified,,,,Inhibition,=,14.42,%,
6318,163339142,9822204,CS(=O)(=O)O.C1=CSC(=C1)C(=O)OC2=CC3=C(C=C2)C=C(S3)C(=N)N,Unspecified,,,,Inhibition,=,8.808,%,
6319,163339240,53377448,CC(C)C1=CC(=C(C=C1)NC(=O)C2=CC=CS2)C3=NC4=CC=CC=C4NC3=O,Unspecified,,,,Inhibition,=,6.1,%,
6320,163339240,53377448,CC(C)C1=CC(=C(C=C1)NC(=O)C2=CC=CS2)C3=NC4=CC=CC=C4NC3=O,Unspecified,,,,Inhibition,=,31.01,%,
6321,163339891,23716436,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O.[Na+],Unspecified,,,,Inhibition,=,14.29,%,
6322,164127590,23669322,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+],Unspecified,,,,Inhibition,=,6.645,%,
6323,164127596,781301,COC1=CC=C(C=C1)CNCC2=CC=CC3=CC=CC=C32,Unspecified,,,,Inhibition,=,7.773,%,
6324,164127604,11609586,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,Unspecified,,,,Inhibition,=,-9.119,%,
6325,164127605,5361871,CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,Unspecified,,,,Inhibition,=,8.54,%,
6326,164127979,272513,CC1=CC=C(C=C1)S(=O)(=O)C2=C(C=C(C=C2C)C)C,Unspecified,,,,Inhibition,=,9.84,%,
6327,164128508,4332683,CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OC(=O)C2(C(F)(F)F)O,Unspecified,,,,Inhibition,=,12.17,%,
6328,164128845,67960134,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)/C=C/C4=NN=C(O4)C5=CC=C(C=C5)C#N,Unspecified,,,,Inhibition,=,9.679,%,
6329,164129602,44599207,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,Unspecified,,,,Inhibition,=,16.98,%,
6330,164129602,44599207,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,Unspecified,,,,Inhibition,=,2.722,%,
6331,164129833,44473434,C[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl,Unspecified,,,,Inhibition,=,3.147,%,
6332,164129961,44557636,C1=CC=NC(=C1)C#CCCC2=CN3C=C(C=CC3=N2)F,Unspecified,,,,Inhibition,=,10.33,%,
6333,164130361,3463933,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Unspecified,,,,Inhibition,=,7.367,%,
6334,164130396,11539025,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N,Unspecified,,,,Inhibition,=,-46.23,%,Outside typical range
6335,164130854,22200891,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2C=C(C=C2C)C)C,Unspecified,,,,Inhibition,=,17.4,%,
6336,164130854,22200891,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2C=C(C=C2C)C)C,Unspecified,,,,Inhibition,=,5.885,%,
6337,164131048,71552169,CN1C(=O)C2=CC=CC=C2C(=N1)CC(=O)NC3=CC(=C(C=C3)Cl)OC,Unspecified,,,,Inhibition,=,11.69,%,
6338,164131050,4844498,C1=CC=C2C(=C1)C(=NNC2=O)CC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,Unspecified,,,,Inhibition,=,26.85,%,
6339,164131230,51038269,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4,Unspecified,,,,Inhibition,=,7.83,%,
6340,164131536,3601086,CC(C)NCCN(C(C)C)S(=O)(=O)C1=C(C=C(C=C1)Cl)Cl,Unspecified,,,,Inhibition,=,26.2,%,
6341,164131536,3601086,CC(C)NCCN(C(C)C)S(=O)(=O)C1=C(C=C(C=C1)Cl)Cl,Unspecified,,,,Inhibition,=,23.28,%,
6342,164131912,6446435,C[C@@H](CN1C=CC2=CC(=C(C=C21)Cl)F)N.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Inhibition,=,17.34,%,
6343,164132155,11510579,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,Inhibition,=,18.27,%,
6344,164133279,135398512,CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC,Unspecified,,,,Inhibition,=,5,%,
6345,164133279,135398512,CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC,Unspecified,,,,Inhibition,=,12.01,%,
6346,164133446,70697712,C1=CC2=NON=C2C(=C1NC3=CC(=CC(=C3)Cl)F)[N+](=O)[O-],Unspecified,,,,Inhibition,=,4.16,%,
6347,164133868,25071151,CCCCNC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CN=C(C=C3)OCCN(C)C)N,Unspecified,,,,Inhibition,=,7.733,%,
6348,164134558,25227436,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,Unspecified,,,,Inhibition,=,16.56,%,
6349,164134558,25227436,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,Unspecified,,,,Inhibition,=,-2.834,%,
6350,164135005,44251605,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,Unspecified,,,,Inhibition,=,11.96,%,
6351,164135005,44251605,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,Unspecified,,,,Inhibition,=,-1.918,%,
6352,164135554,66553218,C1COCCC1(CNC(=O)C2=C(N=CC=C2)SC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,19.73,%,
6353,164135554,66553218,C1COCCC1(CNC(=O)C2=C(N=CC=C2)SC3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,11.41,%,
6354,164136012,11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,14.73,%,
6355,164136012,11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,15.32,%,
6356,164136014,53387035,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NC=C(C=C3)NC4=CN=C(C=C4)C(F)(F)F,Unspecified,,,,Inhibition,=,-9.244,%,
6357,164136034,2930014,CC(=O)NC1=NN(C(S1)(C)C2=CC=CC=C2)C(=O)C,Unspecified,,,,Inhibition,=,6.655,%,
