PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
236,194182368,3035016,CC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=CC=CC=C4C3=O)O)O[C@H]5C[C@@H]([C@@H](CO5)O)O)N,Unspecified,,,,Selectivity index,=,100,Selectivity Index = Cc50/Ic50
237,242084555,4451,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,Unspecified,,,,Selectivity index,=,2.31,Selectivity Index = Cc50/Ic50
238,242084555,4451,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,Unspecified,,,,Selectivity index,=,2.31,Selectivity Index = Cc50/Ic50
239,242211435,659069,C1CCN(CC1)CCN2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=CC=CO5)N,Unspecified,,,,Selectivity index,=,1.06,Selectivity Index = Cc50/Ic50
240,242211435,659069,C1CCN(CC1)CCN2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=CC=CO5)N,Unspecified,,,,Selectivity index,=,1.06,Selectivity Index = Cc50/Ic50
241,242262932,5715188,CC(C)(C)C(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/N2C=NC=N2,Unspecified,,,,Selectivity index,=,1.23,Selectivity Index = Cc50/Ic50
242,242262932,5715188,CC(C)(C)C(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/N2C=NC=N2,Unspecified,,,,Selectivity index,=,1.23,Selectivity Index = Cc50/Ic50
243,242361486,72331,CC(C)(CC[C@](CC(=O)OC)(C(=O)O[C@H]1[C@@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Unspecified,,,,Selectivity index,=,2.46,Selectivity Index = Cc50/Ic50
244,242361486,72331,CC(C)(CC[C@](CC(=O)OC)(C(=O)O[C@H]1[C@@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,Unspecified,,,,Selectivity index,=,2.46,Selectivity Index = Cc50/Ic50
245,242402456,16195554,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Selectivity index,=,0.39,Selectivity Index = Cc50/Ic50
246,242402456,16195554,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Selectivity index,=,0.39,Selectivity Index = Cc50/Ic50
247,242554121,24882589,CC1=NC2=CN=C3C=CC(=CC3=C2N1C4=CC=C(C=C4)C(C)(C)C#N)C#CC5=CN=CC=C5,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
248,242554121,24882589,CC1=NC2=CN=C3C=CC(=CC3=C2N1C4=CC=C(C=C4)C(C)(C)C#N)C#CC5=CN=CC=C5,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
249,242555215,16213105,CC[C@H](C1CC[C@@H](C(O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)C2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)C5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
250,242555215,16213105,CC[C@H](C1CC[C@@H](C(O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)C2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)C5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
251,242588971,60974,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Selectivity index,=,2.42,Selectivity Index = Cc50/Ic50
252,242588971,60974,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Unspecified,,,,Selectivity index,=,2.42,Selectivity Index = Cc50/Ic50
253,312364504,9918559,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC,Unspecified,,,,Selectivity index,=,0.67,Selectivity Index = Cc50/Ic50
254,312364504,9918559,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC,Unspecified,,,,Selectivity index,=,0.67,Selectivity Index = Cc50/Ic50
255,312376538,91383855,C1=CC=C(C=C1)C2=CC3=C(S2)C(=CNC3=O)N,Unspecified,,,,Selectivity index,=,6.27,Selectivity Index = Cc50/Ic50
256,312376538,91383855,C1=CC=C(C=C1)C2=CC3=C(S2)C(=CNC3=O)N,Unspecified,,,,Selectivity index,=,6.27,Selectivity Index = Cc50/Ic50
257,312383858,71528744,CC1=C(SC2=C1C(=O)N(C(=O)N2C[C@@H](C3=CC=CC=C3OC)OC4CCOCC4)C(C)(C)C(=O)O)C5=NC=CO5,Unspecified,,,,Selectivity index,=,0.29,Selectivity Index = Cc50/Ic50
258,312383858,71528744,CC1=C(SC2=C1C(=O)N(C(=O)N2C[C@@H](C3=CC=CC=C3OC)OC4CCOCC4)C(C)(C)C(=O)O)C5=NC=CO5,Unspecified,,,,Selectivity index,=,0.29,Selectivity Index = Cc50/Ic50
259,312385273,58486178,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O,Unspecified,,,,Selectivity index,=,2.77,Selectivity Index = Cc50/Ic50
260,312385273,58486178,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O,Unspecified,,,,Selectivity index,=,2.77,Selectivity Index = Cc50/Ic50
261,312468004,25127713,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
262,312468004,25127713,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,Unspecified,,,,Selectivity index,=,0.35,Selectivity Index = Cc50/Ic50
263,312468263,46848036,CC1=C(C=C(C=N1)NC(=O)C2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
264,312468263,46848036,CC1=C(C=C(C=N1)NC(=O)C2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
265,318386097,71285927,CCS(=O)(=O)C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C(=C2)Cl)C3=CC=CC=C3OC(F)(F)F)Cl,Unspecified,,,,Selectivity index,=,0.58,Selectivity Index = Cc50/Ic50
266,318386097,71285927,CCS(=O)(=O)C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C(=C2)Cl)C3=CC=CC=C3OC(F)(F)F)Cl,Unspecified,,,,Selectivity index,=,0.58,Selectivity Index = Cc50/Ic50
267,318391872,72709209,C[C@@H]1COCCN1C2=CC(=O)N3CC[C@H](N(C3=N2)CC4=CC(=CN=C4)Cl)C(F)(F)F,Unspecified,,,,Selectivity index,=,1.21,Selectivity Index = Cc50/Ic50
268,318391872,72709209,C[C@@H]1COCCN1C2=CC(=O)N3CC[C@H](N(C3=N2)CC4=CC(=CN=C4)Cl)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.03,Selectivity Index = Cc50/Ic50
269,318391872,72709209,C[C@@H]1COCCN1C2=CC(=O)N3CC[C@H](N(C3=N2)CC4=CC(=CN=C4)Cl)C(F)(F)F,Unspecified,,,,Selectivity index,=,1.21,Selectivity Index = Cc50/Ic50
270,318391872,72709209,C[C@@H]1COCCN1C2=CC(=O)N3CC[C@H](N(C3=N2)CC4=CC(=CN=C4)Cl)C(F)(F)F,Unspecified,,,,Selectivity index,=,0.03,Selectivity Index = Cc50/Ic50
271,318405220,67376285,C1CN(C[C@@H]1CC2=NNC(=O)N2C3=CC=C(C=C3)C4=CC5=C(C=C4)OC=C5)C(=O)C6CC6,Unspecified,,,,Selectivity index,=,1.94,Selectivity Index = Cc50/Ic50
272,318405220,67376285,C1CN(C[C@@H]1CC2=NNC(=O)N2C3=CC=C(C=C3)C4=CC5=C(C=C4)OC=C5)C(=O)C6CC6,Unspecified,,,,Selectivity index,=,1.94,Selectivity Index = Cc50/Ic50
273,318464568,10311306,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.68,Selectivity Index = Cc50/Ic50
274,318464568,10311306,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.68,Selectivity Index = Cc50/Ic50
275,318464588,91933867,CC1=CC(=CC(=C1C2=CC=C(C=C2)C(C)(C)C)C)O[C@@H](CCC(F)(F)F)C3=CC=C(C=C3)C(=O)NCCC(=O)O,Unspecified,,,,Selectivity index,=,3.13,Selectivity Index = Cc50/Ic50
276,318464588,91933867,CC1=CC(=CC(=C1C2=CC=C(C=C2)C(C)(C)C)C)O[C@@H](CCC(F)(F)F)C3=CC=C(C=C3)C(=O)NCCC(=O)O,Unspecified,,,,Selectivity index,=,3.13,Selectivity Index = Cc50/Ic50
277,336871813,16747388,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
278,336871813,16747388,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=C4C=NN(C4=NC(=N3)C5=CN=CC=C5)C,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
279,336875257,9704,C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl.Cl.Cl,Unspecified,,,,Selectivity index,=,1.36,Selectivity Index = Cc50/Ic50
280,336875257,9704,C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl.Cl.Cl,Unspecified,,,,Selectivity index,=,1.36,Selectivity Index = Cc50/Ic50
281,336878584,67983123,C1CC1CC2=NC(=NC=C2C3=NC(=NC=C3)NC4=CC=NC=C4)N,Unspecified,,,,Selectivity index,=,0.27,Selectivity Index = Cc50/Ic50
282,336878584,67983123,C1CC1CC2=NC(=NC=C2C3=NC(=NC=C3)NC4=CC=NC=C4)N,Unspecified,,,,Selectivity index,=,0.27,Selectivity Index = Cc50/Ic50
283,336879064,71543365,C1CC(CCC1N)N[C@@H]2C[C@H]2C3=CC=CC=C3,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
284,336879064,71543365,C1CC(CCC1N)N[C@@H]2C[C@H]2C3=CC=CC=C3,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
285,374263626,25181472,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,Unspecified,,,,Selectivity index,=,0.62,Selectivity Index = Cc50/Ic50
286,374263626,25181472,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,Unspecified,,,,Selectivity index,=,0.62,Selectivity Index = Cc50/Ic50
287,374263637,59472121,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,Unspecified,,,,Selectivity index,=,3.75,Selectivity Index = Cc50/Ic50
288,374263637,59472121,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,Unspecified,,,,Selectivity index,=,9.32,Selectivity Index = Cc50/Ic50
289,374263637,59472121,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,Unspecified,,,,Selectivity index,=,9.32,Selectivity Index = Cc50/Ic50
290,374263637,59472121,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,Unspecified,,,,Selectivity index,=,3.75,Selectivity Index = Cc50/Ic50
291,374306993,57404276,CC(C)(CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC(=NC=C4)Cl)O,Unspecified,,,,Selectivity index,=,67.08,Selectivity Index = Cc50/Ic50
292,374306993,57404276,CC(C)(CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC(=NC=C4)Cl)O,Unspecified,,,,Selectivity index,=,67.08,Selectivity Index = Cc50/Ic50
293,374333838,2308652,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)NC(=O)C4=CC=CS4,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
294,374333838,2308652,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)NC(=O)C4=CC=CS4,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
295,381860772,45256689,CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC=C(C=C4)C5=CC=CC=C5)Cl)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
296,381860772,45256689,CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC=C(C=C4)C5=CC=CC=C5)Cl)C(=O)O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
297,381864504,122531786,CCC1=C(C(=NC=C1C2=CC3=C(C=C2)NN=C3)N)C4=CC=C(C=C4)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
298,381864504,122531786,CCC1=C(C(=NC=C1C2=CC3=C(C=C2)NN=C3)N)C4=CC=C(C=C4)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
299,381887017,135905416,C[C@@H]1CN(C[C@@H](N1)C)C2=NC=C(C(=C2)C)C3=CC=C(C=C3)C4=NC5=C(C=CN5C)C(=O)N4,Unspecified,,,,Selectivity index,=,0.22,Selectivity Index = Cc50/Ic50
300,381887017,135905416,C[C@@H]1CN(C[C@@H](N1)C)C2=NC=C(C(=C2)C)C3=CC=C(C=C3)C4=NC5=C(C=CN5C)C(=O)N4,Unspecified,,,,Selectivity index,=,0.22,Selectivity Index = Cc50/Ic50
301,404679622,22084904,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)C=C(C=C2)F.Cl.Cl,Unspecified,,,,Selectivity index,=,0.99,Selectivity Index = Cc50/Ic50
302,404679622,22084904,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)C=C(C=C2)F.Cl.Cl,Unspecified,,,,Selectivity index,=,0.99,Selectivity Index = Cc50/Ic50
303,405270142,207893,C1=CC=C2C(=C1)C(=O)C(=CC3=CN=CC=C3)C2=O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
304,405270142,207893,C1=CC=C2C(=C1)C(=O)C(=CC3=CN=CC=C3)C2=O,Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
305,405270216,58496428,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,Unspecified,,,,Selectivity index,=,1.26,Selectivity Index = Cc50/Ic50
306,405270216,58496428,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,Unspecified,,,,Selectivity index,=,1.26,Selectivity Index = Cc50/Ic50
307,405270229,46199207,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O,Unspecified,,,,Selectivity index,=,0.38,Selectivity Index = Cc50/Ic50
308,405270229,46199207,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O,Unspecified,,,,Selectivity index,=,0.38,Selectivity Index = Cc50/Ic50
309,405270273,2882155,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)C4=CC=CC=C4)NCCO,Unspecified,,,,Selectivity index,=,2.33,Selectivity Index = Cc50/Ic50
310,405270273,2882155,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)C4=CC=CC=C4)NCCO,Unspecified,,,,Selectivity index,=,2.33,Selectivity Index = Cc50/Ic50
311,405270641,46223724,C1CC2=C(C=CC(=C2)O)N(C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NCC5CC5,Unspecified,,,,Selectivity index,=,0.56,Selectivity Index = Cc50/Ic50
312,405270641,46223724,C1CC2=C(C=CC(=C2)O)N(C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)NCC5CC5,Unspecified,,,,Selectivity index,=,0.56,Selectivity Index = Cc50/Ic50
313,440180400,74766530,COC1=CC(=C(C=C1)C2=CNC3=NC=CC(=C23)C4=CSC=C4)OC,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
314,440180400,74766530,COC1=CC(=C(C=C1)C2=CNC3=NC=CC(=C23)C4=CSC=C4)OC,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
315,440234145,4035069,C1COCCN1C2=NC(=C(S2)C=NNC3=C(C=C(C=C3)[N+](=O)[O-])S(=O)(=O)NC4=CC=CC=C4Cl)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0.07,Selectivity Index = Cc50/Ic50
316,440234145,4035069,C1COCCN1C2=NC(=C(S2)C=NNC3=C(C=C(C=C3)[N+](=O)[O-])S(=O)(=O)NC4=CC=CC=C4Cl)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0.07,Selectivity Index = Cc50/Ic50
317,494430635,23690927,CC[C@]1(CC[C@@H](O1)[C@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@H](C)[C@@H]([C@@H](C)C(=O)[O-])OC)C)O)C)[C@@H]4[C@@H](C[C@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C.[Na+],Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
318,494430635,23690927,CC[C@]1(CC[C@@H](O1)[C@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@H](C)[C@@H]([C@@H](C)C(=O)[O-])OC)C)O)C)[C@@H]4[C@@H](C[C@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C.[Na+],Unspecified,,,,Selectivity index,=,0,Selectivity Index = Cc50/Ic50
