PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
11,103185543,10094345,CC(C)C1=CC=CC2=C1N=C(C=C2C3=CC=CC=C3)C4=CC=C(N4)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
12,103185543,10094345,CC(C)C1=CC=CC2=C1N=C(C=C2C3=CC=CC=C3)C4=CC=C(N4)C5=CC=C(C=C5)C(=O)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
13,103186523,5287620,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,Unspecified,,,,Selectivity index,=,3,Selectivity Index = Cc50/Ic50
14,103186523,5287620,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,Unspecified,,,,Selectivity index,=,3,Selectivity Index = Cc50/Ic50
15,103190631,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Unspecified,,,,Selectivity index,=,4.12,Selectivity Index = Cc50/Ic50
16,103190631,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Unspecified,,,,Selectivity index,=,4.12,Selectivity Index = Cc50/Ic50
17,103197137,3663,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,Unspecified,,,,Selectivity index,=,5.24,Selectivity Index = Cc50/Ic50
18,103197137,3663,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,Unspecified,,,,Selectivity index,=,5.24,Selectivity Index = Cc50/Ic50
19,103197668,2724387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=S)N,Unspecified,,,,Selectivity index,=,2.12,Selectivity Index = Cc50/Ic50
20,103197668,2724387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=S)N,Unspecified,,,,Selectivity index,=,2.12,Selectivity Index = Cc50/Ic50
21,103199497,4306515,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
22,103199497,4306515,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
23,103200288,4705,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC,Unspecified,,,,Selectivity index,=,0.98,Selectivity Index = Cc50/Ic50
24,103200288,4705,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC,Unspecified,,,,Selectivity index,=,0.98,Selectivity Index = Cc50/Ic50
25,103206701,2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,Unspecified,,,,Selectivity index,=,0.52,Selectivity Index = Cc50/Ic50
26,103206701,2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,Unspecified,,,,Selectivity index,=,0.52,Selectivity Index = Cc50/Ic50
27,103220983,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.92,Selectivity Index = Cc50/Ic50
28,103220983,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.92,Selectivity Index = Cc50/Ic50
29,103224661,24466,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
30,103224661,24466,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,Unspecified,,,,Selectivity index,=,0.05,Selectivity Index = Cc50/Ic50
31,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
32,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,1.17,Selectivity Index = Cc50/Ic50
33,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,0.17,Selectivity Index = Cc50/Ic50
34,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,0.12,Selectivity Index = Cc50/Ic50
35,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,0.17,Selectivity Index = Cc50/Ic50
36,103226686,446541,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,Unspecified,,,,Selectivity index,=,1.17,Selectivity Index = Cc50/Ic50
37,103228169,5475,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,Unspecified,,,,Selectivity index,=,0.19,Selectivity Index = Cc50/Ic50
38,103228169,5475,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,Unspecified,,,,Selectivity index,=,0.19,Selectivity Index = Cc50/Ic50
39,103232878,5328135,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,Unspecified,,,,Selectivity index,=,0.38,Selectivity Index = Cc50/Ic50
40,103232878,5328135,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,Unspecified,,,,Selectivity index,=,0.38,Selectivity Index = Cc50/Ic50
41,103234529,73651,C1C[C@H]([C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)O)O,Unspecified,,,,Selectivity index,=,4.25,Selectivity Index = Cc50/Ic50
42,103234529,73651,C1C[C@H]([C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)O)O,Unspecified,,,,Selectivity index,=,4.25,Selectivity Index = Cc50/Ic50
43,103235899,644215,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO,Unspecified,,,,Selectivity index,=,1.03,Selectivity Index = Cc50/Ic50
44,103235899,644215,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO,Unspecified,,,,Selectivity index,=,1.03,Selectivity Index = Cc50/Ic50
45,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
46,103244999,7099,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Unspecified,,,,Selectivity index,=,0.1,Selectivity Index = Cc50/Ic50
47,103249137,447905,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.19,Selectivity Index = Cc50/Ic50
48,103249137,447905,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4,Unspecified,,,,Selectivity index,=,1.19,Selectivity Index = Cc50/Ic50
49,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Selectivity index,=,9.06,Selectivity Index = Cc50/Ic50
50,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Selectivity index,=,3.07,Selectivity Index = Cc50/Ic50
51,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Selectivity index,=,3.07,Selectivity Index = Cc50/Ic50
52,103255895,462382,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Unspecified,,,,Selectivity index,=,9.06,Selectivity Index = Cc50/Ic50
53,103277645,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,Unspecified,,,,Selectivity index,=,0.24,Selectivity Index = Cc50/Ic50
54,103277645,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,Unspecified,,,,Selectivity index,=,1.53,Selectivity Index = Cc50/Ic50
55,103277645,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,Unspecified,,,,Selectivity index,=,1.53,Selectivity Index = Cc50/Ic50
56,103277645,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,Unspecified,,,,Selectivity index,=,0.24,Selectivity Index = Cc50/Ic50
57,103278662,6918386,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,Unspecified,,,,Selectivity index,=,0.82,Selectivity Index = Cc50/Ic50
58,103278662,6918386,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,Unspecified,,,,Selectivity index,=,0.82,Selectivity Index = Cc50/Ic50
59,103288972,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Unspecified,,,,Selectivity index,=,49.25,Selectivity Index = Cc50/Ic50
60,103288972,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,Unspecified,,,,Selectivity index,=,49.25,Selectivity Index = Cc50/Ic50
61,103290984,17534,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,Unspecified,,,,Selectivity index,=,2.84,Selectivity Index = Cc50/Ic50
62,103290984,17534,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,Unspecified,,,,Selectivity index,=,2.84,Selectivity Index = Cc50/Ic50
63,103291125,216325,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OC(=O)CCC(=O)O)C(C)(C)C,Unspecified,,,,Selectivity index,=,0.59,Selectivity Index = Cc50/Ic50
64,103291125,216325,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OC(=O)CCC(=O)O)C(C)(C)C,Unspecified,,,,Selectivity index,=,0.59,Selectivity Index = Cc50/Ic50
65,103294447,5190,C1CN(CCN1CC(COC2=CC=CC3=C2C=C(N3)C#N)O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0.49,Selectivity Index = Cc50/Ic50
66,103294447,5190,C1CN(CCN1CC(COC2=CC=CC3=C2C=C(N3)C#N)O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Selectivity index,=,0.49,Selectivity Index = Cc50/Ic50
67,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,Selectivity index,=,6.21,Selectivity Index = Cc50/Ic50
68,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,Selectivity index,=,6.21,Selectivity Index = Cc50/Ic50
69,103311041,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Unspecified,,,,Selectivity index,=,2.14,Selectivity Index = Cc50/Ic50
70,103311041,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Unspecified,,,,Selectivity index,=,2.14,Selectivity Index = Cc50/Ic50
71,103311042,42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
72,103311042,42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
73,103348651,6197,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,Unspecified,,,,Selectivity index,=,8.76,Selectivity Index = Cc50/Ic50
74,103348651,6197,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,Unspecified,,,,Selectivity index,=,8.76,Selectivity Index = Cc50/Ic50
75,103354744,3038522,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,Unspecified,,,,Selectivity index,=,7.8,Selectivity Index = Cc50/Ic50
76,103354744,3038522,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,Unspecified,,,,Selectivity index,=,7.8,Selectivity Index = Cc50/Ic50
77,103362448,64142,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,Unspecified,,,,Selectivity index,=,4.66,Selectivity Index = Cc50/Ic50
78,103362448,64142,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,Unspecified,,,,Selectivity index,=,4.66,Selectivity Index = Cc50/Ic50
79,103373381,3248000,C1CN(CCC12C(=O)N(CN2C3=CC=CC=C3)CC4=CC(=CC=C4)F)CCCC(=O)C5=CC=C(C=C5)F,Unspecified,,,,Selectivity index,=,3.58,Selectivity Index = Cc50/Ic50
80,103373381,3248000,C1CN(CCC12C(=O)N(CN2C3=CC=CC=C3)CC4=CC(=CC=C4)F)CCCC(=O)C5=CC=C(C=C5)F,Unspecified,,,,Selectivity index,=,3.58,Selectivity Index = Cc50/Ic50
81,103384065,16136245,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C,Unspecified,,,,Selectivity index,=,1.6,Selectivity Index = Cc50/Ic50
82,103384065,16136245,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C,Unspecified,,,,Selectivity index,=,1.6,Selectivity Index = Cc50/Ic50
83,103385271,253602,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,Unspecified,,,,Selectivity index,=,1.11,Selectivity Index = Cc50/Ic50
84,103385271,253602,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O,Unspecified,,,,Selectivity index,=,1.11,Selectivity Index = Cc50/Ic50
85,103389209,10316203,CC(C)(C)NCC1=C(C=C(C=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Unspecified,,,,Selectivity index,=,3.62,Selectivity Index = Cc50/Ic50
86,103389209,10316203,CC(C)(C)NCC1=C(C=C(C=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Unspecified,,,,Selectivity index,=,3.62,Selectivity Index = Cc50/Ic50
87,103392958,5329150,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=C(C=C(C=C3)C4=CC=CC=C4)NC2=O,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
88,103392958,5329150,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=C(C=C(C=C3)C4=CC=CC=C4)NC2=O,Unspecified,,,,Selectivity index,=,0.01,Selectivity Index = Cc50/Ic50
89,103405348,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Unspecified,,,,Selectivity index,=,0.14,Selectivity Index = Cc50/Ic50
90,103405348,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Unspecified,,,,Selectivity index,=,0.14,Selectivity Index = Cc50/Ic50
91,103439840,73078,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,Unspecified,,,,Selectivity index,=,2.83,Selectivity Index = Cc50/Ic50
92,103439840,73078,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,Unspecified,,,,Selectivity index,=,2.83,Selectivity Index = Cc50/Ic50
93,103444135,11784736,CC(C)N1CCN(CC1)C2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Unspecified,,,,Selectivity index,=,1.1,Selectivity Index = Cc50/Ic50
94,103444135,11784736,CC(C)N1CCN(CC1)C2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Unspecified,,,,Selectivity index,=,1.1,Selectivity Index = Cc50/Ic50
95,103456957,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,Unspecified,,,,Selectivity index,=,0.15,Selectivity Index = Cc50/Ic50
96,103456957,11327430,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,Unspecified,,,,Selectivity index,=,0.15,Selectivity Index = Cc50/Ic50
97,103458139,9954083,CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,Unspecified,,,,Selectivity index,=,2.98,Selectivity Index = Cc50/Ic50
98,103458139,9954083,CCN(CC)CCO[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C,Unspecified,,,,Selectivity index,=,2.98,Selectivity Index = Cc50/Ic50
99,103490739,449097,C1C[C@H](CN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53)C(=O)N6CCOCC6,Unspecified,,,,Selectivity index,=,2.7,Selectivity Index = Cc50/Ic50
100,103490739,449097,C1C[C@H](CN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53)C(=O)N6CCOCC6,Unspecified,,,,Selectivity index,=,2.63,Selectivity Index = Cc50/Ic50
101,103490739,449097,C1C[C@H](CN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53)C(=O)N6CCOCC6,Unspecified,,,,Selectivity index,=,2.7,Selectivity Index = Cc50/Ic50
102,103490739,449097,C1C[C@H](CN(C1)C2CCN(CC2)C(=O)C3=C4C=CC=CC4=CC5=CC=CC=C53)C(=O)N6CCOCC6,Unspecified,,,,Selectivity index,=,2.63,Selectivity Index = Cc50/Ic50
103,103497492,94381,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4N3,Unspecified,,,,Selectivity index,=,91.67,Selectivity Index = Cc50/Ic50
104,103497492,94381,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4N3,Unspecified,,,,Selectivity index,=,91.67,Selectivity Index = Cc50/Ic50
105,103503953,135403646,C12=NNN=C1N=C(NC2=O)N,Unspecified,,,,Selectivity index,=,2.79,Selectivity Index = Cc50/Ic50
106,103503953,135403646,C12=NNN=C1N=C(NC2=O)N,Unspecified,,,,Selectivity index,=,1.08,Selectivity Index = Cc50/Ic50
107,103503953,135403646,C12=NNN=C1N=C(NC2=O)N,Unspecified,,,,Selectivity index,=,2.79,Selectivity Index = Cc50/Ic50
108,103503953,135403646,C12=NNN=C1N=C(NC2=O)N,Unspecified,,,,Selectivity index,=,1.08,Selectivity Index = Cc50/Ic50
109,103512892,169371,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Unspecified,,,,Selectivity index,=,0.09,Selectivity Index = Cc50/Ic50
110,103512892,169371,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Unspecified,,,,Selectivity index,=,0.09,Selectivity Index = Cc50/Ic50
111,103513296,5311501,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65,Unspecified,,,,Selectivity index,=,0.21,Selectivity Index = Cc50/Ic50
112,103513296,5311501,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65,Unspecified,,,,Selectivity index,=,0.21,Selectivity Index = Cc50/Ic50
113,103516894,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Unspecified,,,,Selectivity index,=,8.05,Selectivity Index = Cc50/Ic50
114,103516894,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
115,103516894,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Unspecified,,,,Selectivity index,=,8.05,Selectivity Index = Cc50/Ic50
116,103516894,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Unspecified,,,,Selectivity index,=,1,Selectivity Index = Cc50/Ic50
117,103545198,65217,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N.[Cl-],Unspecified,,,,Selectivity index,=,41.25,Selectivity Index = Cc50/Ic50
118,103545198,65217,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N.[Cl-],Unspecified,,,,Selectivity index,=,41.25,Selectivity Index = Cc50/Ic50
119,103566217,9549297,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,Unspecified,,,,Selectivity index,=,0.96,Selectivity Index = Cc50/Ic50
