PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
14,482058473,162515922,CC1=CC=C(C=C1)/C=C/C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCCNC2=O)C=O,Unspecified,,,Potential missing data,Activity,Non-Toxic
15,482058906,168277653,C#CC[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
16,482061361,162515882,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=C(C=C2)C(F)(F)F,Unspecified,,,Potential missing data,Activity,Non-Toxic
17,482063254,162515914,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=C(C=C2)C(C)C,Unspecified,,,Potential missing data,Activity,Non-Toxic
18,482066117,168282942,CC(C)(C)[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
19,482066320,168283086,C1C[C@H](C(=O)NC1)C[C@@H](C=O)NC(=O)[C@H](C2=CC=CC=C2)NC(=O)/C=C/C3=CC=CC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
20,482066456,162515899,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=C(C=C2)F,Unspecified,,,Potential missing data,Activity,Non-Toxic
21,482066553,162515896,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=C(C=C2)N(C)C,Unspecified,,,Potential missing data,Activity,Non-Toxic
22,482066654,168283322,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
23,482067909,162515875,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=CN2,Unspecified,,,Potential missing data,Activity,Non-Toxic
24,482068180,168284422,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=CC=N2,Unspecified,,,Potential missing data,Activity,Non-Toxic
25,482068187,162515916,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=CC=C2F,Unspecified,,,Potential missing data,Activity,Non-Toxic
26,482069942,162515878,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
27,482070418,168286029,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
28,482071059,168286496,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
29,482071124,162515903,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,Potential missing data,Activity,Non-Toxic
30,482072698,162515920,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC(=CC=C2)F,Unspecified,,,Potential missing data,Activity,Non-Toxic
31,482075494,146672919,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
32,482075992,162515887,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC3=C(C=C2)C=CN3,Unspecified,,,Potential missing data,Activity,Non-Toxic
33,482076787,162515898,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=C(C=C2)F,Unspecified,,,Potential missing data,Activity,Non-Toxic
34,482078588,162515905,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=COC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
35,482078813,168292151,C1C[C@H](C(=O)NC1)C[C@@H](C=O)NC(=O)[C@H](CC2CC2)NC(=O)/C=C/C3=CC=CC=C3,Unspecified,,,Potential missing data,Activity,Non-Toxic
36,482078845,157049310,CCCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
37,482080036,168293023,C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
38,482080610,157049311,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC3=CC=CC=C3C=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
39,482083407,157049312,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Unspecified,,,Potential missing data,Activity,Non-Toxic
40,482083970,168295468,C=CC[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
41,482084274,162515915,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)C2=CC=NC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
42,482087456,163183776,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)[C@H](C(C)C)NC(=O)/C=C/C2=CC=C(C=C2)OC,Unspecified,,,Potential missing data,Activity,Non-Toxic
43,482088246,157049309,CCCC[C@@H](C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C=O)NC(=O)/C=C/C2=CC=CC=C2,Unspecified,,,Potential missing data,Activity,Non-Toxic
