PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value
27,520041411,177652276,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,1
28,520041825,177652465,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCCCl)NS(=O)(=O)C)C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,3
29,520043081,177653027,CN1CCN(CC1)CCCNC(=O)C2CN(C2)CC3=C(C=C(C=C3)NC(=O)C4=CC(=C(C=C4)OCCCCl)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,3.2
30,520045008,177653893,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OO)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,>,8
31,520045189,177653977,CC1CC(CN(C1)CCCNC(=O)C2CN(C2)CC3=C(C=C(C=C3)NC(=O)C4=CC(=C(C=C4)OCCCCl)[N+](=O)[O-])C(F)(F)F)C,Unspecified,,,,Ratio CC50/EC50,=,4.7
32,520046374,177654511,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCC(F)(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,16
33,520046562,177654611,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCF)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,25.7
34,520046622,177654632,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,13
35,520047108,146615580,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCF)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,9
36,520047196,177654885,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,<,1.7
37,520048002,177655229,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC4CC4)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,14.5
38,520048015,177655234,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)S(=O)(=O)N)C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,6.17
39,520048769,141746777,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)OCCCCl)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,21
40,520050042,169494214,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCC(F)(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,31.5
41,520050099,177656195,CN(C)C1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC4CC4)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,11
42,520051124,177656661,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC(F)F)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,8
43,520051304,177656743,CN(C)C1CC(C1)OC2=CC(=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,3
44,520052037,177657083,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCF)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,15
45,520052183,177657153,CN(C)C1CN(C1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCC=C)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,4
46,520052578,177657338,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)O)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,7
47,520052735,177657418,CN(C)C1CC(C1)OC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,7
48,520052795,177657446,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OCCCCl)S(=O)(=O)O)C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,7
49,520085903,177665890,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)F)C(F)(F)F)C(F)(F)F,Unspecified,,,,Ratio CC50/EC50,=,3
