PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
14,103164453,2119,CC(C)NCC(COC1=CC=CC=C1CC=C)O,Unspecified,,,,Hit score,=,0.3773,
15,103164508,4032,CC1(C2CCC(C2)C1(C)NC)C,Unspecified,,,,Hit score,=,0.1041,
16,103164546,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.2216,
17,103164548,5284616,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,Unspecified,,,,Hit score,=,0.6828,
18,103164549,445643,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,Unspecified,,,,Hit score,=,0.3285,
19,103164619,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,Unspecified,,,,Hit score,=,0.1291,
20,103164678,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Unspecified,,,,Hit score,=,0.1698,
21,103164700,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.1613,
22,103164710,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.09234,
23,103164726,41867,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,Unspecified,,,,Hit score,=,0.0714,"N=2 (0.072173317,0.070623009)"
24,103164734,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Unspecified,,,,Hit score,=,0.146,
25,103164735,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.1016,
26,103164758,3998,C1=CC(=CC=C1CN)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.194,
27,103164806,5702063,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl,Unspecified,,,,Hit score,=,-0.01672,
28,103164821,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Unspecified,,,,Hit score,=,0.04911,
29,103164854,323,C1=CC=C2C(=C1)C=CC(=O)O2,Unspecified,,,,Hit score,=,0.2302,
30,103164873,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Unspecified,,,,Hit score,=,0.2303,
31,103164873,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Unspecified,,,,Hit score,=,0.2191,
32,103164874,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Unspecified,,,,Hit score,=,0.102,
33,103164936,2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,Unspecified,,,,Hit score,=,0.2742,
34,103164951,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,Unspecified,,,,Hit score,=,0.3664,
35,103165163,5904,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,Unspecified,,,,Hit score,=,0.164,
36,103165167,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Unspecified,,,,Hit score,=,0.04968,
37,103165247,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,Unspecified,,,,Hit score,=,0.1144,
38,103165320,152946,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,Unspecified,,,,Hit score,=,0.09676,
39,103165376,9571107,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,Unspecified,,,,Hit score,=,0.07253,
40,103165561,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Unspecified,,,,Hit score,=,0.03672,
41,103165562,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Unspecified,,,,Hit score,=,0.07954,
42,103165594,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Unspecified,,,,Hit score,=,0.2473,
43,103165728,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Unspecified,,,,Hit score,=,0.07098,
44,103165765,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Unspecified,,,,Hit score,=,0.1925,
45,103165766,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Unspecified,,,,Hit score,=,0.2268,
46,103165858,237,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,Unspecified,,,,Hit score,=,-0.004903,
47,103166018,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Unspecified,,,,Hit score,=,0.2126,
48,103166066,2179,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Unspecified,,,,Hit score,=,-0.1254,
49,103166129,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Unspecified,,,,Hit score,=,0.1661,
50,103166445,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Unspecified,,,,Hit score,=,0.05216,
51,103166463,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Unspecified,,,,Hit score,=,0.1403,
52,103166621,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Unspecified,,,,Hit score,=,0.03849,
53,103166970,2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,Unspecified,,,,Hit score,=,0.1391,
54,103167027,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Unspecified,,,,Hit score,=,0.4241,
55,103167043,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,Unspecified,,,,Hit score,=,0.2986,
56,103167143,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,Hit score,=,0.1128,
57,103167216,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Unspecified,,,,Hit score,=,0.212,"N=2 (0.30720808,0.116711735)"
58,103167358,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,Unspecified,,,,Hit score,=,0.08913,
59,103167682,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Unspecified,,,,Hit score,=,0.1032,
60,103167833,4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Unspecified,,,,Hit score,=,0.05299,
61,103167959,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,Hit score,=,0.05718,
62,103167993,3033769,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,Unspecified,,,,Hit score,=,0.02798,
63,103168044,3657,C(=O)(N)NO,Unspecified,,,,Hit score,=,0.237,
64,103168084,10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Unspecified,,,,Hit score,=,-0.2021,
65,103168211,59693,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,Unspecified,,,,Hit score,=,-0.02831,
66,103168313,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Unspecified,,,,Hit score,=,0.1381,
67,103168363,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,Unspecified,,,,Hit score,=,0.2356,
68,103168516,3086637,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,Unspecified,,,,Hit score,=,0.1996,
69,103168744,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,Unspecified,,,,Hit score,=,0.3853,
70,103168841,71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,Unspecified,,,,Hit score,=,0.2147,
71,103168962,135398738,CN(C)/N=N/C1=C(NC=N1)C(=O)N,Unspecified,,,,Hit score,=,0.157,
72,103169192,464205,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,Unspecified,,,,Hit score,=,0.1182,"N=2 (0.158948553,0.077498702)"
73,103169255,60172,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,Unspecified,,,,Hit score,=,0.2505,
74,103169414,2995,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Unspecified,,,,Hit score,=,0.1518,
75,103169477,5353536,C1=C(C(=CC2=C1N=C(C(=N2)[O])[O])[N+](=O)[O-])C#N,Unspecified,,,,Hit score,=,0.1284,
76,103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Unspecified,,,,Hit score,=,0.0509,"N=2 (0.079811075,0.021980986)"
77,103169851,123619,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,Unspecified,,,,Hit score,=,0.06952,
78,103169867,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Unspecified,,,,Hit score,=,0.1688,
79,103169903,5311424,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)O,Unspecified,,,,Hit score,=,0.007184,
80,103169913,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Unspecified,,,,Hit score,=,0.1961,
81,103170049,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Unspecified,,,,Hit score,=,0.2342,
82,103170100,2733526,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.04997,
83,103170825,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Unspecified,,,,Hit score,=,0.02869,
84,103170845,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Unspecified,,,,Hit score,=,0.1755,
85,103171247,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Unspecified,,,,Hit score,=,0.5286,
86,103171284,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Unspecified,,,,Hit score,=,0.1484,
87,103171472,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Unspecified,,,,Hit score,=,0.116,
88,103171565,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Unspecified,,,,Hit score,=,0.2087,
89,103171578,33624,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O,Unspecified,,,,Hit score,=,0.174,
90,103171590,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Unspecified,,,,Hit score,=,0.3758,
91,103171825,3637,C1=CC=C2C(=C1)C=NN=C2NN,Unspecified,,,,Hit score,=,0.1818,
92,103171942,4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.003347,
93,103172204,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Unspecified,,,,Hit score,=,0.2291,
94,103172254,5983,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,Unspecified,,,,Hit score,=,0.353,
95,103172284,5960,C([C@@H](C(=O)O)N)C(=O)O,Unspecified,,,,Hit score,=,0.2438,
96,103172304,1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,Unspecified,,,,Hit score,=,-0.07444,
97,103172342,3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,Unspecified,,,,Hit score,=,0.173,
98,103172458,53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Unspecified,,,,Hit score,=,-0.08588,
99,103172582,5282440,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O,Unspecified,,,,Hit score,=,0.1126,
100,103173037,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Unspecified,,,,Hit score,=,0.4686,
101,103173154,42574,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl,Unspecified,,,,Hit score,=,0.1396,
102,103173303,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,Unspecified,,,,Hit score,=,0.08859,
103,103173431,4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,Unspecified,,,,Hit score,=,0.221,
104,103173542,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Unspecified,,,,Hit score,=,0.07513,
105,103173691,60149,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,Unspecified,,,,Hit score,=,0.05774,
106,103173925,3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,Unspecified,,,,Hit score,=,0.2162,
107,103173995,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,Unspecified,,,,Hit score,=,0.1987,
108,103174146,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Unspecified,,,,Hit score,=,-0.06059,
109,103174500,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Unspecified,,,,Hit score,=,0.09253,
110,103174599,6082,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,Unspecified,,,,Hit score,=,0.2545,
111,103174787,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Unspecified,,,,Hit score,=,0.07142,
112,103175236,447043,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,Unspecified,,,,Hit score,=,0.3754,
113,103175300,47811,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,Unspecified,,,,Hit score,=,0.1009,"N=2 (0.166648423,0.035094044)"
114,103175312,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Unspecified,,,,Hit score,=,0.04359,
115,103175665,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Hit score,=,-0.02938,
116,103175813,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,Unspecified,,,,Hit score,=,0.1025,
117,103176122,978,C1=CC(=CC=C1C(=O)O)N,Unspecified,,,,Hit score,=,0.2847,
118,103176270,135511839,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],Unspecified,,,,Hit score,=,0.1317,
119,103176321,5746,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,Unspecified,,,,Hit score,=,0.1793,
120,103176474,4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,Unspecified,,,,Hit score,=,0.08363,
121,103176475,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,Unspecified,,,,Hit score,=,0.1493,
122,103176655,71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,Unspecified,,,,Hit score,=,0.03744,
123,103176817,5280360,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,Unspecified,,,,Hit score,=,0.143,
124,103177090,5910,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C,Unspecified,,,,Hit score,=,0.1136,
125,103177124,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Unspecified,,,,Hit score,=,0.376,
126,103177459,176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Unspecified,,,,Hit score,=,0.1311,
127,103177479,208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Unspecified,,,,Hit score,=,0.09821,
128,103177753,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Unspecified,,,,Hit score,=,0.2353,
129,103178054,5517,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,Unspecified,,,,Hit score,=,0.08835,
130,103178134,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,Unspecified,,,,Hit score,=,-0.1246,
131,103178476,31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],Unspecified,,,,Hit score,=,0.09787,
132,103178524,2973,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,Unspecified,,,,Hit score,=,-6.19e-05,
133,103178831,3948,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,Unspecified,,,,Hit score,=,0.1087,
134,103178852,441140,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Unspecified,,,,Hit score,=,0.06768,
135,103178920,4926,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,Unspecified,,,,Hit score,=,0.07876,
136,103178942,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Unspecified,,,,Hit score,=,0.007924,
137,103178944,1174,C1=CNC(=O)NC1=O,Unspecified,,,,Hit score,=,0.2028,
138,103178971,1983,CC(=O)NC1=CC=C(C=C1)O,Unspecified,,,,Hit score,=,0.1305,
139,103178977,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,Unspecified,,,,Hit score,=,0.3282,
140,103179008,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Unspecified,,,,Hit score,=,0.1094,
141,103179013,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Unspecified,,,,Hit score,=,0.1447,
142,103179080,5568,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,Unspecified,,,,Hit score,=,-0.07276,
143,103179087,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Unspecified,,,,Hit score,=,-0.03507,
144,103179088,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1622,
145,103179093,3718,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,Unspecified,,,,Hit score,=,0.1093,
146,103179197,6087,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,Unspecified,,,,Hit score,=,0.05096,
147,103179217,1110,C(CC(=O)O)C(=O)O,Unspecified,,,,Hit score,=,0.1442,
148,103179319,5388962,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,Unspecified,,,,Hit score,=,0.1646,
149,103179606,441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Unspecified,,,,Hit score,=,0.2021,
150,103179760,65016,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Unspecified,,,,Hit score,=,0.09042,
151,103180883,1550234,COC1=C(C=CC(=C1)/C=C\2/C(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/CCC2)O,Unspecified,,,,Hit score,=,0.231,
152,103181002,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Unspecified,,,,Hit score,=,0.04185,
153,103181310,5663,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,Unspecified,,,,Hit score,=,0.09463,
154,103181504,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,Unspecified,,,,Hit score,=,0.226,
155,103181541,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Unspecified,,,,Hit score,=,0.09207,
156,103181784,5625,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,Unspecified,,,,Hit score,=,0.1383,
157,103181919,3219,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C,Unspecified,,,,Hit score,=,0.1159,
158,103181943,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,Unspecified,,,,Hit score,=,0.08808,
159,103182297,30668,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,Unspecified,,,,Hit score,=,0.1853,
160,103182298,5775,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,Unspecified,,,,Hit score,=,0.06841,
161,103182460,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Unspecified,,,,Hit score,=,0.1129,
162,103182482,34521,CC1=CC(=CC=C1)N2CC(OC2=O)CO,Unspecified,,,,Hit score,=,-0.02449,
163,103182595,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,Unspecified,,,,Hit score,=,0.07638,
164,103182957,12035,CC(=O)N[C@@H](CS)C(=O)O,Unspecified,,,,Hit score,=,0.1287,
165,103182957,12035,CC(=O)N[C@@H](CS)C(=O)O,Unspecified,,,,Hit score,=,0.2321,
166,103182993,137,C(CC(=O)O)C(=O)CN,Unspecified,,,,Hit score,=,0.04501,
167,103183095,5087,CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,Unspecified,,,,Hit score,=,0.2283,
168,103183110,6058,C(CS)N,Unspecified,,,,Hit score,=,0.253,
169,103183576,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Unspecified,,,,Hit score,=,0.1738,
170,103183749,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Unspecified,,,,Hit score,=,0.157,
