PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
171,103183767,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Unspecified,,,,Hit score,=,0.03666,
172,103183978,28693,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Unspecified,,,,Hit score,=,0.1289,"N=2 (0.18399299,0.07375604)"
173,103184407,5282381,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,Unspecified,,,,Hit score,=,-0.07952,
174,103184855,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Unspecified,,,,Hit score,=,0.02648,
175,103184938,5565,C(CNCCNCCN)N,Unspecified,,,,Hit score,=,0.1736,
176,103185057,5401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,Unspecified,,,,Hit score,=,0.09742,
177,103185079,21453,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,Unspecified,,,,Hit score,=,0.1965,
178,103185398,5374,C=CCN1CCC2=C(CC1)SC(=N2)N,Unspecified,,,,Hit score,=,0.06674,
179,103185469,1046,C1=CN=C(C=N1)C(=O)N,Unspecified,,,,Hit score,=,0.1788,
180,103185681,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Unspecified,,,,Hit score,=,0.1885,
181,103186411,5386,C1CC(OC1)N2C=C(C(=O)NC2=O)F,Unspecified,,,,Hit score,=,0.09063,
182,103186666,6869,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,Unspecified,,,,Hit score,=,0.002553,
183,103186843,6024,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,Unspecified,,,,Hit score,=,0.1524,
184,103186893,3599,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Unspecified,,,,Hit score,=,0.1709,
185,103187076,586,CN(CC(=O)O)C(=N)N,Unspecified,,,,Hit score,=,0.1325,
186,103188044,441401,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,Unspecified,,,,Hit score,=,0.0228,
187,103188114,2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Unspecified,,,,Hit score,=,0.116,
188,103188158,5533,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Unspecified,,,,Hit score,=,0.2113,
189,103188188,3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,Unspecified,,,,Hit score,=,0.1492,
190,103188207,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,Unspecified,,,,Hit score,=,0.04471,
191,103188337,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,Unspecified,,,,Hit score,=,0.1704,
192,103188450,47641,CN(C/C=C/C1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32,Unspecified,,,,Hit score,=,0.03695,
193,103188531,3634,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,Unspecified,,,,Hit score,=,0.04803,
194,103188732,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Unspecified,,,,Hit score,=,0.2031,
195,103188807,5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,Unspecified,,,,Hit score,=,0.2609,
196,103188808,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Unspecified,,,,Hit score,=,0.2048,
197,103188847,9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Unspecified,,,,Hit score,=,0.07895,
198,103188875,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,Unspecified,,,,Hit score,=,0.1232,
199,103188912,5865,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Unspecified,,,,Hit score,=,0.264,
200,103188932,77991,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,Unspecified,,,,Hit score,=,0.08962,
201,103188954,5656,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,Unspecified,,,,Hit score,=,0.1052,
202,103188976,71616,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Unspecified,,,,Hit score,=,0.166,
203,103188977,2267,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,Unspecified,,,,Hit score,=,0.009467,
204,103189006,54841,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.09173,
205,103189029,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Unspecified,,,,Hit score,=,0.1366,
206,103189031,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Unspecified,,,,Hit score,=,0.03404,
207,103189045,5584,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,Unspecified,,,,Hit score,=,0.08026,
208,103189070,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,Unspecified,,,,Hit score,=,0.1972,
209,103189137,2216,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,Unspecified,,,,Hit score,=,0.2069,
210,103189185,2710,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Unspecified,,,,Hit score,=,0.05757,
211,103189187,6726,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1379,
212,103189214,6741,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,Unspecified,,,,Hit score,=,0.1629,
213,103189246,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Unspecified,,,,Hit score,=,0.1651,
214,103189247,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,Unspecified,,,,Hit score,=,0.02738,
215,103189275,9651,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,Unspecified,,,,Hit score,=,0.2532,
216,103189283,2130,C1C2CC3CC1CC(C2)(C3)N,Unspecified,,,,Hit score,=,0.207,
217,103189534,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1151,
218,103189728,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,Unspecified,,,,Hit score,=,0.03947,
219,103189735,2895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,Unspecified,,,,Hit score,=,-0.007076,
220,103189939,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Hit score,=,0.1371,
221,103190080,4688,CN(CC#C)CC1=CC=CC=C1,Unspecified,,,,Hit score,=,0.1862,
222,103190631,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Unspecified,,,,Hit score,=,0.1195,
223,103190907,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,Unspecified,,,,Hit score,=,0.1996,
224,103191069,3052,CCN(CC)C(=O)N1CCN(CC1)C,Unspecified,,,,Hit score,=,0.06731,
225,103191130,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.2334,
226,103191369,3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Unspecified,,,,Hit score,=,0.07182,
227,103191605,6251,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,Unspecified,,,,Hit score,=,0.02698,
228,103192563,5991,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,Unspecified,,,,Hit score,=,0.06314,
229,103192605,1727,C1=CN=CC=C1N,Unspecified,,,,Hit score,=,0.1111,
230,103192942,3418,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,Unspecified,,,,Hit score,=,0.1484,
231,103193099,3291,CCC1(CC(=O)NC1=O)C,Unspecified,,,,Hit score,=,0.1367,
232,103193143,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.324,
233,103193220,4823,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC,Unspecified,,,,Hit score,=,0.05674,
234,103193678,2366,CNCCC1=CC=CC=N1,Unspecified,,,,Hit score,=,0.1802,
235,103193744,1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Unspecified,,,,Hit score,=,0.07134,
236,103193975,957,CCCCCCCCO,Unspecified,,,,Hit score,=,-0.003184,
237,103194001,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,Hit score,=,0.1383,
238,103194022,2284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,Unspecified,,,,Hit score,=,0.3217,
239,103194111,5054,C1=CC(=CC(=C1)O)O,Unspecified,,,,Hit score,=,0.1269,
240,103194285,4075,C1=CC(=C(C=C1N)C(=O)O)O,Unspecified,,,,Hit score,=,0.1964,
241,103194366,5312125,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,Unspecified,,,,Hit score,=,0.3783,
242,103194429,3157,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,Unspecified,,,,Hit score,=,0.04875,
243,103194521,33625,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,Unspecified,,,,Hit score,=,0.08748,
244,103194524,5639,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,Unspecified,,,,Hit score,=,0.1524,
245,103194628,3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,Unspecified,,,,Hit score,=,0.2198,
246,103194634,4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.06763,
247,103194640,108143,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C,Unspecified,,,,Hit score,=,0.3232,
248,103194712,60854,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Unspecified,,,,Hit score,=,0.2424,
249,103194715,2092,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,Unspecified,,,,Hit score,=,0.1086,
250,103195118,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Unspecified,,,,Hit score,=,-0.2997,
251,103195284,5736,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Unspecified,,,,Hit score,=,-0.05771,
252,103195621,6279,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Unspecified,,,,Hit score,=,0.2613,
253,103195815,2136,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O,Unspecified,,,,Hit score,=,0.1058,
254,103195949,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,Unspecified,,,,Hit score,=,0.1419,
255,103196240,446596,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,Unspecified,,,,Hit score,=,0.06424,"N=2 (0.093041228,0.035448104)"
256,103196311,5147,C1=CC=C(C(=C1)C(=O)N)O,Unspecified,,,,Hit score,=,0.3054,
257,103197332,2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,Unspecified,,,,Hit score,=,0.5089,
258,103197484,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Unspecified,,,,Hit score,=,0.5244,
259,103197648,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Unspecified,,,,Hit score,=,0.1224,
260,103197669,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,Unspecified,,,,Hit score,=,0.2388,
261,103198031,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Unspecified,,,,Hit score,=,0.01288,
262,103198077,92727,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,Unspecified,,,,Hit score,=,0.05208,"N=2 (0.060926166,0.043225545)"
263,103198460,4831,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,Unspecified,,,,Hit score,=,0.2033,
264,103198971,4031,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,Unspecified,,,,Hit score,=,0.1457,
265,103199382,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Unspecified,,,,Hit score,=,0.0758,
266,103199552,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Unspecified,,,,Hit score,=,0.1438,
267,103199637,3058754,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,Unspecified,,,,Hit score,=,0.1986,
268,103200142,3949,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC,Unspecified,,,,Hit score,=,-0.04979,
269,103200163,50294,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,Unspecified,,,,Hit score,=,0.05621,
270,103200240,135445761,C[N+]1=CC=CC=C1/C=N/O.[Cl-],Unspecified,,,,Hit score,=,0.1477,
271,103200464,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,Unspecified,,,,Hit score,=,0.02562,
272,103201243,72172,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,Unspecified,,,,Hit score,=,0.1422,
273,103202719,135409400,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,Unspecified,,,,Hit score,=,0.1678,
274,103202876,4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,Unspecified,,,,Hit score,=,0.002061,
275,103202903,446727,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,Unspecified,,,,Hit score,=,0.05949,
276,103202919,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Unspecified,,,,Hit score,=,0.2228,
277,103203421,3518,C1CCCN(CCC1)CCN=C(N)N,Unspecified,,,,Hit score,=,0.1165,
278,103204181,71077,C([C@H](C(=O)O)N)O,Unspecified,,,,Hit score,=,0.1472,
279,103204244,5770,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Unspecified,,,,Hit score,=,0.08143,
280,103204895,4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,Unspecified,,,,Hit score,=,-0.1316,
281,103204896,7172,CNCC(C1=CC=C(C=C1)O)O,Unspecified,,,,Hit score,=,0.07332,
282,103205141,110635,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,Unspecified,,,,Hit score,=,0.2898,
283,103206639,3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Unspecified,,,,Hit score,=,0.1527,
284,103207024,1794427,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,Unspecified,,,,Hit score,=,0.1702,
285,103207031,68802,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,Unspecified,,,,Hit score,=,0.1098,
286,103208531,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,Unspecified,,,,Hit score,=,0.09215,
287,103208670,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,Unspecified,,,,Hit score,=,0.08739,
288,103209027,3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,Unspecified,,,,Hit score,=,-0.1459,
289,103209599,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.05634,
290,103210094,2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,Unspecified,,,,Hit score,=,-0.005558,
291,103210437,3547,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,Unspecified,,,,Hit score,=,0.1213,
292,103210597,107771,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6,Unspecified,,,,Hit score,=,0.01775,
293,103210646,156391,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,Unspecified,,,,Hit score,=,0.1887,
294,103210741,4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,Unspecified,,,,Hit score,=,-0.07632,
295,103210760,6253,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,Hit score,=,-0.0665,
296,103211174,29112,CCCCCCCCCCOC1=C(C=C2C(=C1)C(=O)C(=CN2)C(=O)OCC)OCC,Unspecified,,,,Hit score,=,0.0589,
297,103211461,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,Unspecified,,,,Hit score,=,0.2076,
298,103211583,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Unspecified,,,,Hit score,=,0.2322,
299,103211988,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Unspecified,,,,Hit score,=,0.1136,
300,103212333,3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Unspecified,,,,Hit score,=,0.2282,
301,103212991,2196,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,Unspecified,,,,Hit score,=,0.178,
302,103213015,68617,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.01994,
303,103213021,4843,C1CC(=O)N(C1)CC(=O)N,Unspecified,,,,Hit score,=,0.2052,
304,103213022,4626,C1C(CN(C1=O)CC(=O)N)O,Unspecified,,,,Hit score,=,0.1694,
305,103213079,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Unspecified,,,,Hit score,=,0.2002,
306,103213125,4977,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,Unspecified,,,,Hit score,=,0.05419,
307,103213560,5281037,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,Unspecified,,,,Hit score,=,0.09355,
308,103214033,5324346,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,Unspecified,,,,Hit score,=,0.0531,
309,103214323,5280363,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,Unspecified,,,,Hit score,=,0.3611,
310,103215362,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Unspecified,,,,Hit score,=,0.157,
311,103215608,60860,C1=CC(=CC(=C1)I)CN=C(N)N,Unspecified,,,,Hit score,=,-0.003502,
312,103215683,6842999,CC1CS(=O)(=O)CCN1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1929,
313,103215824,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,Unspecified,,,,Hit score,=,0.105,
314,103215917,3520,C(=N)(N)N,Unspecified,,,,Hit score,=,0.2278,
315,103215995,1549008,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,Unspecified,,,,Hit score,=,0.2015,
316,103216235,5094,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.02203,
317,103216428,6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,Unspecified,,,,Hit score,=,0.08942,
318,103216609,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Hit score,=,-0.02924,
319,103216741,6436223,C[C@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C,Unspecified,,,,Hit score,=,0.2403,
320,103216922,5574,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,Unspecified,,,,Hit score,=,0.07799,
321,103216965,3090,CC1=NC=C(N1C)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.2713,
322,103217374,56208,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,Unspecified,,,,Hit score,=,0.1378,
323,103218455,3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Unspecified,,,,Hit score,=,0.2116,
324,103219083,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Unspecified,,,,Hit score,=,-0.09933,
325,103219094,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Unspecified,,,,Hit score,=,0.1344,
326,103219164,5472,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,Unspecified,,,,Hit score,=,0.194,
327,103219212,4021,CC1=NN(C(=O)C1)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.13,
328,103219259,68712,C1CC1C(C2CC2)NC3=NCCO3,Unspecified,,,,Hit score,=,0.1025,
329,103219336,287180,CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O,Unspecified,,,,Hit score,=,0.1616,
330,103219988,129211,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,Unspecified,,,,Hit score,=,0.1193,
331,103220117,104842,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,Unspecified,,,,Hit score,=,0.3015,
332,103220466,5742832,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,Unspecified,,,,Hit score,=,0.135,"N=2 (0.166872349,0.103095281)"
333,103220490,5362124,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,Unspecified,,,,Hit score,=,0.112,
334,103220500,26248,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,Unspecified,,,,Hit score,=,0.1572,
335,103220716,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,Unspecified,,,,Hit score,=,0.1746,
336,103220856,5328940,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,Unspecified,,,,Hit score,=,0.09732,
337,103220917,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,Unspecified,,,,Hit score,=,0.1646,
338,103220983,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Unspecified,,,,Hit score,=,-0.01176,
339,103221326,247704,CNC[C@H](C1=CC(=C(C=C1)O)O)O,Unspecified,,,,Hit score,=,-0.1051,
340,103221475,3314,COC1=C(C=CC(=C1)CC=C)O,Unspecified,,,,Hit score,=,0.2298,
341,103221477,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Unspecified,,,,Hit score,=,0.1067,
342,103221733,134780,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,Unspecified,,,,Hit score,=,0.3563,
343,103222228,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,Unspecified,,,,Hit score,=,0.2771,
344,103222496,6137,CSCC[C@@H](C(=O)O)N,Unspecified,,,,Hit score,=,0.04747,
345,103222497,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1975,
346,103222736,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Unspecified,,,,Hit score,=,0.1243,
347,103223807,60464,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,Unspecified,,,,Hit score,=,0.1623,"N=2 (0.175604456,0.149021998)"
348,103223867,460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,Unspecified,,,,Hit score,=,0.13,
349,103223905,16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Unspecified,,,,Hit score,=,0.1627,
350,103223943,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Unspecified,,,,Hit score,=,0.1927,
351,103223986,4830,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,Unspecified,,,,Hit score,=,0.123,
352,103223987,5282443,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,Unspecified,,,,Hit score,=,0.01384,
