RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
116,377020350,9952923,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00389231-01/250073132,,Inhibitor,3.0402,90.6371,,85,Complete curve; high efficacy,-5.5171,4.9549,0.9884,-93.6371,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.8204,,,,-6.3302,,0.6324,,-2.3911,-14.2203,,1.5901,,0,,0,,-14.6901,-94.0131,,-91.5678,,-93.8204,,,,QC'd by APExBIO
117,384569258,49803313,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00481652-04/250073172,,Inhibitor,3.4111,103.055,,85,Complete curve; high efficacy,-5.4671,0.9,0.9657,-105.055,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.7355,,,,0,,-11.0643,,-0.6926,-4.6317,,0,,-16.5934,,-9.1008,,-50.6836,-72.3303,,-79.8711,,-96.7355,,,,QC'd by MedChem Express
118,384569266,25181472,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00483925-02/250073520,,Inhibitor,3.8274,104.927,,85,Complete curve; high efficacy,-5.4171,0.9,0.96,-106.427,-1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.5439,,,,0,,0,,0,-10.2416,,-9.729,,2.7158,,-17.4401,,-54.36,-55.0581,,-89.2294,,-98.5439,,,,QC'd by ChemieTek
119,384569524,89730041,C1CC1C(=O)N2CC(C2)NC(=O)C3=CN=C(C4=C3C=CC(=N4)C5=CC(=CC=C5)F)N,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00522520-01/250073513,,Inhibitor,2.7096,92.4738,,85,Complete curve; high efficacy,-5.5671,0.7,0.8934,-96.4738,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-81.8127,,,,-9.3472,,-19.7306,,-19.3489,4.3737,,-25.3258,,-8.322,,-27.889,,-47.8704,-60.9151,,-85.0739,,-81.8127,,,,QC'd by MedChem Express
120,405558788,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00095123-10/250073633,,Inhibitor,2.4149,92.9499,,85,Complete curve; high efficacy,-5.6171,2.7202,0.9828,-96.4499,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.0182,,,,0,,-17.3778,,-1.8337,0,,0,,-7.9977,,0,,-40.5529,-91.1489,,-94.5342,,-98.0182,,,,QC'd by Adooq
121,405558845,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00017063-07/250072925,,Inhibitor,3.8274,112.859,,85,Complete curve; high efficacy,-5.4171,0.8,0.9734,-113.359,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9169,,,,-7.7449,,0,,0,0,,0.8471,,-5.9902,,-35.5781,,-42.9237,-60.0714,,-96.1699,,-98.9169,,,,QC'd by Prestwick
122,405558975,146170498,CCC(C)[C@H]1C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@]23CCC(=N[C@H]2C4=CSC(=N4)[C@H]([C@H](OC(=O)C5=NC6=C(C=C[C@H]([C@@H]6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@@H](NC(=O)[C@H]8CSC(=N8)C(=CC)NC(=O)[C@@H](NC(=O)C9=CSC3=N9)[C@@H](C)O)[C@](C)([C@@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00262569-03/250073509,,Inhibitor,3.4111,103.711,,85,Complete curve; high efficacy,-5.4671,1.4641,0.9019,-107.711,-4,-1.1,0 1 0 0 0 0 0 0 0 0 0,-98.9584,,,,-18.0182,,-43.6931,,2.4431,-27.1582,,0,,-7.1331,,-25.8057,,-19.9051,-90.7782,,-99.7328,,-98.9584,,,,QC'd by Prestwick
123,170465374,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015428-15/250072939,,Inhibitor,6.8061,130.962,,84,Complete curve; high efficacy,-5.1671,0.5,0.8756,-128.462,2.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.3195,,,,0,,0,,0,0,,-5.4335,,-42.2823,,-15.5019,,-52.7016,-38.3857,,-96.4724,,-97.3195,,,,QC'd by Vitas
124,363677489,25229450,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346636-03/250072935,,Inhibitor,5.4063,105.062,,84,Complete curve; high efficacy,-5.2671,1.3443,0.9818,-106.562,-1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.2195,,,,2.8922,,0,,-11.69,0,,0,,0,,-8.6041,,-30.3382,-52.387,,-96.4482,,-99.2195,,,,QC'd by Selleck
125,377020349,71618220,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00475726-01/250073551,,Inhibitor,3.8274,92.0154,,84,Complete curve; high efficacy,-5.4171,4.9549,0.9775,-94.5154,-2.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.2104,,,,-19.9269,,0,,0,-4.0137,,0,,0,,0,,0,-90.0693,,-93.1886,,-93.2104,,,,QC'd by ActiveBioChem
126,384568057,5944,C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00025212-26/250073591,,Inhibitor,4.8184,100.183,,84,Complete curve; high efficacy,-5.3171,2.1876,0.9938,-100.683,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.2862,,,,0,,0.6488,,0,-8.8017,,0,,0,,1.9042,,-14.9376,-63.2344,,-98.7094,,-98.2862,,,,QC'd by Bio Vision
127,384568114,6253,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00093356-10/250073189,,Inhibitor,4.2944,102.859,,84,Complete curve; high efficacy,-5.3671,1.21,0.9943,-103.359,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.7776,,,,-2.2835,,0,,0,0,,0,,0,,-16.3731,,-30.6295,-60.9423,,-93.5663,,-96.7776,,,,QC'd by Selleck
128,384568278,9798973,C1CC1C2=CN=C(N=C2N)C3=NN(C4=C3C=CC=N4)CC5=CC=CC=C5F,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00165759-02/250073464,,Inhibitor,5.4063,91.301,,84,Complete curve; high efficacy,-5.2671,2.8473,0.9759,-93.301,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.0456,,,,0,,1.7887,,-3.7193,0.5344,,0,,-2.3886,,-17.1784,,-2.6613,-56.7159,,-85.5756,,-99.0456,,,,QC'd by Tocris
129,384568637,3025986,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263167-10/250072987,,Inhibitor,4.2944,94.6714,,84,Complete curve; high efficacy,-5.3671,4.9549,0.951,-98.6714,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8883,,,,-24.1786,,-7.1156,,-20.9475,-6.4016,,0,,4.7195,,-3.2432,,0,-89.4052,,-96.9323,,-97.8883,,,,QC'd by Bio Vision
130,384568775,24958200,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346435-07/250073443,,Inhibitor,4.2944,99.0756,,84,Complete curve; high efficacy,-5.3671,1.1,0.9614,-98.5756,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-94.4211,,,,0,,0,,4.4718,0,,-15.2042,,3.403,,0,,-40.5083,-55.2762,,-82.2163,,-94.4211,,,,QC'd by MedChem Express
131,384569017,46220502,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00351599-03/250073301,,Inhibitor,5.4063,93.8782,,84,Complete curve; high efficacy,-5.2671,1.2221,0.983,-93.8782,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-89.9217,,,,-1.1278,,0,,0.4611,-3.5946,,0,,0,,1.9279,,-32.1629,-49.0194,,-76.4876,,-89.9217,,,,QC'd by APExBIO
132,384569057,135564632,C1C[C@H](NC1)C2=NC3=C(C(=O)N2)OC4=C3C=C(C=C4)Cl,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378617-04/250073211,,Inhibitor,5.4063,84.5327,,84,Complete curve; high efficacy,-5.2671,1.21,0.9596,-94.9664,-10.4337,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.6552,,,,-24.6736,,-14.0619,,-17.5621,-9.2505,,-5.3614,,-11.0951,,-13.1174,,-34.063,-58.5866,,-75.0208,,-93.6552,,,,QC'd by Tocris
133,384569169,59603622,C1COCCN1C2=NC=NC(=C2)N3C(=O)C(=CN3)N4C=CN=N4,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00388364-06/250073665,,Inhibitor,4.8184,106.271,,84,Complete curve; high efficacy,-5.3171,1.21,0.9795,-107.271,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.8801,,,,0,,-8.9428,,0,0,,0,,0,,-7.0245,,-39.6643,-54.08,,-96.5089,,-99.8801,,,,QC'd by MedChem Express
134,170465422,68589,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00018258-10/250073522,,Inhibitor,9.6139,98.6823,,83,Complete curve; high efficacy,-5.0171,4.5045,0.9941,-98.1823,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.5766,,,,2.7158,,3.0539,,0,0,,4.9408,,0,,-1.1016,,-6.8604,-11.5613,,-93.5377,,-98.5766,,,,QC'd by Microsource
135,170465670,443101,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.[Cl-],Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00178831-03/250073612,,Inhibitor,6.066,97.8592,,83,Complete curve; high efficacy,-5.2171,3.132,0.9982,-97.3592,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.3426,,,,0,,0,,0,0,,0,,0.2962,,0,,2.003,-52.6694,,-93.6596,,-98.3426,,,,QC'd by Microsource
136,170465908,5282182,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00182546-02/250073020,,Inhibitor,9.6139,100.926,,83,Complete curve; high efficacy,-5.0171,4.9549,0.9912,-100.426,0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.1424,,,,0,,2.8196,,0,4.3928,,1.3917,,3.8482,,-9.1124,,0,-8.3016,,-98.4571,,-98.1424,,,,QC'd by Sequoia
137,363677461,53245636,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=NC=NC(=C5C=N4)N,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346579-03/250073572,,Inhibitor,7.6366,91.2188,,83,Complete curve; high efficacy,-5.1171,2.3332,0.96,-95.2188,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-84.2514,,,,-7.4335,,0,,-6.2064,0,,-15.2761,,-8.703,,-2.271,,-12.1024,-37.7036,,-97.9618,,-84.2514,,,,QC'd by APExBIO
138,363678291,16058637,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378943-01/250072934,,Inhibitor,9.6139,108.225,,83,Complete curve; high efficacy,-5.0171,1.8265,0.9904,-108.225,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.6551,,,,0.2783,,0,,0,3.6667,,0,,-6.6074,,-0.9923,,0,-35.3845,,-88.4976,,-99.6551,,,,QC'd by MedChem Express
139,363680593,11414799,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00387248-01/250073302,,Inhibitor,6.8061,85.6482,,83,Complete curve; high efficacy,-5.1671,1.7885,0.847,-89.6482,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-88.4105,,,,0,,-25.5181,,-1.4279,-27.3071,,-9.0949,,-22.3401,,-0.8612,,-13.4619,-43.9858,,-77.3987,,-88.4105,,,,QC'd by Tocris
140,363681143,68165256,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00483924-01/250073217,,Inhibitor,4.8184,79.1618,,83,Complete curve; high efficacy,-5.3171,4.9549,0.9572,-83.1618,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-85.0325,,,,0,,0,,-0.7612,0,,-7.5726,,-24.8403,,-2.8946,,-3.1502,-67.4315,,-80.3656,,-85.0325,,,,QC'd by ChemieTek
141,377020478,456214,CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC=C3)Cl,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00025219-10/250073531,,Inhibitor,8.5684,94.4233,,83,Complete curve; high efficacy,-5.0671,2.7202,0.9543,-98.4233,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.4934,,,,0,,-18.9562,,0,0,,3.9919,,-18.5745,,0,,0,-34.3568,,-95.25,,-96.4934,,,,QC'd by MedChem Express
142,384568934,11715767,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346723-07/250073501,,Inhibitor,9.6139,101.793,,83,Complete curve; high efficacy,-5.0171,2.2526,0.9784,-102.293,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.5486,,,,0,,0,,2.3123,0,,-10.3616,,0,,0,,0,-23.3953,,-94.1921,,-93.5486,,,,QC'd by MedChem Express
143,384569208,16048966,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)NC(=O)N,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390715-04/250073233,,Inhibitor,9.6139,94.3958,,83,Complete curve; high efficacy,-5.0171,4.9549,0.9219,-98.3958,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.9331,,,,-9.7061,,-18.0732,,-17.2954,-16.2731,,0.8167,,-16.5287,,-17.0843,,0,-16.4176,,-96.4665,,-95.9331,,,,QC'd by MedChem Express
144,384569466,44601455,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)/C=N/NC(=O)CCCCCCC(=O)NO,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510505-01/250073455,,Inhibitor,8.793,91.6254,,83,Complete curve; high efficacy,-5.0559,4.095,0.9349,-95.6254,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.9911,,,,,-22.1956,,-5.1044,,-25.893,,0,0,,3.1303,,-12.6847,,-10.667,-75.6176,,-94.901,,-98.9911,,,QC'd by MedChem Express
145,170464681,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016961-06/250073611,,Inhibitor,12.1032,97.3724,,82,Complete curve; high efficacy,-4.9171,4.9549,0.9667,-100.372,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.1422,,,,0,,4.288,,0,0,,-10.2969,,-5.0215,,0,,-18.746,0,,-95.987,,-96.1422,,,,QC'd by Bosche
146,170465674,10090,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00249911-01/250073679,,Inhibitor,12.1032,96.0275,,82,Complete curve; high efficacy,-4.9171,4.095,0.9452,-99.5275,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.7376,,,,2.9339,,0,,0,0,,0,,0,,-28.648,,0,-12.2294,,-86.9596,,-98.7376,,,,QC'd by GVK
147,384568578,135565674,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00262929-03/250073558,,Inhibitor,10.787,90.8092,,82,Complete curve; high efficacy,-4.9671,4.095,0.9861,-91.3092,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.3631,,,,4.6136,,0,,2.6613,0.9925,,-4.1337,,-9.1073,,0,,2.4541,-14.0481,,-79.9586,,-93.3631,,,,QC'd by Selleck
148,405558555,213046,C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,Active,82,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386382-03/250073456,,Inhibitor,12.1032,104.938,,82,Complete curve; high efficacy,-4.9171,1.9673,0.9465,-108.938,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.311,,,,-24.257,,-13.1646,,2.3014,0,,1.4615,,0,,0,,-6.9041,-21.5848,,-83.5796,,-100.311,,,,QC'd by MedChem Express
149,170465363,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,Active,81,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016642-04/250073451,,Inhibitor,22.3872,91.4621,,81,Complete curve; high efficacy,-4.65,1.1,0.9734,-107.841,-16.3789,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.8528,,,,,,,,-13.0228,,-22.4355,-19.7524,,-14.2444,,-22.4791,,-10.7324,-44.5984,,-60.8278,,-87.3207,,-99.4492,-99.8528,QC'd by Prestwick
150,170465646,10041070,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC=C)O,Active,81,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00166309-02/250073516,,Inhibitor,15.237,94.5991,,81,Complete curve; high efficacy,-4.8171,4.9549,0.9974,-94.0991,0.5,-1.1,0 0 0 0 0 0 1 0 0 0 0,-93.3522,,,,0,,0,,0,0,,0,,0,,-47.7177,,0,4.4827,,-71.2985,,-93.3522,,,,QC'd by SIGMA
151,405558816,9574768,C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3,Active,77,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390564-03/250072994,,Inhibitor,0.0108,79.729,,77,Complete curve; partial efficacy,-7.9671,1.8851,0.9739,-96.3857,-16.6567,-1.2,0 0 0 0 0 0 0 0 0 0 0,-98.5539,,,,-27.4218,,-10.9639,,-50.4145,-84.3831,,-92.5637,,-94.2216,,-94.7782,,-95.1292,-96.775,,-98.0456,,-98.5539,,,,QC'd by MedChem Express
152,384568946,515328,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)O,Active,76,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346830-03/250073271,,Inhibitor,0.0108,75.4631,,76,Complete curve; partial efficacy,-7.9671,1,0.964,-91.018,-15.5549,-1.2,0 0 0 0 0 0 0 0 0 0 0,-96.622,,,,-22.9624,,-27.1515,,-48.6527,-78.2321,,-72.2207,,-83.9436,,-90.0994,,-88.5994,-93.6219,,-92.6329,,-96.622,,,,QC'd by SIGMA
153,124939249,135400182,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,Active,75,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00229704-01/250073086,,Inhibitor,0.0271,79.3171,,75,Complete curve; partial efficacy,-7.5671,0.4,0.9063,-98.3723,-19.0552,-1.2,0 0 0 0 0 0 0 0 0 0 0,-92.134,,,,-28.796,,-47.4312,,-57.2246,-62.8621,,-56.4175,,-65.0666,,-88.207,,-93.6879,-92.0617,,-91.6882,,-92.134,,,,QC'd by Waterstone
154,384568892,6436208,C/C=C(\C)/C(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H]([C@H]4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,Active,74,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346661-05/250073134,,Inhibitor,0.0043,64.2687,,74,Complete curve; partial efficacy,-8.3671,0.8,0.9302,-73.047,-8.7783,-1.2,0 0 0 0 0 0 0 0 0 0 0,-78.9677,,,,-22.3152,,-33.2169,,-53.1771,-61.2118,,-65.6809,,-72.0653,,-61.2239,,-74.8238,-78.6304,,-68.6442,,-78.9677,,,,QC'd by MedChem Express
155,124893648,24871314,C[C@@H]1C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O[C@@H](C[C@H]2C(O2)/C=C\C1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181116-02/250073379,,Inhibitor,0.0152,66.6285,,71,Complete curve; partial efficacy,-7.8171,0.8,0.8237,-63.7365,2.8921,-1.2,0 0 0 0 0 0 0 0 0 0 0,-87.7913,,,,-0.9233,,-9.1616,,-24.4614,-38.3002,,-57.5704,,-53.5798,,-50.9824,,-51.4424,-48.818,,-70.3676,,-87.7913,,,,QC'd by NCI
156,384569022,11214940,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00351608-02/250073159,,Inhibitor,0.0192,46.3465,,71,Complete curve; partial efficacy,-7.7171,1.21,0.9223,-70.3431,-23.9966,-1.2,0 0 0 0 0 0 0 0 0 0 0,-75.3177,,,,-26.6639,,-31.7714,,-35.5297,-48.8044,,-69.9331,,-67.271,,-58.4533,,-66.8494,-70.8607,,-75.3057,,-75.3177,,,,QC'd by Selleck
157,384569082,59757974,CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)N3CCN(CC3)C)NC4=NNC(=C4)C5CC5,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00378978-02/250073316,,Inhibitor,0.2152,44.7886,,71,Complete curve; partial efficacy,-6.6671,1.2876,0.9799,-96.94,-52.1514,-1.2,0 0 0 0 0 0 0 0 0 0 0,-99.0531,,,,-56.1906,,-48.4595,,-53.8909,-54.4523,,-59.1396,,-79.6814,,-85.593,,-95.0015,-93.3376,,-99.1207,,-99.0531,,,,QC'd by ChemieTek
158,405558867,441276,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active,71,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00024995-43/250073337,,Inhibitor,0.0429,35.8856,,71,Complete curve; partial efficacy,-7.3671,1.4163,0.984,-75.0259,-39.1403,-1.2,0 0 0 0 0 0 0 0 0 0 0,-78.7277,,,,-38.7196,,-38.8887,,-45.1114,-49.6973,,-63.9487,,-74.1554,,-73.1543,,-72.7417,-73.9119,,-73.0461,,-78.7277,,,,QC'd by Aobious
