RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,9.67719e-05,0.000216759,0.000526338,0.000967407,0.00172511,0.00290222,0.00517534,0.00877704,0.0256278,0.0414791,0.0775266,0.139734,0.235149,0.419203,0.71094,1.38364,2.15358,6.27965,11.3185,19.0527,33.8396,57.1597,114.286,190.476,571.429,
332,405558741,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015741-13/250073463,,Inhibitor,42.9437,123.829,,10,Single point of activity,-4.3671,4.9549,0.9887,-124.329,-0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-100.104,,,,-7.1549,,0,,0,0,,1.0689,,-5.1153,,4.6354,,0,0,,0,,-100.104,,,,QC'd by Prestwick
333,405558859,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00181129-14/250073192,,Inhibitor,8.5684,120.317,,10,Partial curve; high efficacy; poor fit,-5.0671,0.3,0.6965,-130.41,-10.0929,-2.3,0 0 0 0 0 0 0 0 0 0 0,-98.7954,,,,-36.3729,,-41.2395,,-22.1827,-5.0774,,-17.7859,,-51.9364,,-56.0441,,-52.3941,-49.6115,,-85.0388,,-98.7954,,,,QC'd by Adooq
334,405558910,3945,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015606-06/250073403,,Inhibitor,27.0956,82.885,,10,Partial curve; partial efficacy; poor fit,-4.5671,4.095,0.998,-82.885,0,-2.4,1 0 0 0 0 0 0 0 0 0 0,-76.428,,,,-98.769,,0,,0,0,,0,,0,,0,,0,0,,-17.63,,-76.428,,,,QC'd by Microsource
335,405558955,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346540-03/250073254,,Inhibitor,21.5228,71.396,,10,Partial curve; high efficacy; poor fit,-4.6671,3.5117,0.929,-101.044,-29.6481,-2.3,0 0 1 0 0 0 0 0 0 0 0,-97.911,,,,-30.8073,,-31.4629,,-67.6871,-22.2623,,-23.3513,,-37.7188,,-40.13,,-28.7627,-22.2068,,-60.1422,,-97.911,,,,QC'd by Microsource
336,405559006,13981868,CC1([C@H]2CCC([C@@H]1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00388506-02/250072979,,Inhibitor,42.9437,42.2268,,10,Single point of activity,-4.3671,4.9549,0.9995,-42.2268,0,-3,1 0 0 0 0 0 0 0 0 0 0,-33.8839,,,,-20.6329,,0,,0,0,,0,,0,,0,,0,0,,0,,-33.8839,,,,QC'd by Prestwick
337,405559009,73111,C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00385183-01/250073523,,Inhibitor,18.6923,65.9709,,10,Single point of activity,-4.7283,4.095,0.908,-68.4709,-2.5,-3,1 0 0 0 0 0 0 0 0 0 0,-58.6901,,,-28.4888,,0,,0,0,,0,,0,,-0.1527,-18.1164,,0,,-6.0315,,-58.6901,,,,,QC'd by Analyticon
338,405559022,135565903,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390666-01/250073488,,Inhibitor,42.9437,67.8023,,10,Single point of activity,-4.3671,4.9549,0.9995,-67.8023,0,-3,0 0 0 0 0 0 0 0 0 0 0,-54.7745,,,,0,,0,,0,0,,0.0982,,0,,0,,0,0,,0,,-54.7745,,,,QC'd by MedChem Express
339,405559025,4724,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00179359-04/250073073,,Inhibitor,4.8184,119.797,,10,Partial curve; high efficacy; poor fit,-5.3171,0.2,0.7123,-131.507,-11.7097,-2.3,0 0 0 0 0 0 0 0 1 0 0,-99.6266,,,,-16.4247,,-32.0966,,-48.1901,-57.6583,,-54.4661,,-56.5018,,-57.6703,,-41.8057,-26.6518,,-77.7631,,-99.6266,,,,QC'd by Prestwick
340,405559100,72287,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00179370-05/250073632,,Inhibitor,42.9437,88.1699,,10,Single point of activity,-4.3671,4.9549,0.998,-87.6699,0.5,-3,0 0 0 0 0 0 0 0 0 0 0,-70.5833,,,,0,,0,,2.8775,0,,1.1849,,0,,0,,0,0,,0,,-70.5833,,,,QC'd by Prestwick
341,405559103,25181577,CCOC(=O)[C@H](CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)O[C@H](C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390241-07/250073034,,Inhibitor,10.787,117.859,,10,Partial curve; high efficacy; poor fit,-4.9671,0.5,0.63,-124.269,-6.4106,-2.3,1 0 0 0 0 0 0 0 0 0 0,-98.6265,,,,-47.0987,,-37.115,,-40.806,-29.6243,,-2.0088,,-14.9694,,-21.008,,-40.5034,-61.8987,,-65.3234,,-98.6265,,,,QC'd by MedChem Express
342,405559112,9823820,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263198-04/250073290,,Inhibitor,8.5684,76.5171,,10,Partial curve; partial efficacy; poor fit,-5.0671,0.4,0.6249,-80.5171,-4,-2.4,0 0 0 0 0 0 0 0 0 0 0,-60.9978,,,,-16.4731,,-27.5071,,0.1278,-18.2066,,-23.9513,,-0.3722,,-33.9519,,-25.0292,-34.6408,,-49.4083,,-60.9978,,,,QC'd by APExBIO
343,144206653,8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00168786-02/250073526,,Inactive,,,,0,,,,,0,0,4,,-16.8512,,,,-12.5539,,-17.4838,,0,0,,0,,0,,-5.3226,,0,-23.9516,,0,,-16.8512,,,,QC'd by GVK
344,170464994,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00015389-14/250073339,,Inactive,,,,0,,-4.9171,4.9549,0.4399,1.5,-12.8212,4,0 0 0 0 0 0 0 0 0 0 0,0,,,,-14.6471,,-13.0035,,-24.4344,-2.1543,,-6.7808,,-6.916,,-18.8407,,-10.8999,-16.2772,,2.2422,,0,,,,QC'd by SigmaAldrich
345,170465536,10830,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00166142-04/250072949,,Inactive,,,,0,,,,,0,0,4,,-3.461,,,,3.0859,,0,,0,0,,0,,0,,0,,0,0,,0,,-3.461,,,,QC'd by Prestwick
346,170465884,5355019,CCCSS/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167447-02/250073203,,Inactive,,,,0,,-7.0171,4.9549,0.5418,-21.9855,-3,4,0 0 0 0 0 0 0 0 0 0 1,0,,,,1.4612,,-15.9731,,1.2167,0,,-7.3837,,-29.3405,,-36.7854,,-18.7066,-12.1951,,-12.884,,0,,,,QC'd by Bosche
347,170465982,176516704,CCCCN=C(N)NC(=N)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00164533-02/250073546,,Inactive,,,,0,,-7.3671,4.9549,0.4138,-15.3857,-2,4,1 0 0 0 0 0 0 0 0 0 0,-26.1548,,,,-27.9653,,0,,-7.4276,0.8726,,-21.6284,,-21.6175,,-15.1388,,-11.5722,-12.5757,,-0.0436,,-26.1548,,,,QC'd by Labotest
348,170465986,5343,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00164492-02/250073647,,Inactive,,,,0,,-5.8671,4.9549,0.9213,-14.2843,1,4,0 0 0 0 0 0 0 0 0 0 0,-10.7906,,,,4.3162,,0,,0,0,,0,,0,,2.4825,,-12.8641,-13.6258,,-18.1536,,-10.7906,,,,QC'd by Labotest
349,174006691,2926768,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CC=C3OC)C4=CC(=CC=C4)O)C(=O)OCCOC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346826-01/250073508,,Inactive,,,,0,,-5.0171,4.9549,0.9515,-21.6607,1,4,0 0 0 0 0 0 0 0 0 0 0,-18.4327,,,,2.1378,,0,,0,0,,3.9483,,0,,0,,0,0,,-24.3006,,-18.4327,,,,QC'd by SIGMA
350,363677425,155815,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346491-08/250073322,,Inactive,,,,0,,-4.7171,3.132,0.6671,-21.435,-43.06,4,0 0 0 0 0 0 0 0 0 0 0,-22.4458,,,,-46.9512,,-37.2113,,-40.9787,-34.9048,,-41.3237,,-52.6666,,-45.01,,-42.8929,-43.3393,,-32.064,,-22.4458,,,,QC'd by Glixx
351,363677854,68107965,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00370783-06/250073055,,Inactive,,,,0,,-6.4171,4.9549,0.3773,-4.6674,1,4,0 0 0 0 0 0 0 0 0 0 1,0,,,,0,,4.4028,,0,0,,0,,1.7166,,-6.9686,,-3.921,-11.3895,,3.1862,,0,,,,QC'd by Glixx
352,363680965,73425805,CC1=NN=C2N1C3=CC=CC=C3C(=C[C@H]2CC4=NN=C(O4)C)C5=CC=C(C=C5)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00390670-01/250073122,,Activator,0.171,47.8879,,0,Complete curve; partial efficacy,-6.7671,4.4495,0.8167,-5.8574,-53.7452,1.2,0 0 0 0 0 0 0 0 0 0 1,-72.6074,,,,-45.0581,,-52.1171,,-55.5261,-55.5743,,-58.5738,,-14.6299,,-0.9095,,-17.2198,0,,-30.0367,,-72.6074,,,,QC'd by MedChem Express
353,363681031,59422203,CC[C@](C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00402345-02/250073200,,Inactive,,,,0,,-6.4671,4.9549,0.6455,-11.0544,1.5,4,0 0 0 0 0 0 0 0 0 0 1,0,,,,3.3391,,0,,4.4114,0,,-1.0278,,0,,-12.1729,,-16.2953,-15.3397,,0,,0,,,,QC'd by Glixx
354,384567923,657298,CCCC1=CC(=O)NC(=S)N1,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00016229-20/250073202,,Inactive,,,,0,,-8.2171,4.095,0.3433,-13.2485,0.5,4,0 0 0 0 0 0 0 0 0 0 0,-10.795,,,,0,,0,,-10.9284,-8.7172,,-9.6172,,-23.7069,,-26.8737,,-9.3616,0,,-16.7843,,-10.795,,,,QC'd by MedChem Express
355,384568053,54676478,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00025172-03/250073103,,Activator,0.0383,39.3082,,0,Complete curve; partial efficacy,-7.4171,1.8265,0.8745,-4.5968,-43.905,1.2,0 0 0 0 0 0 0 0 0 0 0,1.7527,,,,-44.2149,,-41.5407,,-44.1667,-27.6516,,-15.979,,0,,0,,-19.629,-11.9195,,0,,1.7527,,,,QC'd by Tocris
356,384568056,64715,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00025202-12/250073168,,Activator,1.9182,49.1577,,0,Complete curve; partial efficacy,-5.7171,3.9295,0.94,-0.2237,-49.3814,1.2,0 0 0 0 0 0 0 0 0 0 1,-67.7046,,,,-37.6257,,-51.6232,,-53.2976,-50.7197,,-44.8533,,-50.0934,,-57.2366,,-20.4481,0,,0,,-67.7046,,,,QC'd by MedChem Express
357,384568159,5281807,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00096060-07/250073502,,Inactive,,,,0,,,,,0,0,4,,-17.2875,,,,-2.9994,,-3.0321,,-10.6451,-17.0802,,-0.4472,,0,,1.0907,,-5.3226,-6.1297,,-4.45,,-17.2875,,,,QC'd by Selleck
358,384568338,2777,C1COCCN1CCCCNC(=O)C2=CC3=CC=CC=C3O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167801-02/250073164,,Inactive,,,,0,,-6.2671,3.132,0.8453,-16.8461,2,4,0 0 0 0 0 0 0 0 0 0 0,-26.1218,,,,2.9693,,0,,3.7644,2.5236,,-1.3552,,1.837,,-11.2811,,-15.7863,-14.8467,,-10.3295,,-26.1218,,,,QC'd by Tocris
359,384568564,216235,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00253587-02/250073179,,Inactive,,,,0,,,,,0,0,4,,0,,,,0,,0,,-3.628,-18.6399,,-32.7074,,0,,-27.8627,,0,0,,0,,0,,,,QC'd by Selleck
360,384568627,6918848,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00263153-07/250073175,,Inactive,,,,0,,-6.3171,3.1925,0.9208,0.0378,-47.1596,4,1 0 0 0 0 0 0 0 0 0 1,-88.7972,,,,3.6319,,-44.0944,,-33.5301,-59.6218,,-51.3823,,-42.0948,,-10.6547,,0,0,,0,,-88.7972,,,,QC'd by Selleck
361,384568935,6918493,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00346730-07/250073167,,Inactive,,,,0,,-6.8671,4.9549,0.5271,-21.0278,-3,4,0 0 0 0 0 0 0 0 0 0 1,-11.6184,,,,-9.0044,,-10.3536,,0,0,,3.7885,,-29.8801,,-22.1827,,-7.7155,-11.7509,,-32.9398,,-11.6184,,,,QC'd by MedChem Express
362,384569125,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00386317-04/250073658,,Inactive,,,,0,,,,,0,0,4,,0,,,,0,,3.3007,,0,0,,0,,0,,0,,0,0,,0,,0,,,,QC'd by ChemieTek
363,384569271,56962369,CC1=CNC2=C1C(=NC=N2)N3CCC(CC3)(CN)C(=O)NC4=CC(=CC=C4)OC(=O)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00484080-02/250073097,,Inactive,,,,0,,-4.0559,4.9549,0.6478,-12.5051,-0.5,4,0 0 0 0 0 0 0 0 0 0 0,-10.0042,,,,,0,,-6.535,,0,,0,2.1201,,-0.3313,,0,,0,0,,0,,-10.0042,,,QC'd by MedChem Express
364,384569306,90351311,CN1C2=CC=CC=C2OC[C@@H](C1=O)NC(=O)C3=NOC(=C3)CC4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00499427-02/250073360,,Activator,12.1032,35.0347,,0,Partial curve; partial efficacy,-4.9171,2.3531,0.7825,0.698,-34.3367,2.2,0 0 0 0 0 0 0 0 0 0 0,0,,,,-42.4465,,-27.7284,,-28.4386,-36.6905,,-30.373,,-33.782,,-48.0199,,-26.2741,-29.5005,,-8.4108,,0,,,,QC'd by Glixx
365,384569389,125385732,CN1C=C(C(=N1)OC)NC2=C3C(=NC(=N2)N4C[C@@H]([C@H](C4)F)NC(=O)C=C)N(C=N3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00509941-01/250073180,,Inactive,,,,0,,-7.7671,4.9549,0.6753,-26.125,1,4,0 0 0 0 0 0 0 0 0 0 0,-33.5852,,,,0,,0,,1.5945,-24.118,,-35.8631,,-34.8964,,-33.1852,,-7.9504,-21.529,,-16.1398,,-33.5852,,,,QC'd by ChemGood
366,384569430,117761397,C[C@@H](C1=CC=CC=C1)NC2=CC(=O)N(C(=O)N2)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00510355-01/250073146,,Inactive,,,,0,,,,,0,0,4,,-12.3532,,,,-19.099,,-15.2442,,-11.9918,-14.0517,,0,,-15.196,,-15.5574,,-16.0513,0.6565,,-12.1484,,-12.3532,,,,QC'd by Axon Medchem
367,405558460,71734,CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00167515-03/250073026,,Inactive,,,,0,,-6.2283,4.9549,0.5445,-26.8985,-4,4,1 0 0 0 0 0 0 0 0 0 1,4.8527,,,-32.0929,,0.7261,,-22.9201,-10.4677,,3.6909,,-7.7449,,3.4973,-34.3317,,-19.326,,-26.9256,,4.8527,,,,,QC'd by Glixx
368,405558942,4619,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,Inactive,0,http://assay.nih.gov/htsws/rest/display/TRND-SARS2-PP-HEK293ACE2-f4-mipe-npc/NCGC00389219-01/250073304,,Inactive,,,,0,,-6.8671,4.9549,0.7647,-30.5533,-2.5,4,0 0 0 0 0 0 0 0 1 0 0,-37.0965,,,,-0.3056,,-13.1063,,0,0,,0,,-32.9296,,-41.7301,,-19.8955,-66.8537,,-19.2288,,-37.0965,,,,QC'd by APExBIO
