PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Repeated sucessfully (out of two attempts)
RESULT_TYPE,,,,,,,,STRING
RESULT_UNIT,,,,,,,,NONE
598,22404858,2496360,CC1=C(SC2=C1C(=O)NC(=N2)CSCC(=O)N(C)C3=CC=CC=C3)C,Inactive,10,,,
599,85268779,2572507,CC1=C(C(=CC=C1)C)NC(=O)CN2C(=O)C(=C(N(C2=O)C)N)N3CCCCC3,Inactive,10,,,
600,17505547,1389181,CC1CCN(CC1)C(=S)SCC2=NC(=NC(=N2)NC3=CC=CC=C3OC)N,Inactive,10,,,
601,7970062,5310125,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NCCC3=CSC(=N3)C4=CN=CC=C4,Inactive,10,,,
602,14746749,3606824,CC1=CC(=CC=C1)NC(=O)COC(=O)CNC(=O)C2CCCCC2,Inactive,10,,,
603,7967853,5309074,CCOC(=O)C1=C2N=C(C=C(N2N=C1C3=CC(=CC=C3)OC)C)C,Inactive,10,,,
604,14725173,3110124,CCCCCC(=O)NC1=CC=C(C=C1)CC2=CC=NC=C2,Inactive,10,,,
605,85271492,2429145,CC1=CC=NC2=NC(=NN12)C(=O)OCC(=O)NC3=CC4=C(C=C3)OCCO4,Inactive,10,,,
606,856632,657987,CC1=NN=C2N1C3=C(C4=C(S3)COC(C4)(C)C)C(=O)N2C5=CC=CC=C5,Inactive,10,,,
607,24835365,5201260,C1CCN(C1)C(C2=CC=C(C=C2)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive,10,,,
608,14730783,5737363,CCC(C)NCCCOC1=C(C=C(C=C1)/C=C/C)OC.C(=O)(C(=O)O)O,Inactive,10,,,
609,17514765,4124689,C1C(OC2=CC=CC=C2O1)C3=NN=C(O3)NC(=O)C4=CC=C(C=C4)F,Inactive,10,,,
610,17508619,5441368,CC1=CC=CC=C1C(=O)/C(=N/NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)/C#N,Inactive,10,,,
611,22402614,6877639,C1CCN(CC1)S(=O)(=O)C2=C(C=CN=C2)N3CCN(CC3)/N=C/C4=CC=C(C=C4)[N+](=O)[O-],Inactive,10,,,
612,17511082,4086724,CCC1=CC=CC=C1NC(=S)N(CCCN2CCOCC2)CC3=CC=CS3,Inactive,10,,,
613,22414943,135401468,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=O)CCC(=O)NCC2=CC=CC=C2)O,Inactive,10,,,
614,85200552,44201674,CC(C)(C)OC(=O)C[C@H]1C/C=C\C[C@H](C(=O)NC[C@@H](OC1=O)C2=CC=CC=C2)CC(=O)N[C@H](CC3=CC=CC=C3)CO,Inactive,10,,,
615,7965721,5307791,CCSC1=NN=C(S1)NC(=O)C(CC2=CC=CC=C2)N3C=CC=C3,Inactive,10,,,
616,57260859,2090567,C1CCC2=C3C(=NN(C3=O)C4=CC=CC=C4)N=C(N2CC1)SCC(=O)C5=CC(=C(C=C5)O)O,Inactive,10,,,
617,7975361,623689,C1CCC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2CC1,Inactive,10,,,
618,848549,650998,CC1=CC=CC=C1CCN(CC2=CC3=CC4=C(C=C3NC2=O)OCO4)C(=O)C,Inactive,10,,,
619,17432516,135425030,C1=CC=C(C=C1)C(=O)N/N=C/C2=C(C3=CC=CC=C3S2)O,Inactive,10,,,
620,14725799,844228,CC(C)OC1=CC=C(C=C1)CN2C(=NNC2=S)C3=CC=CO3,Inactive,10,,,
621,22405244,3329238,C1=C(C=C(C(=C1NC(=O)CNCCCO)Cl)NC(=O)CNCCCO)C(F)(F)F,Inactive,10,,,
622,56323250,24982405,CC1=C(C=C(C=C1)NC(=O)CCNS(=O)(=O)C2=CC=C(C=C2)Br)S(=O)(=O)N3CCOCC3,Inactive,10,,,
623,7967869,5309085,CCOC(=O)N1CCC(CC1)N2CC3=C(C2=O)C(=CC=C3)C(=O)N4CCN(CC4)C5CCCCC5,Inactive,10,,,
624,22401452,15944772,COC1=CC=C(C=C1)C2=CC(=NN2)N3C(=O)NC4=CC=CC=C4N3O,Inactive,10,,,
625,14738099,4257356,C1COCCN1CCCN(CC2=CC=CS2)C(=O)NC3=CC=C(C=C3)Cl,Inactive,10,,,
626,846605,648996,CCC1=CC=C(C=C1)OCC2=NN=C(N2CC)SCCN3CCOCC3.C(=O)(C(=O)O)O,Inactive,10,,,
627,22414239,135401434,CC1=CC=C(C=C1)NC(C)C(=O)N/N=C/C2=CC=CC(=C2O)CC=C,Inactive,10,,,
628,22414796,6182613,C1=CC=C(C=C1)N/N=C(/C(=O)NN)\S(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,10,,,
629,17503809,135497920,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=O)CC2=CC=CS2)O,Inactive,10,,,
630,7972274,3116427,CC1=NC=C(N1)C23CC4CC(C2)CC(C4)C3,Inactive,10,,,
631,49642997,3132202,CC(=O)NC(C1=CC(=CC=C1)OC)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive,10,,,
632,857883,659227,CCOC(=O)CSC1=NC2=CC=CC=C2C(=O)N1C,Inactive,10,,,
633,22414319,1791779,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=S)NC(=O)CC(C)C,Inactive,10,,,
634,56316430,7921513,CC1=C(OC2=CC=CC=C12)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)F,Inactive,10,,,
635,17432962,2968829,COC1=C(C=CC(=C1)CNCC2=CC=CC=N2)OCC3=CC=C(C=C3)Cl.Cl,Inactive,10,,,
636,85268713,2350919,C1=CC=C(C(=C1)C(=O)NN=CC2=C(C=C(C=C2)O)O)NS(=O)(=O)C3=CC=CS3,Inactive,10,,,
637,7973246,2896277,COC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCN(CC2)C3=CC=CC=C3OC)C4=CC=CC=C4,Inactive,10,,,
638,85201871,44202950,C[C@@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@H]1CNC)[C@H](C)CO,Inactive,10,,,
639,7976285,1965859,CCN1C(=O)/C(=C\2/C=CC=CN2C)/OC1=S,Inactive,10,,,
640,4240543,3235639,CCCCNC(=O)CCCCCNS(=O)(=O)C1=CC=C(C=C1)OC,Inactive,10,,,
641,22410624,2421275,CCOC(=O)C1=C(C2=C(S1)N=CC(=C2)C(=O)C3=C(C=CC(=C3)OC)O)C,Inactive,10,,,
642,4247728,3241894,C1CC(OC1)CNC(=O)CN2C=NC3=C(C2=O)N=NN3CC4=CC=CC=C4F,Inactive,10,,,
643,7973001,3092009,CCSCCOC(=O)C1=C(NC(=O)NC1C2=C(C=CC(=C2)OC)OC)C,Inactive,10,,,
644,56462822,25102386,COC1=CC2=[N+](N3CCN=C(C3=C2C=C1)C4=CC=C(C=C4)Cl)[O-],Inactive,10,,,
645,7969424,5309966,CC1=C(C(=NN1C)C)S(=O)(=O)N(CC(=O)NC2=NC=CS2)C3=CC=C(C=C3)OC,Inactive,10,,,
646,24821368,4638553,COC1=CC(=CC(=C1OC)OC)C(C2=C(C(=O)C=C(O2)CO)O)C3=C(C(=O)C=C(O3)CO)O,Inactive,10,,,
647,14726115,891134,CC(C)C(=O)NC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)C(C)(C)C,Inactive,10,,,
648,22402995,135521556,CC1=CC(=O)NC(=N1)N/N=C/C2=C(N(C(=O)C3=CC=CC=C32)C4=CC=CC=C4)O,Inactive,10,,,
649,4247272,3241501,CC1=CC(=C(C=C1)NC(=O)CN2C=CC=C2)Br,Inactive,10,,,
650,14729628,135473481,CC1(CC(=C(C(=O)C1)C=NC2=CC(=CC=C2)OC)O)C,Inactive,10,,,
651,17510126,3463345,CC(C)CC(=O)NC(=S)N1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,10,,,
652,24795806,2936125,CN(CCOC1=C(C=C(C=C1)OC)CC=C)CC2=CC=CC=C2.C(=O)(C(=O)O)O,Inactive,10,,,
653,24835280,135519955,CCNC1=NC(=NC(=N1)N/N=C/C2=CC(=C(C=C2)O)O)NCC,Inactive,10,,,
654,4257677,978087,CC1=CC(=C(C=C1)C)N2CC(=O)N(CC2=O)C3=C(C=CC(=C3)C)C,Inactive,10,,,
655,17514658,7197384,C1=CC=C(C=C1)CCN=C(N)NS(=O)(=O)C2=CC=C(C=C2)F,Inactive,10,,,
656,17511567,135433517,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC(=CC=C2)C(F)(F)F)O,Inactive,10,,,
657,22405324,7314608,CC1=CC(=C(C=C1)C)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O,Inactive,10,,,
658,85146077,44142050,CC1=CC(=CC=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4,Inactive,10,,,
659,85146983,44142819,CC1=CC=C(C=C1)CN2CC(=O)N3[C@@H]4[C@H](COC5=C4C=CC(=C5)OC)[C@@H]([C@@]3(C2=O)C)C6=CC=CC=C6,Inactive,10,,,
660,85201355,44202439,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CNC)[C@H](C)CO,Inactive,10,,,
661,17511245,2928413,CC(C)C(=O)NC(C1=CC=CC=C1)C2=CC(=C3C=CC=NC3=C2O)[N+](=O)[O-],Inactive,10,,,
662,17414798,2876424,CN1C(C2C(O1)C(=O)N(C2=O)C3=CC=CC=C3)C4=CC=C(C=C4)F,Inactive,10,,,
663,24832054,2464546,CCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CSC3=NN=C(O3)C4=CC=CC=C4,Inactive,10,,,
664,14721186,2897814,COC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)F,Inactive,10,,,
665,17508079,135427759,CC1=NN=C(NC1=O)SCC(=O)NNC(=O)C(C)C,Inactive,10,,,
666,49718310,24790089,CN(CC1=CC(=CC=C1)OC)C(=O)CC2C(=O)NCCN2C3CC4=CC=CC=C4C3,Inactive,10,,,
667,49677463,16807549,COC1=C(C=C(C=C1)CCNC(=O)C(=O)NCC2N(CCO2)S(=O)(=O)C3=CC=CC=C3)OC,Inactive,10,,,
668,17433770,135421695,C1=CC(=C(C=C1O)O)/C=N/NC2=NC=C(C=N2)Br,Inactive,10,,,
669,14740644,5345994,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O/N=C(/C2=CC(=C(C=C2)OC)OC)\N,Inactive,10,,,
670,17432799,980571,CC1=C(C(=O)C2=C(O1)C=C(C=C2)OCC3=CN(N=C3)C4=CC=CC=C4)OC5=CC=CC=C5F,Inactive,10,,,
671,14730345,2979898,CCOC(=O)C1=C(NC(=O)NC1C2=C(C=CC(=C2)C)C)CNCC3=CC=C(C=C3)C,Inactive,10,,,
672,22409736,135521623,CCN(CC)C1=CC(=C(C=C1)/C=N/NC2=NC(=CC(=O)N2)C)O,Inactive,10,,,
673,87349260,44602121,C[C@@]12[C@H](C[C@@H](C(=O)N1CCC3=C2NC4=C3C=CC(=C4)C5=CC=CO5)CC(=O)NCCCN6C=CN=C6)C(=O)N7CCOCC7,Inactive,10,,,
674,4248993,3243000,CCCS(=O)(=O)N1CCCC(C1)C(=O)NCC2=CC=CO2,Inactive,10,,,
675,17512428,135517087,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Inactive,10,,,
676,49824836,5916900,COC1=CC=CC(=C1)C2/C(=C(/C3=CC4=C(C=C3)OCCO4)\O)/C(=O)C(=O)N2CC5=CN=CC=C5,Inactive,10,,,
677,16953263,4088610,CC1CC(CN(C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)N3C(=O)C4=C(C3=O)C(=CC=C4)N)C,Inactive,10,,,
678,14739532,1254960,CN(CC(=O)NN1C=NN=C1)S(=O)(=O)C2=CC=C(C=C2)Br,Inactive,10,,,
679,22400629,15944702,CC(=O)OC1=CC=C(C=C1)C(=O)[C@H]2[C@@H]3[C@H]([C@H]4N2N=CC=C4)C(=O)N(C3=O)C5=CC6=CC=CC=C6C=C5,Inactive,10,,,
680,22404209,2903046,CCOC1=C(C=CC(=C1)N2CCCC2)[N+](=O)[O-],Inactive,10,,,
681,85268195,4333683,CC(C)(C)N(CC1=CC=CC=C1)C(=O)COC(=O)C2CCCCC2,Inactive,10,,,
682,56462820,25102384,COC1=CC=C(C=C1)C2=CN(C(=N2)C3=CN=C(C=C3)Cl)CCC(=O)O,Inactive,10,,,
683,85201716,44202798,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO,Inactive,10,,,
684,47203006,135411765,CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C(=N/NC(=O)C3=CC=CC=C3)/C,Inactive,10,,,
685,22400975,5691857,COC1=CC=CC(=C1)N2C(=O)C3=CC=CC=C3N=C2SCC4=CC(=O)OC5=CC(=C(C=C45)O)O,Inactive,10,,,
686,7967159,5308659,C1CC(N(C1)S(=O)(=O)C2=CC=CC3=C2N=CC=C3)C(=O)NC4=NC=CS4,Inactive,10,,,
687,22401770,1881906,COC1=CC(=CC(=C1)C(=O)NC(=S)NNC(=O)C2=NC=CN=C2)OC,Inactive,10,,,
688,85267980,2386197,C1CC(CCC1NC(=O)C2=CC=C(O2)Br)O,Inactive,10,,,
689,85268384,4148772,C1CCCC(CC1)NC(=O)COC(=O)C2=C(N=CC=C2)Cl,Inactive,10,,,
690,49737281,2929885,CCOC(=O)C1CCN(CC1)C(=O)CN(C2=C(C=CC(=C2)Cl)OC)S(=O)(=O)C3=CC=CC=C3,Inactive,10,,,
691,14724933,1152507,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)CSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,Inactive,10,,,
692,14728451,979927,CC(C)CNCC1=CC(=C(C=C1Br)OCC(=O)NCC2=CC=CC=C2)OC,Inactive,10,,,
693,17507359,5440144,COC1=CC=C(C=C1)/C=C\2/C(=O)/C(=C/C3=CC=C(C=C3)OC)/CN(C2)CC4=CC=CC=C4,Inactive,10,,,
694,22405855,5400585,CCOC(=O)C1=C(SC(=C1C)C)/N=C/C2C(=O)CC(CC2=O)(C)C,Inactive,10,,,
695,16952515,11834398,CN(C)C(CC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)C3=CC=CC=C3.Cl,Inactive,10,,,
696,22414237,135401433,C1=CC=C2C(=C1)C=CC(=C2/C=N\NC(=O)C3=CC=C(O3)CN4C=CC=N4)O,Inactive,10,,,
697,51089216,7501725,CC1=CC(=NO1)NC(=O)CSC2=NC3=C(C(=O)N2CC=C)NC4=CC=CC=C43,Inactive,10,,,
698,17387133,1760568,C1=CC=C(C(=C1)NC(=O)C2=CC=CC(=C2)COC3=C(C=CC(=C3)Cl)Cl)Cl,Inactive,10,,,
699,4250676,541823,CC(C)OC(=O)C1=CC2=CC=CC=C2OC1=O,Inactive,10,,,
700,864766,666007,C1CCC2(CC1)C(C(=O)NC(=N2)N3CCN(CC3)C4=CC=CC=C4)C#N,Inactive,10,,,
701,14747119,135512438,CC1=CC(=C(C=C1Br)C)SCC(=O)N/N=C/C2=C(C=C(C=C2)O)O,Inactive,10,,,
702,4251848,601074,CC1=C(C(=O)OC2=NNC(=C12)C)C,Inactive,10,,,
703,14727525,4062821,C1CC(=C(C1)NNC(=O)C2=CC(=CC=C2)O)C(=O)C(F)(F)F,Inactive,10,,,
704,57264528,16279496,CC1=C(C=C(C=C1)Br)S(=O)(=O)OC2=C(C=C(C=C2)/C=C/C(=O)O)OC,Inactive,10,,,
705,22407391,4548579,CC1=CC=C(C=C1)NC2=NN=C(S2)SC(C)C(=O)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C,Inactive,10,,,
706,56463479,25102676,CC(C)C[C@H]1CN=C(N1CCCCC2=CC=CC=C2)N(C)C,Inactive,10,,,
707,85201376,44202460,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC4=C(C=C3)OCO4)O[C@@H]1CN(C)CC5=CC=C(C=C5)C6=CC=CC=C6)[C@H](C)CO,Inactive,10,,,
708,14735674,9550805,CC1=CC=C(C=C1)C2=NC(NC2=O)(C)C,Inactive,10,,,
709,17505593,4885837,CC1=CC(=CC=C1)NC(=O)CN2C=NC3=C(C2=O)OC4=C3C=C5COC(CC5=N4)(C)C,Inactive,10,,,
710,85271170,2356160,CN(C1CCCCC1)C(=O)COC(=O)CC2=CC=C(C=C2)Cl,Inactive,10,,,
711,85269266,9360064,C1CN(CCC1C(=O)N)C(=O)C2=CC3=C(C(=C2)Cl)OCCO3,Inactive,10,,,
712,14740693,748195,COC1=CC=C(C=C1)NCN2C(=O)CCC2=O,Inactive,10,,,
713,85146483,44142344,CC(C1=CC(=C2C=CC=NC2=C1O)Cl)NC(=O)C,Inactive,10,,,
714,17508912,1435093,CN1C2=CC=CC=C2N3C1=NN(C(=O)C3=O)CC(=O)C4=CC=C(C=C4)Cl,Inactive,10,,,
715,17514157,12005778,CC1=CC=C(C=C1)C(C2=CC=C(C=C2)C)(C(=O)NNC3=[NH+]C4=CC=CC=C4C=C3)O.[Cl-],Inactive,10,,,
716,74373669,42601146,C1CCC(CC1)N2C(=CC(=N2)C3=CC=CC=C3)NC(=O)C4=CC=C(C=C4)Cl,Inactive,10,,,
717,4265761,5739958,CC1=CC=C(O1)C(=O)/C=C(\C)/NC2=CC3=C(C=C2)OCO3,Inactive,10,,,
718,17514747,135517174,CC1=C(C=C(C=C1)N=C2NC(=O)/C(=C\C3=CC=CS3)/S2)C,Inactive,10,,,
719,4243774,3238455,CCOC1=CC=C(C=C1)NC(=O)NC2CCOC(C2)(C)C,Inactive,10,,,
720,17505136,9591065,C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC(=CC(=C2)Br)OC(=O)/C=C/C3=CC=CO3)O,Inactive,10,,,
721,14724463,1073158,COC1=C(C=C(C=C1)CCNC(=O)CN2N=C(N=N2)C3=CC=CC=C3F)OC,Inactive,10,,,
722,22415085,851958,C1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2NC(=O)CCC(=O)O,Inactive,10,,,
723,22412321,850148,CCNC1=CC=CC=C(C1=O)C2=NC3=CC=CC=C3C=C2,Inactive,10,,,
724,14726284,1072833,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)OC)OC,Inactive,10,,,
725,17510598,135412108,CC1=CC(=O)NC(=N1)N/N=C/C2=CC=CC=N2,Inactive,10,,,
726,56315740,16333851,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)/C=C/C2=CC=CO2,Inactive,10,,,
727,860822,662101,CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NN=C(N2CC=C)C3=CC=CO3,Inactive,10,,,
728,14724416,785810,CCOC(=O)C1=C(N(N=C1)CC2=CC=CC=C2)N,Inactive,10,,,
729,846735,649129,CCN1CCCC1CN(CC2=CC3=C(C=C(C=C3NC2=O)C)C)C(=O)NC4CCCCC4,Inactive,10,,,
730,7978424,877172,C1COCCN1C2=NSN=C(C2=O)N3CCOCC3,Inactive,10,,,
731,17386566,1236180,CCOC(=O)C1=NN(C2=NC(=CC(=O)N12)NC3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,10,,,
732,17505336,1136282,C1=CC=C(C=C1)CN2C(=NN=C2SCC(=O)NNC(=O)C3=CC=CC=C3O)C4=CC=CC=C4,Inactive,10,,,
733,17513176,1881759,COC1=CC(=CC(=C1OC)OC)C(=O)NC(=S)NNC(=O)C2=NC=CN=C2,Inactive,10,,,
734,17509052,1914872,CCCN1C/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)/C(=C\C4=CC5=C(C=C4)OCO5)/C1,Inactive,10,,,
735,51089060,16833702,CN(CC1CCCO1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N,Inactive,10,,,
736,4250866,3244623,C1=CC=C(C(=C1)NC(=O)CCNS(=O)(=O)C2=CC=CS2)F,Inactive,10,,,
737,855955,5485201,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl,Inactive,10,,,
738,17516706,2082775,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NCC4=CC=CO4)Cl,Inactive,10,,,
739,17513407,135429731,CCC(C)N1C(=C(C(=O)NC1=S)/C=N/NC(=O)C2=CC=NC=C2)O,Inactive,10,,,
740,85200939,44202059,C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@H]1CN(C)S(=O)(=O)C5=CC=C(C=C5)C)[C@H](C)CO,Inactive,10,,,
741,4255102,167520,CC(C)(C1=CC(=C(C(=C1)CN(C)C)O)CN(C)C)C2=CC(=C(C(=C2)CN(C)C)O)CN(C)C,Inactive,10,,,
742,17506143,1938572,C1=CC=C(C=C1)C2=NN3C(=NN=C3C4=CC=CC=C42)CNC(=O)COC5=CC=CC=C5,Inactive,10,,,
743,17385668,2469982,CC(C)CC(=O)NC1=CC=C(C=C1)C(=O)CN2C(=O)C3=CC=CC=C3C(=N2)C(=O)O,Inactive,10,,,
744,56317330,16499261,COC1=C(C=C(C=C1)C(=O)COC(=O)C2CC3CCCC(C2)C3=O)Br,Inactive,10,,,
745,85148516,44143858,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC3CC3)C4=CC(=C(C=C4)C5=CC=CC=C5)F,Inactive,10,,,
746,17512231,689109,COC1=CC=C(C=C1)C2=NNC(=O)CC2,Inactive,10,,,
747,22411261,4054926,C1=CC(=CC(=C1)NC(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O)C(F)(F)F,Inactive,10,,,
748,3717116,9554685,C1=CC=C2C(=C1)N=CN2/N=C/C3=C(N=C4N3C=CS4)Cl,Inactive,10,,,
749,7975456,135412130,CC(C)(C)C1=NN=C(N(C1=O)/N=C/C2=CC(=C(C=C2)O)OC)SC,Inactive,10,,,
750,17505390,135497985,CC(C)(C)C1=NN(C(=C1)C(=O)N/N=C/C2=CC=CC=C2O)C3=CC=CC=C3,Inactive,10,,,
751,17432783,2945579,C1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)NC3=CC=C(C=C3)F.Cl,Inactive,10,,,
752,17410498,1490269,C1=CC=C(C=C1)S(=O)(=O)CC2=CN=C(S2)Cl,Inactive,10,,,
753,57259523,16305086,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)SC2=NNC(=N2)C3=CC=CC=C3F,Inactive,10,,,
754,17514266,12005792,CCN(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=NC5=CC=CC=C5S4,Inactive,10,,,
755,22414921,1227377,C1C2(CN3CN1CN(C2)C3)NCC4=C(C=C(C=C4)Cl)Cl,Inactive,10,,,
756,22415150,2175559,CC1=CC2=C(C=C1)N(C(=C(C2=O)Br)C)CC3=CC=CC=C3,Inactive,10,,,
757,22416671,2966178,C1=CC=NC(=C1)NC(C2=CN=CC=C2)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive,10,,,
758,14738073,3995045,CCOC(=O)CC(C1=CC=C(C=C1)OC)NC(=O)C2=CC=CO2,Inactive,10,,,
759,14742485,1878742,C1CN1C2=C(C(=O)C3=CC=CC=C32)C4=CC=CC=C4,Inactive,10,,,
760,14727446,135473431,CC1=CC(=C(C=C1)/C=N/NC(=O)C2=NNC(C2)(C3=CC=CC=C3)C4=CC=CC=C4)O,Inactive,10,,,
761,22410769,2338052,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)OCC(=O)NC2=C(C=CC=C2F)F)F,Inactive,10,,,
762,17505782,2271808,COC1=CC=CC=C1/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NC3=NCCS3,Inactive,10,,,
763,49818651,24817586,CN(C1CCCN(C1)CC2=CC=CC=C2F)C(=O)C3=CC=CC=C3C4=NC=CN4,Inactive,10,,,
764,14740744,1859733,CC1=NN=C2N1N=C(C3=CC=CC=C32)C4=CC=C(C=C4)O,Inactive,10,,,
765,859751,661055,C1CCN(C1)C2=C(N=C(O2)C3=CC=C(C=C3)F)C#N,Inactive,10,,,
766,17511733,1931465,CC(C)N1C/C(=C\C2=CSC=C2)/C(=O)/C(=C\C3=CSC=C3)/C1,Inactive,10,,,
767,49643012,3129244,CCCCC(=O)NC(C1=CC=CC=C1)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive,10,,,
768,85199043,16277376,CC1=C(C(=NN1CC(=O)NC2(CCS(=O)(=O)C2)C)C)S(=O)(=O)N(C)C,Inactive,10,,,
769,17512260,4209877,CC1=CC(=C[N+](=C1)C2=NC3=CC=CC=C3N=C2N=S(=O)(C4=CC=CS4)[O-])C,Inactive,10,,,
770,85146722,44142579,C1CCC(CC1)(C2=CC3=CC=CC=C3C(=O)O2)OC(=O)C4=CC=CO4,Inactive,10,,,
771,22402782,5197190,CC1=CC=C(C=C1)S(=O)(=O)N2CC(CC2C(=O)OCC3=NC4=C(C(=C(S4)C)C)C(=O)N3)O,Inactive,10,,,
772,4250644,719057,C1CCN(CC1)C2=NC(=NC(=N2)N(CC(=O)N)C#N)N3CCCCC3,Inactive,10,,,
773,7969793,3156042,CC1CCCN(C1)C2=NC3=C(N2CCCC4=CC=CC=C4)C(=O)NC(=O)N3C,Inactive,10,,,
774,17512640,135517094,COC1=C(C=C(C=C1)CC2=NN=C(NC2=O)N/N=C/C3=C(C=C(C=C3)O)O)OC,Inactive,10,,,
775,22402719,4266964,CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NCC3=CC=CS3)C,Inactive,10,,,
776,14732959,3508287,CCC1=NN=C(O1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC4=CC=CC=C43,Inactive,10,,,
777,22410691,135401274,CCN(CC)S(=O)(=O)C1=CN=C(C=C1)N/N=C/C2=C(C(=CC=C2)OCC)O,Inactive,10,,,
778,22413921,13581664,C[N+]1=CN(C2=CC=CC=C21)/N=C/C3=CC=CC=C3.[I-],Inactive,10,,,
779,17511603,943384,CC1=C2C(=CC=C1)C=C(C(=O)N2)COC(=O)C3=CC=CS3,Inactive,10,,,
780,22405334,7314662,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC(=C2)Br)O,Inactive,10,,,
781,24786404,4172489,C1=CC=C(C(=C1)C(C2=C(C(=O)C=C(O2)CO)O)NC3=CC=CC=N3)Cl,Inactive,10,,,
782,22416620,2966040,C1=CC=C(C(=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC4=CC=CC=N4)OCC(=O)O,Inactive,10,,,
783,22413256,902193,CC1=NC=CN1CCCN2C(=O)CNC2=S,Inactive,10,,,
784,22412172,3432423,COC1=CC=C(C=C1)C(C2=C(C(=O)C=C(O2)CO)O)NC3=CC=CC=N3,Inactive,10,,,
785,17508497,5439786,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N/N=C(\C#N)/C(=O)C3=CC=CC=C3,Inactive,10,,,
786,24837054,135520033,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C(\C)/C2=C(C=C(C=C2)O)O,Inactive,10,,,
